osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,bridge
199105989,False,2,N 14,primary,False,46.571,"LINESTRING (-3.4632883 12.4584885, -3.4637172 12.4584927)",,
199105989,False,2,N 14,primary,True,186.959,"LINESTRING (-3.4632883 12.4584885, -3.4615669 12.4584477)",,
344514589,False,,,tertiary,True,128.746,"LINESTRING (-3.4632883 12.4584885, -3.4626677 12.4594751)",,
84665513,False,,,residential,False,86.596,"LINESTRING (-3.4590473 12.4618746, -3.4598398 12.4619622)",,
264208337,False,,,tertiary,False,60.971,"LINESTRING (-3.4590473 12.4618746, -3.4591296 12.462417)",,
264208337,False,,,tertiary,True,73.687,"LINESTRING (-3.4590473 12.4618746, -3.4588987 12.461228)",,
115079426,False,,,residential,True,103.067,"LINESTRING (-3.4586435 12.4602622, -3.4584604 12.4611717)",,
264208337,False,,,tertiary,False,47.207,"LINESTRING (-3.4586435 12.4602622, -3.4587729 12.4606675)",,
264208337,False,,,tertiary,True,27.944,"LINESTRING (-3.4586435 12.4602622, -3.4585771 12.4600194)",,
84665508,False,,,tertiary,False,36.26,"LINESTRING (-3.458223 12.4638417, -3.4579334 12.4640041)",,
199105990,False,,,residential,True,170.522,"LINESTRING (-3.458223 12.4638417, -3.4597566 12.4641724)",,
84665508,False,,,tertiary,True,106.851,"LINESTRING (-3.458223 12.4638417, -3.4586147 12.4636296, -3.4588131 12.4634986, -3.4590273 12.4632981)",,
264208337,False,,,tertiary,False,73.687,"LINESTRING (-3.4588987 12.461228, -3.4590473 12.4618746)",,
264208337,False,,,tertiary,True,63.804,"LINESTRING (-3.4588987 12.461228, -3.4587729 12.4606675)",,
344514591,False,,,residential,False,47.999,"LINESTRING (-3.4588987 12.461228, -3.4584604 12.4611717)",,
344514591,False,,,residential,True,115.003,"LINESTRING (-3.4588987 12.461228, -3.4599378 12.4614285)",,
199105989,False,2,N 14,primary,True,46.571,"LINESTRING (-3.4637172 12.4584927, -3.4632883 12.4584885)",,
84665549,False,,,tertiary,True,100.305,"LINESTRING (-3.4608397 12.4636128, -3.4613253 12.4643802)",,
344514594,False,,,residential,True,84.991,"LINESTRING (-3.4608397 12.4636128, -3.4616097 12.4637504)",,
"[344514597, 84665549]",False,,,tertiary,False,101.97200000000001,"LINESTRING (-3.4608397 12.4636128, -3.4607705 12.4635654, -3.4607344 12.4634863, -3.4607346 12.4633927, -3.4608485 12.4627479)",,
344514594,False,,,residential,False,77.54,"LINESTRING (-3.4608397 12.4636128, -3.460674 12.4635865, -3.4601363 12.4634923)",,
199105993,False,,,residential,False,93.713,"LINESTRING (-3.4578657 12.4673988, -3.4582851 12.4666622)",,
344515228,False,2,N 10,secondary,False,232.96300000000002,"LINESTRING (-3.4578657 12.4673988, -3.4584926 12.4670696, -3.459162 12.46667, -3.4597157 12.4663389)",Avenue du Gouverneur Binger,
115079407,False,,,residential,True,56.346,"LINESTRING (-3.4585658 12.4661408, -3.4581192 12.4658827)",,
199105993,False,,,residential,False,93.114,"LINESTRING (-3.4585658 12.4661408, -3.4589788 12.4654069)",,
199105993,False,,,residential,True,13.533,"LINESTRING (-3.4585658 12.4661408, -3.4585019 12.4662453)",,
115079454,False,,,unclassified,True,183.978,"LINESTRING (-3.4622154 12.4659414, -3.4630723 12.4673688)",,
242442792,False,,,residential,True,9.749,"LINESTRING (-3.4622154 12.4659414, -3.4621389 12.4659873)",,
242587918,False,,,residential,True,80.498,"LINESTRING (-3.4622154 12.4659414, -3.4628481 12.465564)",,
422096865,False,,,unclassified,False,45.16,"LINESTRING (-3.4622154 12.4659414, -3.4620074 12.4655897)",,
84665508,False,,,tertiary,True,132.69,"LINESTRING (-3.4564393 12.4648861, -3.4574713 12.4642469)",,
115079407,False,,,residential,False,213.419,"LINESTRING (-3.4564393 12.4648861, -3.4581192 12.4658827)",,
1034138354,False,,,residential,True,86.112,"LINESTRING (-3.4564393 12.4648861, -3.4556634 12.4647256)",,
"[84665508, 1034138357, 1034138358]",False,,,tertiary,False,18.236,"LINESTRING (-3.4564393 12.4648861, -3.4564045 12.464905, -3.4563267 12.4649535, -3.4562955 12.4649707)",,yes
84665508,False,,,tertiary,False,56.975,"LINESTRING (-3.4579334 12.4640041, -3.4574713 12.4642469)",,
84665508,False,,,tertiary,True,36.26,"LINESTRING (-3.4579334 12.4640041, -3.458223 12.4638417)",,
115079426,False,,,residential,False,15.985,"LINESTRING (-3.4579334 12.4640041, -3.4579576 12.4638623)",,
84665562,False,,,tertiary,True,98.602,"LINESTRING (-3.4590273 12.4632981, -3.4591296 12.462417)",,
344514594,False,,,residential,False,103.115,"LINESTRING (-3.4590273 12.4632981, -3.4580925 12.4631344)",,
84665508,False,,,tertiary,False,106.851,"LINESTRING (-3.4590273 12.4632981, -3.4588131 12.4634986, -3.4586147 12.4636296, -3.458223 12.4638417)",,
344514594,False,,,residential,True,122.33,"LINESTRING (-3.4590273 12.4632981, -3.4599202 12.4634545, -3.4601363 12.4634923)",,
84665562,False,,,tertiary,False,98.602,"LINESTRING (-3.4591296 12.462417, -3.4590273 12.4632981)",,
