osmid,ref,highway,oneway,reversed,length,name,geometry,junction,maxspeed
686526502,N 23,secondary,False,True,99.169,,"LINESTRING (-2.4134557 13.5790875, -2.4143413 13.5788544)",,
81556629,,residential,False,False,67.626,,"LINESTRING (-2.4202654 13.5787937, -2.4198905 13.5792806)",,
81556629,,residential,False,True,201.555,,"LINESTRING (-2.4202654 13.5787937, -2.4213645 13.5773294)",,
961662098,N 2,primary,False,False,68.71,Avenue de Mopti,"LINESTRING (-2.4202654 13.5787937, -2.4197607 13.578418)",,
961662098,N 2,primary,False,True,121.117,Avenue de Mopti,"LINESTRING (-2.4202654 13.5787937, -2.4211583 13.5794518)",,
81556635,,residential,False,False,96.707,Rue de la Suisse,"LINESTRING (-2.4207423 13.5835029, -2.4212784 13.5828066)",,
207560849,,residential,False,False,68.765,,"LINESTRING (-2.4207423 13.5835029, -2.421253 13.5838717)",,
81556635,,residential,False,True,62.619,Rue de la Suisse,"LINESTRING (-2.4207423 13.5835029, -2.420519 13.5836753, -2.4202331 13.5837427)",,
81556629,,residential,False,True,67.626,,"LINESTRING (-2.4198905 13.5792806, -2.4202654 13.5787937)",,
207560847,,residential,False,False,70.482,,"LINESTRING (-2.4198905 13.5792806, -2.4193717 13.5788966)",,
207560847,,residential,False,True,121.032,,"LINESTRING (-2.4198905 13.5792806, -2.4207814 13.57994)",,
81556629,,residential,False,False,142.31900000000002,,"LINESTRING (-2.4198905 13.5792806, -2.4191919 13.5802166, -2.41929 13.5802951)",,
471981047,N 15,primary,False,False,79.775,,"LINESTRING (-2.4163486 13.5765532, -2.4165337 13.5772477)",,
207560874,,residential,False,False,20.442,,"LINESTRING (-2.4205938 13.5766689, -2.420691 13.5768266)",,
207560841,,residential,False,True,209.714,,"LINESTRING (-2.4205938 13.5766689, -2.4204962 13.5767374, -2.419775 13.5776631, -2.4193975 13.5781476)",,
207560874,,residential,False,False,91.789,,"LINESTRING (-2.420691 13.5768266, -2.4213645 13.5773294)",,
207560874,,residential,False,True,20.442,,"LINESTRING (-2.420691 13.5768266, -2.4205938 13.5766689)",,
423660300,N 15,primary,False,False,157.519,,"LINESTRING (-2.4179398 13.5768754, -2.4165337 13.5772477)",,
961962638,N 2,primary,False,True,116.536,Avenue de Mopti,"LINESTRING (-2.4179398 13.5768754, -2.4179806 13.5769763, -2.4180443 13.5770682, -2.4181977 13.5772311, -2.4185225 13.5774759, -2.418679 13.5776184)",,
207560806,,residential,False,True,88.032,Rue 8.1,"LINESTRING (-2.4138675 13.5771331, -2.4140814 13.577897)",,
207560848,,residential,False,False,81.037,,"LINESTRING (-2.4138675 13.5771331, -2.4131393 13.5773065)",,
207560848,,residential,False,True,73.84,,"LINESTRING (-2.4138675 13.5771331, -2.4145275 13.5769617)",,
423660299,,secondary,False,False,105.038,,"LINESTRING (-2.4165337 13.5772477, -2.4167819 13.578161)",,
423660300,N 15,primary,False,True,157.519,,"LINESTRING (-2.4165337 13.5772477, -2.4179398 13.5768754)",,
