osmid,highway,oneway,reversed,length,lanes,ref,geometry,maxspeed
67356363,residential,False,True,95.901,,,"LINESTRING (-3.0627542 11.1426646, -3.0618759 11.1426295)",
345895722,secondary,False,True,12.38,2,N 12,"LINESTRING (-3.0627542 11.1426646, -3.0627412 11.1427752)",
67356325,tertiary,False,False,84.571,,,"LINESTRING (-3.0627542 11.1426646, -3.0629057 11.1427005, -3.063076 11.1427321, -3.0635186 11.142786)",
345895473,secondary,False,False,114.43,2,N 12,"LINESTRING (-3.0627542 11.1426646, -3.0628229 11.1421304, -3.0629092 11.1416471)",
220539774,secondary,False,True,52.439,2,N 12,"LINESTRING (-3.0625449 11.1461582, -3.0625547 11.1466297)",
67356252,tertiary,False,False,65.644,2,,"LINESTRING (-3.0625449 11.1461582, -3.062342 11.14615, -3.0620528 11.1461486, -3.0619434 11.1461509)",
345895722,secondary,False,False,154.596,2,N 12,"LINESTRING (-3.0625449 11.1461582, -3.0625305 11.1456805, -3.0625324 11.1447681)",
363234410,residential,False,True,167.188,2,,"LINESTRING (-3.0625449 11.1461582, -3.0633468 11.1463153, -3.0640477 11.1464526)",30
67356252,tertiary,False,True,20.761,2,,"LINESTRING (-3.0617532 11.1461448, -3.0619434 11.1461509)",
362380170,residential,False,True,21.091,2,,"LINESTRING (-3.0617532 11.1461448, -3.0617317 11.1463333)",30
67356252,tertiary,False,False,60.865,2,,"LINESTRING (-3.0617532 11.1461448, -3.0615529 11.1461344, -3.0614284 11.14611, -3.0613184 11.1460758, -3.0612081 11.146044)",
67356252,tertiary,False,False,20.761,2,,"LINESTRING (-3.0619434 11.1461509, -3.0617532 11.1461448)",
237532912,residential,False,False,30.737,2,,"LINESTRING (-3.0619434 11.1461509, -3.0617317 11.1463333)",30
67356252,tertiary,False,True,65.644,2,,"LINESTRING (-3.0619434 11.1461509, -3.0620528 11.1461486, -3.062342 11.14615, -3.0625449 11.1461582)",
237532912,residential,False,False,40.477,2,,"LINESTRING (-3.0617317 11.1463333, -3.0614249 11.146538)",30
237532912,residential,False,True,30.737,2,,"LINESTRING (-3.0617317 11.1463333, -3.0619434 11.1461509)",30
362380170,residential,False,False,21.091,2,,"LINESTRING (-3.0617317 11.1463333, -3.0617532 11.1461448)",30
362380170,residential,False,True,39.53,2,,"LINESTRING (-3.0617317 11.1463333, -3.0617544 11.1466881)",30
237532914,residential,False,False,50.84,2,,"LINESTRING (-3.059603 11.1465432, -3.0592135 11.1462922)",30
342221367,residential,False,False,32.53,,,"LINESTRING (-3.059603 11.1465432, -3.0595059 11.1462666)",
362431623,residential,False,False,47.684,,,"LINESTRING (-3.059603 11.1465432, -3.0599035 11.1462318)",
362431623,residential,False,True,17.476,,,"LINESTRING (-3.059603 11.1465432, -3.0595059 11.1466682)",
237532914,residential,False,True,138.219,2,,"LINESTRING (-3.059603 11.1465432, -3.060264 11.1473365, -3.0604119 11.1474997)",30
