osmid,name,highway,oneway,reversed,length,geometry,maxspeed,width,lanes
38328553,General Madariaga,tertiary,False,False,129.626,"LINESTRING (-57.0832913 -29.7173751, -57.0840715 -29.7164265)",,,
664545261,Avenida San Martín,tertiary,True,False,125.01,"LINESTRING (-57.0832913 -29.7173751, -57.0822351 -29.7167251)",,,
38328552,Avenida San Martín,tertiary,True,False,131.288,"LINESTRING (-57.0843949 -29.7180646, -57.0832913 -29.7173751)",,,
38328567,Colón,residential,True,False,129.682,"LINESTRING (-57.0843949 -29.7180646, -57.0851753 -29.7171155)",,,
38328553,General Madariaga,tertiary,False,False,129.368,"LINESTRING (-57.0840715 -29.7164265, -57.08485 -29.7154797)",,,
38328553,General Madariaga,tertiary,False,True,129.626,"LINESTRING (-57.0840715 -29.7164265, -57.0832913 -29.7173751)",,,
262912561,Pago Largo,residential,False,False,131.272,"LINESTRING (-57.0840715 -29.7164265, -57.0851753 -29.7171155)",,,
262912561,Pago Largo,residential,False,True,125.618,"LINESTRING (-57.0840715 -29.7164265, -57.0830153 -29.7157671)",,,
38328553,General Madariaga,tertiary,False,False,132.417,"LINESTRING (-57.0864016 -29.7135608, -57.0872159 -29.7126027)",,,
38328553,General Madariaga,tertiary,False,True,128.69299999999998,"LINESTRING (-57.0864016 -29.7135608, -57.0860225 -29.7140379, -57.0856448 -29.7145134)",,,
38328557,Bartolomé Mitre,residential,True,False,126.18100000000001,"LINESTRING (-57.0864016 -29.7135608, -57.0858528 -29.713217, -57.0853419 -29.712897)",,,
38328553,General Madariaga,tertiary,False,False,132.048,"LINESTRING (-57.08485 -29.7154797, -57.0856448 -29.7145134)",,,
38328553,General Madariaga,tertiary,False,True,129.368,"LINESTRING (-57.08485 -29.7154797, -57.0840715 -29.7164265)",,,
123391327,Yatay,residential,True,False,126.204,"LINESTRING (-57.08485 -29.7154797, -57.0837852 -29.7148217)",40,,
38328553,General Madariaga,tertiary,False,True,132.048,"LINESTRING (-57.0856448 -29.7145134, -57.08485 -29.7154797)",,,
