osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,junction,ref
276726710,False,Juan Plunkett,residential,False,134.732,,,"LINESTRING (-62.2643261 -38.7772842, -62.2654133 -38.7781501)",,
74396792,True,Sargento Cabral,tertiary,False,139.459,,,"LINESTRING (-62.2677945 -38.7764584, -62.2666533 -38.7773424)",,
75945234,True,Sargento Cabral,tertiary,False,139.725,,,"LINESTRING (-62.2654133 -38.7781501, -62.2665491 -38.7772585)",,
276726710,False,Juan Plunkett,residential,True,134.732,,,"LINESTRING (-62.2654133 -38.7781501, -62.2643261 -38.7772842)",,
27492877,False,Magallanes,residential,False,12.986,,,"LINESTRING (-62.2665491 -38.7772585, -62.2666533 -38.7773424)",,
27492877,False,Magallanes,residential,True,12.986,,,"LINESTRING (-62.2666533 -38.7773424, -62.2665491 -38.7772585)",,
73268000,True,Magallanes,residential,False,134.189,,,"LINESTRING (-62.2666533 -38.7773424, -62.2677339 -38.7782065)",,
228333419,True,Sargento Cabral,tertiary,False,139.695,,,"LINESTRING (-62.2666533 -38.7773424, -62.2655071 -38.7782255)",,
27097018,True,Juan Plunkett,residential,False,11.679,,,"LINESTRING (-62.2655071 -38.7782255, -62.2654133 -38.7781501)",,
228333419,True,Sargento Cabral,tertiary,False,139.567,,,"LINESTRING (-62.2655071 -38.7782255, -62.2643564 -38.7791034)",,
373627777,True,Mascarello,residential,False,101.44,1,40,"LINESTRING (-62.2674061 -38.7833536, -62.2668601 -38.7825467)",,
74393768,True,Fermín Muñoz,residential,False,95.929,1,30,"LINESTRING (-62.2683795 -38.7829431, -62.2674061 -38.7833536)",,
957597460,True,José Avenente,residential,False,80.314,1,40,"LINESTRING (-62.2683795 -38.7829431, -62.2688018 -38.783586)",,
27472610,True,Avenida San Martín,secondary,False,66.101,1,40,"LINESTRING (-62.2659576 -38.7830552, -62.2665026 -38.7826394)",,
75208020,True,Juan Siches,residential,False,14.803,1,40,"LINESTRING (-62.2659576 -38.7830552, -62.2660407 -38.7831715)",,
373695064,True,Avenida Santiago Dasso,secondary,False,19.964,2,40,"LINESTRING (-62.269945 -38.7798197, -62.2699573 -38.7797663, -62.2699668 -38.7797054, -62.2699763 -38.7796419)",,
373695062,True,Avenida San Martín,tertiary,False,25.237,,,"LINESTRING (-62.2701289 -38.7798671, -62.2703702 -38.7797401)",,
435244279,True,Avenida San Martín,secondary,False,13.047999999999998,1,30,"LINESTRING (-62.2701289 -38.7798671, -62.2701514 -38.7798894, -62.2701655 -38.7799181, -62.2701677 -38.7799487, -62.2701593 -38.7799755)",roundabout,
75209736,False,Guillermo Torres,secondary,True,149.478,2,40,"LINESTRING (-62.2626181 -38.7803252, -62.2634168 -38.7815166)",,
228333421,True,Sargento Cabral,tertiary,False,61.519999999999996,,,"LINESTRING (-62.2626181 -38.7803252, -62.2627333 -38.7801855, -62.2630869 -38.7799136)",,
228333421,True,Sargento Cabral,tertiary,False,141.137,,,"LINESTRING (-62.2630869 -38.7799136, -62.2642539 -38.7790285)",,
276658437,False,Mascarello,residential,False,182.77800000000002,,,"LINESTRING (-62.2630869 -38.7799136, -62.2623602 -38.7793337, -62.2623919 -38.779235, -62.2629301 -38.7788926, -62.2630542 -38.7788777, -62.2631545 -38.778926)",,
75208015,True,José Avenente,residential,False,12.178,,,"LINESTRING (-62.2642539 -38.7790285, -62.2643564 -38.7791034)",,
228333421,True,Sargento Cabral,tertiary,False,140.146,,,"LINESTRING (-62.2642539 -38.7790285, -62.2654133 -38.7781501)",,
75208015,True,José Avenente,residential,False,132.383,,,"LINESTRING (-62.2643564 -38.7791034, -62.2654098 -38.7799654)",,
228333419,True,Sargento Cabral,tertiary,False,141.672,,,"LINESTRING (-62.2643564 -38.7791034, -62.2631839 -38.779991)",,
373695064,True,Avenida Santiago Dasso,secondary,False,9.448,2,40,"LINESTRING (-62.2699229 -38.7799029, -62.269945 -38.7798197)",,
115574671,True,Avenida San Martín,secondary,False,18.155,1,30,"LINESTRING (-62.2699229 -38.7799029, -62.2699398 -38.7798793, -62.2699675 -38.7798582, -62.2700025 -38.7798445, -62.2700422 -38.7798398, -62.2700679 -38.779842, -62.2700971 -38.7798498)",roundabout,
27472643,True,Mascarello,residential,False,12.032,,,"LINESTRING (-62.2631839 -38.779991, -62.2630869 -38.7799136)",,
228333419,True,Sargento Cabral,tertiary,False,62.505,,,"LINESTRING (-62.2631839 -38.779991, -62.26282 -38.7802626, -62.2626181 -38.7803252)",,
27472610,True,Avenida San Martín,secondary,False,121.12,1,40,"LINESTRING (-62.2649591 -38.7838172, -62.2659576 -38.7830552)",,
75209722,False,Guillermo Torres,secondary,False,143.98,2,40,"LINESTRING (-62.2649591 -38.7838172, -62.2641898 -38.7826696)",,
957597462,False,Guillermo Torres,secondary,True,14.842,2,40,"LINESTRING (-62.2649591 -38.7838172, -62.2650422 -38.7839339)",,
957597462,False,Guillermo Torres,secondary,False,14.842,2,40,"LINESTRING (-62.2650422 -38.7839339, -62.2649591 -38.7838172)",,
957597462,False,Guillermo Torres,secondary,True,117.006,2,40,"LINESTRING (-62.2650422 -38.7839339, -62.2656967 -38.7848542)",,
115574671,True,Avenida San Martín,secondary,False,6.798,1,30,"LINESTRING (-62.2699182 -38.7799632, -62.2699144 -38.7799347, -62.2699229 -38.7799029)",roundabout,
373695063,True,Avenida San Martín,secondary,False,3.274,1,30,"LINESTRING (-62.2701593 -38.7799755, -62.2701402 -38.7800009)",roundabout,
373628845,True,Knout,residential,False,263.111,1,40,"LINESTRING (-62.2687635 -38.7810924, -62.2710226 -38.7826728)",,
957597461,True,Avenida San Martín,secondary,False,30.297,1,40,"LINESTRING (-62.2687635 -38.7810924, -62.2685155 -38.7812844)",,
75945230,True,Avenida San Martín,secondary,False,21.576,1,40,"LINESTRING (-62.2686395 -38.781006, -62.2688159 -38.7808691)",,
373628845,True,Knout,residential,False,14.416,1,40,"LINESTRING (-62.2686395 -38.781006, -62.2687635 -38.7810924)",,
75249689,True,Juan Plunkett,residential,False,137.968,,,"LINESTRING (-62.2688159 -38.7808691, -62.2676972 -38.7799865)",,
75945231,True,Avenida San Martín,secondary,False,45.841,1,40,"LINESTRING (-62.2688159 -38.7808691, -62.2691905 -38.7805781)",,
76092475,True,Vélez Sarsfield,tertiary,False,16.59,1,30,"LINESTRING (-62.2691905 -38.7805781, -62.2693743 -38.7806197)",,
76092644,True,Avenida San Martín,secondary,False,93.76,1,40,"LINESTRING (-62.2691905 -38.7805781, -62.269821 -38.7800884, -62.2698622 -38.7800554, -62.2698894 -38.7800275, -62.2699039 -38.7800026, -62.2699182 -38.7799632)",,
276506484,False,José Sisco,residential,True,151.042,,,"LINESTRING (-62.2723641 -38.7764772, -62.271994 -38.776754, -62.2717768 -38.7768579, -62.271056 -38.7773694)",,
276658437,False,Mascarello,residential,True,182.778,,,"LINESTRING (-62.2631545 -38.778926, -62.2630542 -38.7788777, -62.2629301 -38.7788926, -62.2623919 -38.779235, -62.2623602 -38.7793337, -62.2630869 -38.7799136)",,
27472636,False,José Carrega,secondary,False,116.889,2,40,"LINESTRING (-62.2721677 -38.7845025, -62.2709757 -38.7849941)",,007-10
27472636,False,José Carrega,secondary,True,124.428,2,40,"LINESTRING (-62.2721677 -38.7845025, -62.2722258 -38.7844785, -62.2734357 -38.7839779)",,007-10
27472625,True,Vélez Sarsfield,tertiary,False,121.211,1,40,"LINESTRING (-62.2706599 -38.7816284, -62.2716456 -38.7824016)",,
71765692,False,Fermín Muñoz,residential,False,14.333,1,40,"LINESTRING (-62.2706599 -38.7816284, -62.2705419 -38.7817187)",,
"[957597459, 71765692]",False,"['Magallanes', 'Fermín Muñoz']",residential,True,226.00500000000005,1,40,"LINESTRING (-62.2706599 -38.7816284, -62.2714667 -38.7810122, -62.2715028 -38.7809915, -62.2715439 -38.7809773, -62.2715876 -38.7809751, -62.2716238 -38.7809854, -62.2716548 -38.7810027, -62.2716861 -38.7810252, -62.2725416 -38.7817087)",,
