osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,junction,ref
73267960,True,Lautaro,residential,False,75.319,,,"LINESTRING (-62.2700299 -38.776448, -62.2694101 -38.7769227)",,
74396784,False,Avenida Santiago Dasso,secondary,False,198.511,4,40,"LINESTRING (-62.2700299 -38.776448, -62.27 -38.7782331)",,
276726712,False,Tarija,residential,False,137.103,,,"LINESTRING (-62.2700299 -38.776448, -62.2710022 -38.777237, -62.271056 -38.7773694)",,
27496266,False,Islas Orcadas,residential,True,150.804,,,"LINESTRING (-62.27 -38.7782331, -62.2712074 -38.7792095)",,
74396784,False,Avenida Santiago Dasso,secondary,False,156.665,4,40,"LINESTRING (-62.27 -38.7782331, -62.2699763 -38.7796419)",,
74396784,False,Avenida Santiago Dasso,secondary,True,198.511,4,40,"LINESTRING (-62.27 -38.7782331, -62.2700299 -38.776448)",,
276726709,True,Islas Orcadas,residential,False,139.776,,,"LINESTRING (-62.27 -38.7782331, -62.268878 -38.7773303)",,
866415730,False,José Sisco,residential,False,133.353,,,"LINESTRING (-62.27 -38.7782331, -62.2709757 -38.7774901, -62.271056 -38.7773694)",,
74396784,False,Avenida Santiago Dasso,secondary,True,156.665,4,40,"LINESTRING (-62.2699763 -38.7796419, -62.27 -38.7782331)",,
27472616,True,Avenida Santiago Dasso,secondary,False,25.88,2,40,"LINESTRING (-62.2699763 -38.7796419, -62.269994 -38.7797076, -62.2700082 -38.7797457, -62.27003 -38.7797825, -62.2700582 -38.779815, -62.2700971 -38.7798498)",,
27472621,True,Avenida San Martín,tertiary,False,31.927,,,"LINESTRING (-62.2703702 -38.7797401, -62.2701593 -38.7799755)",,
27472163,False,Avenida San Martín,tertiary,False,93.531,,,"LINESTRING (-62.2703702 -38.7797401, -62.2707082 -38.7795219, -62.2712074 -38.7792095)",,
27496266,False,Islas Orcadas,residential,False,150.804,,,"LINESTRING (-62.2712074 -38.7792095, -62.27 -38.7782331)",,
27472163,False,Avenida San Martín,tertiary,True,93.531,,,"LINESTRING (-62.2712074 -38.7792095, -62.2707082 -38.7795219, -62.2703702 -38.7797401)",,
27472611,True,Avenida San Martín,secondary,False,21.27,1,40,"LINESTRING (-62.2689376 -38.7809576, -62.2687635 -38.7810924)",,
75249689,True,Juan Plunkett,residential,False,14.427,,,"LINESTRING (-62.2689376 -38.7809576, -62.2688159 -38.7808691)",,
75945230,True,Avenida San Martín,secondary,False,24.76,1,40,"LINESTRING (-62.2684372 -38.7811632, -62.2686395 -38.781006)",,
27472610,True,Avenida San Martín,secondary,False,99.318,1,40,"LINESTRING (-62.2676184 -38.781788, -62.2684372 -38.7811632)",,
957597460,True,José Avenente,residential,False,14.971,1,40,"LINESTRING (-62.2676184 -38.781788, -62.2676987 -38.7819072)",,
27472610,True,Avenida San Martín,secondary,False,101.835,1,40,"LINESTRING (-62.2667788 -38.7824286, -62.2676184 -38.781788)",,
27472610,True,Avenida San Martín,secondary,False,33.505,1,40,"LINESTRING (-62.2665026 -38.7826394, -62.2667788 -38.7824286)",,
27472643,True,Mascarello,residential,False,137.599,,,"LINESTRING (-62.2665026 -38.7826394, -62.2653932 -38.7817543)",,
75208020,True,Juan Siches,residential,False,152.39,1,40,"LINESTRING (-62.2660407 -38.7831715, -62.2668621 -38.7843832)",,
373628844,True,Avenida San Martín,secondary,False,121.151,1,40,"LINESTRING (-62.2660407 -38.7831715, -62.2650422 -38.7839339)",,
27472643,True,Mascarello,residential,False,14.295,,,"LINESTRING (-62.2666166 -38.7827323, -62.2665026 -38.7826394)",,
373628844,True,Avenida San Martín,secondary,False,69.835,1,40,"LINESTRING (-62.2666166 -38.7827323, -62.2660407 -38.7831715)",,
373627777,True,Mascarello,residential,False,14.903,1,40,"LINESTRING (-62.2668601 -38.7825467, -62.2667788 -38.7824286)",,
373628844,True,Avenida San Martín,secondary,False,29.52,1,40,"LINESTRING (-62.2668601 -38.7825467, -62.2666166 -38.7827323)",,
373628844,True,Avenida San Martín,secondary,False,101.688,1,40,"LINESTRING (-62.2676987 -38.7819072, -62.2668601 -38.7825467)",,
957597460,True,José Avenente,residential,False,129.423,1,40,"LINESTRING (-62.2676987 -38.7819072, -62.2683795 -38.7829431)",,
75945229,True,Juan Plunkett,residential,False,15.089,1,40,"LINESTRING (-62.2685155 -38.7812844, -62.2684372 -38.7811632)",,
373628844,True,Avenida San Martín,secondary,False,99.039,1,40,"LINESTRING (-62.2685155 -38.7812844, -62.2676987 -38.7819072)",,
27472611,True,Avenida San Martín,secondary,False,38.635,1,40,"LINESTRING (-62.2692539 -38.7807128, -62.2689376 -38.7809576)",,
76092474,True,Vélez Sarsfield,tertiary,False,15.954,1,30,"LINESTRING (-62.2692539 -38.7807128, -62.2691905 -38.7805781)",,
27472625,True,Vélez Sarsfield,tertiary,False,158.11,1,40,"LINESTRING (-62.2693743 -38.7806197, -62.2706599 -38.7816284)",,
76095389,True,Avenida San Martín,secondary,False,14.7,1,40,"LINESTRING (-62.2693743 -38.7806197, -62.2692539 -38.7807128)",,
115574666,True,Avenida San Martín,secondary,False,95.736,1,40,"LINESTRING (-62.2701402 -38.7800009, -62.2700933 -38.7800526, -62.2700603 -38.7800842, -62.2700209 -38.7801192, -62.2693743 -38.7806197)",,
115574671,True,Avenida San Martín,secondary,False,24.298,1,30,"LINESTRING (-62.2701402 -38.7800009, -62.27012 -38.7800165, -62.2701005 -38.7800264, -62.270063 -38.7800363, -62.2700241 -38.7800369, -62.2699874 -38.7800285, -62.2699561 -38.7800122, -62.2699325 -38.7799899, -62.2699182 -38.7799632)",roundabout,
435244277,True,Avenida San Martín,secondary,False,3.361,1,30,"LINESTRING (-62.2700971 -38.7798498, -62.2701289 -38.7798671)",roundabout,
957597462,False,Guillermo Torres,secondary,False,117.006,2,40,"LINESTRING (-62.2656967 -38.7848542, -62.2650422 -38.7839339)",,
75208020,True,Juan Siches,residential,False,115.671,1,40,"LINESTRING (-62.2668621 -38.7843832, -62.2674835 -38.7853038)",,
75208021,True,Belgrano,residential,False,113.783,1,40,"LINESTRING (-62.2668621 -38.7843832, -62.2656967 -38.7848542)",,
75208021,True,Belgrano,residential,False,94.875,1,40,"LINESTRING (-62.2678305 -38.7839855, -62.2668621 -38.7843832)",,
373627777,True,Mascarello,residential,False,79.311,1,40,"LINESTRING (-62.2678305 -38.7839855, -62.2674061 -38.7833536)",,
74518672,True,José Avenente,residential,False,116.502,1,40,"LINESTRING (-62.2688018 -38.783586, -62.2694146 -38.7845185)",,
75208021,True,Belgrano,residential,False,95.191,1,40,"LINESTRING (-62.2688018 -38.783586, -62.2678305 -38.7839855)",,
75208021,True,Belgrano,residential,False,95.525,1,40,"LINESTRING (-62.2697769 -38.7831857, -62.2688018 -38.783586)",,
75945229,True,Juan Plunkett,residential,False,238.015,1,40,"LINESTRING (-62.2697769 -38.7831857, -62.2685155 -38.7812844)",,
75208021,True,Belgrano,residential,False,122.113,1,40,"LINESTRING (-62.2710226 -38.7826728, -62.2697769 -38.7831857)",,
373627959,True,Knout,residential,False,117.549,1,40,"LINESTRING (-62.2710226 -38.7826728, -62.2716175 -38.7836228)",,
27472624,True,Vélez Sarsfield,tertiary,False,119.17,1,40,"LINESTRING (-62.2715133 -38.7824771, -62.2705419 -38.7817187)",,
75208021,True,Belgrano,residential,False,47.777,1,40,"LINESTRING (-62.2715133 -38.7824771, -62.2710226 -38.7826728)",,
75209726,True,Belgrano,residential,False,14.212,1,40,"LINESTRING (-62.2716456 -38.7824016, -62.2715133 -38.7824771)",,
76095400,True,Vélez Sarsfield,tertiary,False,123.388,1,40,"LINESTRING (-62.2716456 -38.7824016, -62.272649 -38.7831887)",,
76095401,True,Belgrano,residential,False,109.399,1,40,"LINESTRING (-62.2725416 -38.7817087, -62.2716456 -38.7824016)",,
"[27520115, 373628331]",True,"['Brown', 'Magallanes']",residential,False,227.38600000000002,1,40,"LINESTRING (-62.2725416 -38.7817087, -62.2734513 -38.7824355, -62.2734707 -38.7824592, -62.2734817 -38.7824831, -62.2734849 -38.7825069, -62.2734819 -38.7825333, -62.2734662 -38.782563, -62.2734373 -38.7825937, -62.272649 -38.7831887)",,
"[957597459, 71765692]",False,"['Magallanes', 'Fermín Muñoz']",residential,False,226.00500000000002,1,40,"LINESTRING (-62.2725416 -38.7817087, -62.2716861 -38.7810252, -62.2716548 -38.7810027, -62.2716238 -38.7809854, -62.2715876 -38.7809751, -62.2715439 -38.7809773, -62.2715028 -38.7809915, -62.2714667 -38.7810122, -62.2706599 -38.7816284)",,
27472624,True,Vélez Sarsfield,tertiary,False,158.036,1,40,"LINESTRING (-62.2705419 -38.7817187, -62.2692539 -38.7807128)",,
71765692,False,Fermín Muñoz,residential,True,14.333,1,40,"LINESTRING (-62.2705419 -38.7817187, -62.2706599 -38.7816284)",,
75209733,True,Vélez Sarsfield,tertiary,False,123.391,1,40,"LINESTRING (-62.2725192 -38.7832623, -62.2715133 -38.7824771)",,
957597458,False,Brown,residential,False,13.913,2,40,"LINESTRING (-62.2725192 -38.7832623, -62.272649 -38.7831887)",,
75209733,True,Vélez Sarsfield,tertiary,False,112.439,1,40,"LINESTRING (-62.2734357 -38.7839779, -62.2725192 -38.7832623)",,
27472636,False,José Carrega,secondary,False,124.428,2,40,"LINESTRING (-62.2734357 -38.7839779, -62.2722258 -38.7844785, -62.2721677 -38.7845025)",,007-10
957597458,False,Brown,residential,True,13.913,2,40,"LINESTRING (-62.272649 -38.7831887, -62.2725192 -38.7832623)",,
74395507,True,José Sisco,residential,False,145.737,,,"LINESTRING (-62.2641898 -38.7826696, -62.2653932 -38.7817543)",,
75209722,False,Guillermo Torres,secondary,True,143.98,2,40,"LINESTRING (-62.2641898 -38.7826696, -62.2649591 -38.7838172)",,
75209736,False,Guillermo Torres,secondary,False,144.661,2,40,"LINESTRING (-62.2641898 -38.7826696, -62.2634168 -38.7815166)",,
75209736,False,Guillermo Torres,secondary,False,149.478,2,40,"LINESTRING (-62.2634168 -38.7815166, -62.2626181 -38.7803252)",,
75209736,False,Guillermo Torres,secondary,True,144.661,2,40,"LINESTRING (-62.2634168 -38.7815166, -62.2641898 -38.7826696)",,
27472636,False,José Carrega,secondary,True,116.889,2,40,"LINESTRING (-62.2709757 -38.7849941, -62.2721677 -38.7845025)",,007-10
75945228,False,José Carrega,secondary,False,96.344,2,40,"LINESTRING (-62.2709757 -38.7849941, -62.2699932 -38.7853993)",,007-10
75945229,True,Juan Plunkett,residential,False,109.431,1,40,"LINESTRING (-62.2709757 -38.7849941, -62.2703961 -38.7841198)",,
75945228,False,José Carrega,secondary,True,96.344,2,40,"LINESTRING (-62.2699932 -38.7853993, -62.2709757 -38.7849941)",,007-10
27472639,True,Brown,residential,False,94.629,1,40,"LINESTRING (-62.2674835 -38.7853038, -62.2684516 -38.7849104)",,
27472639,True,Brown,residential,False,94.161,1,40,"LINESTRING (-62.2684516 -38.7849104, -62.2694146 -38.7845185)",,
373627777,True,Mascarello,residential,False,116.083,1,40,"LINESTRING (-62.2684516 -38.7849104, -62.2678305 -38.7839855)",,
27472639,True,Brown,residential,False,95.933,1,40,"LINESTRING (-62.2694146 -38.7845185, -62.2703961 -38.7841198)",,
74518672,True,José Avenente,residential,False,110.034,1,40,"LINESTRING (-62.2694146 -38.7845185, -62.2699932 -38.7853993)",,
27472639,True,Brown,residential,False,119.425,1,40,"LINESTRING (-62.2703961 -38.7841198, -62.2716175 -38.7836228)",,
75945229,True,Juan Plunkett,residential,False,116.915,1,40,"LINESTRING (-62.2703961 -38.7841198, -62.2697769 -38.7831857)",,
27472639,True,Brown,residential,False,87.838,1,40,"LINESTRING (-62.2716175 -38.7836228, -62.2725192 -38.7832623)",,
373627959,True,Knout,residential,False,108.825,1,40,"LINESTRING (-62.2716175 -38.7836228, -62.2721677 -38.7845025)",,
27472643,True,Mascarello,residential,False,139.565,,,"LINESTRING (-62.2653932 -38.7817543, -62.2642683 -38.7808563)",,
74395507,True,José Sisco,residential,False,139.369,,,"LINESTRING (-62.2653932 -38.7817543, -62.2665391 -38.7808751)",,
27472643,True,Mascarello,residential,False,134.512,,,"LINESTRING (-62.2642683 -38.7808563, -62.2631839 -38.779991)",,
73267960,True,Lautaro,residential,False,104.109,,,"LINESTRING (-62.2642683 -38.7808563, -62.2634168 -38.7815166)",,
74395507,True,José Sisco,residential,False,140.856,,,"LINESTRING (-62.2665391 -38.7808751, -62.2676972 -38.7799865)",,
75208017,True,José Avenente,residential,False,138.046,1,40,"LINESTRING (-62.2665391 -38.7808751, -62.2676184 -38.781788)",,
27097018,True,Juan Plunkett,residential,False,139.794,,,"LINESTRING (-62.2676972 -38.7799865, -62.2665746 -38.7790839)",,
75249692,True,José Sisco,residential,False,139.536,,,"LINESTRING (-62.2676972 -38.7799865, -62.2688488 -38.7791097)",,
75249692,True,José Sisco,residential,False,139.497,,,"LINESTRING (-62.2688488 -38.7791097, -62.27 -38.7782331)",,
73268017,True,Magallanes,residential,False,128.221,,,"LINESTRING (-62.2688488 -38.7791097, -62.2697201 -38.7798051, -62.2697835 -38.7798288, -62.269945 -38.7798197)",,
276506484,False,José Sisco,residential,False,151.042,,,"LINESTRING (-62.271056 -38.7773694, -62.2717768 -38.7768579, -62.271994 -38.776754, -62.2723641 -38.7764772)",,
276726712,False,Tarija,residential,True,137.103,,,"LINESTRING (-62.271056 -38.7773694, -62.2710022 -38.777237, -62.2700299 -38.776448)",,
866415730,False,José Sisco,residential,True,133.353,,,"LINESTRING (-62.271056 -38.7773694, -62.2709757 -38.7774901, -62.27 -38.7782331)",,
73267960,True,Lautaro,residential,False,140.015,,,"LINESTRING (-62.2654098 -38.7799654, -62.2642683 -38.7808563)",,
75208017,True,José Avenente,residential,False,140.765,1,40,"LINESTRING (-62.2654098 -38.7799654, -62.2665391 -38.7808751)",,
27097018,True,Juan Plunkett,residential,False,132.942,,,"LINESTRING (-62.2665746 -38.7790839, -62.2655071 -38.7782255)",,
73267960,True,Lautaro,residential,False,140.721,,,"LINESTRING (-62.2665746 -38.7790839, -62.2654098 -38.7799654)",,
73267960,True,Lautaro,residential,False,140.062,,,"LINESTRING (-62.2677339 -38.7782065, -62.2665746 -38.7790839)",,
73268017,True,Magallanes,residential,False,139.379,,,"LINESTRING (-62.2677339 -38.7782065, -62.2688488 -38.7791097)",,
73267960,True,Lautaro,residential,False,139.027,,,"LINESTRING (-62.268878 -38.7773303, -62.2677339 -38.7782065)",,
276726709,True,Islas Orcadas,residential,False,134.987,,,"LINESTRING (-62.268878 -38.7773303, -62.2677945 -38.7764584)",,
73267960,True,Lautaro,residential,False,64.667,,,"LINESTRING (-62.2694101 -38.7769227, -62.268878 -38.7773303)",,
75208015,True,José Avenente,residential,False,134.396,,,"LINESTRING (-62.2631666 -38.7781669, -62.2642539 -38.7790285)",,
276507315,False,Brihuega,residential,False,140.486,,,"LINESTRING (-62.2631666 -38.7781669, -62.2643261 -38.7772842)",,
276658436,False,José Avenente,residential,False,139.865,,,"LINESTRING (-62.2631666 -38.7781669, -62.2620418 -38.7772651)",,
276658436,False,José Avenente,residential,True,139.865,,,"LINESTRING (-62.2620418 -38.7772651, -62.2631666 -38.7781669)",,
276507315,False,Brihuega,residential,True,140.486,,,"LINESTRING (-62.2643261 -38.7772842, -62.2631666 -38.7781669)",,
