osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed
126833454,Natividad Yaique,residential,False,True,118.423,"LINESTRING (-61.856821 -23.8990773, -61.8578642 -23.8986034)",,
260647186,San Martín,residential,False,True,117.613,"LINESTRING (-61.856821 -23.8990773, -61.857355 -23.9000156)",,
1036985804,Natividad Yaique,residential,False,True,119.684,"LINESTRING (-61.856821 -23.8990773, -61.8557877 -23.8995931)",,
126833456,Belgrano,residential,False,True,119.001,"LINESTRING (-61.8570467 -23.8971045, -61.8560082 -23.8975983)",,
260682967,Belgrano,residential,False,False,119.395,"LINESTRING (-61.8570467 -23.8971045, -61.8580917 -23.8966145)",,
314271672,Lavalle,residential,False,True,118.667,"LINESTRING (-61.8570467 -23.8971045, -61.8565079 -23.8961578)",,
126833455,Lavalle,residential,False,False,186.526,"LINESTRING (-61.8570467 -23.8971045, -61.8574215 -23.8978652, -61.8575594 -23.8980531, -61.8576384 -23.8981894, -61.8578642 -23.8986034)",,
126833456,Belgrano,residential,False,False,122.684,"LINESTRING (-61.8549406 -23.8981127, -61.8560082 -23.8975983)",,
1036985805,Belgrano,secondary,False,False,32.123,"LINESTRING (-61.8549406 -23.8981127, -61.8546642 -23.8982527)",RP39,
260647159,Avenida Juan Deguen,secondary,False,False,185.798,"LINESTRING (-61.8549406 -23.8981127, -61.8553644 -23.8988504, -61.8554972 -23.8990698, -61.8555366 -23.8991349, -61.8557877 -23.8995931)",RP39,40
126833454,Natividad Yaique,residential,False,False,118.423,"LINESTRING (-61.8578642 -23.8986034, -61.856821 -23.8990773)",,
330419218,Natividad Yaique,residential,False,True,122.445,"LINESTRING (-61.8578642 -23.8986034, -61.8589315 -23.8980931)",,
126833455,Lavalle,residential,False,True,186.526,"LINESTRING (-61.8578642 -23.8986034, -61.8576384 -23.8981894, -61.8575594 -23.8980531, -61.8574215 -23.8978652, -61.8570467 -23.8971045)",,
260647201,Lavalle,residential,False,True,115.57900000000001,"LINESTRING (-61.8578642 -23.8986034, -61.8583525 -23.899464, -61.8583891 -23.8995254)",,
260647160,Avenida Juan Deguen,secondary,True,False,117.308,"LINESTRING (-61.8546642 -23.8982527, -61.8541304 -23.8973174)",RP39,40
260647179,Belgrano,residential,False,False,116.375,"LINESTRING (-61.8546642 -23.8982527, -61.8536585 -23.8987526)",,
1036985805,Belgrano,secondary,False,True,32.123,"LINESTRING (-61.8546642 -23.8982527, -61.8549406 -23.8981127)",RP39,
260647194,La Rioja,residential,False,False,118.418,"LINESTRING (-61.8583891 -23.8995254, -61.857355 -23.9000156)",,
260647194,La Rioja,residential,False,True,123.306,"LINESTRING (-61.8583891 -23.8995254, -61.8594594 -23.8990037)",,
260647201,Lavalle,residential,False,True,116.714,"LINESTRING (-61.8583891 -23.8995254, -61.8589382 -23.9004472)",,
260647201,Lavalle,residential,False,False,115.57900000000001,"LINESTRING (-61.8583891 -23.8995254, -61.8583525 -23.899464, -61.8578642 -23.8986034)",,
260647163,Avenida Juan Deguen,secondary,True,False,118.336,"LINESTRING (-61.8557877 -23.8995931, -61.8563318 -23.9005339)",RP39,40
1036985804,Natividad Yaique,residential,False,False,119.684,"LINESTRING (-61.8557877 -23.8995931, -61.856821 -23.8990773)",,
1036985806,Natividad Yaique,secondary,False,True,23.153,"LINESTRING (-61.8557877 -23.8995931, -61.8555877 -23.8996927)",RP39,
260647159,Avenida Juan Deguen,secondary,False,True,185.798,"LINESTRING (-61.8557877 -23.8995931, -61.8555366 -23.8991349, -61.8554972 -23.8990698, -61.8553644 -23.8988504, -61.8549406 -23.8981127)",RP39,40
330410668,Natividad Yaique,residential,False,True,130.535,"LINESTRING (-61.8555877 -23.8996927, -61.8544546 -23.9002449)",,
1036985806,Natividad Yaique,secondary,False,False,23.153,"LINESTRING (-61.8555877 -23.8996927, -61.8557877 -23.8995931)",RP39,
260647186,San Martín,residential,False,False,117.613,"LINESTRING (-61.857355 -23.9000156, -61.856821 -23.8990773)",,
260647186,San Martín,residential,False,True,121.262,"LINESTRING (-61.857355 -23.9000156, -61.8579056 -23.900983)",,
260647194,La Rioja,residential,False,False,118.918,"LINESTRING (-61.857355 -23.9000156, -61.8563318 -23.9005339)",,
260647194,La Rioja,residential,False,True,118.418,"LINESTRING (-61.857355 -23.9000156, -61.8583891 -23.8995254)",,
314271683,Rivadavia,residential,False,True,120.593,"LINESTRING (-61.8544546 -23.9002449, -61.855027 -23.9011948)",,
330410668,Natividad Yaique,residential,False,False,130.535,"LINESTRING (-61.8544546 -23.9002449, -61.8555877 -23.8996927)",,
330410668,Natividad Yaique,residential,False,True,115.255,"LINESTRING (-61.8544546 -23.9002449, -61.8534508 -23.9007267)",,
260647170,Neuquén,residential,False,False,120.703,"LINESTRING (-61.8589382 -23.9004472, -61.8579056 -23.900983)",,
260647201,Lavalle,residential,False,False,116.714,"LINESTRING (-61.8589382 -23.9004472, -61.8583891 -23.8995254)",,
260647201,Lavalle,residential,False,True,121.539,"LINESTRING (-61.8589382 -23.9004472, -61.8595082 -23.901408)",,
