osmid,oneway,name,highway,reversed,length,lanes,junction,geometry,maxspeed,bridge,ref,access
46595272,True,Catamarca,residential,False,71.508,,,"LINESTRING (-65.3474222 -23.2081714, -65.3481217 -23.2081871)",,,,
362863269,False,Entre Ríos,residential,False,70.908,,,"LINESTRING (-65.3492137 -23.2058283, -65.3485276 -23.2057334)",,,,
593960767,False,Santa Fe,residential,False,66.987,,,"LINESTRING (-65.3492137 -23.2058283, -65.349328 -23.2052351)",,,,
593960767,False,Santa Fe,residential,True,40.671,,,"LINESTRING (-65.3492137 -23.2058283, -65.3491676 -23.2061916)",,,,
298690384,True,Avenida General Belgrano,secondary,False,8.571,1,roundabout,"LINESTRING (-65.3472108 -23.2039873, -65.3472382 -23.2039825, -65.347266 -23.2039854, -65.3472917 -23.2039956)",,,,
422260854,False,Avenida General Belgrano,secondary,True,138.801,,,"LINESTRING (-65.3472108 -23.2039873, -65.3471826 -23.2038677, -65.3471903 -23.2037853, -65.3472443 -23.2035056, -65.3473417 -23.2031427, -65.3474712 -23.2027762)",40,,,
89683744,False,Avenida General Belgrano,secondary,False,92.313,,,"LINESTRING (-65.3471339 -23.2055402, -65.3470678 -23.2060668, -65.3470375 -23.2063656)",40,,,
89683744,False,Avenida General Belgrano,secondary,True,139.349,,,"LINESTRING (-65.3471339 -23.2055402, -65.3471488 -23.2054378, -65.3472075 -23.2049913, -65.347224 -23.2048857, -65.3472983 -23.2042962)",40,,,
89683746,False,La Pampa,residential,False,68.31,,,"LINESTRING (-65.3471339 -23.2055402, -65.3467539 -23.2055042, -65.3464694 -23.205474)",,,,
362863269,False,Entre Ríos,residential,True,64.20100000000001,,,"LINESTRING (-65.3471339 -23.2055402, -65.3473148 -23.2055618, -65.3474725 -23.2055809, -65.3476363 -23.2055989, -65.3477571 -23.2056129)",,,,
362863269,False,Entre Ríos,residential,True,79.876,,,"LINESTRING (-65.3477571 -23.2056129, -65.3485276 -23.2057334)",,,,
89683749,True,Corrientes,residential,False,92.101,,,"LINESTRING (-65.3477571 -23.2056129, -65.3477091 -23.2060214, -65.3476604 -23.2064364)",,,,
362863269,False,Entre Ríos,residential,False,64.201,,,"LINESTRING (-65.3477571 -23.2056129, -65.3476363 -23.2055989, -65.3474725 -23.2055809, -65.3473148 -23.2055618, -65.3471339 -23.2055402)",,,,
46595267,False,San Luis,residential,False,74.516,,,"LINESTRING (-65.3500483 -23.2016561, -65.3493281 -23.2015517)",40,,,
46595267,False,San Luis,residential,True,85.184,,,"LINESTRING (-65.3500483 -23.2016561, -65.3508716 -23.2017755)",40,,,
593960767,False,Santa Fe,residential,False,123.479,,,"LINESTRING (-65.3500483 -23.2016561, -65.3502853 -23.2005672)",,,,
593960767,False,Santa Fe,residential,True,93.823,,,"LINESTRING (-65.3500483 -23.2016561, -65.3498449 -23.2024789)",,,,
46595267,False,San Luis,residential,True,26.829,,,"LINESTRING (-65.3485917 -23.2014449, -65.348851 -23.2014825)",40,,,
390580175,False,Avenida General Belgrano,secondary,False,85.578,,,"LINESTRING (-65.3485917 -23.2014449, -65.3480552 -23.2020358)",40,,,
390580175,False,Avenida General Belgrano,secondary,True,114.048,,,"LINESTRING (-65.3485917 -23.2014449, -65.3493181 -23.2006663)",40,,,
89684422,True,Jujuy,residential,False,52.693,,,"LINESTRING (-65.3485932 -23.2029838, -65.348515 -23.2034522)",20,,,
407618551,True,Salta,residential,False,44.444,,,"LINESTRING (-65.3485932 -23.2029838, -65.3490202 -23.2030595)",,,,
362863269,False,Entre Ríos,residential,False,79.876,,,"LINESTRING (-65.3485276 -23.2057334, -65.3477571 -23.2056129)",,,,
362863269,False,Entre Ríos,residential,True,70.908,,,"LINESTRING (-65.3485276 -23.2057334, -65.3492137 -23.2058283)",,,,
560520027,True,Buenos Aires,residential,False,138.518,,,"LINESTRING (-65.3485276 -23.2057334, -65.3487554 -23.2045054)",,,,
613893269,False,Avenida Ejército del Norte,tertiary,False,42.242,,,"LINESTRING (-65.3462075 -23.2022466, -65.345845 -23.2020641)",40,,,
"[407618552, 422260856]",False,Salta,tertiary,True,102.468,,,"LINESTRING (-65.3462075 -23.2022466, -65.3468132 -23.2025511, -65.3470995 -23.2026656)",,yes,,
911642428,False,,tertiary,True,26.247,,,"LINESTRING (-65.3462075 -23.2022466, -65.3462183 -23.20213, -65.3462473 -23.2020631, -65.3462807 -23.2020275)",,,,
89680712,False,General Martín Guemes,residential,True,77.78,,,"LINESTRING (-65.3521628 -23.2077397, -65.3521315 -23.2084386)",,,,
89681321,False,Rosso,residential,True,23.024,,,"LINESTRING (-65.3521628 -23.2077397, -65.3523879 -23.2077481)",,,,
"[292390003, 592520316]",False,Guemes,residential,False,103.35699999999999,,,"LINESTRING (-65.3521628 -23.2077397, -65.3521802 -23.2076453, -65.3522239 -23.2075464, -65.3522811 -23.2074445, -65.3523837 -23.2072266, -65.3524832 -23.2070575, -65.3525069 -23.2069802, -65.3524816 -23.2068805)",,,,
89681308,False,Ingeniero Snopek,residential,False,49.574,,,"LINESTRING (-65.3533323 -23.2072981, -65.3533653 -23.2068533)",,,,
89681308,False,Ingeniero Snopek,residential,True,53.966,,,"LINESTRING (-65.3533323 -23.2072981, -65.3533253 -23.2073922, -65.3532963 -23.2077823)",,,,
"[89681323, 89681307]",False,,residential,False,119.478,,,"LINESTRING (-65.3533323 -23.2072981, -65.3528694 -23.2072899, -65.3525002 -23.2075868, -65.3524174 -23.2076588, -65.3523879 -23.2077481)",,,,
89680712,False,General Martín Guemes,residential,False,77.78,,,"LINESTRING (-65.3521315 -23.2084386, -65.3521628 -23.2077397)",,,,
89681312,False,Felix Infante,residential,True,115.481,,,"LINESTRING (-65.3521315 -23.2084386, -65.3532609 -23.2084721)",,,,
89681308,False,Ingeniero Snopek,residential,True,76.788,,,"LINESTRING (-65.3532963 -23.2077823, -65.3532609 -23.2084721)",,,,
89681321,False,Rosso,residential,False,92.914,,,"LINESTRING (-65.3532963 -23.2077823, -65.3523879 -23.2077481)",,,,
89681308,False,Ingeniero Snopek,residential,False,53.966,,,"LINESTRING (-65.3532963 -23.2077823, -65.3533253 -23.2073922, -65.3533323 -23.2072981)",,,,
89681308,False,Ingeniero Snopek,residential,False,76.788,,,"LINESTRING (-65.3532609 -23.2084721, -65.3532963 -23.2077823)",,,,
89681312,False,Felix Infante,residential,False,115.481,,,"LINESTRING (-65.3532609 -23.2084721, -65.3521315 -23.2084386)",,,,
560520028,True,La Rioja,residential,False,69.733,,,"LINESTRING (-65.3482881 -23.2069295, -65.3476114 -23.2068491)",,,,
560520027,True,Buenos Aires,residential,False,135.23700000000002,,,"LINESTRING (-65.3482881 -23.2069295, -65.3483315 -23.2067126, -65.3483413 -23.2066641, -65.3483457 -23.2066418, -65.3483889 -23.206428, -65.348394 -23.2064063, -65.3483971 -23.2063931, -65.3485276 -23.2057334)",,,,
560520028,True,La Rioja,residential,False,64.718,,,"LINESTRING (-65.3476114 -23.2068491, -65.3469823 -23.2067825)",,,,
613893271,True,Corrientes,residential,False,148.299,,,"LINESTRING (-65.3476114 -23.2068491, -65.3474222 -23.2081714)",,,,
89683746,False,La Pampa,residential,True,35.658,,,"LINESTRING (-65.3451709 -23.2053412, -65.3455169 -23.2053825)",,,,
593960789,False,Avenida Coronel Arías,residential,True,88.993,,,"LINESTRING (-65.3451709 -23.2053412, -65.345099 -23.2061388)",,,,
593960789,False,Avenida Coronel Arías,residential,False,104.11699999999999,,,"LINESTRING (-65.3451709 -23.2053412, -65.345214 -23.2049947, -65.3452457 -23.2048307, -65.3452864 -23.2047204, -65.34546 -23.204461)",,,,
613893271,True,Corrientes,residential,False,46.163,,,"LINESTRING (-65.3476604 -23.2064364, -65.3476114 -23.2068491)",,,,
89683756,False,,residential,False,64.145,,,"LINESTRING (-65.3476604 -23.2064364, -65.3473493 -23.206401, -65.3470375 -23.2063656)",,,,
89683747,True,Corrientes,residential,False,53.235,,,"LINESTRING (-65.3481349 -23.2029026, -65.3480587 -23.2033762)",,,,
407618551,True,Salta,residential,False,47.701,,,"LINESTRING (-65.3481349 -23.2029026, -65.3485932 -23.2029838)",,,,
89683751,False,Avenida General Belgrano,secondary,False,46.699,,,"LINESTRING (-65.3470375 -23.2063656, -65.3469823 -23.2067825)",,,,
89683744,False,Avenida General Belgrano,secondary,True,92.313,,,"LINESTRING (-65.3470375 -23.2063656, -65.3470678 -23.2060668, -65.3471339 -23.2055402)",40,,,
89683756,False,,residential,True,64.145,,,"LINESTRING (-65.3470375 -23.2063656, -65.3473493 -23.206401, -65.3476604 -23.2064364)",,,,
89683751,False,Avenida General Belgrano,secondary,True,46.699,,,"LINESTRING (-65.3469823 -23.2067825, -65.3470375 -23.2063656)",,,,
