osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry
45019672,Calle 173,residential,False,False,12.989,,,"LINESTRING (-58.0508352 -34.9526515, -58.0509522 -34.9525848)"
51366775,Calle 173,residential,False,False,116.87,,,"LINESTRING (-58.0508352 -34.9526515, -58.0498489 -34.9533232)"
278134818,Avenida 520,primary,True,False,124.935,RP13,60,"LINESTRING (-58.0508352 -34.9526515, -58.0499233 -34.9518126)"
51366656,Calle 169 Bis,residential,False,False,118.541,,,"LINESTRING (-58.0471773 -34.949314, -58.0462128 -34.9500292)"
51366656,Calle 169 Bis,residential,False,True,11.441,,,"LINESTRING (-58.0471773 -34.949314, -58.0472583 -34.9492354)"
548394216,Avenida 520,primary,True,False,142.252,RP13,60,"LINESTRING (-58.0471773 -34.949314, -58.0461328 -34.9483634)"
278134818,Avenida 520,primary,True,False,112.795,RP13,60,"LINESTRING (-58.0499233 -34.9518126, -58.049095 -34.9510589)"
51366773,Calle 171,residential,True,False,115.462,,,"LINESTRING (-58.0516368 -34.9491931, -58.0506948 -34.9498874)"
137615747,Calle 518,residential,False,False,119.106,,,"LINESTRING (-58.0516368 -34.9491931, -58.0507579 -34.9484004)"
137615747,Calle 518,residential,False,True,112.405,,,"LINESTRING (-58.0516368 -34.9491931, -58.0524664 -34.9499411)"
548394215,Calle 171,residential,True,False,117.977,,,"LINESTRING (-58.049095 -34.9510589, -58.0481332 -34.951769)"
548394216,Avenida 520,primary,True,False,118.384,RP13,60,"LINESTRING (-58.049095 -34.9510589, -58.0482256 -34.9502679)"
338044937,Calle 523,residential,False,False,93.024,,,"LINESTRING (-58.0457244 -34.9535672, -58.0464011 -34.9541935)"
51366774,Calle 172,residential,True,False,184.337,,,"LINESTRING (-58.0465709 -34.9543507, -58.0480742 -34.9532416)"
338044937,Calle 523,residential,False,False,114.626,,,"LINESTRING (-58.0465709 -34.9543507, -58.047413 -34.9551164)"
338044937,Calle 523,residential,False,True,23.346,,,"LINESTRING (-58.0465709 -34.9543507, -58.0464011 -34.9541935)"
241949546,Calle 170,residential,False,False,118.241,,,"LINESTRING (-58.0482256 -34.9502679, -58.0472779 -34.9509941)"
