osmid,oneway,name,highway,width,reversed,length,maxspeed,lanes,geometry
200700155,True,Necochea,residential,15,False,85.916,,,"LINESTRING (-58.5064724 -34.4964116, -58.5069383 -34.4957411)"
255861911,True,Necochea,residential,,False,141.398,40,,"LINESTRING (-58.5064724 -34.4964116, -58.50569 -34.4975076)"
255861912,True,Edison,tertiary,,False,126.65899999999999,,2,"LINESTRING (-58.5064724 -34.4964116, -58.5054485 -34.4959172, -58.5052799 -34.4958358)"
165796748,True,Edison,tertiary,,False,67.35,,1,"LINESTRING (-58.5077671 -34.4970008, -58.5071211 -34.496712)"
401450035,True,Beruti,residential,,False,109.598,40,,"LINESTRING (-58.5077671 -34.4970008, -58.5071898 -34.497864)"
27271224,True,Córdoba,residential,15,False,124.064,40,,"LINESTRING (-58.5111574 -34.4918784, -58.5123416 -34.492419)"
464022604,False,Diagonal Salta,residential,,True,127.093,,2,"LINESTRING (-58.5111574 -34.4918784, -58.5125136 -34.4916398)"
200700134,True,Beruti,residential,15,False,80.374,40,,"LINESTRING (-58.5111574 -34.4918784, -58.5111325 -34.4919169, -58.510827 -34.4923886, -58.5108066 -34.4924201, -58.5107445 -34.4925161)"
27271221,True,Necochea,residential,15,False,82.628,,,"LINESTRING (-58.5099629 -34.491325, -58.5103934 -34.4906721)"
713152115,False,Diagonal Tucumán,residential,,True,115.198,,2,"LINESTRING (-58.5099629 -34.491325, -58.5095894 -34.4903358)"
200700189,True,Córdoba,residential,15,False,125.58199999999998,40,,"LINESTRING (-58.5099629 -34.491325, -58.5100597 -34.4913698, -58.5110167 -34.4918133, -58.511082 -34.4918435, -58.5111574 -34.4918784)"
200700133,True,Beruti,residential,,False,89.157,40,,"LINESTRING (-58.5107445 -34.4925161, -58.5102727 -34.4932173)"
1024265202,False,Diagonal Tucumán,residential,,False,152.588,40,,"LINESTRING (-58.5107445 -34.4925161, -58.5114538 -34.4937576)"
200695010,True,Monseñor Larumbe,residential,15,False,129.16400000000002,40,,"LINESTRING (-58.5107445 -34.4925161, -58.5106284 -34.4924627, -58.5096507 -34.4920128, -58.5095139 -34.4919499)"
27271533,False,Diagonal Salta,residential,,False,149.592,40,2,"LINESTRING (-58.5095139 -34.4919499, -58.5078956 -34.4921254)"
200695011,True,Monseñor Larumbe,residential,15,False,119.794,40,,"LINESTRING (-58.5095139 -34.4919499, -58.508369 -34.4914301)"
200700157,True,Necochea,residential,15,False,80.757,40,,"LINESTRING (-58.5095139 -34.4919499, -58.5095726 -34.4918682, -58.5099257 -34.4913767, -58.5099629 -34.491325)"
401450035,True,Beruti,residential,,False,92.142,40,,"LINESTRING (-58.5097807 -34.4939498, -58.5092938 -34.4946748)"
401450047,True,Hipólito Yrigoyen,tertiary,,False,125.985,,2,"LINESTRING (-58.5097807 -34.4939498, -58.5109827 -34.4944996)"
401450045,True,Necochea,residential,,False,92.503,40,,"LINESTRING (-58.508586 -34.493404, -58.5090544 -34.4926671)"
401450047,True,Hipólito Yrigoyen,tertiary,,False,125.18400000000001,,2,"LINESTRING (-58.508586 -34.493404, -58.5097017 -34.4939137, -58.5097807 -34.4939498)"
47846345,True,Diagonal Salta,residential,,False,152.576,40,,"LINESTRING (-58.5062474 -34.4923188, -58.5078956 -34.4921254)"
200700149,True,Hipólito Yrigoyen,tertiary,,False,119.632,,2,"LINESTRING (-58.5062474 -34.4923188, -58.507368 -34.4928706)"
200695027,True,San Lorenzo,residential,,False,91.26899999999999,40,,"LINESTRING (-58.5062474 -34.4923188, -58.5058249 -34.4929034, -58.5057378 -34.493024)"
200695027,True,San Lorenzo,residential,,False,95.165,40,,"LINESTRING (-58.5067678 -34.4915782, -58.5062474 -34.4923188)"
200695025,True,Rodríguez Peña,residential,,False,95.57,40,,"LINESTRING (-58.5067678 -34.4915782, -58.5060285 -34.4912091, -58.5058736 -34.4911361)"
27271533,False,Diagonal Salta,residential,,True,149.592,40,2,"LINESTRING (-58.5078956 -34.4921254, -58.5095139 -34.4919499)"
27272607,True,Sargento Cabral,residential,15,False,88.655,40,1,"LINESTRING (-58.5078956 -34.4921254, -58.508369 -34.4914301)"
200695024,True,Rodríguez Peña,residential,,False,119.939,40,,"LINESTRING (-58.5078956 -34.4921254, -58.5068777 -34.4916315, -58.5067678 -34.4915782)"
401450045,True,Necochea,residential,,False,90.185,40,,"LINESTRING (-58.5090544 -34.4926671, -58.5095139 -34.4919499)"
1024265204,True,Rodríguez Peña,residential,,False,122.093,40,,"LINESTRING (-58.5090544 -34.4926671, -58.508011 -34.4921793, -58.5078956 -34.4921254)"
27271534,False,Diagonal Tucumán,residential,,False,158.499,40,,"LINESTRING (-58.5114538 -34.4937576, -58.5121509 -34.4950621)"
27272615,True,Monteagudo,residential,15,False,90.984,40,1,"LINESTRING (-58.5114538 -34.4937576, -58.5119339 -34.4930414)"
1024265202,False,Diagonal Tucumán,residential,,True,152.588,40,,"LINESTRING (-58.5114538 -34.4937576, -58.5107445 -34.4925161)"
1024265204,True,Rodríguez Peña,residential,,False,123.798,40,,"LINESTRING (-58.5114538 -34.4937576, -58.5109018 -34.4935051, -58.5103718 -34.4932626, -58.5102727 -34.4932173)"
200700133,True,Beruti,residential,,False,93.098,40,,"LINESTRING (-58.5102727 -34.4932173, -58.5097807 -34.4939498)"
1024265204,True,Rodríguez Peña,residential,,False,127.316,40,,"LINESTRING (-58.5102727 -34.4932173, -58.5091837 -34.4927255, -58.5090544 -34.4926671)"
27272607,True,Sargento Cabral,residential,15,False,84.852,40,1,"LINESTRING (-58.5052799 -34.4958358, -58.5057525 -34.4951796)"
27272607,True,Sargento Cabral,residential,15,False,80.526,40,1,"LINESTRING (-58.508369 -34.4914301, -58.5088116 -34.4908045)"
200695011,True,Monseñor Larumbe,residential,15,False,119.969,40,,"LINESTRING (-58.508369 -34.4914301, -58.5072448 -34.4908774)"
27272607,True,Sargento Cabral,residential,15,False,95.939,40,1,"LINESTRING (-58.507368 -34.4928706, -58.5078956 -34.4921254)"
200700149,True,Hipólito Yrigoyen,tertiary,,False,126.404,,2,"LINESTRING (-58.507368 -34.4928706, -58.508586 -34.493404)"
27304507,True,Vélez Sarsfield,residential,15,False,125.138,40,,"LINESTRING (-58.5092938 -34.4946748, -58.5104812 -34.4952305)"
401450035,True,Beruti,residential,,False,107.612,40,,"LINESTRING (-58.5092938 -34.4946748, -58.5087251 -34.4955215)"
27304507,True,Vélez Sarsfield,residential,15,False,127.171,40,,"LINESTRING (-58.5080644 -34.4941444, -58.5092938 -34.4946748)"
200700155,True,Necochea,residential,15,False,95.2,,,"LINESTRING (-58.5080644 -34.4941444, -58.508586 -34.493404)"
27272607,True,Sargento Cabral,residential,15,False,87.716,40,1,"LINESTRING (-58.5068808 -34.4935496, -58.507368 -34.4928706)"
27304507,True,Vélez Sarsfield,residential,15,False,127.045,40,,"LINESTRING (-58.5068808 -34.4935496, -58.5080644 -34.4941444)"
27272610,True,Luis Sáenz Peña,residential,15,False,96.466,40,1,"LINESTRING (-58.5053429 -34.4918853, -58.5058736 -34.4911361)"
54360240,True,Hipólito Yrigoyen,tertiary,,False,95.891,,2,"LINESTRING (-58.5053429 -34.4918853, -58.5061534 -34.4922737, -58.5062474 -34.4923188)"
27272610,True,Luis Sáenz Peña,residential,15,False,88.546,40,1,"LINESTRING (-58.5058736 -34.4911361, -58.5063607 -34.4904484)"
27272610,True,Luis Sáenz Peña,residential,15,False,79.865,40,1,"LINESTRING (-58.5063607 -34.4904484, -58.5068 -34.4898281)"
200695011,True,Monseñor Larumbe,residential,15,False,116.122,40,,"LINESTRING (-58.5063607 -34.4904484, -58.5052712 -34.4899153)"
132363919,True,San Lorenzo,residential,15,False,89.35,,,"LINESTRING (-58.5072448 -34.4908774, -58.5067678 -34.4915782)"
200695011,True,Monseñor Larumbe,residential,15,False,94.026,40,,"LINESTRING (-58.5072448 -34.4908774, -58.5063607 -34.4904484)"
132363919,True,San Lorenzo,residential,15,False,80.006,,,"LINESTRING (-58.5076961 -34.4902615, -58.5072448 -34.4908774)"
200700195,True,Córdoba,residential,15,False,118.733,40,,"LINESTRING (-58.5076961 -34.4902615, -58.5088116 -34.4908045)"
27272613,True,Benjamín Sáenz Valiente,residential,15,False,128.35,40,,"LINESTRING (-58.5111215 -34.4895649, -58.512353 -34.4901145)"
27271222,True,Beruti,residential,15,False,142.884,,,"LINESTRING (-58.512353 -34.4901145, -58.511577 -34.491229)"
27272613,True,Benjamín Sáenz Valiente,residential,15,False,123.819,40,,"LINESTRING (-58.512353 -34.4901145, -58.5135331 -34.4906566)"
306157705,False,Diagonal Salta,residential,,True,39.768,40,2,"LINESTRING (-58.5125136 -34.4916398, -58.5129368 -34.4915608)"
464022603,True,Juncal,residential,15,False,97.235,40,,"LINESTRING (-58.5125136 -34.4916398, -58.511577 -34.491229)"
464022604,False,Diagonal Salta,residential,,False,127.093,,2,"LINESTRING (-58.5125136 -34.4916398, -58.5111574 -34.4918784)"
27271222,True,Beruti,residential,15,False,81.812,,,"LINESTRING (-58.511577 -34.491229, -58.5111574 -34.4918784)"
464022603,True,Juncal,residential,15,False,124.906,40,,"LINESTRING (-58.511577 -34.491229, -58.5103934 -34.4906721)"
27271221,True,Necochea,residential,15,False,140.037,,,"LINESTRING (-58.5103934 -34.4906721, -58.5111215 -34.4895649)"
464022603,True,Juncal,residential,15,False,82.632,40,,"LINESTRING (-58.5103934 -34.4906721, -58.5095894 -34.4903358)"
464022603,True,Juncal,residential,15,False,36.041,40,,"LINESTRING (-58.5095894 -34.4903358, -58.5092515 -34.49017)"
713152115,False,Diagonal Tucumán,residential,,False,115.198,,2,"LINESTRING (-58.5095894 -34.4903358, -58.5099629 -34.491325)"
132363919,True,San Lorenzo,residential,15,False,81.716,,,"LINESTRING (-58.5081517 -34.4896298, -58.5076961 -34.4902615)"
27271229,True,Diagonal Tucumán,residential,15,False,47.516,,,"LINESTRING (-58.5094392 -34.4899268, -58.5095894 -34.4903358)"
27272607,True,Sargento Cabral,residential,15,False,32.051,40,1,"LINESTRING (-58.5092515 -34.49017, -58.5094392 -34.4899268)"
464022603,True,Juncal,residential,15,False,117.337,40,,"LINESTRING (-58.5092515 -34.49017, -58.5081517 -34.4896298)"
27272607,True,Sargento Cabral,residential,15,False,81.26,40,1,"LINESTRING (-58.5088116 -34.4908045, -58.5092515 -34.49017)"
200700195,True,Córdoba,residential,15,False,120.346,40,,"LINESTRING (-58.5088116 -34.4908045, -58.5099629 -34.491325)"
1024265203,True,Monteagudo,residential,,False,93.12,40,,"LINESTRING (-58.5109827 -34.4944996, -58.5114538 -34.4937576)"
401450047,True,Hipólito Yrigoyen,tertiary,,False,123.99100000000001,,2,"LINESTRING (-58.5109827 -34.4944996, -58.5117786 -34.4948828, -58.5121509 -34.4950621)"
27272615,True,Monteagudo,residential,15,False,78.65,40,1,"LINESTRING (-58.5119339 -34.4930414, -58.5123416 -34.492419)"
