osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,width,ref
297778338,Juan Martín Núñez,residential,False,True,39.959,"LINESTRING (-58.3451018 -34.6561589, -58.3450937 -34.6557996)",,,,
1037215126,Facundo Quiroga,residential,False,False,64.338,"LINESTRING (-58.348543 -34.6529675, -58.3478398 -34.6529805)",,,,
1037215126,Facundo Quiroga,residential,False,True,65.098,"LINESTRING (-58.348543 -34.6529675, -58.3492545 -34.6529543)",,,,
41227735,Combatientes de Malvinas,residential,True,False,16.892,"LINESTRING (-58.3491209 -34.6505892, -58.3489363 -34.6505932)",,,,
537405695,Irala,residential,False,True,127.921,"LINESTRING (-58.3491209 -34.6505892, -58.3491475 -34.6505604, -58.3491616 -34.6505327, -58.34917 -34.6505003, -58.3491728 -34.650468, -58.3491712 -34.6494493)",,,,
163761817,Defensa,residential,False,False,26.752,"LINESTRING (-58.3505518 -34.64822, -58.3505376 -34.6479797)",,,,
163761819,Manuel Estévez,residential,False,False,22.267,"LINESTRING (-58.3505518 -34.64822, -58.3503084 -34.6482223)",,,,
26587997,Figueroa,residential,False,True,443.492,"LINESTRING (-58.3505518 -34.64822, -58.350624 -34.6482293, -58.3506886 -34.6482409, -58.3507742 -34.6482628, -58.3508766 -34.6482951, -58.3509833 -34.6483332, -58.3510738 -34.6483707, -58.3511299 -34.6484008, -58.3511847 -34.6484331, -58.3512366 -34.6484735, -58.3512956 -34.6485416, -58.3514684 -34.6488289, -58.3515292 -34.6489298, -58.3516283 -34.6490812, -58.3517203 -34.6492442, -58.351869 -34.6495426, -58.352079 -34.6500312, -58.3521557 -34.6502626, -58.3522043 -34.6504633, -58.3523052 -34.6509532, -58.3523369 -34.6512075, -58.3523538 -34.6514477, -58.35236 -34.6516624)",40,,,
544886849,Manuel Estévez,residential,False,True,133.69,"LINESTRING (-58.3434218 -34.6483531, -58.3448832 -34.6483399)",,,,
545317321,Avenida Agustín Debenedetti,secondary,True,False,39.324,"LINESTRING (-58.3434218 -34.6483531, -58.3434147 -34.6479995)",40,2,,
26587992,Juan Martín Núñez,residential,True,False,130.556,"LINESTRING (-58.3448832 -34.6483399, -58.3449163 -34.6495137)",,,,
544886849,Manuel Estévez,residential,False,False,133.69,"LINESTRING (-58.3448832 -34.6483399, -58.3434218 -34.6483531)",,,,
544886849,Manuel Estévez,residential,False,True,128.084,"LINESTRING (-58.3448832 -34.6483399, -58.3462831 -34.6483162)",,,,
544886849,Manuel Estévez,residential,False,False,128.084,"LINESTRING (-58.3462831 -34.6483162, -58.3448832 -34.6483399)",,,,
544886849,Manuel Estévez,residential,False,True,130.96,"LINESTRING (-58.3462831 -34.6483162, -58.3477141 -34.6482809)",,,,
163761819,Manuel Estévez,residential,False,True,130.765,"LINESTRING (-58.3477141 -34.6482809, -58.349143 -34.6482467)",,,,
