osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,ref
231389378,Pedro Agrelo,residential,40,False,False,64.39,"LINESTRING (-58.343574 -34.6765098, -58.3442778 -34.6764917)",,,
231389378,Pedro Agrelo,residential,40,False,True,64.149,"LINESTRING (-58.343574 -34.6765098, -58.3428726 -34.67652)",,,
231389378,Pedro Agrelo,residential,40,False,False,65.889,"LINESTRING (-58.3421524 -34.6765381, -58.3428726 -34.67652)",,,
231389378,Pedro Agrelo,residential,40,False,True,33.843,"LINESTRING (-58.3421524 -34.6765381, -58.3417824 -34.676545)",,,
231389378,Pedro Agrelo,residential,40,False,True,64.39,"LINESTRING (-58.3442778 -34.6764917, -58.343574 -34.6765098)",,,
231389378,Pedro Agrelo,residential,40,False,False,64.149,"LINESTRING (-58.3428726 -34.67652, -58.343574 -34.6765098)",,,
231389378,Pedro Agrelo,residential,40,False,True,65.889,"LINESTRING (-58.3428726 -34.67652, -58.3421524 -34.6765381)",,,
26590839,Juan de Ayolas,residential,40,False,False,118.953,"LINESTRING (-58.3428726 -34.67652, -58.3428894 -34.6774467, -58.3428599 -34.6775003, -58.3427945 -34.677565)",,,
132964389,Doctor Estanislao S. Zeballos,residential,40,False,False,108.568,"LINESTRING (-58.3453115 -34.6775511, -58.3445993 -34.6783323)",,,
26587991,Comandante Craig,secondary,,True,False,128.149,"LINESTRING (-58.3453115 -34.6775511, -58.344321 -34.6769301, -58.3442844 -34.6768858, -58.3442701 -34.6768121)",2,,
32336481,Coronel Dorrego,residential,40,True,False,126.387,"LINESTRING (-58.3487412 -34.677774, -58.3496964 -34.6769525)",1,,
32336505,Independencia,residential,40,True,False,126.571,"LINESTRING (-58.3487412 -34.677774, -58.349717 -34.6785813)",1,,
545054359,Avenida Mujeres Argentinas,secondary,60,False,False,138.996,"LINESTRING (-58.3487412 -34.677774, -58.3473329 -34.6782444)",4,,
1037208198,Avenida Mujeres Argentinas,secondary,60,False,True,138.74,"LINESTRING (-58.3487412 -34.677774, -58.350137 -34.6772849)",4,,
162089838,Coronel Dorrego,residential,40,False,False,131.728,"LINESTRING (-58.3487412 -34.677774, -58.3482922 -34.678142, -58.3476906 -34.6785839)",2,,
545054361,Avenida Mujeres Argentinas,secondary,60,False,False,139.199,"LINESTRING (-58.3515368 -34.676793, -58.350137 -34.6772849)",4,,
545054362,Anatole France,residential,40,True,False,19.642,"LINESTRING (-58.3515368 -34.676793, -58.3516861 -34.67692)",1,,
545054360,General O'Higgins,residential,40,True,False,54.676,"LINESTRING (-58.350137 -34.6772849, -58.3496964 -34.6769525)",,,
545054361,Avenida Mujeres Argentinas,secondary,60,False,True,139.199,"LINESTRING (-58.350137 -34.6772849, -58.3515368 -34.676793)",4,,
1037208198,Avenida Mujeres Argentinas,secondary,60,False,False,138.74,"LINESTRING (-58.350137 -34.6772849, -58.3487412 -34.677774)",4,,
32899489,Comodoro Rivadavia,residential,40,True,False,63.439,"LINESTRING (-58.351655 -34.6818349, -58.3511723 -34.6822447)",1,7,
32899489,Comodoro Rivadavia,residential,40,True,False,72.534,"LINESTRING (-58.3501704 -34.6831918, -58.349664 -34.6836939)",1,7,
537501069,General Paunero,residential,40,True,False,131.197,"LINESTRING (-58.3501704 -34.6831918, -58.3490901 -34.6824153)",1,7,
28949151,Teniente Coronel Magán,residential,40,True,False,136.291,"LINESTRING (-58.349664 -34.6836939, -58.3506798 -34.6845909)",1,7,
32899489,Comodoro Rivadavia,residential,40,True,False,91.272,"LINESTRING (-58.349664 -34.6836939, -58.3489573 -34.6842736)",1,7,
39964971,General Chenault,residential,40,True,False,70.457,"LINESTRING (-58.3440117 -34.6809213, -58.3445811 -34.6813482)",1,,
39964963,Mariano Moreno,residential,40,True,False,118.849,"LINESTRING (-58.3431188 -34.681698, -58.3440117 -34.6809213)",,,
39964974,General Hornos,residential,40,False,False,148.472,"LINESTRING (-58.3431188 -34.681698, -58.3419625 -34.6807606)",,,
39964974,General Hornos,residential,40,False,True,90.195,"LINESTRING (-58.3431188 -34.681698, -58.3438249 -34.6822644)",,,
28790071,General Madariaga,secondary,,False,False,13.1,"LINESTRING (-58.3436822 -34.6824289, -58.3437956 -34.6825009)",2,,
39964966,Estado de Israel,secondary,60,False,False,93.764,"LINESTRING (-58.3436822 -34.6824289, -58.342862 -34.6819228)",4,,
275104771,Avenida Bartolomé Mitre,tertiary,40,True,False,22.469,"LINESTRING (-58.3436822 -34.6824289, -58.3438249 -34.6822644)",2,,
39964966,Estado de Israel,secondary,60,False,True,151.066,"LINESTRING (-58.3415668 -34.6810794, -58.342862 -34.6819228)",4,,
1202408109,Doctor Estanislao Severo Zeballos,residential,40,True,False,38.793,"LINESTRING (-58.3415668 -34.6810794, -58.3412896 -34.6813435)",,,
39964970,Emilio Zola,residential,40,False,False,109.312,"LINESTRING (-58.3435009 -34.679196, -58.342418 -34.6796124)",,,
39964981,Azucena Villaflor,residential,40,False,True,98.771,"LINESTRING (-58.3435009 -34.679196, -58.3442609 -34.6798272)",2,,
"[1176360040, 39964972, 1176360038, 1176360039]","['Emilo Zola', 'Emilio Zola', 'Pila']","['residential', 'living_street']",40,False,"[False, True]",283.902,"LINESTRING (-58.3435009 -34.679196, -58.3439491 -34.679069, -58.344507 -34.6790028, -58.3451812 -34.6789758, -58.3451261 -34.6790764, -58.3442609 -34.6798272)",,,
39964981,Azucena Villaflor,residential,40,False,False,59.855000000000004,"LINESTRING (-58.3435009 -34.679196, -58.3434662 -34.6791586, -58.3434071 -34.6790068, -58.3433568 -34.6789102, -58.3432853 -34.6788093, -58.3432652 -34.6787718, -58.3432451 -34.6787048)",2,,
39964970,Emilio Zola,residential,40,False,True,109.312,"LINESTRING (-58.342418 -34.6796124, -58.3435009 -34.679196)",,,
39964971,General Chenault,residential,40,True,False,61.712,"LINESTRING (-58.342418 -34.6796124, -58.3428955 -34.6800046)",1,,
39964970,Emilio Zola,residential,40,False,False,124.065,"LINESTRING (-58.342418 -34.6796124, -58.3416841 -34.6798995, -58.3415671 -34.679953, -58.3412552 -34.6801721)",,,
39964974,General Hornos,residential,40,False,True,92.006,"LINESTRING (-58.3412552 -34.6801721, -58.3419625 -34.6807606)",,,
39964970,Emilio Zola,residential,40,False,True,124.065,"LINESTRING (-58.3412552 -34.6801721, -58.3415671 -34.679953, -58.3416841 -34.6798995, -58.342418 -34.6796124)",,,
39964971,General Chenault,residential,40,True,False,74.653,"LINESTRING (-58.3428955 -34.6800046, -58.3434732 -34.680479)",1,,
1202408109,Doctor Estanislao Severo Zeballos,residential,40,True,False,119.771,"LINESTRING (-58.3428955 -34.6800046, -58.3419625 -34.6807606)",,,
