osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge
175698956,True,Sarmiento,residential,40,False,115.53,"LINESTRING (-67.573266 -39.023298, -67.5734831 -39.0243232)",,,
302685786,True,Gadano,residential,,False,116.148,"LINESTRING (-67.573266 -39.023298, -67.5723586 -39.0234025, -67.571936 -39.0234511)",,,
194375614,True,España,residential,,False,121.773,"LINESTRING (-67.5774243 -39.0292854, -67.577197 -39.0282046)",,,
405493284,True,9 de Julio,secondary,,False,119.89,"LINESTRING (-67.5774243 -39.0292854, -67.5787963 -39.0291224)",,,
193928381,True,25 de Mayo,secondary,,False,103.917,"LINESTRING (-67.5774799 -39.0297413, -67.5762887 -39.0298721)",,,
175701327,True,España,residential,,False,118.54,"LINESTRING (-67.5777127 -39.0307919, -67.5774799 -39.0297413)",,,
405497653,True,Hipólito Yrigoyen,tertiary,,False,121.925,"LINESTRING (-67.5777127 -39.0307919, -67.5791061 -39.0306167)",2,,
193928381,True,25 de Mayo,secondary,,False,123.5,"LINESTRING (-67.5788897 -39.0295564, -67.5774799 -39.0297413)",,,
302685784,True,Maipú,residential,,False,119.373,"LINESTRING (-67.5788897 -39.0295564, -67.5791061 -39.0306167)",2,,
405497649,True,Avenida Julio Argentino Roca,primary,40,False,121.117,"LINESTRING (-67.5762646 -39.0309749, -67.5760427 -39.0298994)",,,
405497655,True,Hipólito Yrigoyen,primary,30,False,9.761,"LINESTRING (-67.5762646 -39.0309749, -67.5763762 -39.0309611)",2,roundabout,
405497653,True,Hipólito Yrigoyen,tertiary,,False,103.171,"LINESTRING (-67.5765339 -39.0309415, -67.5777127 -39.0307919)",2,,
"[193925905, 402905363]",False,Maipu,residential,,False,66.288,"LINESTRING (-67.5774991 -39.0221986, -67.5775851 -39.0225788, -67.5775936 -39.0226261, -67.5776305 -39.0227859)",,,yes
302685782,False,Gadano,residential,,False,105.973,"LINESTRING (-67.5776305 -39.0227859, -67.5788401 -39.0226272)",,,
302685782,False,Gadano,residential,,True,134.104,"LINESTRING (-67.5776305 -39.0227859, -67.5760986 -39.0229811)",,,
"[193925905, 402905363]",False,Maipu,residential,,True,66.288,"LINESTRING (-67.5776305 -39.0227859, -67.5775936 -39.0226261, -67.5775851 -39.0225788, -67.5774991 -39.0221986)",,,yes
