osmid,ref,name,highway,oneway,reversed,length,maxspeed,bridge,geometry,junction
31434999,RP440,25 de Mayo (Camino a Cabana),tertiary,False,False,125.664,,,"LINESTRING (-64.3182649 -31.2321793, -64.3194648 -31.2317055)",
83211397,RPE57,Avenida San Martín,secondary,False,True,79.423,60,,"LINESTRING (-64.3182649 -31.2321793, -64.3182832 -31.2328934)",
83211397,RPE57,Avenida San Martín,secondary,False,False,10.294,60,,"LINESTRING (-64.31802 -31.2341187, -64.3181086 -31.2340655)",
"[445342692, 445342693, 83211389]",RPE57,Avenida San Martín,secondary,True,False,355.73900000000003,60,yes,"LINESTRING (-64.31802 -31.2341187, -64.317883 -31.2341681, -64.3177991 -31.2341902, -64.317749 -31.2341985, -64.3176901 -31.2342006, -64.3145031 -31.2342423, -64.3142954 -31.2342441)",
372142562,,Azopardo,residential,False,True,113.228,,,"LINESTRING (-64.3118127 -31.2381172, -64.3130036 -31.2381266)",
781022404,RPE57,Avenida San Martín,secondary,False,False,107.007,,,"LINESTRING (-64.3118127 -31.2381172, -64.3122002 -31.2372137)",
781022404,RPE57,Avenida San Martín,secondary,False,True,15.432,,,"LINESTRING (-64.3118127 -31.2381172, -64.3117834 -31.2382131, -64.311778 -31.2382525)",
781022404,RPE57,Avenida San Martín,secondary,False,False,6.983,,,"LINESTRING (-64.3122685 -31.2370775, -64.3123022 -31.2370217)",
781022404,RPE57,Avenida San Martín,secondary,False,True,16.478,,,"LINESTRING (-64.3122685 -31.2370775, -64.3122002 -31.2372137)",
445342701,,Santa Fe,residential,False,True,53.228,,,"LINESTRING (-64.3137262 -31.2358632, -64.314286 -31.2358692)",
632926103,,Entre Ríos,residential,False,True,63.716,40,,"LINESTRING (-64.3137262 -31.2358632, -64.3130563 -31.2358472)",
297401526,RPE57,Avenida San Martín,secondary,False,False,187.125,,,"LINESTRING (-64.3137262 -31.2358632, -64.3141001 -31.2351327, -64.3141534 -31.2350162, -64.3141932 -31.2349158, -64.3142309 -31.2344859, -64.314211 -31.2342633)",
781022404,RPE57,Avenida San Martín,secondary,False,True,117.85199999999999,,,"LINESTRING (-64.3137262 -31.2358632, -64.3134758 -31.2364165, -64.3134157 -31.2365102, -64.313299 -31.2365978, -64.3130585 -31.2366938)",
83211397,RPE57,Avenida San Martín,secondary,False,True,10.294,60,,"LINESTRING (-64.3181086 -31.2340655, -64.31802 -31.2341187)",
83211397,RPE57,Avenida San Martín,secondary,False,False,38.910000000000004,60,,"LINESTRING (-64.3181086 -31.2340655, -64.3181755 -31.2340032, -64.3182259 -31.2339387, -64.3182682 -31.2338713, -64.3182991 -31.2337632)",
166364633,,Pavón,residential,False,True,311.103,,,"LINESTRING (-64.3181086 -31.2340655, -64.3179701 -31.2343011, -64.3178306 -31.2344883, -64.317677 -31.2346316, -64.3175354 -31.2347045, -64.3173168 -31.2347675, -64.3170349 -31.2348336, -64.316579 -31.234823, -64.3165059 -31.2348594, -64.3164795 -31.2348958, -64.3164542 -31.2359197)",
83211397,RPE57,Avenida San Martín,secondary,False,False,96.729,60,,"LINESTRING (-64.3182991 -31.2337632, -64.3182832 -31.2328934)",
83211397,RPE57,Avenida San Martín,secondary,False,True,38.910000000000004,60,,"LINESTRING (-64.3182991 -31.2337632, -64.3182682 -31.2338713, -64.3182259 -31.2339387, -64.3181755 -31.2340032, -64.3181086 -31.2340655)",
166368075,,Pasaje Santucho,residential,False,True,133.839,,,"LINESTRING (-64.3182991 -31.2337632, -64.3183442 -31.2338251, -64.3184379 -31.2338793, -64.3185585 -31.2339564, -64.318636 -31.2340283, -64.3187002 -31.2340638, -64.3195162 -31.2343165)",
166369078,,Remedio de Escalada,residential,False,False,102.436,,,"LINESTRING (-64.3182991 -31.2337632, -64.3183611 -31.2342803, -64.3184257 -31.2346779)",
