osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes
138803555,True,Boulevard San Martín,tertiary,40,False,124.476,"LINESTRING (-63.7872654 -32.7572947, -63.7880973 -32.7564208)",,
145890472,True,Entre Ríos,residential,40,False,11.883,"LINESTRING (-63.7872654 -32.7572947, -63.7873644 -32.7573617)",,
138803555,True,Boulevard San Martín,tertiary,40,False,117.201,"LINESTRING (-63.7889019 -32.7555755, -63.7896852 -32.7547527)",,
145890473,True,Intendente José Froute,residential,40,False,11.725,"LINESTRING (-63.7889019 -32.7555755, -63.7889992 -32.755642)",,
138803555,True,Boulevard San Martín,tertiary,40,False,120.399,"LINESTRING (-63.7880973 -32.7564208, -63.7889019 -32.7555755)",,
140043247,True,Azcuenaga,residential,40,False,120.941,"LINESTRING (-63.7880973 -32.7564208, -63.7870535 -32.7557786)",,
138803555,True,Boulevard San Martín,tertiary,40,False,121.348,"LINESTRING (-63.7896852 -32.7547527, -63.7904919 -32.7538979)",,
140043249,True,Intendente Adrián P. Urquia,residential,40,False,113.657,"LINESTRING (-63.7896852 -32.7547527, -63.7887346 -32.7541158)",,
138803555,True,Boulevard San Martín,tertiary,40,False,124.935,"LINESTRING (-63.7864304 -32.7581718, -63.7872654 -32.7572947)",,
140043245,True,Matheu,residential,40,False,119.416,"LINESTRING (-63.7864304 -32.7581718, -63.7854457 -32.757488)",,
138803555,True,Boulevard San Martín,tertiary,40,False,119.237,"LINESTRING (-63.7848069 -32.7598903, -63.7855962 -32.7590481)",,
145889275,True,Jujuy,residential,40,False,11.723,"LINESTRING (-63.7848069 -32.7598903, -63.7849028 -32.7599582)",,
140043249,True,Intendente Adrián P. Urquia,residential,40,False,109.851,"LINESTRING (-63.7876605 -32.7533976, -63.7867475 -32.752776)",,
140044008,True,Laprida,residential,40,False,121.857,"LINESTRING (-63.7876605 -32.7533976, -63.7868545 -32.7542587)",,
140043249,True,Intendente Adrián P. Urquia,residential,40,False,128.323,"LINESTRING (-63.7887346 -32.7541158, -63.7876605 -32.7533976)",,
140044009,True,Sarmiento,residential,40,False,119.507,"LINESTRING (-63.7887346 -32.7541158, -63.7879106 -32.7549373)",,
140043249,True,Intendente Adrián P. Urquia,residential,40,False,128.99,"LINESTRING (-63.7867475 -32.752776, -63.7856796 -32.7520418)",,
140043247,True,Azcuenaga,residential,40,False,118.495,"LINESTRING (-63.7850883 -32.7544325, -63.7841073 -32.753758)",,
140044028,True,Liniers,residential,40,False,119.485,"LINESTRING (-63.7850883 -32.7544325, -63.7859125 -32.7536114)",,
140044028,True,Liniers,residential,40,False,121.352,"LINESTRING (-63.7859125 -32.7536114, -63.7867475 -32.752776)",,
652221647,True,Juan José Paso,residential,40,False,113.757,"LINESTRING (-63.7859125 -32.7536114, -63.7868545 -32.7542587)",,
140044028,True,Liniers,residential,40,False,117.394,"LINESTRING (-63.7843146 -32.7552639, -63.7850883 -32.7544325)",,
652221650,True,Berutti,residential,40,False,116.983,"LINESTRING (-63.7843146 -32.7552639, -63.7852784 -32.7559346)",,
652221647,True,Juan José Paso,residential,40,False,115.231,"LINESTRING (-63.7838812 -32.7521809, -63.7848404 -32.7528314)",,
