osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access
161007573,La Tradición,residential,40,False,False,114.341,"LINESTRING (-58.858216 -34.6275717, -58.8574899 -34.6267348)",
46246216,Joaquín María Bartina,residential,,False,False,95.497,"LINESTRING (-58.858216 -34.6275717, -58.858259 -34.6274831, -58.8582364 -34.6267199)",
1253479901,Los Tulipaneros,residential,,False,False,171.747,"LINESTRING (-58.858216 -34.6275717, -58.8583126 -34.6275452, -58.8600873 -34.6275099)",
1253479903,Los Tulipaneros,residential,,False,False,166.862,"LINESTRING (-58.8600873 -34.6275099, -58.861813 -34.6270247)",
1253479904,Tiradentes,tertiary,40,False,False,91.28,"LINESTRING (-58.8600873 -34.6275099, -58.8600652 -34.6266892)",
1253479901,Los Tulipaneros,residential,,False,True,171.747,"LINESTRING (-58.8600873 -34.6275099, -58.8583126 -34.6275452, -58.858216 -34.6275717)",
46246097,Los Tulipaneros,residential,,False,False,132.728,"LINESTRING (-58.8637991 -34.6264663, -58.8649591 -34.6257496)",
46246097,Los Tulipaneros,residential,,False,True,28.311,"LINESTRING (-58.8637991 -34.6264663, -58.8635063 -34.6265486)",
1253479909,La Providencia,residential,40,False,False,53.639,"LINESTRING (-58.8637991 -34.6264663, -58.8634938 -34.6260545)",
1253479909,La Providencia,residential,40,False,True,86.612,"LINESTRING (-58.8637991 -34.6264663, -58.8642763 -34.627139)",
46246099,Los Abedules,residential,,False,True,72.809,"LINESTRING (-58.8642763 -34.627139, -58.8635233 -34.6273507)",
1253479908,Los Abedules,residential,,False,False,151.687,"LINESTRING (-58.8642763 -34.627139, -58.8656018 -34.6263197)",
1253479909,La Providencia,residential,40,False,False,86.612,"LINESTRING (-58.8642763 -34.627139, -58.8637991 -34.6264663)",
1253479910,La Providencia,residential,40,False,True,87.541,"LINESTRING (-58.8642763 -34.627139, -58.8647683 -34.6278142)",
161007578,Los Cedros,residential,40,False,False,118.493,"LINESTRING (-58.8647683 -34.6278142, -58.8635428 -34.6281587)",
1253479907,La Providencia,residential,40,False,True,41.117,"LINESTRING (-58.8647683 -34.6278142, -58.8649941 -34.6281339)",
1253479910,La Providencia,residential,40,False,False,87.541,"LINESTRING (-58.8647683 -34.6278142, -58.8642763 -34.627139)",
46246101,Amadeo Jacques,residential,,False,True,54.953,"LINESTRING (-58.8634938 -34.6260545, -58.8635063 -34.6265486)",
1253479909,La Providencia,residential,40,False,False,35.233,"LINESTRING (-58.8634938 -34.6260545, -58.8633051 -34.6257783)",
1253479909,La Providencia,residential,40,False,True,53.639,"LINESTRING (-58.8634938 -34.6260545, -58.8637991 -34.6264663)",
46246102,San Francisco de Asís,residential,40,False,False,84.296,"LINESTRING (-58.8617908 -34.626204, -58.8615268 -34.6254777)",
46246102,San Francisco de Asís,residential,40,False,True,91.28,"LINESTRING (-58.8617908 -34.626204, -58.861813 -34.6270247)",
46246110,Los Fresnos,residential,,False,False,146.421,"LINESTRING (-58.8617908 -34.626204, -58.8633051 -34.6257783)",
46246110,Los Fresnos,residential,,False,True,166.855,"LINESTRING (-58.8617908 -34.626204, -58.8600652 -34.6266892)",
46246103,Tiradentes,tertiary,40,False,False,88.176,"LINESTRING (-58.8600652 -34.6266892, -58.8600392 -34.6258965)",
46246110,Los Fresnos,residential,,False,False,166.855,"LINESTRING (-58.8600652 -34.6266892, -58.8617908 -34.626204)",
1253479904,Tiradentes,tertiary,40,False,True,91.28,"LINESTRING (-58.8600652 -34.6266892, -58.8600873 -34.6275099)",
1253479905,Los Fresnos,residential,,False,True,167.369,"LINESTRING (-58.8600652 -34.6266892, -58.8582364 -34.6267199)",
46246103,Tiradentes,tertiary,40,False,False,88.518,"LINESTRING (-58.8600392 -34.6258965, -58.8600143 -34.6251007)",
46246103,Tiradentes,tertiary,40,False,True,88.176,"LINESTRING (-58.8600392 -34.6258965, -58.8600652 -34.6266892)",
160432610,Sánchez de Bustamante,residential,,False,False,143.862,"LINESTRING (-58.8600392 -34.6258965, -58.8615268 -34.6254777)",
160432610,Sánchez de Bustamante,residential,,False,True,167.131,"LINESTRING (-58.8600392 -34.6258965, -58.8582132 -34.625934)",
46246103,Tiradentes,tertiary,40,False,False,89.179,"LINESTRING (-58.8600143 -34.6251007, -58.8599922 -34.6242989)",
46246103,Tiradentes,tertiary,40,False,True,88.518,"LINESTRING (-58.8600143 -34.6251007, -58.8600392 -34.6258965)",
160432611,Ignacio de Zuloaga,residential,40,False,False,167.006,"LINESTRING (-58.8600143 -34.6251007, -58.8581898 -34.6251419)",
160432611,Ignacio de Zuloaga,residential,40,False,True,120.651,"LINESTRING (-58.8600143 -34.6251007, -58.8612644 -34.6247556)",
46246106,Tirso de Molina,residential,,False,False,34.169,"LINESTRING (-58.8564072 -34.625485, -58.8563981 -34.6251778)",
