osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction
173340034,True,Lavalle,residential,False,97.175,"LINESTRING (-61.9483873 -29.8790767, -61.9476034 -29.8785274)",,
256376085,True,Avenida Tristán Malbrán,secondary,False,120.297,"LINESTRING (-61.9483873 -29.8790767, -61.9491452 -29.8782855, -61.9491834 -29.8782437)",,
173340021,True,Mariano Moreno,residential,False,100.04,"LINESTRING (-61.9468223 -29.8807923, -61.9460256 -29.8802159)",40,
173340154,True,Avenida Tristán Malbrán,secondary,False,123.573,"LINESTRING (-61.9468223 -29.8807923, -61.9476254 -29.8799262)",,
173340021,True,Mariano Moreno,residential,False,17.194,"LINESTRING (-61.9469591 -29.8808915, -61.9468223 -29.8807923)",40,
256376083,True,Avenida Tristán Malbrán,secondary,False,73.473,"LINESTRING (-61.9469591 -29.8808915, -61.9464808 -29.8814059)",,
173340161,True,Almirante Brown,residential,False,98.653,"LINESTRING (-61.9443648 -29.8834385, -61.9435675 -29.8828824)",,
173342822,True,Avenida Vicente Casares,secondary,False,122.018,"LINESTRING (-61.9443648 -29.8834385, -61.9447539 -29.8830183, -61.9451383 -29.8825702)",,
173340153,True,Avenida Vicente Casares,secondary,False,121.684,"LINESTRING (-61.944474 -29.8835287, -61.9436667 -29.8843699)",,
173340161,True,Almirante Brown,residential,False,14.541,"LINESTRING (-61.944474 -29.8835287, -61.9443648 -29.8834385)",,
173340169,True,Avenida Echague,secondary,False,118.745,"LINESTRING (-61.9421562 -29.8774985, -61.9414592 -29.8782476, -61.9413636 -29.8783127)",,
173340027,False,Saavedra,residential,False,17.994,"LINESTRING (-61.9402524 -29.8777664, -61.9403685 -29.8776397)",,
173340021,True,Mariano Moreno,residential,False,121.03,"LINESTRING (-61.9431335 -29.8781816, -61.9421562 -29.8774985)",40,
173340181,True,,secondary,False,16.21,"LINESTRING (-61.9412264 -29.8782441, -61.9412684 -29.8782464, -61.9413076 -29.8782595, -61.9413403 -29.8782824, -61.9413636 -29.8783127)",,roundabout
173340181,True,,secondary,False,5.318,"LINESTRING (-61.9413636 -29.8783127, -61.9413726 -29.8783353, -61.9413763 -29.878359)",,roundabout
173340134,True,Avenida Chacabuco,secondary,False,119.785,"LINESTRING (-61.9412106 -29.8784794, -61.9411458 -29.8785843, -61.9404648 -29.879339)",,
173340181,True,,secondary,False,15.617999999999999,"LINESTRING (-61.9412106 -29.8784794, -61.9411726 -29.8784672, -61.9411404 -29.878446, -61.9411168 -29.8784175, -61.9411037 -29.8783842)",,roundabout
173340034,True,Lavalle,residential,False,120.313,"LINESTRING (-61.9476034 -29.8785274, -61.946631 -29.8778493)",,
173343458,True,Juan de Garay,residential,False,120.087,"LINESTRING (-61.9476034 -29.8785274, -61.9468203 -29.8793672)",40,
173342788,True,Matheu,residential,False,119.756,"LINESTRING (-61.9458697 -29.878674, -61.9468203 -29.8793672)",,
293222918,True,Hipólito Vieytes,residential,False,117.461,"LINESTRING (-61.9458697 -29.878674, -61.946631 -29.8778493)",,
173340021,True,Mariano Moreno,residential,False,117.628,"LINESTRING (-61.9440809 -29.8788481, -61.9431335 -29.8781816)",40,
