osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction
66074381,Kanace Road,residential,False,False,140.00400000000002,"LINESTRING (178.4773692 -18.0930974, 178.4773155 -18.0926691, 178.477219 -18.0924243, 178.4770259 -18.0921286, 178.4768864 -18.0919552)",,,
66074381,Kanace Road,residential,False,True,264.323,"LINESTRING (178.4773692 -18.0930974, 178.4774335 -18.0935155, 178.4775945 -18.0939643, 178.4777447 -18.0943722, 178.4781095 -18.0953614)",,,
292017210,Nuqa Place,residential,False,False,122.28800000000001,"LINESTRING (178.4773692 -18.0930974, 178.4776052 -18.093077, 178.4777769 -18.0930362, 178.4780022 -18.0930158, 178.4782382 -18.0929342, 178.4784313 -18.0927609)",,,
292017210,Nuqa Place,residential,False,True,122.28799999999998,"LINESTRING (178.4784313 -18.0927609, 178.4782382 -18.0929342, 178.4780022 -18.0930158, 178.4777769 -18.0930362, 178.4776052 -18.093077, 178.4773692 -18.0930974)",,,
66074328,,residential,False,False,184.449,"LINESTRING (178.4781095 -18.0953614, 178.4777876 -18.0954838, 178.4774979 -18.0957184, 178.477058 -18.0960855, 178.4767576 -18.0963812)",,,
66074381,Kanace Road,residential,False,False,264.323,"LINESTRING (178.4781095 -18.0953614, 178.4777447 -18.0943722, 178.4775945 -18.0939643, 178.4774335 -18.0935155, 178.4773692 -18.0930974)",,,
66074381,Kanace Road,residential,False,True,93.75899999999999,"LINESTRING (178.4781095 -18.0953614, 178.4782822 -18.0957528, 178.4783144 -18.0958484, 178.4783345 -18.0959274, 178.4783627 -18.0960511, 178.4783777 -18.0961607)",,,
66074328,,residential,False,True,184.449,"LINESTRING (178.4767576 -18.0963812, 178.477058 -18.0960855, 178.4774979 -18.0957184, 178.4777876 -18.0954838, 178.4781095 -18.0953614)",,,
66074607,Daniva Road,residential,False,False,242.692,"LINESTRING (178.4809741 -18.0959427, 178.4808668 -18.0952595, 178.4807702 -18.0944334, 178.4806629 -18.0937807)",50,,
66074607,Daniva Road,residential,False,True,121.386,"LINESTRING (178.4809741 -18.0959427, 178.4811886 -18.0965852, 178.4813212 -18.0969833)",50,,
292016923,Saqa Street,residential,False,False,275.499,"LINESTRING (178.4809741 -18.0959427, 178.4806029 -18.0959757, 178.4799532 -18.0960336, 178.4796326 -18.0960621, 178.4783777 -18.0961607)",,,
66074363,,residential,False,False,204.81300000000002,"LINESTRING (178.4783777 -18.0961607, 178.4783804 -18.0963086, 178.4783898 -18.0965355, 178.4784099 -18.096677, 178.4784957 -18.096881, 178.4785236 -18.0969332, 178.4786352 -18.0971053, 178.4787961 -18.0972787, 178.478957 -18.0974521, 178.4790214 -18.0975642, 178.4790965 -18.0977172, 178.4791112 -18.0978008)",,,
66074381,Kanace Road,residential,False,False,93.759,"LINESTRING (178.4783777 -18.0961607, 178.4783627 -18.0960511, 178.4783345 -18.0959274, 178.4783144 -18.0958484, 178.4782822 -18.0957528, 178.4781095 -18.0953614)",,,
292016923,Saqa Street,residential,False,True,275.499,"LINESTRING (178.4783777 -18.0961607, 178.4796326 -18.0960621, 178.4799532 -18.0960336, 178.4806029 -18.0959757, 178.4809741 -18.0959427)",,,
