osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,junction
36875903,Market Road,residential,False,False,292.99,"LINESTRING (177.4223071 -17.8034986, 177.4222402 -17.8034329, 177.4221318 -17.8033681, 177.4219057 -17.803265, 177.4217451 -17.8031996, 177.4215947 -17.8031497, 177.4214614 -17.8031275, 177.4213548 -17.8031208, 177.4212692 -17.8031437, 177.4211088 -17.8032172, 177.4209943 -17.8032817, 177.4206551 -17.8034076, 177.4197534 -17.8036999)",,,,
319888152,Richmond Crescent,residential,False,True,100.545,"LINESTRING (177.4180481 -17.8019816, 177.4184409 -17.8018337, 177.4185315 -17.8017686, 177.4185779 -17.8016901, 177.4186037 -17.8015873, 177.4186036 -17.8013891)",,,,
36875903,Market Road,residential,False,False,50.083,"LINESTRING (177.4161298 -17.8037652, 177.4156639 -17.8036871)",,,,
174630903,,residential,False,False,102.813,"LINESTRING (177.4161298 -17.8037652, 177.4164982 -17.8029097)",,,,
36876409,Sagayam Road,residential,False,True,43.423,"LINESTRING (177.4157932 -17.8012821, 177.4161702 -17.8014359)",,,,
36876507,Baker Lane,residential,False,False,160.643,"LINESTRING (177.4157932 -17.8012821, 177.4151926 -17.8026088)",,,,
36876409,Sagayam Road,residential,False,False,506.12499999999994,"LINESTRING (177.4157932 -17.8012821, 177.4155653 -17.8011944, 177.4154967 -17.8011688, 177.4154464 -17.8011693, 177.4153668 -17.801194, 177.4153069 -17.8012289, 177.4136339 -17.8022922, 177.4135454 -17.8023572, 177.4134912 -17.8024435, 177.413473 -17.8025322, 177.4134824 -17.8026111, 177.4135053 -17.8026677, 177.4135442 -17.8027224, 177.4135921 -17.8027643, 177.4136853 -17.8028035, 177.4138055 -17.8028088, 177.4149488 -17.8025502, 177.415039 -17.8025544, 177.4151926 -17.8026088)",,,,
308772316,,residential,False,True,57.074,"LINESTRING (177.4147002 -17.8034159, 177.4152058 -17.803594)",,,,
319888155,Vunavau Lane,residential,False,True,106.281,"LINESTRING (177.4147002 -17.8034159, 177.4149164 -17.8029358, 177.4150907 -17.8028159, 177.4151926 -17.8026088)",,,,
36875903,Market Road,residential,False,True,49.592,"LINESTRING (177.4152058 -17.803594, 177.4156639 -17.8036871)",,,,
308772316,,residential,False,False,57.074,"LINESTRING (177.4152058 -17.803594, 177.4147002 -17.8034159)",,,,
308772318,Queens Road,primary,False,False,99.649,"LINESTRING (177.4152058 -17.803594, 177.4155783 -17.802771)",2,,,
36876018,Clay Street,residential,False,False,51.387,"LINESTRING (177.4158229 -17.8022214, 177.416269 -17.8024035)",,,,
308772318,Queens Road,primary,False,True,66.373,"LINESTRING (177.4158229 -17.8022214, 177.4155783 -17.802771)",2,,,
308772318,Queens Road,primary,False,False,94.767,"LINESTRING (177.4158229 -17.8022214, 177.4159958 -17.8018325, 177.4161702 -17.8014359)",2,,,
36875986,Sukuna Road,residential,False,False,54.385,"LINESTRING (177.4165659 -17.8005454, 177.4170358 -17.800743)",,,,
308772318,Queens Road,primary,False,True,44.567,"LINESTRING (177.4165659 -17.8005454, 177.4163948 -17.8009116)",2,,,
308772318,Queens Road,primary,False,False,104.10600000000001,"LINESTRING (177.4165659 -17.8005454, 177.4168343 -17.799952, 177.4168541 -17.7998888, 177.4168642 -17.7998128, 177.4168668 -17.7997444, 177.416859 -17.7996656)",2,,,
36875704,Andrews Road,residential,False,False,63.688,"LINESTRING (177.416859 -17.7996656, 177.4169295 -17.7996968, 177.4169831 -17.7997102, 177.41704 -17.7997149, 177.4170577 -17.7997164, 177.4174511 -17.7997252)",,,,
308772318,Queens Road,primary,False,True,104.106,"LINESTRING (177.416859 -17.7996656, 177.4168668 -17.7997444, 177.4168642 -17.7998128, 177.4168541 -17.7998888, 177.4168343 -17.799952, 177.4165659 -17.8005454)",2,,,
"[319888136, 688490288, 319888135]",Queens Road,primary,False,True,213.597,"LINESTRING (177.416859 -17.7996656, 177.4167382 -17.7993783, 177.4165071 -17.7989391, 177.4160548 -17.7980654, 177.4159921 -17.797932)",2,yes,,
36876409,Sagayam Road,residential,False,False,44.64,"LINESTRING (177.4151926 -17.8026088, 177.4155783 -17.802771)",,,,
36876507,Baker Lane,residential,False,True,160.643,"LINESTRING (177.4151926 -17.8026088, 177.4157932 -17.8012821)",,,,
36876409,Sagayam Road,residential,False,True,506.12500000000006,"LINESTRING (177.4151926 -17.8026088, 177.415039 -17.8025544, 177.4149488 -17.8025502, 177.4138055 -17.8028088, 177.4136853 -17.8028035, 177.4135921 -17.8027643, 177.4135442 -17.8027224, 177.4135053 -17.8026677, 177.4134824 -17.8026111, 177.413473 -17.8025322, 177.4134912 -17.8024435, 177.4135454 -17.8023572, 177.4136339 -17.8022922, 177.4153069 -17.8012289, 177.4153668 -17.801194, 177.4154464 -17.8011693, 177.4154967 -17.8011688, 177.4155653 -17.8011944, 177.4157932 -17.8012821)",,,,
319888155,Vunavau Lane,residential,False,False,106.281,"LINESTRING (177.4151926 -17.8026088, 177.4150907 -17.8028159, 177.4149164 -17.8029358, 177.4147002 -17.8034159)",,,,
36875986,Sukuna Road,residential,False,False,124.862,"LINESTRING (177.4175197 -17.8009465, 177.4186036 -17.8013891)",,,,
36875986,Sukuna Road,residential,False,True,56.006,"LINESTRING (177.4175197 -17.8009465, 177.4170358 -17.800743)",,,,
308772085,Lodhia Street,residential,False,False,140.229,"LINESTRING (177.4175197 -17.8009465, 177.4180197 -17.7997787)",,,,
"[36876018, 308772085]","['Lodhia Street', 'Clay Street']",residential,False,True,208.78300000000002,"LINESTRING (177.4175197 -17.8009465, 177.4167751 -17.8025563, 177.4167394 -17.802573, 177.4167005 -17.802577, 177.4166552 -17.8025713)",,,,
36875704,Andrews Road,residential,False,True,164.76999999999998,"LINESTRING (177.4195163 -17.8001771, 177.4185135 -17.7998736, 177.4182616 -17.7998166, 177.4180197 -17.7997787)",,,,
