osmid,name,highway,oneway,reversed,length,lanes,geometry,ref
195459663,4ª Calle,residential,False,False,102.81,,"LINESTRING (-91.1487592 13.9305199, -91.1478382 13.9302837)",
195459663,4ª Calle,residential,False,True,74.123,,"LINESTRING (-91.1487592 13.9305199, -91.1494143 13.9307201)",
1035160748,6ª Avenida,residential,False,False,78.827,,"LINESTRING (-91.1487592 13.9305199, -91.1489298 13.9298306)",
1035160748,6ª Avenida,residential,False,True,92.226,,"LINESTRING (-91.1487592 13.9305199, -91.1485348 13.9313202)",
195459708,4ª Avenida,residential,False,False,85.498,,"LINESTRING (-91.1498064 13.9294482, -91.15011 13.9301584)",
665884235,Carretera Sipacate - La Empalizada,tertiary,False,True,10.418,2,"LINESTRING (-91.1498064 13.9294482, -91.1497134 13.9294231)",
665884235,Carretera Sipacate - La Empalizada,tertiary,False,False,91.059,2,"LINESTRING (-91.1498064 13.9294482, -91.1502219 13.9295511, -91.1506344 13.9295944)",
905138746,6ª Avenida,secondary,False,False,65.911,,"LINESTRING (-91.1483376 13.9318812, -91.1485348 13.9313202)",RD ESC-2
1035160747,6ª Avenida,secondary,False,True,49.647,,"LINESTRING (-91.1483376 13.9318812, -91.1481214 13.9322753)",RD ESC-2
665884235,Carretera Sipacate - La Empalizada,tertiary,False,True,63.831,2,"LINESTRING (-91.1517453 13.9296818, -91.1511563 13.9296297)",
195459726,7ª Calle,residential,False,False,287.0,,"LINESTRING (-91.1517453 13.9296818, -91.1517954 13.9289815, -91.1517897 13.9289649, -91.151783 13.9289509, -91.1517749 13.9289408, -91.1517632 13.92893, -91.1517518 13.9289216, -91.1517401 13.9289164, -91.1517139 13.9289128, -91.1515436 13.9288959, -91.151034 13.9289219, -91.1506155 13.9289271, -91.1504291 13.9289078, -91.1499088 13.928802)",
113156292,6ª Calle,residential,False,False,97.848,2,"LINESTRING (-91.1482123 13.9289651, -91.1490781 13.9292262)",
113156292,6ª Calle,residential,False,True,151.428,2,"LINESTRING (-91.1482123 13.9289651, -91.1468908 13.9285075)",
195459713,7ª Avenida,residential,True,False,60.089,,"LINESTRING (-91.1482123 13.9289651, -91.1483638 13.9284451)",
442794258,3ª Avenida,residential,False,False,73.782,,"LINESTRING (-91.1511563 13.9296297, -91.1511041 13.9302913)",
665884235,Carretera Sipacate - La Empalizada,tertiary,False,False,63.831,2,"LINESTRING (-91.1511563 13.9296297, -91.1517453 13.9296818)",
665884235,Carretera Sipacate - La Empalizada,tertiary,False,True,56.463,2,"LINESTRING (-91.1511563 13.9296297, -91.1506344 13.9295944)",
195459663,4ª Calle,residential,False,False,104.66,,"LINESTRING (-91.1503418 13.9309949, -91.1494143 13.9307201)",
195459663,4ª Calle,residential,False,True,107.446,,"LINESTRING (-91.1503418 13.9309949, -91.1513001 13.9312568)",
195459708,4ª Avenida,residential,False,False,84.376,,"LINESTRING (-91.1503418 13.9309949, -91.1505069 13.9317366)",
195459708,4ª Avenida,residential,False,True,96.32,,"LINESTRING (-91.1503418 13.9309949, -91.15011 13.9301584)",
195459720,12ª Avenida,residential,True,False,94.38,,"LINESTRING (-91.1431081 13.9279784, -91.1428251 13.9287815)",
442536190,5ª Calle,residential,False,True,91.496,,"LINESTRING (-91.1431081 13.9279784, -91.1439141 13.9282335)",
168295826,5ª Calle,residential,False,True,54.126,,"LINESTRING (-91.15011 13.9301584, -91.1506115 13.9301623)",
195459708,4ª Avenida,residential,False,False,96.32,,"LINESTRING (-91.15011 13.9301584, -91.1503418 13.9309949)",
195459708,4ª Avenida,residential,False,True,85.498,,"LINESTRING (-91.15011 13.9301584, -91.1498064 13.9294482)",
168295826,5ª Calle,residential,False,False,56.626999999999995,,"LINESTRING (-91.15011 13.9301584, -91.150007 13.9301542, -91.1496026 13.9300385)",
195459663,4ª Calle,residential,False,False,103.888,,"LINESTRING (-91.1464595 13.9298788, -91.1455382 13.9296081)",
195459663,4ª Calle,residential,False,True,76.845,,"LINESTRING (-91.1464595 13.9298788, -91.1471421 13.9300754)",
1035200113,8ª Avenida,residential,True,False,94.506,,"LINESTRING (-91.1464595 13.9298788, -91.1462029 13.9306914)",
195459663,4ª Calle,residential,False,False,93.831,,"LINESTRING (-91.1436582 13.9290228, -91.1428251 13.9287815)",
195459663,4ª Calle,residential,False,True,92.362,,"LINESTRING (-91.1436582 13.9290228, -91.1444719 13.9292801)",
1035200112,11ª Avenida,residential,True,False,92.009,,"LINESTRING (-91.1436582 13.9290228, -91.1439141 13.9282335)",
168295826,5ª Calle,residential,False,False,76.203,,"LINESTRING (-91.1496026 13.9300385, -91.1489298 13.9298306)",
195459717,5ª Avenida,residential,False,False,78.468,,"LINESTRING (-91.1496026 13.9300385, -91.1494143 13.9307201)",
195459717,5ª Avenida,residential,False,True,69.466,,"LINESTRING (-91.1496026 13.9300385, -91.1497134 13.9294231)",
168295826,5ª Calle,residential,False,True,56.626999999999995,,"LINESTRING (-91.1496026 13.9300385, -91.150007 13.9301542, -91.15011 13.9301584)",
195459663,4ª Calle,residential,False,False,92.362,,"LINESTRING (-91.1444719 13.9292801, -91.1436582 13.9290228)",
