osmid,highway,oneway,reversed,length,geometry,lanes,name,junction
232561564,residential,False,True,54.538,"LINESTRING (-90.4689254 14.5556852, -90.4687582 14.5561482)",,,
232561584,residential,False,True,63.54299999999999,"LINESTRING (-90.4689254 14.5556852, -90.4688594 14.5557062, -90.468809 14.5557324, -90.4687718 14.5557625, -90.468733 14.555812, -90.4687222 14.5558536, -90.4687245 14.5559115, -90.4687582 14.5561482)",,,
232561564,residential,False,False,20.614,"LINESTRING (-90.4689254 14.5556852, -90.4689499 14.5556115, -90.4689843 14.5555088)",,,
232561564,residential,False,False,54.538,"LINESTRING (-90.4687582 14.5561482, -90.4689254 14.5556852)",,,
232561584,residential,False,False,63.54299999999999,"LINESTRING (-90.4687582 14.5561482, -90.4687245 14.5559115, -90.4687222 14.5558536, -90.468733 14.555812, -90.4687718 14.5557625, -90.468809 14.5557324, -90.4688594 14.5557062, -90.4689254 14.5556852)",,,
232561564,residential,False,True,31.102,"LINESTRING (-90.4687582 14.5561482, -90.4687253 14.5563108, -90.4687012 14.5564224)",,,
232559003,residential,False,False,21.737,"LINESTRING (-90.4674 14.5546327, -90.4673839 14.5545919, -90.4673792 14.5545503, -90.4673759 14.5545128, -90.4673758 14.5544705, -90.4673729 14.5544406)",,,
232559003,residential,False,True,10.645,"LINESTRING (-90.4674 14.5546327, -90.4674116 14.5546622, -90.4674192 14.5546776, -90.4674406 14.5547199)",,,
"[386788571, 525940541]","['tertiary_link', 'tertiary']",False,"[False, True]",13.264999999999999,"LINESTRING (-90.4674 14.5546327, -90.4674035 14.5546576, -90.4674006 14.5546678, -90.4673964 14.5546749, -90.467391 14.554682, -90.4674016 14.5546812, -90.4674105 14.5546829, -90.4674184 14.5546885, -90.4674406 14.5547199)",2,Carretera a Muxbal,
395477319,residential,False,True,25.735,"LINESTRING (-90.4681241 14.5544929, -90.4680978 14.5544638, -90.468072 14.5544495, -90.4680064 14.5544316, -90.4679635 14.5544285, -90.4679235 14.5544283, -90.4679101 14.5544403)",,,
232559003,residential,False,True,21.736999999999995,"LINESTRING (-90.4673729 14.5544406, -90.4673758 14.5544705, -90.4673759 14.5545128, -90.4673792 14.5545503, -90.4673839 14.5545919, -90.4674 14.5546327)",,,
232560022,residential,True,False,62.75,"LINESTRING (-90.4673729 14.5544406, -90.4674535 14.5544675, -90.4675499 14.5545045, -90.4676012 14.5545429, -90.4676453 14.5545679, -90.4676829 14.5545827, -90.4677299 14.5545825, -90.4677716 14.5545694, -90.467884 14.5544782)",,,
232560570,residential,True,False,17.784,"LINESTRING (-90.4676091 14.5550776, -90.4676238 14.5550845, -90.4676416 14.5550879, -90.4676649 14.5550852, -90.4676809 14.555078, -90.4676925 14.5550691, -90.4677083 14.5550445, -90.4677107 14.5550117, -90.4677068 14.5550018)",,,roundabout
