osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,junction
769213462,False,2,RD GUA-01,4a Avenida,secondary,False,24.942,"LINESTRING (-90.5332148 14.4797037, -90.5332246 14.4798858, -90.5332269 14.4799277)",,
769213463,True,1,,,secondary_link,False,36.894999999999996,"LINESTRING (-90.5332148 14.4797037, -90.5331682 14.4797715, -90.5331239 14.4798066, -90.5330649 14.4798351, -90.5329348 14.4798714)",,
396468698,False,3,,4a Avenida,tertiary,True,99.51,"LINESTRING (-90.5332269 14.4799277, -90.5330572 14.4808074)",,
769213461,False,2,,,residential,True,32.065,"LINESTRING (-90.5332269 14.4799277, -90.5329348 14.4798714)",,
769213462,False,2,RD GUA-01,4a Avenida,secondary,True,24.942,"LINESTRING (-90.5332269 14.4799277, -90.5332246 14.4798858, -90.5332148 14.4797037)",,
769213461,False,2,,,residential,False,32.065,"LINESTRING (-90.5329348 14.4798714, -90.5332269 14.4799277)",,
383818214,True,,,8a Calle Zona 1,residential,False,73.43,"LINESTRING (-90.534389 14.481323, -90.5337101 14.4812597)",,
94438133,True,,,8a Calle Zona 1,residential,False,64.603,"LINESTRING (-90.534389 14.481323, -90.5344713 14.4813315, -90.5349844 14.4813951)",,
"[396464537, 690401375]",True,1,RD GUA-01,"['2a Avenida', '2a Avenida Zona 1']",secondary,False,57.797000000000004,"LINESTRING (-90.534389 14.481323, -90.5344175 14.480941, -90.5344122 14.4808709, -90.5343947 14.4808066)",,
33904819,False,,,5a Calle,residential,True,42.018,"LINESTRING (-90.5324454 14.4831011, -90.5321337 14.4828737)",,
228262239,True,,,5a Calle,residential,False,126.811,"LINESTRING (-90.5324454 14.4831011, -90.5335484 14.4835012)",,
1138245965,False,,,4a Avenida,residential,True,70.355,"LINESTRING (-90.5324454 14.4831011, -90.5324277 14.4831961, -90.5323445 14.4837262)",,
228262238,True,,RD GUA-2,5a Calle,primary,False,78.393,"LINESTRING (-90.5342039 14.4836294, -90.5349271 14.4837114)",,
690401376,True,1,RD GUA-01,2a Avenida,secondary,False,89.523,"LINESTRING (-90.5342039 14.4836294, -90.5342624 14.4828263)",,
"[94436114, 383818212]",False,,,"['1a Avenida', '1a Calle']",residential,False,128.925,"LINESTRING (-90.5344752 14.4869315, -90.5347534 14.4869275, -90.5347896 14.4869226, -90.5348002 14.4869138, -90.534806 14.4868986, -90.5347967 14.4867186, -90.5347884 14.4865881, -90.5347925 14.4863677, -90.5348075 14.4860745)",,
403679963,True,,,1a Calle,residential,False,25.173,"LINESTRING (-90.5344752 14.4869315, -90.5343572 14.4869155, -90.5343061 14.4869151, -90.5342426 14.4869123)",,
29404162,True,2,RD GUA-01,Carretera a Villa Canales,primary,False,12.621,"LINESTRING (-90.5343823 14.4872122, -90.5343429 14.4871053)",,
396464536,True,,RD GUA-01,3a Avenida,secondary,False,89.124,"LINESTRING (-90.5334791 14.4865839, -90.533606 14.4866826, -90.5337618 14.4868094, -90.5339455 14.4869132, -90.5340685 14.4869797, -90.5341511 14.487047)",,
769213459,True,2,RD GUA-01,3a Avenida,secondary,False,59.048,"LINESTRING (-90.5333351 14.4855578, -90.5332922 14.4860872)",,
94437109,False,,,2a Calle A,residential,True,83.528,"LINESTRING (-90.5333351 14.4855578, -90.5330382 14.4855217, -90.5328182 14.4855216, -90.5325632 14.4855495)",,
383818221,False,,,9a Calle Zona 1,residential,False,72.047,"LINESTRING (-90.5337261 14.4808267, -90.5330572 14.4808074)",,
383818223,False,,,9a Calle Zona 1,residential,True,72.018,"LINESTRING (-90.5337261 14.4808267, -90.5343947 14.4808066)",,
708938731,True,2,RD GUA-01,3a Avenida,secondary,False,48.178,"LINESTRING (-90.5337261 14.4808267, -90.5337101 14.4812597)",,
383818225,False,2,CPR-24,7a Calle Zona 1,secondary,False,72.493,"LINESTRING (-90.5343225 14.4820618, -90.5336536 14.4819871)",,
690401375,True,1,RD GUA-01,2a Avenida Zona 1,secondary,False,82.463,"LINESTRING (-90.5343225 14.4820618, -90.5343483 14.4817748, -90.534389 14.481323)",,
383818210,True,,,5a Calle,secondary,False,71.997,"LINESTRING (-90.5335484 14.4835012, -90.5342039 14.4836294)",,
396464535,True,2,RD GUA-01,3a Avenida,secondary,False,89.526,"LINESTRING (-90.5335484 14.4835012, -90.5334633 14.4843021)",,
421879332,False,,,1a Avenida,residential,True,66.955,"LINESTRING (-90.5352141 14.4822648, -90.5351128 14.4828589)",,
1101214526,False,,,1a Avenida,residential,False,94.161,"LINESTRING (-90.5352141 14.4822648, -90.5353935 14.481436)",,
"[383818227, 94439031]",True,,,1a Avenida A,residential,False,104.77699999999999,"LINESTRING (-90.5352141 14.4822648, -90.5351699 14.4821921, -90.5349776 14.4818459, -90.5349593 14.4818129, -90.5349389 14.4817621, -90.5349294 14.4817083, -90.5349314 14.4816538, -90.5349844 14.4813951)",,
1101214526,False,,,1a Avenida,residential,True,94.161,"LINESTRING (-90.5353935 14.481436, -90.5352141 14.4822648)",,
722107638,False,,,1a Avenida,residential,False,74.02,"LINESTRING (-90.5353935 14.481436, -90.5354764 14.4811277, -90.535583 14.4807963)",,
94438283,True,,,9a Calle,residential,False,50.227,"LINESTRING (-90.535583 14.4807963, -90.5351165 14.4808004)",,
722107638,False,,,1a Avenida,residential,False,56.123000000000005,"LINESTRING (-90.535583 14.4807963, -90.5357592 14.4804065, -90.5357747 14.4803287)",,
722107638,False,,,1a Avenida,residential,True,74.02,"LINESTRING (-90.535583 14.4807963, -90.5354764 14.4811277, -90.5353935 14.481436)",,
383818223,False,,,9a Calle Zona 1,residential,False,72.018,"LINESTRING (-90.5343947 14.4808066, -90.5337261 14.4808267)",,
396464537,True,,RD GUA-01,2a Avenida,secondary,False,62.021,"LINESTRING (-90.5343947 14.4808066, -90.5343505 14.4806846, -90.5342016 14.4804677, -90.5341011 14.4803307)",,
228262235,False,2,CRP-25,Carretera Colmenas - Villa Canales,tertiary,False,19.354,"LINESTRING (-90.5328638 14.481924, -90.5326842 14.4819315)",,
383818225,False,2,CPR-24,7a Calle Zona 1,secondary,True,85.32,"LINESTRING (-90.5328638 14.481924, -90.5336536 14.4819871)",,
228262241,True,2,,4a Avenida,residential,False,141.13,"LINESTRING (-90.5328638 14.481924, -90.5328173 14.4824231, -90.5327411 14.4825842, -90.5324454 14.4831011)",,
396468698,False,3,,4a Avenida,tertiary,False,79.991,"LINESTRING (-90.5328638 14.481924, -90.5328966 14.4816986, -90.5329395 14.4814217, -90.5329771 14.4812131)",,
228262235,False,2,CRP-25,Carretera Colmenas - Villa Canales,tertiary,True,115.37100000000001,"LINESTRING (-90.5306651 14.4841891, -90.5307402 14.484119, -90.5308455 14.4840398, -90.5309696 14.4839521, -90.5310493 14.483893, -90.5311338 14.4838255, -90.531219 14.4837483, -90.5313156 14.4836463, -90.5313618 14.4835911, -90.5313987 14.4835467, -90.5314396 14.4834818)",,
94437927,False,,,5a Avenida,residential,True,120.37,"LINESTRING (-90.5326842 14.4819315, -90.5321337 14.4828737)",,
228262235,False,2,CRP-25,Carretera Colmenas - Villa Canales,tertiary,True,19.354,"LINESTRING (-90.5326842 14.4819315, -90.5328638 14.481924)",,
228262235,False,2,CRP-25,Carretera Colmenas - Villa Canales,tertiary,False,230.049,"LINESTRING (-90.5326842 14.4819315, -90.5324352 14.4819316, -90.5323462 14.4819325, -90.5322172 14.4819607, -90.5321002 14.4820262, -90.5319827 14.4821059, -90.5318788 14.4821755, -90.5318104 14.4822496, -90.5316347 14.4824384, -90.5315997 14.4824813, -90.5315786 14.4825157, -90.5315596 14.4825631, -90.5315412 14.4826325, -90.5315182 14.4827327, -90.5315068 14.4828284, -90.5314976 14.4829148, -90.531485 14.4830534, -90.531477 14.4831591, -90.5314694 14.4832787)",,
421879367,True,,,6a Calle,residential,False,71.473,"LINESTRING (-90.5342624 14.4828263, -90.5335994 14.4827934)",,
690401376,True,1,RD GUA-01,2a Avenida,secondary,False,85.255,"LINESTRING (-90.5342624 14.4828263, -90.5343225 14.4820618)",,
94437262,False,,,3a Calle,residential,True,77.246,"LINESTRING (-90.5333628 14.4852366, -90.5340803 14.4852368)",,
769213459,True,2,RD GUA-01,3a Avenida,secondary,False,35.84,"LINESTRING (-90.5333628 14.4852366, -90.5333351 14.4855578)",,
"[396468704, 769213457, 94437262]",False,,,"['3a Calle', '3a Calle Zona 1']",residential,False,130.518,"LINESTRING (-90.5333628 14.4852366, -90.5324561 14.4852752, -90.5322758 14.4852596, -90.5321662 14.4852452, -90.5321531 14.4852456)",yes,
94437399,False,,,4a Calle,residential,False,74.518,"LINESTRING (-90.5348279 14.4843191, -90.5341358 14.4843105)",,
383818212,False,,,1a Avenida,residential,True,9.512,"LINESTRING (-90.5348279 14.4843191, -90.5348213 14.4844044)",,
383818212,False,,,1a Avenida,residential,False,68.412,"LINESTRING (-90.5348279 14.4843191, -90.5348373 14.4842593, -90.5349271 14.4837114)",,
94436986,False,,,2a Calle,residential,True,78.026,"LINESTRING (-90.5332922 14.4860872, -90.5340168 14.486073)",,
396464536,True,,RD GUA-01,3a Avenida,secondary,False,62.073,"LINESTRING (-90.5332922 14.4860872, -90.533281 14.4862403, -90.5332958 14.4863206, -90.5333221 14.486399, -90.5333741 14.4864801, -90.5334791 14.4865839)",,
