osmid,oneway,name,highway,reversed,length,geometry,lanes,tunnel
388787838,False,6a Avenida,tertiary,False,57.667,"LINESTRING (-90.376627 15.47318, -90.3767508 15.4726753)",,
388787838,False,6a Avenida,tertiary,True,146.078,"LINESTRING (-90.376627 15.47318, -90.376604 15.4734124, -90.3766026 15.4734497, -90.3765926 15.4737078, -90.3766231 15.4743463, -90.3766307 15.4744916)",,
388787838,False,6a Avenida,tertiary,True,57.667,"LINESTRING (-90.3767508 15.4726753, -90.376627 15.47318)",,
104110637,False,3a Calle,residential,False,143.857,"LINESTRING (-90.3767508 15.4726753, -90.3777785 15.4728258, -90.3780809 15.4728424)",,
104110643,True,3a Calle,tertiary,False,74.297,"LINESTRING (-90.3767508 15.4726753, -90.376249 15.4726238, -90.3760614 15.4726046)",,
388787839,True,6a Avenida,residential,False,181.338,"LINESTRING (-90.3767508 15.4726753, -90.3769683 15.472052, -90.3772903 15.4711296)",,
104110637,False,3a Calle,residential,True,143.857,"LINESTRING (-90.3780809 15.4728424, -90.3777785 15.4728258, -90.3767508 15.4726753)",,
104110697,True,Diagonal 1,secondary,False,135.44,"LINESTRING (-90.3764926 15.4698311, -90.3752528 15.4700675)",,
379865224,True,2a Calle A,residential,False,51.296,"LINESTRING (-90.3764926 15.4698311, -90.3760216 15.4697489)",,
144047178,True,1a Calle Zona 1,secondary,False,70.392,"LINESTRING (-90.3764376 15.4704463, -90.3770934 15.470482)",,
384204808,True,1a Avenida Zona 2,residential,False,46.376,"LINESTRING (-90.37303 15.4699997, -90.3730455 15.4704165)",,
744708900,True,1a Avenida Zona 2,residential,False,92.24,"LINESTRING (-90.37303 15.4699997, -90.3729991 15.4691707)",,
104110631,True,4a Calle Zona 1,residential,False,65.033,"LINESTRING (-90.3738181 15.4684782, -90.3732139 15.4684237)",,
104110668,True,2a Avenida Zona 2,residential,False,79.946,"LINESTRING (-90.3738181 15.4684782, -90.3737576 15.4691948)",,
104110706,True,4a Avenida,residential,False,46.402,"LINESTRING (-90.3752982 15.4696409, -90.3753436 15.4692259)",,
379865224,True,2a Calle A,residential,False,79.673,"LINESTRING (-90.3752982 15.4696409, -90.3745601 15.4695551)",,
384204810,True,3a Calle Zona 2,residential,False,82.446,"LINESTRING (-90.3753436 15.4692259, -90.3761097 15.4692937)",,
"[104110706, 104110631]",True,"['4a Calle Zona 1', '4a Avenida']",residential,False,148.707,"LINESTRING (-90.3753436 15.4692259, -90.3754047 15.4686844, -90.3753999 15.4686287, -90.3753713 15.4686061, -90.3746463 15.4685484)",,
384204810,True,3a Calle Zona 2,residential,False,91.838,"LINESTRING (-90.3737576 15.4691948, -90.3746138 15.4692297)",,
104110668,True,2a Avenida Zona 2,residential,False,94.62,"LINESTRING (-90.3737576 15.4691948, -90.3736893 15.4696262, -90.3736294 15.4700367)",,
379865226,True,1a Calle Zona 3 y 4,secondary,False,73.239,"LINESTRING (-90.3688618 15.4705677, -90.3695444 15.4705356)",1,
384220257,True,6 Avenida,secondary,False,86.677,"LINESTRING (-90.3688618 15.4705677, -90.3688583 15.4713472)",,
104110661,False,5a Avenida,residential,True,23.007,"LINESTRING (-90.3755348 15.4733655, -90.3755623 15.4731603)",,
"[406882331, 104110676]",False,3a Avenida,residential,False,290.55199999999996,"LINESTRING (-90.3755348 15.4733655, -90.3751449 15.4733274, -90.3748297 15.4733335, -90.3746719 15.4733169, -90.3744966 15.4732904, -90.3743571 15.4732571, -90.3742007 15.4732033, -90.3740882 15.4731332, -90.3739917 15.4730466, -90.3739201 15.4729527, -90.3739034 15.4728997, -90.3739065 15.4728384, -90.3739795 15.4726237, -90.3741817 15.4720631)",,
104110650,True,3a Calle A,residential,False,56.997,"LINESTRING (-90.3700067 15.4726921, -90.3704316 15.4730004)",,
104631208,True,4a Avenida,residential,False,93.718,"LINESTRING (-90.3700067 15.4726921, -90.3698893 15.4735273)",,
104631208,True,4a Avenida,residential,False,65.551,"LINESTRING (-90.3704032 15.467809, -90.3703674 15.4683975)",,
384220255,True,5a Calle,residential,False,170.068,"LINESTRING (-90.3704032 15.467809, -90.3719867 15.4677084)",,
104110626,True,1a Avenida Zona 1,tertiary,False,17.002,"LINESTRING (-90.3723661 15.4739167, -90.3723648 15.4740696)",,
104110631,True,4a Calle Zona 1,residential,False,89.099,"LINESTRING (-90.3746463 15.4685484, -90.3738181 15.4684782)",,
104110647,True,,residential,False,27.608,"LINESTRING (-90.3740897 15.4703892, -90.3741073 15.4701415)",,
744708898,True,1a Calle,secondary,False,60.786,"LINESTRING (-90.3740897 15.4703892, -90.3746512 15.4703118)",2,
384220255,True,5a Calle,residential,False,15.351,"LINESTRING (-90.3702602 15.467817, -90.3704032 15.467809)",,
744708902,False,,residential,True,110.3,"LINESTRING (-90.3702602 15.467817, -90.3702874 15.4668254)",,
104110682,True,5 Calle,residential,False,24.389,"LINESTRING (-90.3713791 15.4746612, -90.3711538 15.4746922)",,
"[104110699, 114708695]",False,"['4 Calle', '2 Calle']",residential,"[False, True]",209.34699999999998,"LINESTRING (-90.3713791 15.4746612, -90.3712108 15.4737949, -90.3702452 15.4734252)",,
104110651,False,,residential,True,99.479,"LINESTRING (-90.3730627 15.4746595, -90.3723648 15.4740696)",,
384220257,True,6 Avenida,secondary,False,76.614,"LINESTRING (-90.3688584 15.4698787, -90.3688618 15.4705677)",,
744703081,True,2a Calle,residential,False,70.756,"LINESTRING (-90.3688584 15.4698787, -90.3692834 15.4698689, -90.3695185 15.4698657)",,
388785594,True,2a Calle Zona 4,secondary,False,105.573,"LINESTRING (-90.372055 15.47128, -90.3710703 15.4712517)",2,
104110708,True,,residential,False,74.771,"LINESTRING (-90.372472 15.4658992, -90.3725823 15.4662247, -90.3725914 15.4665546)",,
104631199,True,5a Avenida,residential,False,117.851,"LINESTRING (-90.3693681 15.473395, -90.3694855 15.4723412)",,
388785596,True,4a Calle,residential,False,34.916,"LINESTRING (-90.3693681 15.473395, -90.3690495 15.4733293)",,
104110618,True,3a Calle Zona 4,residential,False,63.112,"LINESTRING (-90.3700426 15.4723839, -90.370628 15.4724459)",,
104631208,True,4a Avenida,residential,False,34.486,"LINESTRING (-90.3700426 15.4723839, -90.3700067 15.4726921)",,
104110587,True,3 Avenida,residential,False,75.531,"LINESTRING (-90.3744154 15.4702199, -90.3745601 15.4695551)",,
144042768,True,1a Calle,residential,False,34.149,"LINESTRING (-90.3744154 15.4702199, -90.3741073 15.4701415)",,
104110671,True,3a Avenida Zona 4,tertiary,False,65.151,"LINESTRING (-90.3704316 15.4730004, -90.370628 15.4724459)",,
104110650,True,3a Calle A,residential,False,231.075,"LINESTRING (-90.3704316 15.4730004, -90.3706827 15.4731401, -90.3723661 15.4739167)",,
104110618,True,3a Calle Zona 4,residential,False,59.89,"LINESTRING (-90.3694855 15.4723412, -90.3700426 15.4723839)",,
104631199,True,5a Avenida,residential,False,114.025,"LINESTRING (-90.3694855 15.4723412, -90.3695867 15.4713204)",,
104631207,True,2a Avenida Zona 3,residential,False,67.376,"LINESTRING (-90.3719867 15.4677084, -90.3719994 15.4683142)",,
384220255,True,5a Calle,residential,False,68.32,"LINESTRING (-90.3719867 15.4677084, -90.3726236 15.4676817)",,
388789272,True,3a Avenida Zona 4,residential,False,72.432,"LINESTRING (-90.3714756 15.4698014, -90.3714756 15.46915)",,
104110675,False,,residential,False,31.791,"LINESTRING (-90.3751452 15.4700889, -90.3751373 15.4703747)",,
104110697,True,Diagonal 1,secondary,False,24.04,"LINESTRING (-90.3751452 15.4700889, -90.3749265 15.470137)",,
104110697,True,Diagonal 1,secondary,False,11.774,"LINESTRING (-90.3752528 15.4700675, -90.3751452 15.4700889)",,
104110706,True,4a Avenida,residential,False,47.685,"LINESTRING (-90.3752528 15.4700675, -90.3752982 15.4696409)",,
388787838,False,6a Avenida,tertiary,False,16.45,"LINESTRING (-90.3766394 15.4746393, -90.3766307 15.4744916)",,
384202723,True,3a Calle Zona 3,residential,False,123.60499999999999,"LINESTRING (-90.3714756 15.46915, -90.3709284 15.46915, -90.3703224 15.4691356)",,
104631199,True,5a Avenida,residential,False,87.384,"LINESTRING (-90.3695867 15.4713204, -90.3695444 15.4705356)",,
388785594,True,2a Calle Zona 4,secondary,False,78.116,"LINESTRING (-90.3695867 15.4713204, -90.3688583 15.4713472)",2,
379865224,True,2a Calle A,residential,False,78.457,"LINESTRING (-90.3760216 15.4697489, -90.3757341 15.4697009, -90.3752982 15.4696409)",,
104110641,True,6a Avenida,tertiary,False,157.287,"LINESTRING (-90.3760614 15.4726046, -90.3762309 15.4717914, -90.3763505 15.4712178)",,
104110661,False,5a Avenida,residential,False,23.007,"LINESTRING (-90.3755623 15.4731603, -90.3755348 15.4733655)",,
104110624,True,,residential,False,114.197,"LINESTRING (-90.3755623 15.4731603, -90.3756662 15.4731676, -90.3760076 15.4731569, -90.3761704 15.473163, -90.376627 15.47318)",,
104110675,False,,residential,True,31.791,"LINESTRING (-90.3751373 15.4703747, -90.3751452 15.4700889)",,
144047178,True,1a Calle Zona 1,secondary,False,102.23100000000001,"LINESTRING (-90.3751373 15.4703747, -90.3753485 15.4703863, -90.3760897 15.4704271)",,
104110708,True,,residential,False,39.113,"LINESTRING (-90.3725914 15.4665546, -90.3726021 15.4669062)",,
