osmid,oneway,name,highway,reversed,length,lanes,geometry,bridge,junction
360756303,False,Heydər Əliyev pr.,secondary,False,141.05100000000002,,"LINESTRING (47.1773204 41.2050859, 47.1772094 41.2051775, 47.1771491 41.2052119, 47.1770793 41.2052391, 47.1769157 41.2052946, 47.1765474 41.2053991, 47.1757893 41.2055765)",,
856078300,False,,living_street,True,42.284,,"LINESTRING (47.1773204 41.2050859, 47.1772215 41.2049778, 47.1771249 41.2047396)",,
360756303,False,Heydər Əliyev pr.,secondary,False,80.72,,"LINESTRING (47.1752661 41.2056915, 47.1743184 41.2058279)",,
360756303,False,Heydər Əliyev pr.,secondary,True,22.913,,"LINESTRING (47.1752661 41.2056915, 47.175529 41.2056337)",,
855542525,False,,living_street,False,81.21499999999999,,"LINESTRING (47.1752661 41.2056915, 47.1751387 41.2053198, 47.1751106 41.2052078, 47.1750811 41.2051039, 47.1750717 41.2049778)",,
125204741,False,Calğalı Bulaq küçəsi,unclassified,True,41.661,,"LINESTRING (47.1772283 41.2023428, 47.1767339 41.202298)",,
125204741,False,Calğalı Bulaq küçəsi,unclassified,False,105.783,,"LINESTRING (47.1772283 41.2023428, 47.1772966 41.2023584, 47.1774482 41.2024286, 47.1780395 41.2028124, 47.1781307 41.2028548, 47.1782435 41.2028985)",,
855940642,False,,living_street,True,62.903999999999996,,"LINESTRING (47.1772283 41.2023428, 47.1772081 41.2024714, 47.1772215 41.2026005, 47.1773019 41.2029012)",,
125204741,False,Calğalı Bulaq küçəsi,unclassified,False,16.752,,"LINESTRING (47.1747137 41.2023005, 47.1749132 41.2022876)",,
125204750,False,Füzuli küç.,residential,False,96.681,,"LINESTRING (47.1747137 41.2023005, 47.1746985 41.2019648, 47.1746814 41.201656, 47.1746458 41.2014331)",,
360756303,False,Heydər Əliyev pr.,secondary,True,80.72,,"LINESTRING (47.1743184 41.2058279, 47.1752661 41.2056915)",,
125204724,False,Bağbanlar küç.,unclassified,False,177.267,,"LINESTRING (47.1743184 41.2058279, 47.1744513 41.2072038, 47.174472 41.2074179)",,
124540965,True,Rəsulzadə pr.,secondary,False,67.325,,"LINESTRING (47.17687 41.2000525, 47.1766308 41.1994744)",,
243108310,False,Xətai küç.,living_street,False,190.63099999999997,,"LINESTRING (47.17687 41.2000525, 47.1761949 41.2001456, 47.1760909 41.2001657, 47.1757101 41.2002505, 47.1755806 41.2002657, 47.1746285 41.2003353)",,
124540960,False,Məmmədşərif Həmidov küç.,residential,False,168.0,,"LINESTRING (47.1772972 41.201027, 47.1774605 41.2009936, 47.1777742 41.2009294, 47.1790166 41.2006644, 47.1792197 41.2005963)",,
124540960,False,Məmmədşərif Həmidov küç.,residential,True,221.816,,"LINESTRING (47.1772972 41.201027, 47.1769881 41.2010285, 47.1768279 41.2010215, 47.1762794 41.2009894, 47.1760715 41.2009851, 47.1758112 41.2009942, 47.1746528 41.201072)",,
124540965,True,Rəsulzadə pr.,secondary,False,114.10200000000002,,"LINESTRING (47.1772972 41.201027, 47.1769956 41.2003391, 47.1769543 41.2002448, 47.176934 41.2001985, 47.17687 41.2000525)",,
124540965,True,Rəsulzadə pr.,secondary,False,222.99,,"LINESTRING (47.1782435 41.2028985, 47.1781723 41.2028185, 47.1781321 41.202758, 47.1779802 41.2024528, 47.1775946 41.2016476, 47.1775217 41.2014955, 47.1772972 41.201027)",,
125204741,False,Calğalı Bulaq küçəsi,unclassified,True,105.783,,"LINESTRING (47.1782435 41.2028985, 47.1781307 41.2028548, 47.1780395 41.2028124, 47.1774482 41.2024286, 47.1772966 41.2023584, 47.1772283 41.2023428)",,
855940654,False,Şəhriyar küç.,living_street,False,61.843,,"LINESTRING (47.1750741 41.2035707, 47.1756247 41.2031996)",,
855940644,False,,living_street,False,114.893,,"LINESTRING (47.1750741 41.2035707, 47.1751374 41.2038416, 47.1751133 41.2042008, 47.175132 41.2042473, 47.1752071 41.2042634, 47.1755934 41.2042816)",,
855940654,False,Şəhriyar küç.,living_street,False,88.567,,"LINESTRING (47.1758855 41.2030238, 47.1757731 41.2022318)",,
855940654,False,Şəhriyar küç.,living_street,True,29.295,,"LINESTRING (47.1758855 41.2030238, 47.1756247 41.2031996)",,
243111084,False,Əfəndiyev küç.,living_street,False,67.051,,"LINESTRING (47.1758855 41.2030238, 47.1759917 41.2031121, 47.1763466 41.203445, 47.1763846 41.2034945)",,
125204741,False,Calğalı Bulaq küçəsi,unclassified,True,72.208,,"LINESTRING (47.1757731 41.2022318, 47.1749132 41.2022876)",,
855940654,False,Şəhriyar küç.,living_street,True,88.567,,"LINESTRING (47.1757731 41.2022318, 47.1758855 41.2030238)",,
125204741,False,Calğalı Bulaq küçəsi,unclassified,False,80.866,,"LINESTRING (47.1757731 41.2022318, 47.1759533 41.2022271, 47.1765295 41.2022794, 47.1767339 41.202298)",,
125204750,False,Füzuli küç.,residential,False,60.038,,"LINESTRING (47.1746285 41.2003353, 47.1745279 41.1998007)",,
125204750,False,Füzuli küç.,residential,True,82.01400000000001,,"LINESTRING (47.1746285 41.2003353, 47.1746633 41.2007874, 47.1746528 41.201072)",,
243108310,False,Xətai küç.,living_street,True,190.631,,"LINESTRING (47.1746285 41.2003353, 47.1755806 41.2002657, 47.1757101 41.2002505, 47.1760909 41.2001657, 47.1761949 41.2001456, 47.17687 41.2000525)",,
28513861,False,Mikayıl Müsfiq küç.,secondary,True,34.138,,"LINESTRING (47.1745279 41.1998007, 47.1749238 41.1997264)",,
125204750,False,Füzuli küç.,residential,True,60.038,,"LINESTRING (47.1745279 41.1998007, 47.1746285 41.2003353)",,
125204750,False,Füzuli küç.,residential,True,40.157,,"LINESTRING (47.1746528 41.201072, 47.1746458 41.2014331)",,
124540960,False,Məmmədşərif Həmidov küç.,residential,False,221.816,,"LINESTRING (47.1746528 41.201072, 47.1758112 41.2009942, 47.1760715 41.2009851, 47.1762794 41.2009894, 47.1768279 41.2010215, 47.1769881 41.2010285, 47.1772972 41.201027)",,
125204750,False,Füzuli küç.,residential,False,82.01400000000001,,"LINESTRING (47.1746528 41.201072, 47.1746633 41.2007874, 47.1746285 41.2003353)",,
125204750,False,Füzuli küç.,residential,False,40.157,,"LINESTRING (47.1746458 41.2014331, 47.1746528 41.201072)",,
125204750,False,Füzuli küç.,residential,True,96.681,,"LINESTRING (47.1746458 41.2014331, 47.1746814 41.201656, 47.1746985 41.2019648, 47.1747137 41.2023005)",,
360756303,False,Heydər Əliyev pr.,secondary,False,48.422,,"LINESTRING (47.1780866 41.2042918, 47.1777831 41.2046626)",,
243111085,False,,living_street,False,113.39499999999998,,"LINESTRING (47.1780866 41.2042918, 47.1779698 41.2042129, 47.1778652 41.2041585, 47.1778169 41.2041464, 47.1777641 41.2041412, 47.1773891 41.2041978, 47.1771491 41.204221, 47.1770297 41.20422, 47.177005 41.2042048, 47.1769863 41.2040615)",,
360756303,False,Heydər Əliyev pr.,secondary,True,83.368,,"LINESTRING (47.1780866 41.2042918, 47.1783159 41.2040616, 47.1784446 41.2039829, 47.1786135 41.2039264, 47.1788706 41.2038831)",,
243111085,False,,living_street,True,113.39500000000001,,"LINESTRING (47.1769863 41.2040615, 47.177005 41.2042048, 47.1770297 41.20422, 47.1771491 41.204221, 47.1773891 41.2041978, 47.1777641 41.2041412, 47.1778169 41.2041464, 47.1778652 41.2041585, 47.1779698 41.2042129, 47.1780866 41.2042918)",,
28513860,False,Mirzə Fətəli Axundzadə prospekti,tertiary,False,29.02,2,"LINESTRING (47.1817925 41.2018812, 47.1820865 41.2017427)",,
28513860,False,Mirzə Fətəli Axundzadə prospekti,tertiary,True,110.059,2,"LINESTRING (47.1817925 41.2018812, 47.1806921 41.2024236)",,
"[272835203, 1219644886, 1219644887]",False,,unclassified,False,15.953,,"LINESTRING (47.1817925 41.2018812, 47.1817764 41.2018634, 47.1817195 41.2018003, 47.1816854 41.2017625)",yes,
855473694,False,,living_street,False,32.827,,"LINESTRING (47.1792973 41.207691, 47.1789059 41.2077121)",,
297479316,False,M. E. Rəsulzadə prospekti,tertiary,False,113.06200000000001,,"LINESTRING (47.1792973 41.207691, 47.1794826 41.2071228, 47.1795067 41.2070421, 47.1795268 41.2069311, 47.179536 41.2066942)",,
297479345,False,Nizami küç.,living_street,True,26.51,,"LINESTRING (47.179536 41.2066942, 47.1798527 41.2066859)",,
297479316,False,M. E. Rəsulzadə prospekti,tertiary,False,68.83699999999999,,"LINESTRING (47.179536 41.2066942, 47.1795228 41.2065144, 47.1795161 41.2064499, 47.179492 41.2063036, 47.1794839 41.2062248, 47.1794705 41.2060773)",,
297479316,False,M. E. Rəsulzadə prospekti,tertiary,True,113.06200000000001,,"LINESTRING (47.179536 41.2066942, 47.1795268 41.2069311, 47.1795067 41.2070421, 47.1794826 41.2071228, 47.1792973 41.207691)",,
297479345,False,Nizami küç.,living_street,False,119.579,,"LINESTRING (47.179536 41.2066942, 47.1792841 41.2066658, 47.1791098 41.2066547, 47.1789583 41.2066552, 47.1787436 41.2066739, 47.1784969 41.206694, 47.1782398 41.2067248, 47.1782079 41.2067294, 47.1781891 41.206741, 47.1781482 41.2067808)",,
297479316,False,M. E. Rəsulzadə prospekti,tertiary,False,58.153,,"LINESTRING (47.1794202 41.2058485, 47.1792435 41.2053427)",,
297479327,False,,living_street,True,53.971,,"LINESTRING (47.1794202 41.2058485, 47.17878 41.2059085)",,
297479316,False,M. E. Rəsulzadə prospekti,tertiary,True,25.804,,"LINESTRING (47.1794202 41.2058485, 47.1794437 41.2059313, 47.1794705 41.2060773)",,
855622228,True,,tertiary,False,31.678,,"LINESTRING (47.1780681 41.199057, 47.1782602 41.1993025)",,
859169304,True,,tertiary,False,23.11,,"LINESTRING (47.1780681 41.199057, 47.1780969 41.1992637)",,
272598346,False,Sabir küç.,residential,True,7.01,,"LINESTRING (47.183396 41.2073904, 47.1833436 41.2074396)",,
272598346,False,Sabir küç.,residential,False,125.20599999999999,,"LINESTRING (47.183396 41.2073904, 47.1836729 41.2072129, 47.1837862 41.2071531, 47.1838995 41.2071136, 47.1841194 41.207065, 47.1843619 41.2070031, 47.1847092 41.2068792)",,
855407019,False,,living_street,False,112.03999999999999,,"LINESTRING (47.183396 41.2073904, 47.1835434 41.2075103, 47.1838331 41.2077524, 47.1838921 41.2077686, 47.183935 41.2077706, 47.1840101 41.2077565, 47.1840557 41.2077565, 47.1841469 41.2077766, 47.1842086 41.2077867, 47.1842569 41.2077827, 47.1844956 41.2077181)",,
855407015,False,,living_street,True,34.142,,"LINESTRING (47.1859892 41.2063137, 47.1861178 41.2060223)",,
272598346,False,Sabir küç.,residential,True,17.622999999999998,,"LINESTRING (47.1859892 41.2063137, 47.1858555 41.2063238, 47.1857831 41.2063419)",,
124540972,False,20 Yanvar küçəsi,tertiary,False,6.305,,"LINESTRING (47.181642 41.2053651, 47.1816413 41.2054218)",,
667568177,False,,residential,False,17.193,,"LINESTRING (47.181642 41.2053651, 47.1818475 41.205367)",yes,
124540972,False,20 Yanvar küçəsi,tertiary,True,76.47,,"LINESTRING (47.181642 41.2053651, 47.1816243 41.2052885, 47.181403 41.2047017)",,
273433272,False,Abbas Əmbala küç.,residential,False,13.221,,"LINESTRING (47.1818475 41.205367, 47.1819976 41.2054042)",,
667568177,False,,residential,True,17.193,,"LINESTRING (47.1818475 41.205367, 47.181642 41.2053651)",yes,
297479335,False,,residential,True,73.374,,"LINESTRING (47.1818475 41.205367, 47.1818469 41.2054328, 47.1818349 41.2055347, 47.1817695 41.206024)",,
"[667568160, 667568162]",False,Süleyman Eldarov küç.,residential,False,145.854,,"LINESTRING (47.1818475 41.205367, 47.1818376 41.2052926, 47.1818081 41.2051937, 47.1815316 41.2044125, 47.1819595 41.2043544)",,
855402004,False,,residential,True,31.078,,"LINESTRING (47.1819595 41.2043544, 47.1820608 41.2046233)",,
667568160,False,Süleyman Eldarov küç.,residential,False,74.708,,"LINESTRING (47.1819595 41.2043544, 47.1821263 41.2042823, 47.1827013 41.2039811)",,
"[667568160, 667568162]",False,Süleyman Eldarov küç.,residential,True,145.854,,"LINESTRING (47.1819595 41.2043544, 47.1815316 41.2044125, 47.1818081 41.2051937, 47.1818376 41.2052926, 47.1818475 41.205367)",,
297479330,False,,living_street,True,73.469,,"LINESTRING (47.1827013 41.2039811, 47.1826878 41.2038315, 47.1826869 41.2034189, 47.1827079 41.203322)",,
667568160,False,Süleyman Eldarov küç.,residential,False,88.019,,"LINESTRING (47.1827013 41.2039811, 47.1829694 41.2039768, 47.183184 41.203991, 47.1835059 41.2040475, 47.1836477 41.2040538, 47.1837427 41.2040438)",,
667568160,False,Süleyman Eldarov küç.,residential,True,74.708,,"LINESTRING (47.1827013 41.2039811, 47.1821263 41.2042823, 47.1819595 41.2043544)",,
667568160,False,Süleyman Eldarov küç.,residential,False,72.787,,"LINESTRING (47.1837427 41.2040438, 47.1839243 41.203993, 47.1840718 41.2039768, 47.1841443 41.2039829, 47.1842462 41.203999, 47.1843427 41.203995, 47.1845822 41.2039325)",,
667568160,False,Süleyman Eldarov küç.,residential,True,88.01899999999999,,"LINESTRING (47.1837427 41.2040438, 47.1836477 41.2040538, 47.1835059 41.2040475, 47.183184 41.203991, 47.1829694 41.2039768, 47.1827013 41.2039811)",,
855430668,False,,living_street,False,36.413,,"LINESTRING (47.1837427 41.2040438, 47.1837473 41.204223, 47.1837674 41.2042906, 47.1837902 41.2042997, 47.1838693 41.2043017)",,
855430668,False,,living_street,True,59.11,,"LINESTRING (47.1837427 41.2040438, 47.1837687 41.2039002, 47.1838626 41.2036419, 47.1837419 41.2035652)",,
667568160,False,Süleyman Eldarov küç.,residential,False,105.84700000000001,,"LINESTRING (47.1845822 41.2039325, 47.1849087 41.2039526, 47.1852242 41.2039672, 47.1852963 41.2039617, 47.1853593 41.2039425, 47.1854746 41.2039002, 47.1855444 41.2038881, 47.1858246 41.2039056)",,
667568160,False,Süleyman Eldarov küç.,residential,True,72.787,,"LINESTRING (47.1845822 41.2039325, 47.1843427 41.203995, 47.1842462 41.203999, 47.1841443 41.2039829, 47.1840718 41.2039768, 47.1839243 41.203993, 47.1837427 41.2040438)",,
855408783,False,,living_street,False,33.708000000000006,,"LINESTRING (47.1845822 41.2039325, 47.1845359 41.2038154, 47.1845278 41.2037206, 47.184509 41.2036358)",,
272837586,False,,unclassified,False,161.79,,"LINESTRING (47.1816854 41.2017625, 47.1819258 41.2016471, 47.182142 41.2015592, 47.1823871 41.2014736, 47.1826288 41.2014038, 47.1828327 41.2013503, 47.1834548 41.2011893)",,
411368040,False,Axundov küç.,unclassified,False,272.938,,"LINESTRING (47.1816854 41.2017625, 47.1814132 41.2019189, 47.1812582 41.2020002, 47.1810993 41.2020708, 47.1809846 41.2021096, 47.1808821 41.2021288, 47.1808062 41.2021303, 47.1807332 41.2021197, 47.18064 41.2021001, 47.1805865 41.2020829, 47.1805447 41.2020557, 47.180491 41.2020066, 47.180414 41.201919, 47.1802989 41.201788, 47.1801518 41.2015976, 47.1800046 41.2013899, 47.1798184 41.2010835, 47.1796756 41.2007479)",,
638587893,False,Əhmədiyyə Cəbrayılov küç.,living_street,False,219.39900000000003,,"LINESTRING (47.1816854 41.2017625, 47.1816109 41.2016793, 47.1815379 41.201566, 47.1814299 41.2013655, 47.1813662 41.2011401, 47.1812777 41.2009061, 47.1811503 41.2005357, 47.1811523 41.2004886, 47.1811791 41.2004553, 47.1813005 41.2003864, 47.1814057 41.2003221, 47.181826 41.2001267)",,
"[272835203, 1219644886, 1219644887]",False,,unclassified,True,15.953,,"LINESTRING (47.1816854 41.2017625, 47.1817195 41.2018003, 47.1817764 41.2018634, 47.1817925 41.2018812)",yes,
272837586,False,,unclassified,False,14.940000000000001,,"LINESTRING (47.1834548 41.2011893, 47.1834885 41.2011677, 47.1835381 41.2011223, 47.183586 41.2011002)",,
272837586,False,,unclassified,True,161.79,,"LINESTRING (47.1834548 41.2011893, 47.1828327 41.2013503, 47.1826288 41.2014038, 47.1823871 41.2014736, 47.182142 41.2015592, 47.1819258 41.2016471, 47.1816854 41.2017625)",,
"[1219644884, 272837588, 1219644885]",False,,unclassified,False,18.708000000000002,,"LINESTRING (47.1834548 41.2011893, 47.1834617 41.2012299, 47.1834806 41.2013419, 47.183483 41.2013562)",yes,
272837586,False,,unclassified,False,11.24,,"LINESTRING (47.183586 41.2011002, 47.18372 41.2011075)",,
272837586,False,,unclassified,True,14.940000000000001,,"LINESTRING (47.183586 41.2011002, 47.1835381 41.2011223, 47.1834885 41.2011677, 47.1834548 41.2011893)",,
272837587,False,,residential,True,128.285,,"LINESTRING (47.183586 41.2011002, 47.1835206 41.2010053, 47.1834842 41.2009691, 47.1833879 41.2009013, 47.1832931 41.2008626, 47.1831277 41.2008125, 47.182602 41.2007298, 47.1824586 41.2006638, 47.1823121 41.200553)",,
411368040,False,Axundov küç.,unclassified,True,84.532,,"LINESTRING (47.1787782 41.1995014, 47.1792856 41.2001588)",,
411368040,False,Axundov küç.,unclassified,False,39.126999999999995,,"LINESTRING (47.1787782 41.1995014, 47.1785976 41.1992703, 47.1785439 41.1991969)",,
28513860,False,Mirzə Fətəli Axundzadə prospekti,tertiary,False,68.95,2,"LINESTRING (47.183483 41.2013562, 47.1836145 41.2013493, 47.1841858 41.2013554, 47.1843064 41.2013484)",,
28513860,False,Mirzə Fətəli Axundzadə prospekti,tertiary,True,21.491,2,"LINESTRING (47.183483 41.2013562, 47.183298 41.2013786, 47.1832312 41.201393)",,
"[272837588, 1219644884, 1219644885]",False,,unclassified,True,18.708,,"LINESTRING (47.183483 41.2013562, 47.1834806 41.2013419, 47.1834617 41.2012299, 47.1834548 41.2011893)",yes,
28513860,False,Mirzə Fətəli Axundzadə prospekti,tertiary,False,102.138,2,"LINESTRING (47.1843064 41.2013484, 47.1843763 41.2013332, 47.1844313 41.201311, 47.1845564 41.2012369, 47.1850723 41.20087, 47.1852372 41.2007644)",,
28513860,False,Mirzə Fətəli Axundzadə prospekti,tertiary,True,68.95,2,"LINESTRING (47.1843064 41.2013484, 47.1841858 41.2013554, 47.1836145 41.2013493, 47.183483 41.2013562)",,
446829763,False,İsmayıl Nakam küç.,residential,True,24.371000000000002,,"LINESTRING (47.1843064 41.2013484, 47.1843213 41.2013927, 47.1843401 41.2014301, 47.18441 41.2015528)",,
446829763,False,İsmayıl Nakam küç.,residential,False,21.956,,"LINESTRING (47.1855752 41.2026242, 47.1853432 41.2025319)",,
855420713,False,Puşkin küç.,living_street,False,13.292,,"LINESTRING (47.1855752 41.2026242, 47.1856289 41.2025117)",,
446829763,False,İsmayıl Nakam küç.,residential,True,84.226,,"LINESTRING (47.1855752 41.2026242, 47.1856369 41.2027136, 47.1859413 41.2033291)",,
446829763,False,İsmayıl Nakam küç.,residential,True,6.655,,"LINESTRING (47.1858246 41.2039056, 47.1858965 41.2039312)",,
446829763,False,İsmayıl Nakam küç.,residential,False,64.999,,"LINESTRING (47.1858246 41.2039056, 47.1859292 41.203496, 47.185944 41.2033755, 47.1859413 41.2033291)",,
667568160,False,Süleyman Eldarov küç.,residential,True,105.84700000000001,,"LINESTRING (47.1858246 41.2039056, 47.1855444 41.2038881, 47.1854746 41.2039002, 47.1853593 41.2039425, 47.1852963 41.2039617, 47.1852242 41.2039672, 47.1849087 41.2039526, 47.1845822 41.2039325)",,
272837587,False,,residential,True,73.368,,"LINESTRING (47.1809196 41.1995028, 47.1803637 41.1989925)",,
272837587,False,,residential,False,102.803,,"LINESTRING (47.1809196 41.1995028, 47.1810792 41.199623, 47.181826 41.2001267)",,
272839885,False,Hüseynağa Atakişiyev küç.,living_street,False,181.902,,"LINESTRING (47.1809196 41.1995028, 47.1808317 41.1995714, 47.1808109 41.1996001, 47.180802 41.1996296, 47.1808237 41.1997702, 47.1808089 41.1998247, 47.1807675 41.1998593, 47.1804305 41.2000787, 47.1803275 41.2001768, 47.1802551 41.2002747, 47.1801066 41.2004679, 47.1799734 41.2005966, 47.1798677 41.2006769, 47.1797816 41.2007197, 47.1796756 41.2007479)",,
272839885,False,Hüseynağa Atakişiyev küç.,living_street,True,181.90200000000002,,"LINESTRING (47.1796756 41.2007479, 47.1797816 41.2007197, 47.1798677 41.2006769, 47.1799734 41.2005966, 47.1801066 41.2004679, 47.1802551 41.2002747, 47.1803275 41.2001768, 47.1804305 41.2000787, 47.1807675 41.1998593, 47.1808089 41.1998247, 47.1808237 41.1997702, 47.180802 41.1996296, 47.1808109 41.1996001, 47.1808317 41.1995714, 47.1809196 41.1995028)",,
411368040,False,Axundov küç.,unclassified,False,73.26400000000001,,"LINESTRING (47.1796756 41.2007479, 47.1795349 41.2005037, 47.1793947 41.2003002, 47.1792856 41.2001588)",,
411368040,False,Axundov küç.,unclassified,True,272.938,,"LINESTRING (47.1796756 41.2007479, 47.1798184 41.2010835, 47.1800046 41.2013899, 47.1801518 41.2015976, 47.1802989 41.201788, 47.180414 41.201919, 47.180491 41.2020066, 47.1805447 41.2020557, 47.1805865 41.2020829, 47.18064 41.2021001, 47.1807332 41.2021197, 47.1808062 41.2021303, 47.1808821 41.2021288, 47.1809846 41.2021096, 47.1810993 41.2020708, 47.1812582 41.2020002, 47.1814132 41.2019189, 47.1816854 41.2017625)",,
273433272,False,Abbas Əmbala küç.,residential,False,62.286,,"LINESTRING (47.1844314 41.2063657, 47.1845707 41.2065397, 47.1848528 41.2068268)",,
273433272,False,Abbas Əmbala küç.,residential,True,16.738999999999997,,"LINESTRING (47.1844314 41.2063657, 47.1843749 41.2062965, 47.1843163 41.206243)",,
297479315,False,Vəhyəddin Səlimov küç.,living_street,False,220.95400000000004,,"LINESTRING (47.1844314 41.2063657, 47.1845198 41.2061946, 47.1845761 41.2060412, 47.1846117 41.2058734, 47.1846297 41.2058112, 47.1846807 41.2057385, 47.1846969 41.2056863, 47.1846803 41.2053921, 47.1846941 41.2051331, 47.184696 41.2050603, 47.1846753 41.2050292, 47.1846418 41.2050212, 47.1845577 41.2049998, 47.1842835 41.2049735, 47.1841738 41.2049758, 47.1838734 41.2050181)",,
272598346,False,Sabir küç.,residential,True,13.351,,"LINESTRING (47.1848528 41.2068268, 47.1847092 41.2068792)",,
272598346,False,Sabir küç.,residential,False,95.254,,"LINESTRING (47.1848528 41.2068268, 47.185046 41.2067611, 47.1853325 41.2066297, 47.1856195 41.2064468, 47.1857831 41.2063419)",,
273433272,False,Abbas Əmbala küç.,residential,True,62.286,,"LINESTRING (47.1848528 41.2068268, 47.1845707 41.2065397, 47.1844314 41.2063657)",,
272837587,False,,residential,False,73.368,,"LINESTRING (47.1803637 41.1989925, 47.1809196 41.1995028)",,
855402004,False,,residential,False,31.078,,"LINESTRING (47.1820608 41.2046233, 47.1819595 41.2043544)",,
297479315,False,Vəhyəddin Səlimov küç.,living_street,True,148.636,,"LINESTRING (47.1820608 41.2046233, 47.1824196 41.2046448, 47.182913 41.2046955, 47.1829727 41.2047252, 47.182996 41.2047667, 47.1830071 41.2048814, 47.1830566 41.2049404, 47.1831237 41.2049818, 47.1832514 41.2050005, 47.1835756 41.2050161)",,
855402004,False,,residential,True,94.442,,"LINESTRING (47.1820608 41.2046233, 47.1821514 41.2048769, 47.1821675 41.2049636, 47.1821755 41.2050444, 47.1821734 41.2052519, 47.1821667 41.2052915, 47.1821194 41.2053332, 47.1819976 41.2054042)",,
297479338,False,Pakizə mənəfoba küçəsi,living_street,False,39.204,,"LINESTRING (47.1797119 41.2053317, 47.1792435 41.2053427)",,
