osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,tunnel,bridge
"[798826233, 134643148]",1,Agustin Street,unclassified,False,False,198.40499999999997,"LINESTRING (120.9682028 14.6910846, 120.9684001 14.6920082, 120.9685638 14.6927011, 120.9685936 14.6928283)",,,,
798826236,2,A. Pablo Street,tertiary,False,False,73.94800000000001,"LINESTRING (120.9682028 14.6910846, 120.968261 14.69107, 120.9683346 14.6910477, 120.968467 14.6910101, 120.9688662 14.6909105)",,,,
"[798826235, 798826236]",2,A. Pablo Street,tertiary,False,True,163.269,"LINESTRING (120.9682028 14.6910846, 120.9680553 14.6911164, 120.9679388 14.6911398, 120.9678543 14.6911568, 120.9677745 14.6911728, 120.9676286 14.6912023, 120.966717 14.6913851)",30,,,
577341468,3,MacArthur Highway,trunk,True,False,60.126,"LINESTRING (120.9656684 14.6926437, 120.9659065 14.692704, 120.9662134 14.6927629)",50,1,,
"[798826235, 4928759, 879495359]",2,A. Pablo Street,tertiary,False,False,182.66300000000004,"LINESTRING (120.9656684 14.6926437, 120.9657106 14.6925805, 120.9658436 14.6923859, 120.966334 14.6916643, 120.9664131 14.6915698, 120.966522 14.6914873, 120.9666221 14.6914248, 120.9666953 14.6913942, 120.966717 14.6913851)",30,,,
"[23800053, 798826230]",2,C. J. Santos Street,tertiary,False,False,9.399000000000001,"LINESTRING (120.969907 14.6924299, 120.9699289 14.6924744, 120.9699446 14.6925062)",20,,,
672822332,2,MacArthur Highway,trunk,True,False,91.347,"LINESTRING (120.969907 14.6924299, 120.9699824 14.6924029, 120.9707036 14.6921451)",50,1,,
47423133,2,Maysan Road,primary,False,False,26.879,"LINESTRING (120.9698927 14.694778, 120.9696698 14.6946687)",50,118,,
590810844,2,Maysan Road,primary,False,False,29.609,"LINESTRING (120.9698927 14.694778, 120.9701265 14.694892, 120.9701385 14.6948979)",50,118,,
"[754165755, 798826229, 798826230]","['2', '4']",C. J. Santos Street,tertiary,False,True,260.207,"LINESTRING (120.9698927 14.694778, 120.9698978 14.694737, 120.9699001 14.6947019, 120.9700243 14.6941339, 120.9701165 14.6937368, 120.9701249 14.6937004, 120.9701851 14.6933384, 120.9701829 14.6931994, 120.9701602 14.6930687, 120.9701154 14.6929175, 120.9700353 14.6927183, 120.9699846 14.6925966, 120.9699446 14.6925062)",,,,
792490639,2,Karuhatan Road,secondary,False,True,9.831,"LINESTRING (120.9739298 14.6899516, 120.9740208 14.6899433)",50,,,
134643121,2,A. Pablo Street,tertiary,False,True,66.018,"LINESTRING (120.9739298 14.6899516, 120.9738891 14.6899543, 120.9738545 14.6899559, 120.973753 14.6899633, 120.9734588 14.690001, 120.9733908 14.690015, 120.9733223 14.6900301)",,,,
798826226,2,Maysan Road,primary,False,False,19.047,"LINESTRING (120.9703963 14.6950205, 120.9705564 14.6950937)",50,118,,
134643145,2,I. Francisco Street,tertiary,False,True,100.607,"LINESTRING (120.9703963 14.6950205, 120.9704011 14.6958279, 120.9703958 14.6958828, 120.9703877 14.6959243)",30,,,
"[798826226, 590810844]",2,Maysan Road,primary,False,True,30.898000000000003,"LINESTRING (120.9703963 14.6950205, 120.9703443 14.6949958, 120.9701385 14.6948979)",50,118,,
134644990,,A. Cantillon Road,residential,False,False,173.95700000000002,"LINESTRING (120.9718483 14.6942186, 120.9718505 14.6950478, 120.9718606 14.695352, 120.9719041 14.6953825, 120.9719045 14.6957614)",,,,
798826227,2,Maysan Road,primary,False,False,23.864,"LINESTRING (120.9719045 14.6957614, 120.972102 14.6958592)",50,118,,
134644990,,A. Cantillon Road,residential,False,True,173.957,"LINESTRING (120.9719045 14.6957614, 120.9719041 14.6953825, 120.9718606 14.695352, 120.9718505 14.6950478, 120.9718483 14.6942186)",,,,
798826227,2,Maysan Road,primary,False,True,51.646,"LINESTRING (120.9719045 14.6957614, 120.971711 14.6956655, 120.9715374 14.6955796, 120.9714771 14.6955497)",50,118,,
134644955,,P. Gomez Street,residential,False,False,174.483,"LINESTRING (120.9714167 14.6939817, 120.9714608 14.6949275, 120.9714771 14.6955497)",,,,
134644955,,P. Gomez Street,residential,False,True,174.483,"LINESTRING (120.9714771 14.6955497, 120.9714608 14.6949275, 120.9714167 14.6939817)",,,,
798826227,2,Maysan Road,primary,False,False,51.646,"LINESTRING (120.9714771 14.6955497, 120.9715374 14.6955796, 120.971711 14.6956655, 120.9719045 14.6957614)",50,118,,
798826227,2,Maysan Road,primary,False,True,70.59100000000001,"LINESTRING (120.9714771 14.6955497, 120.9713662 14.6954947, 120.971253 14.6954387, 120.9708929 14.6952604)",50,118,,
134644984,,Taruc Street,residential,False,True,142.84099999999998,"LINESTRING (120.9708929 14.6952604, 120.9707786 14.6943483, 120.9707343 14.6942204, 120.970514 14.6941314)",,,,
798826227,2,Maysan Road,primary,False,False,70.59100000000001,"LINESTRING (120.9708929 14.6952604, 120.971253 14.6954387, 120.9713662 14.6954947, 120.9714771 14.6955497)",50,118,,
798826227,2,Maysan Road,primary,False,True,40.679,"LINESTRING (120.9708929 14.6952604, 120.9708063 14.6952222, 120.9706472 14.6951387, 120.9705564 14.6950937)",50,118,,
798826226,2,Maysan Road,primary,False,True,19.047,"LINESTRING (120.9705564 14.6950937, 120.9703963 14.6950205)",50,118,,
134643131,,Quiambao Street,residential,False,True,107.12700000000001,"LINESTRING (120.9705564 14.6950937, 120.9705285 14.6946793, 120.9705258 14.6944316, 120.970514 14.6941314)",,,,
798826227,2,Maysan Road,primary,False,False,40.679,"LINESTRING (120.9705564 14.6950937, 120.9706472 14.6951387, 120.9708063 14.6952222, 120.9708929 14.6952604)",50,118,,
40125880,,Llenado Street,residential,False,False,244.294,"LINESTRING (120.9665374 14.6951884, 120.9663913 14.6940212, 120.966321 14.6933724, 120.9663221 14.6930035)",,,,
40125880,,Llenado Street,residential,False,True,244.294,"LINESTRING (120.9663221 14.6930035, 120.966321 14.6933724, 120.9663913 14.6940212, 120.9665374 14.6951884)",,,,
171608996,2,Maysan Road,primary,True,False,15.424,"LINESTRING (120.9663221 14.6930035, 120.966264 14.6929721, 120.9662097 14.6929195)",50,118,,
40125885,2,,residential,False,False,48.796,"LINESTRING (120.9662097 14.6929195, 120.9658615 14.6932008)",,,,
616588484,2,Maysan Road,primary,True,False,5.247,"LINESTRING (120.9662097 14.6929195, 120.9662003 14.6928732)",50,118,,
41376323,,Salt Street,residential,False,False,37.497,"LINESTRING (120.9704398 14.6878, 120.9704365 14.6881372)",,,,
715617855,,Sugar Street,unclassified,False,True,43.831,"LINESTRING (120.9704398 14.6878, 120.9700323 14.6877997)",,,,
"[41376322, 892591483]",,"['Salt Street', 'R. Canlong Street']",unclassified,False,True,86.017,"LINESTRING (120.9704398 14.6878, 120.9704456 14.6874638, 120.9699936 14.6874729)",,,,
40126469,,Santo Rosario Street,residential,False,False,39.26,"LINESTRING (120.9722557 14.6875122, 120.9725391 14.6872897)",,,,
40126469,,Santo Rosario Street,residential,False,True,109.309,"LINESTRING (120.9722557 14.6875122, 120.9722336 14.6875311, 120.9721903 14.6875734, 120.9719583 14.6878005, 120.9719094 14.6878479, 120.9718527 14.6879221, 120.9718044 14.6879853, 120.9717723 14.6880273, 120.9717666 14.6880347, 120.9716522 14.688288)",,,,
41376323,,Salt Street,residential,False,True,49.772,"LINESTRING (120.9704342 14.6885848, 120.9704365 14.6881372)",,,,
171615747,,Soy Street,residential,False,False,2.958,"LINESTRING (120.9704342 14.6885848, 120.9704617 14.6885848)",,,,
171615747,,Soy Street,residential,False,True,26.086,"LINESTRING (120.9704342 14.6885848, 120.9701917 14.6885882)",,,,
40126465,,Vinegar Street,residential,False,False,38.445,"LINESTRING (120.9691803 14.688134, 120.969456 14.6881333, 120.9695377 14.688135)",,,,
41376323,,Salt Street,residential,False,False,49.772,"LINESTRING (120.9704365 14.6881372, 120.9704342 14.6885848)",,,,
41376323,,Salt Street,residential,False,True,37.497,"LINESTRING (120.9704365 14.6881372, 120.9704398 14.6878)",,,,
171615753,,Vinegar Street,residential,False,True,36.962,"LINESTRING (120.9704365 14.6881372, 120.9700929 14.6881421)",,,,
"[171615753, 48493357]",,Vinegar Street,residential,False,False,107.846,"LINESTRING (120.9704365 14.6881372, 120.9712222 14.6881208, 120.9712669 14.6881569, 120.9712711 14.6883102)",,,,
40126469,,Santo Rosario Street,residential,False,False,109.309,"LINESTRING (120.9716522 14.688288, 120.9717666 14.6880347, 120.9717723 14.6880273, 120.9718044 14.6879853, 120.9718527 14.6879221, 120.9719094 14.6878479, 120.9719583 14.6878005, 120.9721903 14.6875734, 120.9722336 14.6875311, 120.9722557 14.6875122)",,,,
