osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,width
894154159,Alberto Street,residential,False,False,66.306,,,"LINESTRING (121.1186443 14.6953421, 121.1185846 14.6959356)",
255492279,General A. Luna Street,primary,False,False,78.41,2,50,"LINESTRING (121.1186443 14.6953421, 121.118427 14.6953417, 121.1181601 14.6953389, 121.1180862 14.6953423, 121.1179156 14.6953503)",
255492279,General A. Luna Street,primary,False,True,20.217,2,50,"LINESTRING (121.1186443 14.6953421, 121.1187449 14.695348, 121.1188311 14.6953606)",
28321133,Bonifacio Mariano Street,tertiary,False,False,61.021,,,"LINESTRING (121.1149503 14.6922411, 121.1147535 14.6917264)",
28321133,Bonifacio Mariano Street,tertiary,False,True,37.804,,,"LINESTRING (121.1149503 14.6922411, 121.115088 14.6925539)",
"[35066453, 35066454]",Salvador Street,residential,False,"[False, True]",139.68099999999998,,,"LINESTRING (121.1149503 14.6922411, 121.1157807 14.6918075, 121.1159477 14.6921105)",
30177168,Kambal Road,secondary,False,False,54.641,2,40,"LINESTRING (121.1206436 14.6968194, 121.1209589 14.6964341)",
1057666375,V. Hilario Street,tertiary,True,False,51.757,2,,"LINESTRING (121.1206436 14.6968194, 121.1203712 14.6972031)",
255492279,General A. Luna Street,primary,False,False,171.673,2,50,"LINESTRING (121.1206436 14.6968194, 121.1204674 14.6966719, 121.1202528 14.6964973, 121.119629 14.695978, 121.1194345 14.6958116)",
255492279,General A. Luna Street,primary,False,True,84.02799999999999,2,50,"LINESTRING (121.1206436 14.6968194, 121.1208446 14.6970063, 121.1212222 14.6973269)",
4928872,M. H. Del Pilar Street,tertiary,True,False,83.062,,,"LINESTRING (121.1209589 14.6964341, 121.1215319 14.6969349)",
30177168,Kambal Road,secondary,False,True,54.641,2,40,"LINESTRING (121.1209589 14.6964341, 121.1206436 14.6968194)",
30177168,Kambal Road,secondary,False,False,71.827,2,40,"LINESTRING (121.1209589 14.6964341, 121.1212418 14.6961611, 121.1213443 14.6960799, 121.1214561 14.6960055)",
30177168,Kambal Road,secondary,False,False,28.208,2,40,"LINESTRING (121.1216849 14.6958543, 121.1219025 14.6957127)",
30269197,Daang Bakal Street,tertiary,False,True,53.719,,20,"LINESTRING (121.1216849 14.6958543, 121.1213466 14.6954989)",
30177168,Kambal Road,secondary,False,True,29.814,2,40,"LINESTRING (121.1216849 14.6958543, 121.1214986 14.6959741, 121.1214561 14.6960055)",
255492279,General A. Luna Street,primary,False,False,20.217,2,50,"LINESTRING (121.1188311 14.6953606, 121.1187449 14.695348, 121.1186443 14.6953421)",
255492279,General A. Luna Street,primary,False,True,82.441,2,50,"LINESTRING (121.1188311 14.6953606, 121.1189998 14.69545, 121.1191361 14.6955459, 121.1194345 14.6958116)",
894478707,,living_street,False,True,63.401,,,"LINESTRING (121.1188311 14.6953606, 121.1190158 14.6951443, 121.1191952 14.6949124)",
28321213,V. Hilario Street,tertiary,False,False,18.092,2,,"LINESTRING (121.1175368 14.6964662, 121.1174676 14.6963179)",
28321213,V. Hilario Street,tertiary,False,True,371.158,2,,"LINESTRING (121.1175368 14.6964662, 121.117554 14.6965168, 121.1176282 14.6968126, 121.1176642 14.696866, 121.1176846 14.6968962, 121.1177216 14.6969268, 121.1177778 14.6969706, 121.1178553 14.6970551, 121.1178983 14.697108, 121.1179494 14.6971698, 121.117989 14.6971905, 121.118039 14.6971901, 121.1181298 14.6971693, 121.118272 14.6971412, 121.1184608 14.6971165, 121.1185917 14.6971209, 121.1187402 14.6971658, 121.1191058 14.6973004, 121.1192 14.6973564, 121.1192662 14.6974073, 121.1194588 14.6975552, 121.119623 14.6976634, 121.1197532 14.6977484, 121.1197786 14.6977586, 121.1198118 14.6977634, 121.1198447 14.6977645, 121.1198718 14.697765, 121.1198977 14.6977611, 121.1199338 14.6977449, 121.1199672 14.6977283, 121.1200279 14.6976761, 121.1202014 14.6974581)",
"[98702569, 792806620]",Angeles Street,residential,False,True,164.59199999999998,,,"LINESTRING (121.1175368 14.6964662, 121.116932 14.6967094, 121.1166968 14.6968021, 121.1166551 14.6968106, 121.1166397 14.6968122, 121.1166193 14.6968077, 121.1166047 14.6968025, 121.1165952 14.6967938, 121.1164396 14.6963203)",
28321213,V. Hilario Street,tertiary,False,True,37.83,2,,"LINESTRING (121.1173613 14.6959936, 121.1174676 14.6963179)",
30269402,P. Gomez Street,tertiary,False,False,105.582,,,"LINESTRING (121.1173613 14.6959936, 121.1164396 14.6963203)",
894486092,V. Hilario Street,residential,False,True,63.579,,,"LINESTRING (121.1173613 14.6959936, 121.1172673 14.6954291)",
30269407,P. Zamora Street,residential,False,False,137.036,,,"LINESTRING (121.1172673 14.6954291, 121.1160091 14.695623)",
417444296,V. Hilario Street,residential,True,False,54.977,,,"LINESTRING (121.1172673 14.6954291, 121.1171954 14.6949396)",
894486092,V. Hilario Street,residential,False,False,63.579,,,"LINESTRING (121.1172673 14.6954291, 121.1173613 14.6959936)",
28321133,Bonifacio Mariano Street,tertiary,False,False,37.918,,,"LINESTRING (121.1152101 14.6928738, 121.115088 14.6925539)",
28321133,Bonifacio Mariano Street,tertiary,False,True,39.44,,,"LINESTRING (121.1152101 14.6928738, 121.1153432 14.6932043)",
561497565,,residential,False,False,110.535,,,"LINESTRING (121.1152101 14.6928738, 121.1161215 14.6924145)",
30269378,Pelbel Street,residential,False,True,46.14,,,"LINESTRING (121.1170761 14.6918315, 121.1167063 14.6920418)",
60614343,General A. Luna Street,primary,False,True,92.02,4,50,"LINESTRING (121.1170761 14.6918315, 121.1172161 14.6926479)",13.2
28321133,Bonifacio Mariano Street,tertiary,False,False,47.084,,,"LINESTRING (121.1158642 14.6951106, 121.1157649 14.6946982)",
28321133,Bonifacio Mariano Street,tertiary,False,True,47.18,,,"LINESTRING (121.1158642 14.6951106, 121.1159839 14.6955188)",
"[30269400, 894880646]",Burgos Street,residential,False,False,89.71000000000001,,,"LINESTRING (121.1158642 14.6951106, 121.1151733 14.695238, 121.1150448 14.6952612)",
30269400,Burgos Street,residential,False,True,144.452,,,"LINESTRING (121.1158642 14.6951106, 121.1163349 14.6950574, 121.1164594 14.6950377, 121.1171954 14.6949396)",
28321133,Bonifacio Mariano Street,tertiary,False,False,11.899,,,"LINESTRING (121.1160091 14.695623, 121.1159839 14.6955188)",
30269407,P. Zamora Street,residential,False,True,137.036,,,"LINESTRING (121.1160091 14.695623, 121.1172673 14.6954291)",
28321133,Bonifacio Mariano Street,tertiary,False,True,59.95,,,"LINESTRING (121.1160091 14.695623, 121.1160425 14.6957517, 121.1161524 14.696144)",
30269414,Mabini Street,residential,False,False,51.102999999999994,,,"LINESTRING (121.1173683 14.6934695, 121.1172249 14.6934939, 121.1170742 14.6935188, 121.1169009 14.6935518)",
60614343,General A. Luna Street,primary,False,False,15.415,4,50,"LINESTRING (121.1173683 14.6934695, 121.117361 14.6934109, 121.1173486 14.6933322)",13.2
