osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes
276664981,Santa Lucia - Salcedo Road,secondary,False,False,100.768,"LINESTRING (120.536904 17.1498776, 120.5359572 17.149825)",,
259903906,Candon Galimuyod Salcedo Del Pilar Road,secondary,False,True,102.181,"LINESTRING (120.536904 17.1498776, 120.536896 17.1504734, 120.5368879 17.1507964)",,
"[276664978, 276664989]",,residential,False,False,191.408,"LINESTRING (120.536904 17.1498776, 120.5368705 17.1490443, 120.5368638 17.1490151, 120.536833 17.1489869, 120.5367927 17.1489754, 120.53598 17.1489671)",,
276665002,,tertiary,False,False,139.099,"LINESTRING (120.536904 17.1498776, 120.5374432 17.1498855, 120.538213 17.1498968)",,
276665006,,residential,False,False,95.425,"LINESTRING (120.53598 17.1489671, 120.5359572 17.149825)",,
"[276664989, 276665005]",,residential,False,"[False, True]",165.648,"LINESTRING (120.53598 17.1489671, 120.5353135 17.1489799, 120.5352699 17.1490042, 120.5352498 17.1490478, 120.5352411 17.1491132, 120.5352263 17.149463, 120.5352049 17.1498032)",,
"[276664978, 276664989]",,residential,False,True,191.408,"LINESTRING (120.53598 17.1489671, 120.5367927 17.1489754, 120.536833 17.1489869, 120.5368638 17.1490151, 120.5368705 17.1490443, 120.536904 17.1498776)",,
276665006,,residential,False,True,249.56300000000002,"LINESTRING (120.53598 17.1489671, 120.5359619 17.148605, 120.5359565 17.1484228, 120.5359529 17.1483765, 120.5359394 17.1483372, 120.5359284 17.148318, 120.5357648 17.1479681, 120.5357138 17.1479092, 120.5356535 17.1478528, 120.5355924 17.1477932, 120.5355468 17.1477343, 120.5354349 17.1475103, 120.5354157 17.1474825, 120.5354107 17.147462, 120.5354164 17.1474293, 120.5354382 17.1473646, 120.5355944 17.1470282, 120.5356407 17.1469154)",,
276664986,,residential,False,True,108.175,"LINESTRING (120.5345517 17.1497584, 120.5345289 17.150731)",,
"[1069638152, 276664981, 338957398]",Santa Lucia - Salcedo Road,secondary,False,False,300.41999999999996,"LINESTRING (120.5345517 17.1497584, 120.5342996 17.1497443, 120.5335338 17.1497558, 120.5334145 17.1497456, 120.5332978 17.1496994, 120.5331691 17.1496289, 120.5331067 17.1495963, 120.5330269 17.1495828, 120.5325082 17.1496318, 120.5321387 17.1497005, 120.5318382 17.1497085, 120.5317744 17.1497021)",yes,2
276664981,Santa Lucia - Salcedo Road,secondary,False,True,69.59100000000001,"LINESTRING (120.5345517 17.1497584, 120.5350922 17.1497917, 120.5352049 17.1498032)",,
276665005,,residential,False,True,104.607,"LINESTRING (120.5352049 17.1498032, 120.5351874 17.1507438)",,
276664981,Santa Lucia - Salcedo Road,secondary,False,False,69.59100000000001,"LINESTRING (120.5352049 17.1498032, 120.5350922 17.1497917, 120.5345517 17.1497584)",,
276664981,Santa Lucia - Salcedo Road,secondary,False,True,79.973,"LINESTRING (120.5352049 17.1498032, 120.5357037 17.1498148, 120.5359572 17.149825)",,
"[276665005, 276664989]",,residential,False,"[False, True]",165.648,"LINESTRING (120.5352049 17.1498032, 120.5352263 17.149463, 120.5352411 17.1491132, 120.5352498 17.1490478, 120.5352699 17.1490042, 120.5353135 17.1489799, 120.53598 17.1489671)",,
276664981,Santa Lucia - Salcedo Road,secondary,False,True,100.768,"LINESTRING (120.5359572 17.149825, 120.536904 17.1498776)",,
276665006,,residential,False,False,105.025,"LINESTRING (120.5359572 17.149825, 120.5359612 17.1507695)",,
276665006,,residential,False,True,95.425,"LINESTRING (120.5359572 17.149825, 120.53598 17.1489671)",,
276664981,Santa Lucia - Salcedo Road,secondary,False,False,79.973,"LINESTRING (120.5359572 17.149825, 120.5357037 17.1498148, 120.5352049 17.1498032)",,
