osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,bridge
933746988,False,2,S.B. Cabahug Street,tertiary,True,19.176,"LINESTRING (123.9427972 10.3280975, 123.9427761 10.3279263)",,,
34487534,True,2,S.B. Cabahug Street,tertiary,False,110.36500000000001,"LINESTRING (123.9427972 10.3280975, 123.9428238 10.3281962, 123.942886 10.3283704, 123.94311 10.3290409)",,,
922325979,False,,,tertiary,True,9.026,"LINESTRING (123.9428309 10.3272, 123.9427523 10.3272247)",,,
"[922325976, 238044521]",True,2,S.B. Cabahug Street,tertiary,False,76.99,"LINESTRING (123.9428309 10.3272, 123.942831 10.3272023, 123.9428348 10.3272774, 123.9428394 10.3273441, 123.9428093 10.3274615, 123.9427717 10.3275658, 123.942745 10.3277186, 123.9427746 10.3277998, 123.942787 10.3278738)",,,
935408445,False,2,P. Gomez Street,unclassified,False,4.035,"LINESTRING (123.9423385 10.3267537, 123.9423041 10.3267668)",,,
95609468,False,2,P. Gomez Street,residential,True,142.407,"LINESTRING (123.9423385 10.3267537, 123.9428016 10.3265639, 123.942828 10.3265529, 123.9429937 10.3264885, 123.9431541 10.3264196, 123.943539 10.3262586)",,,
"[901436738, 237983876]",True,2,S.B. Cabahug Street,tertiary,False,75.098,"LINESTRING (123.9423385 10.3267537, 123.9423826 10.3268204, 123.9424 10.326846, 123.9424217 10.3268672, 123.9424691 10.3269136, 123.9425285 10.3269578, 123.9425741 10.3269845, 123.9426337 10.3270195, 123.9426892 10.3270543, 123.9427148 10.3270685, 123.9427408 10.327083, 123.9427822 10.3271115, 123.9428054 10.3271342, 123.9428309 10.3272)",,,
211903251,False,2,S.B. Cabahug Street,tertiary,False,67.314,"LINESTRING (123.9418193 10.3254176, 123.9420357 10.3259843)",,,
95609460,False,,,residential,False,132.40699999999998,"LINESTRING (123.9418193 10.3254176, 123.9420663 10.3253136, 123.9423704 10.3251597, 123.9426443 10.3250312, 123.9427717 10.3250141, 123.9429315 10.3249641)",,,
211903251,False,2,S.B. Cabahug Street,tertiary,True,94.07499999999999,"LINESTRING (123.9418193 10.3254176, 123.9417746 10.3253347, 123.9415306 10.3249541, 123.9413723 10.3246951)",,,
77594104,True,4,Ouano Avenue,trunk,False,4.725,"LINESTRING (123.9413623 10.32464, 123.9413243 10.3246602)",840,60,
933846687,True,2,S.B. Cabahug Street,tertiary,False,6.224,"LINESTRING (123.9413623 10.32464, 123.9413723 10.3246951)",,,
894056382,True,2,,tertiary,False,64.247,"LINESTRING (123.9437433 10.3268003, 123.943539 10.3262586)",,,
"[95609464, 854426067]",False,2,Catalino Ll. Ouano Street,tertiary,False,182.313,"LINESTRING (123.9437433 10.3268003, 123.944462 10.326554, 123.9445011 10.3265402, 123.9449534 10.3263753, 123.9453077 10.3262358)",,,
29451525,False,,M. Sanchez,residential,False,54.785,"LINESTRING (123.9454173 10.3307558, 123.9449538 10.3309424)",,,
210155876,True,2,P. Burgos,tertiary,False,124.432,"LINESTRING (123.9454173 10.3307558, 123.944966 10.3297286)",,,
34580806,False,,,residential,False,43.115,"LINESTRING (123.9455166 10.3309601, 123.9458373 10.3307347)",,,
210155876,True,2,P. Burgos,tertiary,False,25.181,"LINESTRING (123.9455166 10.3309601, 123.9454173 10.3307558)",,,
855776708,False,2,F.B. Cabahug,residential,True,21.65,"LINESTRING (123.9394558 10.3312524, 123.9396417 10.3311856)",,,
34580808,False,,F.S. Rosal,residential,False,104.28399999999999,"LINESTRING (123.9394558 10.3312524, 123.9394042 10.3307705, 123.9393917 10.330653, 123.9393787 10.3305396, 123.9393819 10.3303186)",,,
37334394,False,,,residential,False,62.219,"LINESTRING (123.9420335 10.3302751, 123.9418585 10.3297427)",,,
102243444,True,2,F.B. Cabahug,residential,False,9.169,"LINESTRING (123.9420335 10.3302751, 123.9419536 10.3303)",,,
34487534,True,2,S.B. Cabahug Street,tertiary,False,28.823999999999998,"LINESTRING (123.9433633 10.3298897, 123.9434028 10.3300152, 123.9434413 10.3301373)",,,
894056390,True,2,F.B. Cabahug,residential,False,151.65699999999998,"LINESTRING (123.9433633 10.3298897, 123.9425375 10.3301234, 123.9420335 10.3302751)",,,
34580808,False,,F.S. Rosal,residential,False,57.675,"LINESTRING (123.9393819 10.3303186, 123.939396 10.3298001)",,,
95657736,False,,,residential,False,30.891,"LINESTRING (123.9393819 10.3303186, 123.939656 10.3302518)",,,
34580808,False,,F.S. Rosal,residential,True,104.284,"LINESTRING (123.9393819 10.3303186, 123.9393787 10.3305396, 123.9393917 10.330653, 123.9394042 10.3307705, 123.9394558 10.3312524)",,,
34580808,False,,F.S. Rosal,residential,True,57.675,"LINESTRING (123.939396 10.3298001, 123.9393819 10.3303186)",,,
237982307,True,2,A. Del Rosario,tertiary,False,57.278000000000006,"LINESTRING (123.939396 10.3298001, 123.9394995 10.3297567, 123.9397819 10.3296383, 123.9398777 10.3295982)",,,
670640926,False,,,residential,True,46.739,"LINESTRING (123.9399897 10.331055, 123.9399071 10.3306426)",,,
832602155,True,2,F.B. Cabahug,residential,False,40.744,"LINESTRING (123.9399897 10.331055, 123.9396417 10.3311856)",,,
37334394,False,,,residential,True,104.358,"LINESTRING (123.9415688 10.328754, 123.941833 10.3296558)",,,
237983884,True,2,A. Del Rosario,tertiary,False,153.15,"LINESTRING (123.9415688 10.328754, 123.941617 10.3287294, 123.9419295 10.3285461, 123.9425249 10.3282109, 123.9426014 10.328174, 123.9427972 10.3280975)",,,
855826465,True,,S.B. Cabahug Street,tertiary,False,15.465,"LINESTRING (123.9413056 10.3245126, 123.9413623 10.32464)",,,
"[855826464, 855826461, 77592870]",True,2,Don Andres Soriano Avenue,trunk,False,85.482,"LINESTRING (123.9413056 10.3245126, 123.9413894 10.3244785, 123.9414421 10.3244546, 123.9419161 10.3242565, 123.9420338 10.3242567)",840,60,
894056386,False,4,D.M. Cortes Avenue,trunk,False,33.455,"LINESTRING (123.9453077 10.3262358, 123.9454807 10.3264839)",840,60,
45656552,False,2,Catalino Ll. Ouano Street,tertiary,False,170.045,"LINESTRING (123.9453077 10.3262358, 123.9461953 10.3258987, 123.9467578 10.325685)",,,
"[854426065, 594406447]",False,4,D.M. Cortes Avenue,trunk,True,107.90299999999999,"LINESTRING (123.9453077 10.3262358, 123.9452496 10.3261585, 123.9447391 10.3254429)",840,60,
"[95609464, 854426067]",False,2,Catalino Ll. Ouano Street,tertiary,True,182.313,"LINESTRING (123.9453077 10.3262358, 123.9449534 10.3263753, 123.9445011 10.3265402, 123.944462 10.326554, 123.9437433 10.3268003)",,,
237982291,True,2,A. Del Rosario,tertiary,False,66.172,"LINESTRING (123.940797 10.3291677, 123.9413306 10.3288874)",,,
894945476,False,,,residential,False,43.757,"LINESTRING (123.940797 10.3291677, 123.9406192 10.3288152)",,,
459318984,True,2,,unclassified,False,180.702,"LINESTRING (123.9427452 10.3278908, 123.9426237 10.3279361, 123.9411981 10.3284603)",,,
