osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,junction,access
764431162,4,Governor Feliciano Leviste Provincial Highway,secondary,40,12.2,False,False,110.316,"LINESTRING (121.0954201 14.0174669, 121.0963808 14.0178067)",,,
902148352,4,,unclassified,40,13.4,False,False,69.89,"LINESTRING (121.0954201 14.0174669, 121.0948624 14.0171471)",,,
396122749,2,Balete - Mataasnakahoy Road,secondary,30,6.1,False,True,126.809,"LINESTRING (121.0954201 14.0174669, 121.0957045 14.0170657, 121.0958042 14.0168959, 121.0960244 14.0164907)",,,
902148353,2,Lipa - Balete Road,secondary,40,6.1,False,False,95.73,"LINESTRING (121.0954201 14.0174669, 121.0949631 14.018151, 121.0949356 14.0181881)",,,
451036884,,,residential,,,False,False,130.81,"LINESTRING (121.0949356 14.0181881, 121.0950861 14.0182896, 121.0952993 14.0184315, 121.0953342 14.0184822, 121.0952859 14.0185785, 121.095298 14.0186188, 121.0955971 14.0187593, 121.0958041 14.0188368)",,,
902148353,2,Lipa - Balete Road,secondary,40,6.1,False,False,122.034,"LINESTRING (121.0949356 14.0181881, 121.0946691 14.0185743, 121.0945311 14.0187743, 121.0943269 14.0191126)",,,
902148353,2,Lipa - Balete Road,secondary,40,6.1,False,True,95.73,"LINESTRING (121.0949356 14.0181881, 121.0949631 14.018151, 121.0954201 14.0174669)",,,
729229590,,,secondary,40,,False,False,28.556,"LINESTRING (121.0938521 14.0197961, 121.0936268 14.0196613)",,,
489525430,,Balete - Malvar Road,secondary,40,,False,False,293.7,"LINESTRING (121.0938521 14.0197961, 121.0942245 14.0200122, 121.0945707 14.0202189, 121.0950167 14.0204331, 121.0953231 14.0205629, 121.0954118 14.0207095, 121.0954818 14.021295, 121.0955254 14.0214513, 121.0955924 14.0215238)",,,
489525430,,Balete - Malvar Road,secondary,40,,False,False,15.444,"LINESTRING (121.0955924 14.0215238, 121.0957183 14.0215899)",,,
451036876,,,residential,,,False,True,159.038,"LINESTRING (121.0955924 14.0215238, 121.0955357 14.0215097, 121.094259 14.0209163)",,,
489525430,,Balete - Malvar Road,secondary,40,,False,True,293.7,"LINESTRING (121.0955924 14.0215238, 121.0955254 14.0214513, 121.0954818 14.021295, 121.0954118 14.0207095, 121.0953231 14.0205629, 121.0950167 14.0204331, 121.0945707 14.0202189, 121.0942245 14.0200122, 121.0938521 14.0197961)",,,
489525430,,Balete - Malvar Road,secondary,40,,False,True,23.767999999999997,"LINESTRING (121.0959081 14.0216941, 121.0958706 14.0216591, 121.0957565 14.02161, 121.0957183 14.0215899)",,,
889457177,,,residential,,,False,False,32.525,"LINESTRING (121.0959081 14.0216941, 121.0959595 14.0216731, 121.0962036 14.0217004)",,,
729229590,,,secondary,40,,False,True,28.556,"LINESTRING (121.0936268 14.0196613, 121.0938521 14.0197961)",,,
56640710,,,residential,,,False,False,110.937,"LINESTRING (121.0936268 14.0196613, 121.0935563 14.0197291, 121.0935013 14.0197916, 121.0933846 14.0199373, 121.0933538 14.0200037, 121.0933095 14.0200271, 121.0931349 14.0201004, 121.0930695 14.020152, 121.0930252 14.020195, 121.0929297 14.020356)",,,
489531056,,,secondary,40,,True,False,118.42799999999998,"LINESTRING (121.0936268 14.0196613, 121.0940996 14.0189932, 121.0941045 14.0189906, 121.0941104 14.0189898, 121.0941155 14.0189915, 121.0943269 14.0191126)",,,
489531059,2,,tertiary,,4,False,True,140.192,"LINESTRING (121.0936268 14.0196613, 121.093391 14.0195395, 121.0933149 14.0195229, 121.0932472 14.0195373, 121.0930916 14.019683, 121.0929568 14.0198085, 121.092666 14.0201814)",,,
"[305498785, 489625947]",2,Balete - Mataasnakahoy Road,secondary,20,6.1,False,False,111.764,"LINESTRING (121.0960691 14.0133976, 121.0960896 14.013503, 121.0961051 14.0136332, 121.0961318 14.0140724, 121.0961401 14.0142835, 121.0961483 14.0143988)",,,
489531060,,,residential,,,False,False,34.442,"LINESTRING (121.0929297 14.020356, 121.092666 14.0201814)",,,
"[729229585, 889457180, 56640710]",,,residential,,,False,False,182.65300000000002,"LINESTRING (121.0929297 14.020356, 121.0926514 14.0208025, 121.0925995 14.0208571, 121.092414 14.0210668, 121.0918365 14.0215953)",,,
56640710,,,residential,,,False,True,110.93700000000001,"LINESTRING (121.0929297 14.020356, 121.0930252 14.020195, 121.0930695 14.020152, 121.0931349 14.0201004, 121.0933095 14.0200271, 121.0933538 14.0200037, 121.0933846 14.0199373, 121.0935013 14.0197916, 121.0935563 14.0197291, 121.0936268 14.0196613)",,,
152432164,,,residential,,,False,True,80.828,"LINESTRING (121.0961479 14.0196448, 121.0964745 14.0189906)",,,
152432161,,,residential,,,False,True,34.483,"LINESTRING (121.0958701 14.0187074, 121.0961567 14.0188447)",,,
152432165,,,residential,,,False,False,16.054,"LINESTRING (121.0958701 14.0187074, 121.0958041 14.0188368)",,,
451036878,,,residential,,,False,False,114.358,"LINESTRING (121.0958701 14.0187074, 121.0959459 14.0185599, 121.0959685 14.018516, 121.0960597 14.0183665, 121.0962099 14.0181205, 121.0963808 14.0178067)",,,
129387159,,,residential,,,False,True,32.008,"LINESTRING (121.0964745 14.0189906, 121.096739 14.019121)",,,
152432160,,,residential,,,False,True,37.93,"LINESTRING (121.0964745 14.0189906, 121.0961567 14.0188447)",,,
152432164,,,residential,,,False,False,80.828,"LINESTRING (121.0964745 14.0189906, 121.0961479 14.0196448)",,,
152432160,,,residential,,,False,False,37.93,"LINESTRING (121.0961567 14.0188447, 121.0964745 14.0189906)",,,
152432161,,,residential,,,False,False,34.483,"LINESTRING (121.0961567 14.0188447, 121.0958701 14.0187074)",,,
"[152432163, 152432159]",,,residential,,,False,True,125.104,"LINESTRING (121.0961567 14.0188447, 121.095787 14.0195818, 121.095489 14.0194836)",,,
152432165,,,residential,,,False,True,79.55,"LINESTRING (121.095489 14.0194836, 121.0958041 14.0188368)",,,
129387158,,,residential,,,False,False,43.019999999999996,"LINESTRING (121.095489 14.0194836, 121.0952636 14.0194414, 121.0950983 14.0194063)",,,
"[152432163, 152432159]",,,residential,,,False,False,125.104,"LINESTRING (121.095489 14.0194836, 121.095787 14.0195818, 121.0961567 14.0188447)",,,
129387158,,,residential,,,False,True,89.796,"LINESTRING (121.0943269 14.0191126, 121.0945226 14.0192143, 121.0949323 14.0193711, 121.0950983 14.0194063)",,,
489531057,,Balete - Malvar Road,secondary,40,,True,False,91.681,"LINESTRING (121.0943269 14.0191126, 121.0941755 14.0193478, 121.0940045 14.0195849, 121.0938521 14.0197961)",,,
902148353,2,Lipa - Balete Road,secondary,40,6.1,False,True,122.034,"LINESTRING (121.0943269 14.0191126, 121.0945311 14.0187743, 121.0946691 14.0185743, 121.0949356 14.0181881)",,,
764431162,4,Governor Feliciano Leviste Provincial Highway,secondary,40,12.2,False,True,110.316,"LINESTRING (121.0963808 14.0178067, 121.0954201 14.0174669)",,,
451036878,,,residential,,,False,True,114.35800000000002,"LINESTRING (121.0963808 14.0178067, 121.0962099 14.0181205, 121.0960597 14.0183665, 121.0959685 14.018516, 121.0959459 14.0185599, 121.0958701 14.0187074)",,,
152432165,,,residential,,,False,False,79.55,"LINESTRING (121.0958041 14.0188368, 121.095489 14.0194836)",,,
152432165,,,residential,,,False,True,16.054,"LINESTRING (121.0958041 14.0188368, 121.0958701 14.0187074)",,,
451036884,,,residential,,,False,True,130.81,"LINESTRING (121.0958041 14.0188368, 121.0955971 14.0187593, 121.095298 14.0186188, 121.0952859 14.0185785, 121.0953342 14.0184822, 121.0952993 14.0184315, 121.0950861 14.0182896, 121.0949356 14.0181881)",,,
451036876,,,residential,,,False,False,159.038,"LINESTRING (121.094259 14.0209163, 121.0955357 14.0215097, 121.0955924 14.0215238)",,,
489531059,2,,tertiary,,4,False,False,204.577,"LINESTRING (121.0918365 14.0215953, 121.0917472 14.0215612, 121.0916574 14.021491, 121.092666 14.0201814)",,,
"[729229585, 889457180, 56640710]",,,residential,,,False,True,182.653,"LINESTRING (121.0918365 14.0215953, 121.092414 14.0210668, 121.0925995 14.0208571, 121.0926514 14.0208025, 121.0929297 14.020356)",,,
489531060,,,residential,,,False,True,34.442,"LINESTRING (121.092666 14.0201814, 121.0929297 14.020356)",,,
489531059,2,,tertiary,,4,False,False,140.192,"LINESTRING (121.092666 14.0201814, 121.0929568 14.0198085, 121.0930916 14.019683, 121.0932472 14.0195373, 121.0933149 14.0195229, 121.093391 14.0195395, 121.0936268 14.0196613)",,,
489531059,2,,tertiary,,4,False,True,204.577,"LINESTRING (121.092666 14.0201814, 121.0916574 14.021491, 121.0917472 14.0215612, 121.0918365 14.0215953)",,,
489525430,,Balete - Malvar Road,secondary,40,,False,True,15.444,"LINESTRING (121.0957183 14.0215899, 121.0955924 14.0215238)",,,
489525430,,Balete - Malvar Road,secondary,40,,False,False,23.768,"LINESTRING (121.0957183 14.0215899, 121.0957565 14.02161, 121.0958706 14.0216591, 121.0959081 14.0216941)",,,
889457176,,,residential,,,False,True,137.078,"LINESTRING (121.0968594 14.0215013, 121.0969372 14.0215195, 121.0970029 14.0215833, 121.0970043 14.0216861, 121.0969211 14.0219073, 121.0965013 14.0217732, 121.0962036 14.0217004)",,,
889457177,,,residential,,,False,True,68.818,"LINESTRING (121.0963498 14.021098, 121.0962921 14.0213478, 121.0962036 14.0217004)",,,
889457176,,,residential,,,False,False,137.07800000000003,"LINESTRING (121.0962036 14.0217004, 121.0965013 14.0217732, 121.0969211 14.0219073, 121.0970043 14.0216861, 121.0970029 14.0215833, 121.0969372 14.0215195, 121.0968594 14.0215013)",,,
889457177,,,residential,,,False,False,68.818,"LINESTRING (121.0962036 14.0217004, 121.0962921 14.0213478, 121.0963498 14.021098)",,,
889457177,,,residential,,,False,True,32.525,"LINESTRING (121.0962036 14.0217004, 121.0959595 14.0216731, 121.0959081 14.0216941)",,,
"[889457179, 129387159]",,,residential,,,False,"[False, True]",145.157,"LINESTRING (121.0990763 14.0202704, 121.0988 14.0201429, 121.0985955 14.0200369, 121.0984917 14.0199854, 121.0978756 14.0196816)",,,
"[489625947, 396122749, 489525431]",2,Balete - Mataasnakahoy Road,secondary,"['20', '30']",6.1,False,False,235.12600000000003,"LINESTRING (121.0961483 14.0143988, 121.0961437 14.0145938, 121.0961486 14.0147483, 121.0961491 14.0148842, 121.0961484 14.0150656, 121.096153 14.0152041, 121.0961557 14.0160148, 121.09615 14.0161496, 121.0961261 14.0162516, 121.0960386 14.0164646, 121.0960244 14.0164907)",yes,,
"[305498785, 489625947]",2,Balete - Mataasnakahoy Road,secondary,20,6.1,False,True,111.76400000000001,"LINESTRING (121.0961483 14.0143988, 121.0961401 14.0142835, 121.0961318 14.0140724, 121.0961051 14.0136332, 121.0960896 14.013503, 121.0960691 14.0133976)",,,
976698746,2,,tertiary,,,False,False,235.797,"LINESTRING (121.0961483 14.0143988, 121.0963941 14.0143748, 121.0965468 14.014377, 121.0969101 14.0144143, 121.0970351 14.0143982, 121.0973278 14.0142751, 121.0973892 14.0142655, 121.0974871 14.0142655, 121.0977164 14.0142733, 121.0977767 14.0142863, 121.097809 14.0143029, 121.097991 14.0144012, 121.0982306 14.0145404)",,,
976698746,2,,tertiary,,,False,True,235.79699999999997,"LINESTRING (121.0982306 14.0145404, 121.097991 14.0144012, 121.097809 14.0143029, 121.0977767 14.0142863, 121.0977164 14.0142733, 121.0974871 14.0142655, 121.0973892 14.0142655, 121.0973278 14.0142751, 121.0970351 14.0143982, 121.0969101 14.0144143, 121.0965468 14.014377, 121.0963941 14.0143748, 121.0961483 14.0143988)",,,
1150887800,2,,tertiary,,,False,False,85.688,"LINESTRING (121.0982306 14.0145404, 121.0986253 14.0148465, 121.098845 14.0150286)",,,
"[976698752, 976698753, 1150887798]",2,,tertiary,,,False,False,292.04200000000003,"LINESTRING (121.0990027 14.0151554, 121.0989908 14.015692, 121.0989599 14.0161155, 121.0989016 14.0164022, 121.0987747 14.0168325, 121.0987531 14.0169277, 121.098749 14.0170058, 121.0987477 14.0170969, 121.0987568 14.017173, 121.0987812 14.0172686, 121.0988013 14.0173272, 121.0988645 14.0174654, 121.0989127 14.0175302, 121.0989626 14.017601, 121.0990397 14.0176744)",yes,,
