osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,junction,access
1150887801,2,,tertiary,,,False,False,27.127,"LINESTRING (121.0990027 14.0151554, 121.0989895 14.0151599, 121.0989758 14.0151627, 121.0989619 14.015164, 121.098948 14.0151636, 121.0989341 14.0151616, 121.0989207 14.015158, 121.0989078 14.0151529, 121.0988956 14.0151463, 121.0988843 14.0151383, 121.0988741 14.015129, 121.0988651 14.0151186, 121.0988575 14.0151073, 121.0988514 14.0150951, 121.0988468 14.0150823, 121.0988438 14.0150691, 121.0988425 14.0150556, 121.0988429 14.015042, 121.098845 14.0150286)",,circular,
1150887801,2,,tertiary,,,False,True,12.045,"LINESTRING (121.0990027 14.0151554, 121.0990152 14.0151494, 121.0990269 14.015142, 121.0990376 14.0151333, 121.0990471 14.0151234, 121.0990554 14.0151125, 121.0990622 14.0151007, 121.0990675 14.0150881, 121.0990712 14.0150751)",,circular,
976698765,1,,residential,,,False,True,60.094,"LINESTRING (121.0988316 14.0181757, 121.0988409 14.0181528, 121.0990397 14.0176744)",,,
"[976698752, 976698753, 1150887798]",2,,tertiary,,,False,True,292.04200000000003,"LINESTRING (121.0990397 14.0176744, 121.0989626 14.017601, 121.0989127 14.0175302, 121.0988645 14.0174654, 121.0988013 14.0173272, 121.0987812 14.0172686, 121.0987568 14.017173, 121.0987477 14.0170969, 121.098749 14.0170058, 121.0987531 14.0169277, 121.0987747 14.0168325, 121.0989016 14.0164022, 121.0989599 14.0161155, 121.0989908 14.015692, 121.0990027 14.0151554)",yes,,
976698765,1,,residential,,,False,False,60.094,"LINESTRING (121.0990397 14.0176744, 121.0988409 14.0181528, 121.0988316 14.0181757)",,,
396122749,2,Balete - Mataasnakahoy Road,secondary,30,6.1,False,False,126.809,"LINESTRING (121.0960244 14.0164907, 121.0958042 14.0168959, 121.0957045 14.0170657, 121.0954201 14.0174669)",,,
"[489625947, 396122749, 489525431]",2,Balete - Mataasnakahoy Road,secondary,"['20', '30']",6.1,False,True,235.12599999999998,"LINESTRING (121.0960244 14.0164907, 121.0960386 14.0164646, 121.0961261 14.0162516, 121.09615 14.0161496, 121.0961557 14.0160148, 121.096153 14.0152041, 121.0961484 14.0150656, 121.0961491 14.0148842, 121.0961486 14.0147483, 121.0961437 14.0145938, 121.0961483 14.0143988)",yes,,
988209264,,,residential,,,False,False,52.261,"LINESTRING (121.0960244 14.0164907, 121.0957476 14.016376, 121.0955757 14.0163139)",,,
988209266,,,residential,,,False,True,87.90100000000001,"LINESTRING (121.0975152 14.0203836, 121.0975273 14.0203095, 121.0975474 14.0202613, 121.0976118 14.020178, 121.0976896 14.0200609, 121.0978756 14.0196816)",,,
129387159,,,residential,,,False,False,137.555,"LINESTRING (121.0978756 14.0196816, 121.096739 14.019121)",,,
"[889457179, 129387159]",,,residential,,,False,"[False, True]",145.157,"LINESTRING (121.0978756 14.0196816, 121.0984917 14.0199854, 121.0985955 14.0200369, 121.0988 14.0201429, 121.0990763 14.0202704)",,,
988209266,,,residential,,,False,False,87.90100000000001,"LINESTRING (121.0978756 14.0196816, 121.0976896 14.0200609, 121.0976118 14.020178, 121.0975474 14.0202613, 121.0975273 14.0203095, 121.0975152 14.0203836)",,,
988208619,,,residential,,,False,True,53.512,"LINESTRING (121.0949644 14.0198658, 121.0949644 14.0198085, 121.0949698 14.0197604, 121.0949859 14.0197044, 121.0950983 14.0194063)",,,
129387158,,,residential,,,False,False,89.79599999999999,"LINESTRING (121.0950983 14.0194063, 121.0949323 14.0193711, 121.0945226 14.0192143, 121.0943269 14.0191126)",,,
129387158,,,residential,,,False,True,43.019999999999996,"LINESTRING (121.0950983 14.0194063, 121.0952636 14.0194414, 121.095489 14.0194836)",,,
988208619,,,residential,,,False,False,53.512,"LINESTRING (121.0950983 14.0194063, 121.0949859 14.0197044, 121.0949698 14.0197604, 121.0949644 14.0198085, 121.0949644 14.0198658)",,,
988212881,,,residential,,,False,True,60.43,"LINESTRING (121.0964906 14.0196081, 121.096739 14.019121)",,,
129387159,,,residential,,,False,False,32.008,"LINESTRING (121.096739 14.019121, 121.0964745 14.0189906)",,,
129387159,,,residential,,,False,True,137.555,"LINESTRING (121.096739 14.019121, 121.0978756 14.0196816)",,,
988212881,,,residential,,,False,False,60.43,"LINESTRING (121.096739 14.019121, 121.0964906 14.0196081)",,,
1150885072,2,Taal Lake Circumferential Road,unclassified,,4.4,True,False,53.514,"LINESTRING (121.0951434 14.0167828, 121.0949816 14.0171046, 121.0948624 14.0171471)",,,no
902148352,4,,unclassified,40,13.4,False,True,69.89,"LINESTRING (121.0948624 14.0171471, 121.0954201 14.0174669)",,,
1150885073,2,Taal Lake Circumferential Road,unclassified,,4.4,True,False,49.7,"LINESTRING (121.0948624 14.0171471, 121.0949026 14.0170672, 121.0950644 14.0167454)",,,no
"[1150885074, 1187066718]",2,Taal Lake Circumferential Road,unclassified,,,False,True,41.75,"LINESTRING (121.0948624 14.0171471, 121.094839 14.0171879, 121.0946748 14.0174755)",,,no
"[1150885074, 1187066718]",2,Taal Lake Circumferential Road,unclassified,,,False,False,41.75,"LINESTRING (121.0946748 14.0174755, 121.094839 14.0171879, 121.0948624 14.0171471)",,,no
1150887801,2,,tertiary,,,False,False,11.428,"LINESTRING (121.0990459 14.0149789, 121.099055 14.0149907, 121.0990624 14.0150035, 121.099068 14.0150171, 121.0990717 14.0150313, 121.0990735 14.0150459, 121.0990734 14.0150606, 121.0990712 14.0150751)",,circular,
1150887801,2,,tertiary,,,False,True,27.728,"LINESTRING (121.0990459 14.0149789, 121.0990354 14.0149684, 121.0990235 14.0149594, 121.0990105 14.0149519, 121.0989966 14.0149461, 121.098982 14.0149421, 121.098967 14.01494, 121.0989519 14.0149399, 121.0989369 14.0149416, 121.0989223 14.0149452, 121.0989082 14.0149507, 121.098895 14.0149578, 121.0988829 14.0149666, 121.0988721 14.0149769, 121.0988627 14.0149884, 121.098855 14.015001, 121.0988491 14.0150145, 121.098845 14.0150286)",,circular,
1150887801,2,,tertiary,,,False,False,12.044999999999998,"LINESTRING (121.0990712 14.0150751, 121.0990675 14.0150881, 121.0990622 14.0151007, 121.0990554 14.0151125, 121.0990471 14.0151234, 121.0990376 14.0151333, 121.0990269 14.015142, 121.0990152 14.0151494, 121.0990027 14.0151554)",,circular,
1150887801,2,,tertiary,,,False,True,11.427999999999999,"LINESTRING (121.0990712 14.0150751, 121.0990734 14.0150606, 121.0990735 14.0150459, 121.0990717 14.0150313, 121.099068 14.0150171, 121.0990624 14.0150035, 121.099055 14.0149907, 121.0990459 14.0149789)",,circular,
1150887800,2,,tertiary,,,False,True,85.688,"LINESTRING (121.098845 14.0150286, 121.0986253 14.0148465, 121.0982306 14.0145404)",,,
1150887801,2,,tertiary,,,False,False,27.728000000000005,"LINESTRING (121.098845 14.0150286, 121.0988491 14.0150145, 121.098855 14.015001, 121.0988627 14.0149884, 121.0988721 14.0149769, 121.0988829 14.0149666, 121.098895 14.0149578, 121.0989082 14.0149507, 121.0989223 14.0149452, 121.0989369 14.0149416, 121.0989519 14.0149399, 121.098967 14.01494, 121.098982 14.0149421, 121.0989966 14.0149461, 121.0990105 14.0149519, 121.0990235 14.0149594, 121.0990354 14.0149684, 121.0990459 14.0149789)",,circular,
1150887801,2,,tertiary,,,False,True,27.127000000000002,"LINESTRING (121.098845 14.0150286, 121.0988429 14.015042, 121.0988425 14.0150556, 121.0988438 14.0150691, 121.0988468 14.0150823, 121.0988514 14.0150951, 121.0988575 14.0151073, 121.0988651 14.0151186, 121.0988741 14.015129, 121.0988843 14.0151383, 121.0988956 14.0151463, 121.0989078 14.0151529, 121.0989207 14.015158, 121.0989341 14.0151616, 121.098948 14.0151636, 121.0989619 14.015164, 121.0989758 14.0151627, 121.0989895 14.0151599, 121.0990027 14.0151554)",,circular,
988209264,,,residential,,,False,True,52.261,"LINESTRING (121.0955757 14.0163139, 121.0957476 14.016376, 121.0960244 14.0164907)",,,
