osmid,oneway,lanes,ref,name,highway,maxspeed,width,reversed,length,geometry,access,tunnel
107396684,False,2,,Road 3,residential,,,False,55.724,"LINESTRING (121.016301 14.6024596, 121.0168108 14.6023715)",,
107396684,False,2,,Road 3,residential,,,True,21.248,"LINESTRING (121.016301 14.6024596, 121.0161055 14.6024327)",,
8652886,False,,,C. Buenviaje Street,residential,,,False,201.39399999999998,"LINESTRING (121.016301 14.6024596, 121.0165444 14.60272, 121.0167232 14.6029048, 121.017286 14.6034341, 121.0173124 14.6034461, 121.0173451 14.6034478, 121.0176657 14.6034307, 121.0177034 14.603419, 121.0177362 14.6033972)",,
8652886,False,,,C. Buenviaje Street,residential,,,True,201.394,"LINESTRING (121.0177362 14.6033972, 121.0177034 14.603419, 121.0176657 14.6034307, 121.0173451 14.6034478, 121.0173124 14.6034461, 121.017286 14.6034341, 121.0167232 14.6029048, 121.0165444 14.60272, 121.016301 14.6024596)",,
8652887,False,,,P. Hintoloroso Street,residential,,,False,153.291,"LINESTRING (121.0177362 14.6033972, 121.0173428 14.6029995, 121.0168907 14.6025657, 121.0168549 14.6025149, 121.0168326 14.6024686, 121.0168108 14.6023715)",,
8652887,False,,,P. Hintoloroso Street,residential,,,True,73.043,"LINESTRING (121.0177362 14.6033972, 121.0178776 14.6035481, 121.0181929 14.6038832)",,
120495019,False,,,Baldovino Street,residential,,,False,92.079,"LINESTRING (121.0181929 14.6038832, 121.0175354 14.6044132)",,
120495019,False,,,Baldovino Street,residential,,,True,70.921,"LINESTRING (121.0181929 14.6038832, 121.018697 14.6034723)",,
8652887,False,,,P. Hintoloroso Street,residential,,,False,73.043,"LINESTRING (121.0181929 14.6038832, 121.0178776 14.6035481, 121.0177362 14.6033972)",,
107396684,False,2,,Road 3,residential,,,True,44.698,"LINESTRING (121.0172184 14.602294, 121.0168108 14.6023715)",,
8652888,False,,,Road 4,residential,,,False,169.358,"LINESTRING (121.0172184 14.602294, 121.0172349 14.6023439, 121.0172466 14.6023758, 121.0172687 14.6024153, 121.0179414 14.6030963, 121.0179878 14.6031231, 121.0180398 14.6031277, 121.0183954 14.603083)",,
"[120494978, 107396684]",False,2,,"['Road 2', 'Road 3']",residential,,,"[False, True]",175.943,"LINESTRING (121.0172184 14.602294, 121.0176879 14.602199, 121.017978 14.6025648, 121.0183954 14.603083)",,
120494978,False,,,Road 2,residential,,,True,54.102,"LINESTRING (121.0183954 14.603083, 121.018697 14.6034723)",,
8652888,False,,,Road 4,residential,,,True,169.358,"LINESTRING (121.0183954 14.603083, 121.0180398 14.6031277, 121.0179878 14.6031231, 121.0179414 14.6030963, 121.0172687 14.6024153, 121.0172466 14.6023758, 121.0172349 14.6023439, 121.0172184 14.602294)",,
"[120494978, 107396684]",False,2,,"['Road 2', 'Road 3']",residential,,,"[False, True]",175.943,"LINESTRING (121.0183954 14.603083, 121.017978 14.6025648, 121.0176879 14.602199, 121.0172184 14.602294)",,
120494978,False,,,Road 2,residential,,,False,54.102,"LINESTRING (121.018697 14.6034723, 121.0183954 14.603083)",,
120495019,False,,,Baldovino Street,residential,,,False,70.921,"LINESTRING (121.018697 14.6034723, 121.0181929 14.6038832)",,
1111947799,False,,,Baldovino Street,residential,,,False,13.419,"LINESTRING (121.018697 14.6034723, 121.0187919 14.603394)",,
"[29374209, 1264698452]",False,2,,Guadalcanal Street,residential,,,False,111.087,"LINESTRING (121.0192624 14.6014721, 121.0190472 14.601413, 121.0190285 14.601408, 121.0182748 14.6011813)",,
8652897,False,,,1st Street,residential,,,False,131.359,"LINESTRING (121.0170263 14.6007937, 121.0166643 14.6019219)",,
29374209,False,2,,Guadalcanal Street,residential,,,False,38.537,"LINESTRING (121.0170263 14.6007937, 121.0166834 14.6006937)",,
29374209,False,2,,Guadalcanal Street,residential,,,True,35.561,"LINESTRING (121.0170263 14.6007937, 121.0173391 14.6008969)",,
29374209,False,2,,Guadalcanal Street,residential,,,True,38.537,"LINESTRING (121.0166834 14.6006937, 121.0170263 14.6007937)",,
107396682,True,3,183,Victorino Mapa Street,primary,60,,False,203.126,"LINESTRING (121.0166834 14.6006937, 121.0166351 14.6008376, 121.0165854 14.6009855, 121.01654 14.6011329, 121.0164368 14.6014402, 121.0162537 14.6019854, 121.0162138 14.6021057, 121.0161055 14.6024327)",,
8652898,False,,,2nd Street,residential,,,False,111.846,"LINESTRING (121.017022 14.6018548, 121.0173391 14.6008969)",,
8652898,False,,,2nd Street,residential,,,True,111.846,"LINESTRING (121.0173391 14.6008969, 121.017022 14.6018548)",,
29374209,False,2,,Guadalcanal Street,residential,,,False,35.561,"LINESTRING (121.0173391 14.6008969, 121.0170263 14.6007937)",,
29374209,False,2,,Guadalcanal Street,residential,,,True,34.376,"LINESTRING (121.0173391 14.6008969, 121.0176439 14.6009895)",,
8652899,False,,,3rd Street,residential,,,False,93.69,"LINESTRING (121.0176439 14.6009895, 121.0173789 14.6017921)",,
29374209,False,2,,Guadalcanal Street,residential,,,False,34.376,"LINESTRING (121.0176439 14.6009895, 121.0173391 14.6008969)",,
29374209,False,2,,Guadalcanal Street,residential,,,True,34.369,"LINESTRING (121.0176439 14.6009895, 121.0179486 14.6010822)",,
8652899,False,,,3rd Street,residential,,,True,93.69,"LINESTRING (121.0173789 14.6017921, 121.0176439 14.6009895)",,
8652900,False,,,4th Street,residential,,,False,73.295,"LINESTRING (121.0179486 14.6010822, 121.0177579 14.601715)",,
29374209,False,2,,Guadalcanal Street,residential,,,False,34.369,"LINESTRING (121.0179486 14.6010822, 121.0176439 14.6009895)",,
29374209,False,2,,Guadalcanal Street,residential,,,True,36.789,"LINESTRING (121.0179486 14.6010822, 121.0182333 14.6011687, 121.0182748 14.6011813)",,
8652900,False,,,4th Street,residential,,,True,73.295,"LINESTRING (121.0177579 14.601715, 121.0179486 14.6010822)",,
8652901,False,,,5th Street,residential,,,False,54.947,"LINESTRING (121.0182748 14.6011813, 121.0181243 14.6016535)",,
29374209,False,2,,Guadalcanal Street,residential,,,False,36.789,"LINESTRING (121.0182748 14.6011813, 121.0182333 14.6011687, 121.0179486 14.6010822)",,
"[29374209, 1264698452]",False,2,,Guadalcanal Street,residential,,,True,111.08699999999999,"LINESTRING (121.0182748 14.6011813, 121.0190285 14.601408, 121.0190472 14.601413, 121.0192624 14.6014721)",,
28788771,False,2,,Santol Street,tertiary,40,,True,27.667,"LINESTRING (121.013503 14.6025512, 121.0135988 14.6027821)",,
126342430,False,2,,Santol Street,tertiary,40,,True,18.932,"LINESTRING (121.013503 14.6025512, 121.0134318 14.6023955)",,
136822578,True,3,180,Magsaysay Boulevard,primary,60,,False,197.965,"LINESTRING (121.013503 14.6025512, 121.0116703 14.6023953)",,
10853062,False,2,,Sociego Street,residential,,,True,107.078,"LINESTRING (121.0140992 14.6039175, 121.014605 14.6039525, 121.0150918 14.6039861)",,
28788771,False,2,,Santol Street,tertiary,40,,False,127.832,"LINESTRING (121.0140992 14.6039175, 121.0139135 14.6035079, 121.0136326 14.6028603)",,
28788771,False,2,,Santol Street,tertiary,40,,True,169.301,"LINESTRING (121.0140992 14.6039175, 121.0141978 14.6041451, 121.0142151 14.6042031, 121.0142231 14.6042638, 121.0142182 14.6044347, 121.014179 14.6047797, 121.0141236 14.6054136)",,
10853062,False,2,,Sociego Street,residential,,,False,25.705,"LINESTRING (121.0153298 14.604006, 121.0150918 14.6039861)",,
10853062,False,2,,Sociego Street,residential,,,True,120.428,"LINESTRING (121.0153298 14.604006, 121.0157973 14.6040443, 121.016445 14.6040974)",,
10853062,False,2,,Sociego Street,residential,,,False,120.428,"LINESTRING (121.016445 14.6040974, 121.0157973 14.6040443, 121.0153298 14.604006)",,
10853062,False,2,,Sociego Street,residential,,,True,57.192,"LINESTRING (121.016445 14.6040974, 121.0168064 14.6041158, 121.0168646 14.6041126, 121.0169058 14.6041017, 121.0169691 14.6040761)",,
4970340,True,4,180,Magsaysay Boulevard,primary,60,,False,165.38299999999998,"LINESTRING (121.0169691 14.6040761, 121.016876 14.6039748, 121.0165914 14.6037002, 121.0160418 14.6031464, 121.0159593 14.6030731, 121.0158908 14.6030173)",,
10853062,False,2,,Sociego Street,residential,,,False,57.192,"LINESTRING (121.0169691 14.6040761, 121.0169058 14.6041017, 121.0168646 14.6041126, 121.0168064 14.6041158, 121.016445 14.6040974)",,
28788771,False,2,,Santol Street,tertiary,40,,False,27.667,"LINESTRING (121.0135988 14.6027821, 121.013503 14.6025512)",,
28788771,False,2,,Santol Street,tertiary,40,,True,9.425,"LINESTRING (121.0135988 14.6027821, 121.0136326 14.6028603)",,
160192346,False,2,,Mangga Avenue,residential,,,False,162.073,"LINESTRING (121.0135988 14.6027821, 121.0135154 14.6028037, 121.0134552 14.6028133, 121.0133992 14.6028139, 121.0131772 14.602811, 121.0125627 14.6027516, 121.0125375 14.6027532, 121.0125135 14.6027556, 121.0124952 14.6027678, 121.012479 14.6027853, 121.012323 14.6031072)",,
"[780755505, 10267170]",False,2,,Old Santa Mesa Street,secondary,50,9,False,165.834,"LINESTRING (121.0185013 14.600678, 121.0192859 14.6009142, 121.0193464 14.6009332, 121.0196194 14.6010212, 121.0198147 14.6010805, 121.0198768 14.6011034, 121.0199472 14.6011397, 121.0199607 14.60115)",,
"[923226200, 10267170, 706706677]",False,2,,Old Santa Mesa Street,secondary,50,9,True,191.646,"LINESTRING (121.0185013 14.600678, 121.0183999 14.6006462, 121.0183164 14.6006201, 121.0180481 14.60053, 121.0169426 14.6001975, 121.0168077 14.600146)",,
"[262233078, 13866854, 923226863]",False,2,,"['Valenzuela Street', 'Damka Street']",residential,20,,False,291.637,"LINESTRING (121.0185013 14.600678, 121.0185745 14.600523, 121.0186395 14.6004562, 121.0188262 14.6002981, 121.0191873 14.6000213, 121.0192309 14.5999993, 121.0192636 14.5999965, 121.0192677 14.599733, 121.0192763 14.5996835, 121.0192778 14.5995281, 121.0192704 14.5993537, 121.0192079 14.5991279, 121.0191622 14.598925, 121.0191115 14.5986977, 121.0190845 14.5984212)",yes,
"[24509080, 1068885503]",False,1,,Valenzuela Street,residential,20,,True,190.98600000000002,"LINESTRING (121.0190845 14.5984212, 121.0190515 14.5983392, 121.0190111 14.5982418, 121.0189718 14.5981553, 121.0189424 14.5981164, 121.018893 14.5980795, 121.0186896 14.5979823, 121.0185326 14.5979347, 121.0182868 14.597864, 121.0176542 14.597675, 121.0176006 14.5976601)",,
"[13866854, 262233078, 923226863]",False,2,,"['Valenzuela Street', 'Damka Street']",residential,20,,True,291.637,"LINESTRING (121.0190845 14.5984212, 121.0191115 14.5986977, 121.0191622 14.598925, 121.0192079 14.5991279, 121.0192704 14.5993537, 121.0192778 14.5995281, 121.0192763 14.5996835, 121.0192677 14.599733, 121.0192636 14.5999965, 121.0192309 14.5999993, 121.0191873 14.6000213, 121.0188262 14.6002981, 121.0186395 14.6004562, 121.0185745 14.600523, 121.0185013 14.600678)",yes,
1121111713,True,3,183,Victorino Mapa Street,primary,60,,False,31.228,"LINESTRING (121.0158621 14.6028102, 121.0159508 14.6025428)",,
1121111714,True,3,180,Magsaysay Boulevard,primary,60,,False,11.65,"LINESTRING (121.0158621 14.6028102, 121.0159493 14.6028723)",,
"[13866859, 805198999]",True,3,183,Victorino Mapa Street,primary,60,,False,63.372,"LINESTRING (121.0165751 14.6006599, 121.0166204 14.6005188, 121.0167083 14.6002582, 121.0167501 14.6002045, 121.0168077 14.600146)",,
107396685,False,,,Guadalcanal Street,residential,,,False,86.61500000000001,"LINESTRING (121.0165751 14.6006599, 121.0162333 14.6005537, 121.0161062 14.60053, 121.0159959 14.6005207, 121.0158895 14.6005217, 121.0157907 14.6005322)",,
160192346,False,2,,Mangga Avenue,residential,,,True,162.073,"LINESTRING (121.012323 14.6031072, 121.012479 14.6027853, 121.0124952 14.6027678, 121.0125135 14.6027556, 121.0125375 14.6027532, 121.0125627 14.6027516, 121.0131772 14.602811, 121.0133992 14.6028139, 121.0134552 14.6028133, 121.0135154 14.6028037, 121.0135988 14.6027821)",,
729164041,True,3,141,Valenzuela Street,primary,50,7.4,False,45.281,"LINESTRING (121.0163207 14.5974082, 121.0165074 14.5974394, 121.016733 14.597489)",,
1193896447,False,,,Reposo Street,residential,,,True,75.497,"LINESTRING (121.0159657 14.5998747, 121.0157907 14.6005322)",,
24247758,True,2,,Reposo Street,unclassified,40,7.6,False,94.906,"LINESTRING (121.0159657 14.5998747, 121.0160414 14.59966, 121.0161522 14.5993005, 121.0162437 14.5990651)",,
"[1018627463, 107396681, 1148489399]",True,2,,Old Santa Mesa Street,primary,50,9,False,323.74800000000005,"LINESTRING (121.0159657 14.5998747, 121.0156312 14.5997826, 121.0156115 14.5997773, 121.0155902 14.5997713, 121.0154847 14.5997363, 121.0154797 14.5997346, 121.0154316 14.5997186, 121.015105 14.599605, 121.0150421 14.5995929, 121.0149687 14.5995967, 121.0149029 14.5996164, 121.0148172 14.5996653, 121.0146437 14.5997886, 121.014437 14.5999357, 121.0143182 14.6000202, 121.0143037 14.6000305, 121.0141588 14.6001336, 121.0140995 14.600177, 121.0139805 14.600264, 121.0133643 14.6006894)",,
820063578,True,3,141,Valenzuela Street,primary,50,7.4,False,95.27799999999999,"LINESTRING (121.016733 14.597489, 121.0171101 14.5975634, 121.0176006 14.5976601)",,
107396685,False,,,Guadalcanal Street,residential,,,True,67.525,"LINESTRING (121.0144928 14.6024859, 121.0145049 14.6023827, 121.0145174 14.6023101, 121.0145419 14.6022502, 121.0145723 14.602207, 121.0146134 14.6021595, 121.0146789 14.602106, 121.0147407 14.6020605, 121.0148254 14.6020164)",,
161754857,True,3,180,Magsaysay Boulevard,primary,60,,False,115.114,"LINESTRING (121.0144928 14.6024859, 121.0150662 14.6025617, 121.0151919 14.6025847, 121.0154064 14.6026369, 121.0155428 14.602675)",,
107396685,False,,,Guadalcanal Street,residential,,,False,28.068,"LINESTRING (121.0155916 14.6006115, 121.0153825 14.6007624)",,
107396685,False,,,Guadalcanal Street,residential,,,True,23.227,"LINESTRING (121.0155916 14.6006115, 121.0157088 14.6005582, 121.0157833 14.600533, 121.0157907 14.6005322)",,
24247933,False,2,,Pinagbuklod Street,residential,,,False,117.441,"LINESTRING (121.0153825 14.6007624, 121.0164168 14.6010996)",,
107396685,False,,,Guadalcanal Street,residential,,,True,28.068,"LINESTRING (121.0153825 14.6007624, 121.0155916 14.6006115)",,
107396685,False,,,Guadalcanal Street,residential,,,False,44.623999999999995,"LINESTRING (121.0153825 14.6007624, 121.0152244 14.6008985, 121.0151687 14.6009746, 121.0151278 14.60107)",,
24247912,False,2,,Pagkakaisa Street,residential,,,False,133.382,"LINESTRING (121.0151278 14.60107, 121.016305 14.6014457)",,
107396685,False,,,Guadalcanal Street,residential,,,False,37.603,"LINESTRING (121.0151278 14.60107, 121.015026 14.6013935)",,
107396685,False,,,Guadalcanal Street,residential,,,True,44.623999999999995,"LINESTRING (121.0151278 14.60107, 121.0151687 14.6009746, 121.0152244 14.6008985, 121.0153825 14.6007624)",,
24247890,False,2,,Pag-Asa Street,residential,,,True,133.601,"LINESTRING (121.0149298 14.6016936, 121.0161141 14.6020544)",,
107396685,False,,,Guadalcanal Street,residential,,,False,37.611,"LINESTRING (121.0149298 14.6016936, 121.0148254 14.6020164)",,
107396685,False,,,Guadalcanal Street,residential,,,True,34.938,"LINESTRING (121.0149298 14.6016936, 121.015026 14.6013935)",,
563391736,True,,,Pag-asa Extension,residential,,,False,239.27,"LINESTRING (121.0149298 14.6016936, 121.0146738 14.60161, 121.0145788 14.6015788, 121.0145652 14.6015683, 121.0145569 14.6015542, 121.0145542 14.6015414, 121.014556 14.6015264, 121.0146596 14.6011686, 121.0147764 14.6008227, 121.0148355 14.6007358, 121.0148951 14.6006592, 121.0150949 14.6004662, 121.0151245 14.6004503, 121.0151529 14.6004414, 121.0151855 14.6004399, 121.0152217 14.6004449, 121.0155916 14.6006115)",,
13866859,True,3,183,Victorino Mapa Street,primary,60,,False,34.996,"LINESTRING (121.016208 14.6017461, 121.016305 14.6014457)",,
24247907,False,2,,Masikap Street,residential,,,True,133.094,"LINESTRING (121.016208 14.6017461, 121.015026 14.6013935)",,
24247912,False,2,,Pagkakaisa Street,residential,,,True,133.382,"LINESTRING (121.016305 14.6014457, 121.0151278 14.60107)",,
13866859,True,3,183,Victorino Mapa Street,primary,60,,False,40.321,"LINESTRING (121.016305 14.6014457, 121.0163177 14.6014064, 121.0164168 14.6010996)",,
13866859,True,3,183,Victorino Mapa Street,primary,60,,False,51.775,"LINESTRING (121.0164168 14.6010996, 121.0165751 14.6006599)",,
24247933,False,2,,Pinagbuklod Street,residential,,,True,117.441,"LINESTRING (121.0164168 14.6010996, 121.0153825 14.6007624)",,
107396685,False,,,Guadalcanal Street,residential,,,True,37.611,"LINESTRING (121.0148254 14.6020164, 121.0149298 14.6016936)",,
"[1070476729, 24247886]",False,"['1', '2']",,Tagumpay Street,residential,,,True,133.493,"LINESTRING (121.0148254 14.6020164, 121.0156458 14.6022283, 121.0158379 14.6022803, 121.0160259 14.6023181)",,
107396685,False,,,Guadalcanal Street,residential,,,False,67.525,"LINESTRING (121.0148254 14.6020164, 121.0147407 14.6020605, 121.0146789 14.602106, 121.0146134 14.6021595, 121.0145723 14.602207, 121.0145419 14.6022502, 121.0145174 14.6023101, 121.0145049 14.6023827, 121.0144928 14.6024859)",,
13866859,True,3,183,Victorino Mapa Street,primary,60,,False,35.739,"LINESTRING (121.0161141 14.6020544, 121.016208 14.6017461)",,
24247890,False,2,,Pag-Asa Street,residential,,,False,133.601,"LINESTRING (121.0161141 14.6020544, 121.0149298 14.6016936)",,
13866859,True,3,183,Victorino Mapa Street,primary,60,,False,30.82,"LINESTRING (121.0160259 14.6023181, 121.0161083 14.6020719, 121.0161141 14.6020544)",,
"[1070476729, 24247886]",False,"['1', '2']",,Tagumpay Street,residential,,,False,133.493,"LINESTRING (121.0160259 14.6023181, 121.0158379 14.6022803, 121.0156458 14.6022283, 121.0148254 14.6020164)",,
24247907,False,2,,Masikap Street,residential,,,False,133.094,"LINESTRING (121.015026 14.6013935, 121.016208 14.6017461)",,
107396685,False,,,Guadalcanal Street,residential,,,False,34.938,"LINESTRING (121.015026 14.6013935, 121.0149298 14.6016936)",,
107396685,False,,,Guadalcanal Street,residential,,,True,37.603,"LINESTRING (121.015026 14.6013935, 121.0151278 14.60107)",,
107396684,False,2,,Road 3,residential,,,False,44.698,"LINESTRING (121.0168108 14.6023715, 121.0172184 14.602294)",,
107396684,False,2,,Road 3,residential,,,True,55.724,"LINESTRING (121.0168108 14.6023715, 121.016301 14.6024596)",,
8652887,False,,,P. Hintoloroso Street,residential,,,True,153.291,"LINESTRING (121.0168108 14.6023715, 121.0168326 14.6024686, 121.0168549 14.6025149, 121.0168907 14.6025657, 121.0173428 14.6029995, 121.0177362 14.6033972)",,
8652897,False,,,1st Street,residential,,,True,131.359,"LINESTRING (121.0166643 14.6019219, 121.0170263 14.6007937)",,
24247764,False,2,,Peralta Street,residential,20,,False,47.53,"LINESTRING (121.0162437 14.5990651, 121.0166628 14.5992001)",yes,
24247758,True,2,,Reposo Street,unclassified,40,7.6,False,183.021,"LINESTRING (121.0162437 14.5990651, 121.0164195 14.5985155, 121.0164989 14.5982215, 121.0166087 14.597884, 121.0167104 14.597559, 121.016733 14.597489)",,
185227305,False,2,,L. Roces Street,tertiary,,,True,34.998,"LINESTRING (121.0121382 14.606199, 121.0119268 14.6059598)",,
8652885,True,1,,,primary_link,,,False,48.222,"LINESTRING (121.0155428 14.602675, 121.0156584 14.6026782, 121.0157145 14.6026755, 121.0157685 14.6026588, 121.0158149 14.6026395, 121.0158644 14.6026113, 121.0159508 14.6025428)",,
820063581,True,3,180,Magsaysay Boulevard,primary,60,,False,37.524,"LINESTRING (121.0155428 14.602675, 121.0157447 14.6027545, 121.0158621 14.6028102)",,
1090956392,True,2,141,Paco-Santa Mesa Road,primary,50,,False,141.782,"LINESTRING (121.0137363 14.5979718, 121.0137686 14.5980513, 121.0138081 14.5981228, 121.0138404 14.5981798, 121.0138808 14.59824, 121.0139386 14.5982964, 121.0140162 14.5983637, 121.0141498 14.5984714, 121.014344 14.5986118, 121.0146716 14.5988366)",,
13866859,True,3,183,Victorino Mapa Street,primary,60,,False,26.26,"LINESTRING (121.0159508 14.6025428, 121.0160259 14.6023181)",,
1076442002,False,4,,Old Santa Mesa Street,primary,50,9,False,11.267,"LINESTRING (121.0132931 14.6007637, 121.0133643 14.6006894)",,
4588647,False,2,,Old Santa Mesa Street,primary,50,9,True,144.615,"LINESTRING (121.0132931 14.6007637, 121.0131997 14.6008482, 121.0130436 14.6009956, 121.0126673 14.601354, 121.0125199 14.6014975, 121.0124614 14.6015522, 121.0123323 14.601673)",,
160192382,False,2,,Teresa Street,tertiary,,,False,173.726,"LINESTRING (121.0132931 14.6007637, 121.0129938 14.6004916, 121.0128041 14.6002769, 121.0127833 14.6002529, 121.0122178 14.599601)",,
917450542,False,2,,Old Santa Mesa Street,primary,50,9,True,21.88,"LINESTRING (121.011885 14.602112, 121.0117583 14.6022659)",,
4588647,False,2,,Old Santa Mesa Street,primary,50,9,False,68.553,"LINESTRING (121.011885 14.602112, 121.012097 14.6019019, 121.0122617 14.6017417, 121.0123323 14.601673)",,
160192389,True,2,,Santol Extension,tertiary,,,False,177.586,"LINESTRING (121.011885 14.602112, 121.0120703 14.6021284, 121.0122131 14.6021405, 121.012516 14.6021608, 121.0132659 14.6022035, 121.0133529 14.6022581, 121.0134318 14.6023955)",,
126342430,False,2,,Santol Street,tertiary,40,,False,18.932,"LINESTRING (121.0134318 14.6023955, 121.013503 14.6025512)",,
161754857,True,3,180,Magsaysay Boulevard,primary,60,,False,114.61500000000001,"LINESTRING (121.0134318 14.6023955, 121.0138622 14.602428, 121.0140301 14.6024411, 121.0144928 14.6024859)",,
820063580,True,3,183,Victorino Mapa Street,primary,60,,False,17.916,"LINESTRING (121.0158032 14.6029609, 121.0158621 14.6028102)",,
"[1121111716, 1077747773, 1035321070]",True,4,180,Magsaysay Boulevard,primary,60,,False,253.91299999999998,"LINESTRING (121.0158032 14.6029609, 121.0157652 14.602939, 121.0156851 14.602894, 121.0155786 14.6028518, 121.0155543 14.6028422, 121.0151781 14.6027214, 121.0151352 14.602711, 121.0149647 14.6026884, 121.0147711 14.6026675, 121.0144861 14.6026319, 121.0140315 14.602589, 121.013503 14.6025512)",,
120495019,False,,,Baldovino Street,residential,,,True,92.079,"LINESTRING (121.0175354 14.6044132, 121.0181929 14.6038832)",,
