osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,width
345680547,residential,False,True,27.602,"LINESTRING (121.8143654 13.917593, 121.8143933 13.9176939, 121.8144677 13.9178182)",,,,,
"[681838370, 345680530]",primary,False,False,84.495,"LINESTRING (121.8143654 13.917593, 121.8143198 13.9175306, 121.8143091 13.9174762, 121.8143148 13.9174075, 121.814347 13.9173438, 121.8145804 13.9171004, 121.8146957 13.9169923)",2,610,Route 610,50,6.6
681838370,primary,False,True,24.321,"LINESTRING (121.8143654 13.917593, 121.8144288 13.9176428, 121.8144655 13.9176672, 121.8145051 13.9176934, 121.8145476 13.9177214)",2,610,Route 610,50,6.6
345680590,residential,False,True,61.631,"LINESTRING (121.8161716 13.915672, 121.8166032 13.9160349)",,,,,
345680611,residential,False,True,68.042,"LINESTRING (121.8161716 13.915672, 121.8159613 13.9154396, 121.8158658 13.9153352, 121.8157464 13.9152206)",,,,,
973256069,primary,False,False,91.107,"LINESTRING (121.8161716 13.915672, 121.816305 13.9156554, 121.8170138 13.9156222)",2,610,Route 610,50,6.6
"[345680523, 973256069]",primary,False,True,56.474000000000004,"LINESTRING (121.8161716 13.915672, 121.8161065 13.9157078, 121.8160187 13.9157638, 121.815901 13.9158657, 121.8157667 13.9159901)",2,610,Route 610,50,6.6
290509656,residential,False,False,49.404,"LINESTRING (121.8128916 13.9145785, 121.81303 13.9146638, 121.8131423 13.9147608, 121.8132416 13.9148613)",,,,,
290509656,residential,False,True,60.459,"LINESTRING (121.8128916 13.9145785, 121.8126196 13.9145424, 121.8124533 13.9144819, 121.8123678 13.9144178)",,,,,
345680592,residential,False,False,102.89,"LINESTRING (121.8128916 13.9145785, 121.8131628 13.9146335, 121.8133465 13.9146836, 121.8135135 13.9147338, 121.8136114 13.9147451, 121.8136875 13.9147351, 121.8137435 13.9147136, 121.8138072 13.9146752)",,,,,
290509664,residential,False,False,25.95,"LINESTRING (121.8138072 13.9146752, 121.8139658 13.9148506)",,,,,
345680550,residential,False,False,158.546,"LINESTRING (121.8138072 13.9146752, 121.8137951 13.9146016, 121.8137844 13.9145333, 121.813773 13.9144187, 121.813779 13.9143452, 121.8138119 13.9142879, 121.8138615 13.914255, 121.8139208 13.9142515, 121.8139914 13.9142767, 121.8140523 13.9143247, 121.814113 13.9143979, 121.8142112 13.9145323, 121.814286 13.9146127, 121.8143664 13.9146862, 121.8144415 13.9147357, 121.8145237 13.9147901, 121.8146092 13.9148522)",,,,,
345680592,residential,False,True,102.88999999999999,"LINESTRING (121.8138072 13.9146752, 121.8137435 13.9147136, 121.8136875 13.9147351, 121.8136114 13.9147451, 121.8135135 13.9147338, 121.8133465 13.9146836, 121.8131628 13.9146335, 121.8128916 13.9145785)",,,,,
345680564,residential,False,True,51.45,"LINESTRING (121.8146092 13.9148522, 121.8143047 13.9152082)",,,,,
345680550,residential,False,False,61.32599999999999,"LINESTRING (121.8146092 13.9148522, 121.8147312 13.9149629, 121.8148191 13.9151132, 121.814869 13.9151825, 121.8149163 13.9152366, 121.8149666 13.9152733)",,,,,
345680550,residential,False,True,158.546,"LINESTRING (121.8146092 13.9148522, 121.8145237 13.9147901, 121.8144415 13.9147357, 121.8143664 13.9146862, 121.814286 13.9146127, 121.8142112 13.9145323, 121.814113 13.9143979, 121.8140523 13.9143247, 121.8139914 13.9142767, 121.8139208 13.9142515, 121.8138615 13.914255, 121.8138119 13.9142879, 121.813779 13.9143452, 121.813773 13.9144187, 121.8137844 13.9145333, 121.8137951 13.9146016, 121.8138072 13.9146752)",,,,,
290509654,residential,False,False,44.93,"LINESTRING (121.8149666 13.9152733, 121.8146617 13.9155484)",,,,,
442528759,residential,False,False,62.64,"LINESTRING (121.8149666 13.9152733, 121.815381 13.9148789)",,,,,
345680550,residential,False,False,58.028000000000006,"LINESTRING (121.8149666 13.9152733, 121.8150806 13.9153306, 121.8152683 13.9154074, 121.8154494 13.9155018)",,,,,
345680550,residential,False,True,61.326,"LINESTRING (121.8149666 13.9152733, 121.8149163 13.9152366, 121.814869 13.9151825, 121.8148191 13.9151132, 121.8147312 13.9149629, 121.8146092 13.9148522)",,,,,
290509657,residential,False,False,65.832,"LINESTRING (121.8154494 13.9155018, 121.8150296 13.9159313)",,,,,
345680550,residential,False,False,6.188,"LINESTRING (121.8154494 13.9155018, 121.8154997 13.9155285)",,,,,
345680550,residential,False,True,58.028,"LINESTRING (121.8154494 13.9155018, 121.8152683 13.9154074, 121.8150806 13.9153306, 121.8149666 13.9152733)",,,,,
290509654,residential,False,True,44.93,"LINESTRING (121.8146617 13.9155484, 121.8149666 13.9152733)",,,,,
290509664,residential,False,False,58.219,"LINESTRING (121.8146617 13.9155484, 121.8150296 13.9159313)",,,,,
290509664,residential,False,True,54.018,"LINESTRING (121.8146617 13.9155484, 121.8144942 13.915398, 121.8143889 13.9152938, 121.8143047 13.9152082)",,,,,
290509657,residential,False,True,65.832,"LINESTRING (121.8150296 13.9159313, 121.8154494 13.9155018)",,,,,
290509664,residential,False,False,59.221,"LINESTRING (121.8150296 13.9159313, 121.8154114 13.9163138)",,,,,
