osmid,lanes,highway,oneway,reversed,length,ref,geometry,junction
234558222,2,residential,False,False,123.244,,"LINESTRING (117.6436294 9.0346355, 117.644133 9.033645)",
234558248,2,primary,False,False,48.405,490,"LINESTRING (117.6436294 9.0346355, 117.6432223 9.0344686)",
234558248,2,primary,False,True,106.98400000000001,490,"LINESTRING (117.6436294 9.0346355, 117.6436592 9.034648, 117.6443167 9.0349243, 117.6445252 9.0350137)",
1030251079,2,primary,True,False,5.834,490,"LINESTRING (117.6426629 9.0343267, 117.642613 9.0343447)",roundabout
57882744,2,primary,True,False,11.994,490,"LINESTRING (117.6426917 9.0340533, 117.6427266 9.0340948, 117.6427465 9.034145)",roundabout
1030251077,2,primary,True,False,11.443999999999999,490,"LINESTRING (117.6424112 9.0341633, 117.6424243 9.0341135, 117.642452 9.0340699)",roundabout
234558289,2,residential,False,True,106.783,,"LINESTRING (117.6427911 9.0323792, 117.6437634 9.0323911)",
57882745,2,primary,False,False,200.28500000000003,490,"LINESTRING (117.6427911 9.0323792, 117.6428345 9.0319398, 117.6428727 9.0315073, 117.6429773 9.0305875)",
57882745,2,primary,False,True,153.847,490,"LINESTRING (117.6427911 9.0323792, 117.6427426 9.0329337, 117.6427279 9.0331655, 117.6427044 9.0333503, 117.6426736 9.0336025, 117.6426327 9.0337516)",
234558289,2,residential,False,False,106.783,,"LINESTRING (117.6437634 9.0323911, 117.6427911 9.0323792)",
234558253,,residential,False,False,112.02000000000001,,"LINESTRING (117.6437634 9.0323911, 117.6444675 9.0324097, 117.6446667 9.0324295, 117.6447804 9.0324496)",
234558289,2,residential,False,True,241.692,,"LINESTRING (117.6437634 9.0323911, 117.6437426 9.0330705, 117.6437353 9.03316, 117.6437098 9.0332467, 117.6436265 9.0334806, 117.6435126 9.0337884, 117.6432223 9.0344686)",
234558222,2,residential,False,True,150.741,,"LINESTRING (117.6447804 9.0324496, 117.644133 9.033645)",
234558253,,residential,False,True,112.02000000000001,,"LINESTRING (117.6447804 9.0324496, 117.6446667 9.0324295, 117.6444675 9.0324097, 117.6437634 9.0323911)",
234558222,2,residential,False,False,150.741,,"LINESTRING (117.644133 9.033645, 117.6447804 9.0324496)",
234558222,2,residential,False,True,123.244,,"LINESTRING (117.644133 9.033645, 117.6436294 9.0346355)",
234558255,,residential,False,False,99.856,,"LINESTRING (117.644133 9.033645, 117.6449652 9.0340069)",
57882744,2,primary,True,False,29.183,490,"LINESTRING (117.642452 9.0340699, 117.6424919 9.0340367, 117.64254 9.034017, 117.642592 9.0340126, 117.6426452 9.0340249, 117.6426917 9.0340533)",roundabout
332655436,2,primary,True,False,40.955000000000005,490,"LINESTRING (117.642452 9.0340699, 117.6424771 9.0340357, 117.6425006 9.0340066, 117.6425174 9.033984, 117.6425395 9.0339542, 117.6425576 9.0339284, 117.6425724 9.0339059, 117.6425844 9.0338814, 117.6425972 9.0338549, 117.6426327 9.0337516)",
