osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,ref
106228779,True,2,Jagna Wharf Road,primary,30,False,40.202,"LINESTRING (124.3667934 9.6495288, 124.3668239 9.6493833, 124.366815 9.6493338, 124.3667735 9.649298, 124.3666692 9.6492639)",,
"[246784002, 246784003, 718033395]",False,,,residential,,True,122.63,"LINESTRING (124.3667934 9.6495288, 124.3668479 9.6495636, 124.3668571 9.6495695, 124.3669118 9.6496041, 124.3672354 9.649844, 124.3676878 9.6501905)",yes,
246783971,False,2,Tagbilaran East Road,primary,50,True,69.248,"LINESTRING (124.367754 9.651416, 124.367222 9.6510802)",,850
246784012,False,,,unclassified,,False,60.059,"LINESTRING (124.367754 9.651416, 124.3679666 9.6509182)",,
246784012,False,,,unclassified,,True,73.005,"LINESTRING (124.367754 9.651416, 124.3675787 9.6520494)",,
"[359756824, 246783971, 654868196]",False,2,Tagbilaran East Road,primary,50,False,69.59,"LINESTRING (124.367754 9.651416, 124.3678894 9.6514835, 124.368092 9.6515629, 124.3683429 9.6516472)",yes,850
"[246783970, 246783971, 106228767]",False,2,Tagbilaran East Road,primary,50,False,121.90100000000001,"LINESTRING (124.3662962 9.650473, 124.3663744 9.6505256, 124.3664831 9.6505956, 124.366544 9.6506328, 124.367222 9.6510802)",yes,850
679881771,False,2,Tagbilaran East Road,primary,50,True,107.31700000000001,"LINESTRING (124.3662962 9.650473, 124.3659489 9.6502381, 124.3655325 9.6499794, 124.365477 9.6499449)",,850
679881780,False,2,Jagna - Sierra Bullones Road,primary,,False,55.703,"LINESTRING (124.3662962 9.650473, 124.3662022 9.6506158, 124.366013 9.6508889)",,854
"[1044682916, 1044682919]",True,2,Jagna Wharf Road,primary,30,False,118.422,"LINESTRING (124.3662962 9.650473, 124.3664313 9.6502454, 124.366609 9.6499275, 124.3666593 9.6498177, 124.3667503 9.6496315, 124.3667934 9.6495288)",,
"[246784000, 246784001, 246784009]",False,,,residential,,False,132.941,"LINESTRING (124.366013 9.6508889, 124.3662462 9.6510559, 124.3663329 9.6511223, 124.3664292 9.6511957, 124.3669813 9.6516086)",yes,
679881780,False,2,Jagna - Sierra Bullones Road,primary,,False,365.979,"LINESTRING (124.366013 9.6508889, 124.3657765 9.6511125, 124.3657179 9.6511679, 124.3649787 9.6517466, 124.3637554 9.6525633, 124.3635491 9.6526632, 124.363288 9.6527588)",,854
679881780,False,2,Jagna - Sierra Bullones Road,primary,,True,55.703,"LINESTRING (124.366013 9.6508889, 124.3662022 9.6506158, 124.3662962 9.650473)",,854
679881780,False,2,Jagna - Sierra Bullones Road,primary,,False,93.54499999999999,"LINESTRING (124.363288 9.6527588, 124.3631584 9.6527715, 124.3629765 9.6527662, 124.3626347 9.6527444, 124.3624361 9.6527461)",,854
679881780,False,2,Jagna - Sierra Bullones Road,primary,,True,365.979,"LINESTRING (124.363288 9.6527588, 124.3635491 9.6526632, 124.3637554 9.6525633, 124.3649787 9.6517466, 124.3657179 9.6511679, 124.3657765 9.6511125, 124.366013 9.6508889)",,854
"[708174246, 1202496909, 1202496910]",False,,,residential,,False,184.61599999999996,"LINESTRING (124.363288 9.6527588, 124.3633046 9.6528944, 124.3633192 9.653018, 124.363334 9.6531422, 124.3633421 9.6532307, 124.3633568 9.6533299, 124.3633723 9.6534661, 124.3633803 9.6536406, 124.3633072 9.6537041, 124.3631382 9.6538396, 124.362984 9.6539797, 124.362874 9.6539996, 124.3627453 9.654071)",yes,
679881771,False,2,Tagbilaran East Road,primary,50,False,107.31700000000001,"LINESTRING (124.365477 9.6499449, 124.3655325 9.6499794, 124.3659489 9.6502381, 124.3662962 9.650473)",,850
679881771,False,2,Tagbilaran East Road,primary,50,True,186.106,"LINESTRING (124.365477 9.6499449, 124.3652919 9.6498163, 124.3651469 9.6496868, 124.3650082 9.6495185, 124.3644841 9.6486151)",,850
246784014,False,,,residential,,True,78.365,"LINESTRING (124.368043 9.6495789, 124.3676878 9.6501905)",,
246784007,False,,,residential,,False,93.161,"LINESTRING (124.3668092 9.650086, 124.3674843 9.6505949)",,
904068739,False,,,residential,,True,58.285,"LINESTRING (124.368348 9.650056, 124.3681346 9.6505361)",,
246784014,False,,,residential,,False,78.365,"LINESTRING (124.3676878 9.6501905, 124.368043 9.6495789)",,
246784014,False,,,residential,,True,50.197,"LINESTRING (124.3676878 9.6501905, 124.3674843 9.6505949)",,
718033395,False,,,residential,,True,62.255,"LINESTRING (124.3676878 9.6501905, 124.3681346 9.6505361)",,
"[246784003, 246784002, 718033395]",False,,,residential,,False,122.63,"LINESTRING (124.3676878 9.6501905, 124.3672354 9.649844, 124.3669118 9.6496041, 124.3668571 9.6495695, 124.3668479 9.6495636, 124.3667934 9.6495288)",yes,
246784012,False,,,unclassified,,True,46.307,"LINESTRING (124.3681346 9.6505361, 124.3679666 9.6509182)",,
718033395,False,,,residential,,False,62.255,"LINESTRING (124.3681346 9.6505361, 124.3676878 9.6501905)",,
904068739,False,,,residential,,False,58.285,"LINESTRING (124.3681346 9.6505361, 124.368348 9.650056)",,
"[246783996, 718033394, 904085644]",False,2,,unclassified,,True,76.40299999999999,"LINESTRING (124.3681346 9.6505361, 124.3683423 9.6506813, 124.3684682 9.6507585, 124.368727 9.6508962)",yes,
246784007,False,,,residential,,False,63.935,"LINESTRING (124.3674843 9.6505949, 124.3679666 9.6509182)",,
246784007,False,,,residential,,True,93.161,"LINESTRING (124.3674843 9.6505949, 124.3668092 9.650086)",,
246784014,False,,,residential,,False,50.197,"LINESTRING (124.3674843 9.6505949, 124.3676878 9.6501905)",,
246784014,False,,,residential,,True,61.146,"LINESTRING (124.3674843 9.6505949, 124.367222 9.6510802)",,
246783999,False,,,residential,,False,93.522,"LINESTRING (124.368727 9.6508962, 124.3683429 9.6516472)",,
"[904085644, 718033394, 246783996]",False,2,,unclassified,,False,76.40299999999999,"LINESTRING (124.368727 9.6508962, 124.3684682 9.6507585, 124.3683423 9.6506813, 124.3681346 9.6505361)",yes,
246783996,False,2,,unclassified,,True,101.063,"LINESTRING (124.368727 9.6508962, 124.3688857 9.650968, 124.3693308 9.6511345, 124.3694434 9.6511775, 124.369587 9.6512219)",,
246784007,False,,,residential,,True,63.935,"LINESTRING (124.3679666 9.6509182, 124.3674843 9.6505949)",,
246784012,False,,,unclassified,,False,46.307,"LINESTRING (124.3679666 9.6509182, 124.3681346 9.6505361)",,
246784012,False,,,unclassified,,True,60.059,"LINESTRING (124.3679666 9.6509182, 124.367754 9.651416)",,
246783971,False,2,Tagbilaran East Road,primary,50,False,69.248,"LINESTRING (124.367222 9.6510802, 124.367754 9.651416)",,850
246784014,False,,,residential,,False,61.146,"LINESTRING (124.367222 9.6510802, 124.3674843 9.6505949)",,
246784014,False,,,residential,,True,64.408,"LINESTRING (124.367222 9.6510802, 124.3669813 9.6516086)",,
