osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,ref
772606713,2,Purificacion Street,tertiary,False,False,57.301,,"LINESTRING (121.0540245 14.3120024, 121.0537704 14.3124551)",,
145889368,,Purificacion Street,residential,False,False,40.54,,"LINESTRING (121.0544658 14.3111721, 121.0542874 14.3114931)",,
145889370,2,San Pablo Street,residential,False,False,166.141,20,"LINESTRING (121.0544658 14.3111721, 121.0557043 14.3117633, 121.0558523 14.3118256)",,
772606713,2,Purificacion Street,tertiary,False,True,57.301,,"LINESTRING (121.0537704 14.3124551, 121.0540245 14.3120024)",,
796347524,4,Purificacion Street,tertiary,False,False,23.186,30,"LINESTRING (121.0537704 14.3124551, 121.053668 14.3126385)",,
1085909878,,Bernardo Hebron Street,residential,False,False,179.188,,"LINESTRING (121.0537704 14.3124551, 121.0552679 14.3131561)",,
"[145889384, 145889396, 145891231]",2,Dahlia Street,secondary,True,False,345.399,,"LINESTRING (121.0607227 14.3154493, 121.060768 14.3153739, 121.0608045 14.3153064, 121.0608394 14.3152242, 121.0608821 14.3151171, 121.0609806 14.3148825, 121.0610248 14.3147759, 121.0610526 14.3146966, 121.061067 14.314604, 121.0610761 14.314502, 121.061081 14.3144183, 121.0610645 14.3141344, 121.0610984 14.3139741, 121.0614052 14.3134171, 121.0616675 14.3130173, 121.0619716 14.3126716)",yes,
566483096,2,J. M. Loyola Street,secondary,False,False,62.25,40,"LINESTRING (121.0607227 14.3154493, 121.0606436 14.3152472, 121.0605616 14.3151049, 121.0604073 14.3150034)",,65
145889452,,,residential,False,False,101.453,,"LINESTRING (121.0611525 14.3167721, 121.0609802 14.316856, 121.0603552 14.3164564)",,
520011229,2,J. M. Loyola Street,secondary,True,False,154.223,40,"LINESTRING (121.0611525 14.3167721, 121.0610573 14.3165019, 121.0610399 14.3164544, 121.0607227 14.3154493)",,65
145889450,,Manabat Street,residential,False,True,67.268,,"LINESTRING (121.0588661 14.3136316, 121.0586317 14.3141923)",,
566483105,2,San Jose Street,secondary,True,False,123.899,30,"LINESTRING (121.0588661 14.3136316, 121.059902 14.3141154)",,
145889450,,Manabat Street,residential,False,False,85.164,,"LINESTRING (121.0588661 14.3136316, 121.0590416 14.3132727, 121.0592002 14.3129375)",,
145889450,,Manabat Street,residential,False,False,67.268,,"LINESTRING (121.0586317 14.3141923, 121.0588661 14.3136316)",,
145889450,,Manabat Street,residential,False,True,53.959,,"LINESTRING (121.0586317 14.3141923, 121.0584303 14.3146366)",,
566483099,2,J. M. Loyola Street,secondary,True,False,179.88299999999998,40,"LINESTRING (121.0586317 14.3141923, 121.057622 14.3137093, 121.0575828 14.3136915, 121.057537 14.3136699, 121.0575042 14.313655, 121.057185 14.3135102, 121.0571301 14.3134853)",,65
145889450,,Manabat Street,residential,False,False,53.959,,"LINESTRING (121.0584303 14.3146366, 121.0586317 14.3141923)",,
