osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name,width,bridge
"[835943602, 767876203]","['2', '4']",trunk,50,False,True,338.94599999999997,"LINESTRING (123.3644656 13.4574686, 123.3644012 13.4573634, 123.3643295 13.4572623, 123.364246 13.4571503, 123.3641509 13.4570567, 123.3638547 13.4568152, 123.3633093 13.4563204, 123.3627856 13.4558781, 123.3625668 13.4556825, 123.3623692 13.4555112, 123.3622198 13.4553586)",1,Maharlika Highway,"['13.4', '6.7']",
835943639,2,trunk_link,40,False,False,18.596999999999998,"LINESTRING (123.3644656 13.4574686, 123.3645344 13.4574708, 123.364578 13.4574656, 123.3646346 13.4574487)",,,6.7,
51538082,2,primary,50,False,False,78.488,"LINESTRING (123.3661691 13.4544833, 123.3661326 13.4544402, 123.3660744 13.454391, 123.3658591 13.4542383, 123.365825 13.454211, 123.3657589 13.4541649, 123.3657071 13.4540846, 123.3656856 13.4540335, 123.3656803 13.45399)",634,Rizal Street,6.7,
"[51538082, 835943605, 835943598]",2,primary,50,False,True,85.098,"LINESTRING (123.3661691 13.4544833, 123.3661979 13.4545335, 123.3662123 13.4545866, 123.3661785 13.4546686, 123.3661231 13.4547596, 123.3660479 13.454863, 123.3658439 13.4551294)",634,"['Rizal Street', 'Baao–Iriga Road', 'Baao - Iriga Road']",6.7,yes
"[895234776, 436923301, 895234775]",2,tertiary,40,False,True,127.15299999999999,"LINESTRING (123.3661691 13.4544833, 123.3662745 13.4544898, 123.3663478 13.4545303, 123.3663773 13.4545524, 123.3665199 13.4546543, 123.3668129 13.4548413, 123.3668552 13.454872, 123.3671449 13.4550934)",,,,yes
835943603,,residential,30,False,True,10.797,"LINESTRING (123.3666955 13.4524863, 123.3666949 13.4523892)",,,,
51538082,2,primary,50,False,False,57.288000000000004,"LINESTRING (123.3666955 13.4524863, 123.366765 13.4525037, 123.3669844 13.4526457, 123.367072 13.4526926, 123.3671606 13.4527244)",634,Rizal Street,6.7,
51538082,2,primary,50,False,True,88.36699999999999,"LINESTRING (123.3666955 13.4524863, 123.3666449 13.4524994, 123.3665986 13.4525236, 123.366522 13.4526302, 123.3664179 13.4527809, 123.3662036 13.4530999)",634,Rizal Street,6.7,
51538082,2,primary,50,False,False,52.893,"LINESTRING (123.3695294 13.4522066, 123.3698467 13.452169, 123.3700161 13.4521652)",634,Rizal Street,6.7,
51538082,2,primary,50,False,True,41.231,"LINESTRING (123.3695294 13.4522066, 123.3694276 13.4522195, 123.3691529 13.4522647)",634,Rizal Street,6.7,
347562891,,residential,30,False,True,73.583,"LINESTRING (123.3695294 13.4522066, 123.3695683 13.4523226, 123.3697773 13.4528226)",,,,
"[895225992, 347562788, 347562854]",,residential,30,False,False,266.239,"LINESTRING (123.3695294 13.4522066, 123.3693714 13.45176, 123.3692285 13.45158, 123.3691535 13.4514835, 123.3686896 13.4510639, 123.3682207 13.4506708, 123.3679727 13.4509319)",,,,yes
252416758,,residential,30,False,False,103.959,"LINESTRING (123.3637942 13.4549082, 123.3645493 13.4554868)",,,,
252416758,,residential,30,False,True,86.912,"LINESTRING (123.3637942 13.4549082, 123.3631519 13.4544384)",,,,
347562881,,residential,30,False,False,43.034,"LINESTRING (123.3637942 13.4549082, 123.3635447 13.4552097)",,,,
347562881,,residential,30,False,True,40.145,"LINESTRING (123.3637942 13.4549082, 123.3640247 13.4546252)",,,,
252416758,,residential,30,False,False,88.765,"LINESTRING (123.3645493 13.4554868, 123.3651834 13.4559937)",,,,
252416758,,residential,30,False,True,103.959,"LINESTRING (123.3645493 13.4554868, 123.3637942 13.4549082)",,,,
252416775,,tertiary,30,False,False,39.24,"LINESTRING (123.3645493 13.4554868, 123.3647758 13.4552111)",,,,
252416758,,residential,30,False,True,88.765,"LINESTRING (123.3651834 13.4559937, 123.3645493 13.4554868)",,,,
252416766,2,residential,30,False,False,115.626,"LINESTRING (123.3651834 13.4559937, 123.3660312 13.4566273)",,,,
835943598,2,primary,50,False,False,37.744,"LINESTRING (123.3651834 13.4559937, 123.365388 13.4557187)",634,Baao - Iriga Road,6.7,
835943598,2,primary,50,False,True,38.092,"LINESTRING (123.3651834 13.4559937, 123.3649724 13.456268)",634,Baao - Iriga Road,6.7,
252416760,,tertiary,30,False,False,38.383,"LINESTRING (123.3635642 13.4538778, 123.3637652 13.4535933)",,,,
252416760,,tertiary,30,False,True,37.602,"LINESTRING (123.3635642 13.4538778, 123.3633617 13.4541527)",,,,
252416769,2,residential,30,False,False,80.64,"LINESTRING (123.3635642 13.4538778, 123.3629951 13.4534092)",,,,
252416769,2,residential,30,False,True,91.194,"LINESTRING (123.3635642 13.4538778, 123.3642254 13.4543868)",,,,
347562907,,tertiary,30,False,True,39.145,"LINESTRING (123.3647829 13.452168, 123.3645765 13.4524572)",,,,
835943604,,tertiary,30,False,False,102.952,"LINESTRING (123.3647829 13.452168, 123.365579 13.4526757)",,,,
"[252416772, 347562813, 347562807]",2,residential,30,False,True,51.796,"LINESTRING (123.3647829 13.452168, 123.3646156 13.452052, 123.3645365 13.4519995, 123.3644014 13.4518872)",,,,yes
835943604,,tertiary,30,False,True,82.386,"LINESTRING (123.3662036 13.4530999, 123.365579 13.4526757)",,,,
51538082,2,primary,50,False,False,88.36699999999999,"LINESTRING (123.3662036 13.4530999, 123.3664179 13.4527809, 123.366522 13.4526302, 123.3665986 13.4525236, 123.3666449 13.4524994, 123.3666955 13.4524863)",634,Rizal Street,6.7,
51538082,2,primary,50,False,True,60.986000000000004,"LINESTRING (123.3662036 13.4530999, 123.3661629 13.4531642, 123.3659972 13.4534042, 123.3659751 13.4534397, 123.3658923 13.4535571)",634,Rizal Street,6.7,
252416761,,residential,30,False,False,50.833,"LINESTRING (123.3629744 13.4520508, 123.3633015 13.4523791)",,,,
252416761,,residential,30,False,True,34.868,"LINESTRING (123.3635385 13.4525917, 123.3633015 13.4523791)",,,,
252416771,,residential,30,False,False,88.056,"LINESTRING (123.3635385 13.4525917, 123.3641621 13.4520825)",,,,
252416771,,residential,30,False,True,73.72,"LINESTRING (123.3635385 13.4525917, 123.3630166 13.4530182)",,,,
"[252416761, 347562781, 347562886]",,residential,30,False,False,83.49199999999999,"LINESTRING (123.3635385 13.4525917, 123.3636764 13.452705, 123.363711 13.4527352, 123.3638412 13.4528281, 123.364157 13.4530398)",,,,yes
252416762,2,tertiary,30,False,False,33.117,"LINESTRING (123.3639791 13.4518437, 123.3641621 13.4520825)",,,,
895231147,,residential,30,False,False,34.365,"LINESTRING (123.3639791 13.4518437, 123.3642277 13.4516512)",,,,
895231147,,residential,30,False,True,94.414,"LINESTRING (123.3639791 13.4518437, 123.3633015 13.4523791)",,,,
252416762,2,tertiary,30,False,True,314.407,"LINESTRING (123.3639791 13.4518437, 123.3624366 13.4496293, 123.3623866 13.4495679, 123.3623106 13.4495587)",,,,
347562907,,tertiary,30,False,False,39.145,"LINESTRING (123.3645765 13.4524572, 123.3647829 13.452168)",,,,
347562907,,tertiary,30,False,True,15.222,"LINESTRING (123.3645765 13.4524572, 123.3644975 13.4525705)",,,,
"[252416762, 347562795, 347562797]",2,tertiary,30,False,True,61.86299999999999,"LINESTRING (123.3645765 13.4524572, 123.3644106 13.4523477, 123.3642777 13.4522374, 123.3642369 13.4521854, 123.3641621 13.4520825)",,,,yes
895231147,,residential,30,False,False,71.99,"LINESTRING (123.3627767 13.4527774, 123.3633015 13.4523791)",,,,
895231150,,residential,30,False,False,37.283,"LINESTRING (123.3627767 13.4527774, 123.3630166 13.4530182)",,,,
252416761,,residential,30,False,False,34.868,"LINESTRING (123.3633015 13.4523791, 123.3635385 13.4525917)",,,,
252416761,,residential,30,False,True,50.833,"LINESTRING (123.3633015 13.4523791, 123.3629744 13.4520508)",,,,
895231147,,residential,30,False,False,94.414,"LINESTRING (123.3633015 13.4523791, 123.3639791 13.4518437)",,,,
895231147,,residential,30,False,True,71.99,"LINESTRING (123.3633015 13.4523791, 123.3627767 13.4527774)",,,,
347562879,,residential,30,False,False,99.624,"LINESTRING (123.3661467 13.4519701, 123.365579 13.4526757)",,,,
835943603,,residential,30,False,False,75.408,"LINESTRING (123.3661467 13.4519701, 123.3666949 13.4523892)",,,,
"[347562801, 835943603, 895231147, 252416763]",,residential,30,False,True,289.08500000000004,"LINESTRING (123.3661467 13.4519701, 123.3661059 13.4519356, 123.3660569 13.4518704, 123.3659671 13.4516994, 123.3659157 13.4516386, 123.3657056 13.4515749, 123.3653573 13.4512873, 123.3651315 13.4509429, 123.3642277 13.4516512)",,,,yes
347562879,,residential,30,False,False,58.764,"LINESTRING (123.365579 13.4526757, 123.3652504 13.4530966)",,,,
347562879,,residential,30,False,True,99.624,"LINESTRING (123.365579 13.4526757, 123.3661467 13.4519701)",,,,
835943604,,tertiary,30,False,False,82.386,"LINESTRING (123.365579 13.4526757, 123.3662036 13.4530999)",,,,
835943604,,tertiary,30,False,True,102.952,"LINESTRING (123.365579 13.4526757, 123.3647829 13.452168)",,,,
347562879,,residential,30,False,False,29.735,"LINESTRING (123.3649063 13.4535323, 123.3647316 13.4537388)",,,,
347562879,,residential,30,False,True,61.09,"LINESTRING (123.3649063 13.4535323, 123.3652504 13.4530966)",,,,
347562886,,residential,30,False,True,97.802,"LINESTRING (123.3649063 13.4535323, 123.364157 13.4530398)",,,,
347562886,,residential,30,False,False,94.499,"LINESTRING (123.3649063 13.4535323, 123.365115 13.453675, 123.3653063 13.4537977, 123.3654768 13.4539109, 123.3656313 13.4540065)",,,,
252416770,,residential,30,False,False,99.111,"LINESTRING (123.3644741 13.4540806, 123.3651961 13.4546296)",,,,
252416770,,residential,30,False,True,93.879,"LINESTRING (123.3644741 13.4540806, 123.3637652 13.4535933)",,,,
347562881,,residential,30,False,False,43.389,"LINESTRING (123.3644741 13.4540806, 123.3642254 13.4543868)",,,,
"[347562881, 347562879, 347562809]",,residential,30,False,True,47.253,"LINESTRING (123.3644741 13.4540806, 123.3646372 13.4538387, 123.3647057 13.4537656, 123.3647316 13.4537388)",,,,yes
347562881,,residential,30,False,False,40.145,"LINESTRING (123.3640247 13.4546252, 123.3637942 13.4549082)",,,,
347562881,,residential,30,False,True,34.261,"LINESTRING (123.3640247 13.4546252, 123.3642254 13.4543868)",,,,
436923300,2,residential,30,False,False,88.889,"LINESTRING (123.3640247 13.4546252, 123.3633617 13.4541527)",,,,
436923300,2,residential,30,False,True,104.126,"LINESTRING (123.3640247 13.4546252, 123.3647758 13.4552111)",,,,
252416760,,tertiary,30,False,False,37.602,"LINESTRING (123.3633617 13.4541527, 123.3635642 13.4538778)",,,,
252416760,,tertiary,30,False,True,39.038,"LINESTRING (123.3633617 13.4541527, 123.3631519 13.4544384)",,,,
436923300,2,residential,30,False,False,112.926,"LINESTRING (123.3633617 13.4541527, 123.3625723 13.4534879)",,,,
436923300,2,residential,30,False,True,88.889,"LINESTRING (123.3633617 13.4541527, 123.3640247 13.4546252)",,,,
436923300,2,residential,30,False,True,112.926,"LINESTRING (123.3625723 13.4534879, 123.3633617 13.4541527)",,,,
895231148,2,residential,30,False,False,84.274,"LINESTRING (123.3643609 13.4557982, 123.3649724 13.456268)",,,,
252416765,2,residential,30,False,False,38.321,"LINESTRING (123.3662429 13.4563627, 123.3664605 13.4560907)",,,,
252416765,2,residential,30,False,True,37.28,"LINESTRING (123.3662429 13.4563627, 123.3660312 13.4566273)",,,,
436923300,2,residential,30,False,False,116.941,"LINESTRING (123.3662429 13.4563627, 123.365388 13.4557187)",,,,
436923302,2,residential,30,False,False,40.279,"LINESTRING (123.3662429 13.4563627, 123.3665554 13.4565598)",,,,
252416765,2,residential,30,False,False,82.876,"LINESTRING (123.3667219 13.4557149, 123.3671449 13.4550934)",,,,
252416765,2,residential,30,False,True,50.451,"LINESTRING (123.3667219 13.4557149, 123.3664605 13.4560907)",,,,
252416770,,residential,30,False,False,67.772,"LINESTRING (123.3667219 13.4557149, 123.3672319 13.4560691)",,,,
252416770,,residential,30,False,True,115.126,"LINESTRING (123.3667219 13.4557149, 123.3658439 13.4551294)",,,,
248091742,2,tertiary,40,False,True,80.864,"LINESTRING (123.3671449 13.4550934, 123.3677422 13.4555309)",,,,
252416765,2,residential,30,False,True,82.876,"LINESTRING (123.3671449 13.4550934, 123.3667219 13.4557149)",,,,
"[347562816, 252416779, 835943637, 347562867]",,residential,30,False,"[False, True]",347.954,"LINESTRING (123.3671449 13.4550934, 123.3672984 13.454885, 123.3673181 13.4548451, 123.3672909 13.4547481, 123.3672626 13.4546351, 123.3672705 13.4545928, 123.3677052 13.4539823, 123.3667761 13.4533896, 123.3672082 13.4527738)",,,,yes
"[895234776, 436923301, 895234775]",2,tertiary,40,False,False,127.15299999999999,"LINESTRING (123.3671449 13.4550934, 123.3668552 13.454872, 123.3668129 13.4548413, 123.3665199 13.4546543, 123.3663773 13.4545524, 123.3663478 13.4545303, 123.3662745 13.4544898, 123.3661691 13.4544833)",,,,yes
252416765,2,residential,30,False,False,37.28,"LINESTRING (123.3660312 13.4566273, 123.3662429 13.4563627)",,,,
252416766,2,residential,30,False,True,115.626,"LINESTRING (123.3660312 13.4566273, 123.3651834 13.4559937)",,,,
"[895231148, 252416765]",2,residential,30,False,True,153.847,"LINESTRING (123.3660312 13.4566273, 123.3658158 13.456903, 123.3649724 13.456268)",,,,
"[347562875, 252416766]",2,residential,30,False,False,169.40800000000002,"LINESTRING (123.3660312 13.4566273, 123.3664738 13.4569884, 123.366594 13.4570938, 123.367315 13.4566999)",,,,
436923300,2,residential,30,False,False,86.999,"LINESTRING (123.365388 13.4557187, 123.3647758 13.4552111)",,,,
436923300,2,residential,30,False,True,116.941,"LINESTRING (123.365388 13.4557187, 123.3662429 13.4563627)",,,,
835943598,2,primary,50,False,False,39.119,"LINESTRING (123.365388 13.4557187, 123.365607 13.4554387)",634,Baao - Iriga Road,6.7,
835943598,2,primary,50,False,True,37.744,"LINESTRING (123.365388 13.4557187, 123.3651834 13.4559937)",634,Baao - Iriga Road,6.7,
436923302,2,residential,30,False,True,40.279,"LINESTRING (123.3665554 13.4565598, 123.3662429 13.4563627)",,,,
252416765,2,residential,30,False,False,50.451,"LINESTRING (123.3664605 13.4560907, 123.3667219 13.4557149)",,,,
252416765,2,residential,30,False,True,38.321,"LINESTRING (123.3664605 13.4560907, 123.3662429 13.4563627)",,,,
252416769,2,residential,30,False,False,117.369,"LINESTRING (123.3664605 13.4560907, 123.365607 13.4554387)",,,,
252416769,2,residential,30,False,True,114.64600000000002,"LINESTRING (123.3664605 13.4560907, 123.3671611 13.4565727, 123.367315 13.4566999)",,,,
252416769,2,residential,30,False,False,91.194,"LINESTRING (123.3642254 13.4543868, 123.3635642 13.4538778)",,,,
252416769,2,residential,30,False,True,101.613,"LINESTRING (123.3642254 13.4543868, 123.3649639 13.4549518)",,,,
347562881,,residential,30,False,False,34.261,"LINESTRING (123.3642254 13.4543868, 123.3640247 13.4546252)",,,,
347562881,,residential,30,False,True,43.389,"LINESTRING (123.3642254 13.4543868, 123.3644741 13.4540806)",,,,
252416769,2,residential,30,False,True,80.64,"LINESTRING (123.3629951 13.4534092, 123.3635642 13.4538778)",,,,
252416760,,tertiary,30,False,True,38.383,"LINESTRING (123.3637652 13.4535933, 123.3635642 13.4538778)",,,,
252416770,,residential,30,False,False,93.879,"LINESTRING (123.3637652 13.4535933, 123.3644741 13.4540806)",,,,
"[252416760, 347562803, 347562907]",,tertiary,30,False,False,42.842,"LINESTRING (123.3637652 13.4535933, 123.3637942 13.4535511, 123.3638399 13.4534895, 123.3639757 13.4532672)",,,,yes
"[252416770, 895231149, 895231150]",,residential,30,False,True,103.31700000000001,"LINESTRING (123.3637652 13.4535933, 123.3631384 13.4531359, 123.3630567 13.4530595, 123.3630166 13.4530182)",,,,yes
252416770,,residential,30,False,False,89.422,"LINESTRING (123.3651961 13.4546296, 123.3658439 13.4551294)",,,,
252416770,,residential,30,False,True,99.111,"LINESTRING (123.3651961 13.4546296, 123.3644741 13.4540806)",,,,
252416775,,tertiary,30,False,True,43.751,"LINESTRING (123.3651961 13.4546296, 123.3649639 13.4549518)",,,,
"[347562818, 347562786, 252416775]",,tertiary,30,False,False,83.785,"LINESTRING (123.3651961 13.4546296, 123.3653725 13.4543911, 123.3654385 13.454299, 123.3656313 13.4540065)",,,,yes
252416770,,residential,30,False,False,115.126,"LINESTRING (123.3658439 13.4551294, 123.3667219 13.4557149)",,,,
252416770,,residential,30,False,True,89.422,"LINESTRING (123.3658439 13.4551294, 123.3651961 13.4546296)",,,,
"[51538082, 835943605, 835943598]",2,primary,50,False,False,85.09799999999998,"LINESTRING (123.3658439 13.4551294, 123.3660479 13.454863, 123.3661231 13.4547596, 123.3661785 13.4546686, 123.3662123 13.4545866, 123.3661979 13.4545335, 123.3661691 13.4544833)",634,"['Rizal Street', 'Baao–Iriga Road', 'Baao - Iriga Road']",6.7,yes
835943598,2,primary,50,False,True,42.885999999999996,"LINESTRING (123.3658439 13.4551294, 123.3656817 13.4553427, 123.365607 13.4554387)",634,Baao - Iriga Road,6.7,
252416770,,residential,30,False,True,67.772,"LINESTRING (123.3672319 13.4560691, 123.3667219 13.4557149)",,,,
252416771,,residential,30,False,False,73.72,"LINESTRING (123.3630166 13.4530182, 123.3635385 13.4525917)",,,,
895231150,,residential,30,False,True,37.283,"LINESTRING (123.3630166 13.4530182, 123.3627767 13.4527774)",,,,
"[252416770, 895231149, 895231150]",,residential,30,False,False,103.31700000000001,"LINESTRING (123.3630166 13.4530182, 123.3630567 13.4530595, 123.3631384 13.4531359, 123.3637652 13.4535933)",,,,yes
252416762,2,tertiary,30,False,True,33.117,"LINESTRING (123.3641621 13.4520825, 123.3639791 13.4518437)",,,,
252416771,,residential,30,False,False,33.783,"LINESTRING (123.3641621 13.4520825, 123.3644014 13.4518872)",,,,
252416771,,residential,30,False,True,88.056,"LINESTRING (123.3641621 13.4520825, 123.3635385 13.4525917)",,,,
"[252416762, 347562795, 347562797]",2,tertiary,30,False,False,61.863,"LINESTRING (123.3641621 13.4520825, 123.3642369 13.4521854, 123.3642777 13.4522374, 123.3644106 13.4523477, 123.3645765 13.4524572)",,,,yes
252416771,,residential,30,False,False,46.245,"LINESTRING (123.3644014 13.4518872, 123.3647157 13.4516052)",,,,
252416771,,residential,30,False,True,33.783,"LINESTRING (123.3644014 13.4518872, 123.3641621 13.4520825)",,,,
252416772,,residential,30,False,True,32.272,"LINESTRING (123.3644014 13.4518872, 123.3642277 13.4516512)",,,,
"[252416772, 347562813, 347562807]",2,residential,30,False,False,51.796,"LINESTRING (123.3644014 13.4518872, 123.3645365 13.4519995, 123.3646156 13.452052, 123.3647829 13.452168)",,,,yes
252416771,,residential,30,False,True,46.245,"LINESTRING (123.3647157 13.4516052, 123.3644014 13.4518872)",,,,
252416772,,residential,30,False,False,32.272,"LINESTRING (123.3642277 13.4516512, 123.3644014 13.4518872)",,,,
895231147,,residential,30,False,True,34.365,"LINESTRING (123.3642277 13.4516512, 123.3639791 13.4518437)",,,,
"[347562801, 895231147, 835943603, 252416763]",,residential,30,False,False,289.08500000000004,"LINESTRING (123.3642277 13.4516512, 123.3651315 13.4509429, 123.3653573 13.4512873, 123.3657056 13.4515749, 123.3659157 13.4516386, 123.3659671 13.4516994, 123.3660569 13.4518704, 123.3661059 13.4519356, 123.3661467 13.4519701)",,,,yes
252416774,,residential,,False,False,58.795,"LINESTRING (123.3635388 13.4529525, 123.3639757 13.4532672)",,,,
252416774,,residential,,False,True,58.795,"LINESTRING (123.3639757 13.4532672, 123.3635388 13.4529525)",,,,
347562907,,tertiary,30,False,False,31.997,"LINESTRING (123.3639757 13.4532672, 123.364157 13.4530398)",,,,
252416774,,residential,,False,False,97.17500000000001,"LINESTRING (123.3639757 13.4532672, 123.3643982 13.4535481, 123.3647316 13.4537388)",,,,
"[252416760, 347562803, 347562907]",,tertiary,30,False,True,42.842,"LINESTRING (123.3639757 13.4532672, 123.3638399 13.4534895, 123.3637942 13.4535511, 123.3637652 13.4535933)",,,,yes
252416775,,tertiary,30,False,False,35.286,"LINESTRING (123.3647758 13.4552111, 123.3649639 13.4549518)",,,,
252416775,,tertiary,30,False,True,39.24,"LINESTRING (123.3647758 13.4552111, 123.3645493 13.4554868)",,,,
436923300,2,residential,30,False,False,104.126,"LINESTRING (123.3647758 13.4552111, 123.3640247 13.4546252)",,,,
436923300,2,residential,30,False,True,86.999,"LINESTRING (123.3647758 13.4552111, 123.365388 13.4557187)",,,,
252416769,2,residential,30,False,False,101.613,"LINESTRING (123.3649639 13.4549518, 123.3642254 13.4543868)",,,,
252416769,2,residential,30,False,True,88.136,"LINESTRING (123.3649639 13.4549518, 123.365607 13.4554387)",,,,
252416775,,tertiary,30,False,False,43.751,"LINESTRING (123.3649639 13.4549518, 123.3651961 13.4546296)",,,,
252416775,,tertiary,30,False,True,35.286,"LINESTRING (123.3649639 13.4549518, 123.3647758 13.4552111)",,,,
347562786,,tertiary,30,False,False,5.608,"LINESTRING (123.3656313 13.4540065, 123.3656803 13.45399)",,,,
"[347562786, 347562818, 252416775]",,tertiary,30,False,True,83.785,"LINESTRING (123.3656313 13.4540065, 123.3654385 13.454299, 123.3653725 13.4543911, 123.3651961 13.4546296)",,,,yes
347562886,,residential,30,False,True,94.499,"LINESTRING (123.3656313 13.4540065, 123.3654768 13.4539109, 123.3653063 13.4537977, 123.365115 13.453675, 123.3649063 13.4535323)",,,,
248091742,2,tertiary,40,False,False,57.711,"LINESTRING (123.3685397 13.456056, 123.3680931 13.4557719)",,,,
347562875,,residential,,False,False,94.278,"LINESTRING (123.3685397 13.456056, 123.3693009 13.4556427)",,,,
347562875,,residential,,False,True,150.556,"LINESTRING (123.3685397 13.456056, 123.367315 13.4566999)",,,,
248091742,2,tertiary,40,False,True,57.711,"LINESTRING (123.3680931 13.4557719, 123.3685397 13.456056)",,,,
248091742,2,tertiary,40,False,False,46.474,"LINESTRING (123.3680931 13.4557719, 123.3679248 13.4556635, 123.3677422 13.4555309)",,,,
"[835943638, 252416780, 895234773, 895234774]",,residential,30,False,False,468.754,"LINESTRING (123.3680931 13.4557719, 123.3686739 13.4550015, 123.3687507 13.4549116, 123.3689778 13.4546127, 123.3691516 13.4543586, 123.3682255 13.4535962, 123.3672082 13.4527738)",,,,yes
248091742,2,tertiary,40,False,False,80.864,"LINESTRING (123.3677422 13.4555309, 123.3671449 13.4550934)",,,,
252416782,,residential,30,False,False,64.434,"LINESTRING (123.3677422 13.4555309, 123.3680811 13.4550543)",,,,
248091742,2,tertiary,40,False,True,46.474,"LINESTRING (123.3677422 13.4555309, 123.3679248 13.4556635, 123.3680931 13.4557719)",,,,
252416782,,residential,30,False,True,64.434,"LINESTRING (123.3680811 13.4550543, 123.3677422 13.4555309)",,,,
252416783,2,residential,30,False,False,86.26,"LINESTRING (123.3658923 13.4535571, 123.3652504 13.4530966)",,,,
51538082,2,primary,50,False,False,60.986000000000004,"LINESTRING (123.3658923 13.4535571, 123.3659751 13.4534397, 123.3659972 13.4534042, 123.3661629 13.4531642, 123.3662036 13.4530999)",634,Rizal Street,6.7,
51538082,2,primary,50,False,True,54.29099999999999,"LINESTRING (123.3658923 13.4535571, 123.3658026 13.4536917, 123.3657669 13.4537453, 123.3657163 13.4538276, 123.3656891 13.4538946, 123.3656818 13.4539338, 123.3656803 13.45399)",634,Rizal Street,6.7,
252416783,2,residential,30,False,True,100.258,"LINESTRING (123.3644975 13.4525705, 123.3652504 13.4530966)",,,,
347562907,,tertiary,30,False,False,15.222,"LINESTRING (123.3644975 13.4525705, 123.3645765 13.4524572)",,,,
347562907,,tertiary,30,False,True,63.868,"LINESTRING (123.3644975 13.4525705, 123.364157 13.4530398)",,,,
252416783,2,residential,30,False,False,100.258,"LINESTRING (123.3652504 13.4530966, 123.3644975 13.4525705)",,,,
252416783,2,residential,30,False,True,86.26,"LINESTRING (123.3652504 13.4530966, 123.3658923 13.4535571)",,,,
347562879,,residential,30,False,False,61.09,"LINESTRING (123.3652504 13.4530966, 123.3649063 13.4535323)",,,,
347562879,,residential,30,False,True,58.764,"LINESTRING (123.3652504 13.4530966, 123.365579 13.4526757)",,,,
252416784,,tertiary,30,False,False,143.837,"LINESTRING (123.3622198 13.4553586, 123.3628962 13.4547358, 123.3631519 13.4544384)",,,,
"[835943602, 767876203]","['2', '4']",trunk,50,False,False,338.9459999999999,"LINESTRING (123.3622198 13.4553586, 123.3623692 13.4555112, 123.3625668 13.4556825, 123.3627856 13.4558781, 123.3633093 13.4563204, 123.3638547 13.4568152, 123.3641509 13.4570567, 123.364246 13.4571503, 123.3643295 13.4572623, 123.3644012 13.4573634, 123.3644656 13.4574686)",1,Maharlika Highway,"['13.4', '6.7']",
252416758,,residential,30,False,False,86.912,"LINESTRING (123.3631519 13.4544384, 123.3637942 13.4549082)",,,,
252416760,,tertiary,30,False,False,39.038,"LINESTRING (123.3631519 13.4544384, 123.3633617 13.4541527)",,,,
252416784,,tertiary,30,False,True,143.837,"LINESTRING (123.3631519 13.4544384, 123.3628962 13.4547358, 123.3622198 13.4553586)",,,,
347562886,,residential,30,False,False,97.802,"LINESTRING (123.364157 13.4530398, 123.3649063 13.4535323)",,,,
347562907,,tertiary,30,False,False,63.868,"LINESTRING (123.364157 13.4530398, 123.3644975 13.4525705)",,,,
347562907,,tertiary,30,False,True,31.997,"LINESTRING (123.364157 13.4530398, 123.3639757 13.4532672)",,,,
"[252416761, 347562781, 347562886]",,residential,30,False,True,83.49199999999999,"LINESTRING (123.364157 13.4530398, 123.3638412 13.4528281, 123.363711 13.4527352, 123.3636764 13.452705, 123.3635385 13.4525917)",,,,yes
347562793,,residential,30,False,False,96.666,"LINESTRING (123.3701738 13.4539619, 123.3699212 13.453128)",,,,
