osmid,highway,maxspeed,oneway,reversed,length,geometry,bridge
32551630,secondary,40,False,False,70.395,"LINESTRING (121.0521101 15.6029098, 121.0514727 15.6030644)",
182389434,tertiary,,False,False,83.493,"LINESTRING (121.0521101 15.6029098, 121.052063 15.6021603)",
182389434,tertiary,,False,True,126.494,"LINESTRING (121.0521101 15.6029098, 121.0523068 15.6040315)",
182389434,tertiary,,False,False,67.596,"LINESTRING (121.0524306 15.6046276, 121.0523068 15.6040315)",
182389434,tertiary,,False,True,192.911,"LINESTRING (121.0524306 15.6046276, 121.0530124 15.6062695)",
852040057,residential,,False,False,69.372,"LINESTRING (121.0524306 15.6046276, 121.0518064 15.6047943)",
182389431,residential,,False,True,49.105,"LINESTRING (121.0465115 15.6027963, 121.0465089 15.6023547)",
"[852040059, 182389431]",residential,,False,False,217.28300000000002,"LINESTRING (121.0465115 15.6027963, 121.0465051 15.6032648, 121.0471729 15.6032958, 121.048046 15.6033294)",
182389438,residential,,False,True,166.041,"LINESTRING (121.0465115 15.6027963, 121.0471273 15.6028386, 121.0480587 15.6028914)",
182389436,residential,,False,False,50.932,"LINESTRING (121.0501356 15.6019445, 121.0496762 15.6020629)",
182389436,residential,,False,True,71.792,"LINESTRING (121.0501356 15.6019445, 121.050785 15.6017844)",
441110587,residential,,False,True,156.826,"LINESTRING (121.0501356 15.6019445, 121.0505497 15.6032973)",
343130620,residential,,False,False,226.719,"LINESTRING (121.0501356 15.6019445, 121.0498685 15.601072, 121.0495262 15.5999919)",
182389434,tertiary,,False,True,80.105,"LINESTRING (121.0520454 15.6014401, 121.052063 15.6021603)",
182389436,residential,,False,False,140.312,"LINESTRING (121.0520454 15.6014401, 121.0513984 15.6016201, 121.050785 15.6017844)",
659221732,secondary,40,False,False,96.462,"LINESTRING (121.0489312 15.603706, 121.0480376 15.6038147)",
182389439,residential,,False,True,93.99600000000001,"LINESTRING (121.0489312 15.603706, 121.048793 15.6033074, 121.0486374 15.6029096)",
659221732,secondary,40,False,True,112.37,"LINESTRING (121.0489312 15.603706, 121.0494455 15.6035637, 121.0499432 15.6034395)",
182389434,tertiary,,False,False,192.911,"LINESTRING (121.0530124 15.6062695, 121.0524306 15.6046276)",
182389431,residential,,False,False,49.105,"LINESTRING (121.0465089 15.6023547, 121.0465115 15.6027963)",
"[182389432, 182389439]",residential,,False,"[False, True]",260.78999999999996,"LINESTRING (121.0465089 15.6023547, 121.0473393 15.6024071, 121.0484041 15.6024433, 121.0486374 15.6029096)",
659221732,secondary,40,False,True,66.851,"LINESTRING (121.0499432 15.6034395, 121.0505497 15.6032973)",
852040054,residential,,False,True,155.719,"LINESTRING (121.0499432 15.6034395, 121.0496762 15.6020629)",
659221732,secondary,40,False,False,112.37,"LINESTRING (121.0499432 15.6034395, 121.0494455 15.6035637, 121.0489312 15.603706)",
852040054,residential,,False,False,142.971,"LINESTRING (121.0499432 15.6034395, 121.0500421 15.6040766, 121.0501153 15.6047143)",
