osmid,highway,oneway,reversed,length,bridge,geometry,lanes,name,maxspeed
134543928,unclassified,False,False,118.854,,"LINESTRING (125.8225603 7.581709, 125.8236386 7.5817111)",,,
"[134543928, 176119562, 1053855079]",unclassified,False,"[False, True]",205.621,yes,"LINESTRING (125.8225603 7.581709, 125.8219045 7.5817094, 125.8217364 7.581709, 125.8206948 7.5817102)",,,
134543928,unclassified,False,True,118.854,,"LINESTRING (125.8236386 7.5817111, 125.8225603 7.581709)",,,
134543928,unclassified,False,False,133.321,,"LINESTRING (125.8236386 7.5817111, 125.8246618 7.581713, 125.8248481 7.5817178)",,,
134543936,residential,False,False,63.675,,"LINESTRING (125.8236386 7.5817111, 125.8236344 7.581811, 125.8236202 7.5819064, 125.8236012 7.5819905, 125.8234928 7.5822599)",,,
134543928,unclassified,False,False,145.618,,"LINESTRING (125.8256368 7.5817257, 125.8269578 7.5817077)",,,
134543928,unclassified,False,True,86.945,,"LINESTRING (125.8256368 7.5817257, 125.8251795 7.5817263, 125.8248481 7.5817178)",,,
134543928,unclassified,False,True,145.618,,"LINESTRING (125.8269578 7.5817077, 125.8256368 7.5817257)",,,
134543930,unclassified,False,False,102.526,,"LINESTRING (125.8269578 7.5817077, 125.8265801 7.5825503)",,,
731226976,residential,False,True,164.125,,"LINESTRING (125.8234928 7.5822599, 125.8248601 7.5828444)",,,
"[134543936, 134543926]",residential,False,False,140.05599999999998,,"LINESTRING (125.8234928 7.5822599, 125.8231223 7.5831482, 125.8233988 7.583266)",,,
134543936,residential,False,True,63.675,,"LINESTRING (125.8234928 7.5822599, 125.8236012 7.5819905, 125.8236202 7.5819064, 125.8236344 7.581811, 125.8236386 7.5817111)",,,
134543930,unclassified,False,True,102.526,,"LINESTRING (125.8265801 7.5825503, 125.8269578 7.5817077)",,,
134543934,residential,False,True,41.775,,"LINESTRING (125.8265801 7.5825503, 125.8269125 7.5827308)",,,
134543930,unclassified,False,False,105.81700000000001,,"LINESTRING (125.8265801 7.5825503, 125.8264514 7.5828542, 125.8262172 7.5834313)",,,
"[1214440178, 134543934]","['residential', 'unclassified']",False,False,160.449,,"LINESTRING (125.8265801 7.5825503, 125.8257794 7.5821972, 125.8252653 7.5819325)",,,
134543934,residential,False,False,41.775,,"LINESTRING (125.8269125 7.5827308, 125.8265801 7.5825503)",,,
784137389,residential,False,True,102.401,,"LINESTRING (125.8269125 7.5827308, 125.8265732 7.5835881)",,,
134543932,residential,False,False,106.191,,"LINESTRING (125.8248601 7.5828444, 125.8244725 7.5837187)",,,
731226976,residential,False,False,164.125,,"LINESTRING (125.8248601 7.5828444, 125.8234928 7.5822599)",,,
731226976,residential,False,True,163.199,,"LINESTRING (125.8248601 7.5828444, 125.8262172 7.5834313)",,,
1214440179,unclassified,False,False,110.799,,"LINESTRING (125.8248601 7.5828444, 125.8252653 7.5819325)",,,
134543926,residential,False,False,128.607,,"LINESTRING (125.8233988 7.583266, 125.8244725 7.5837187)",,,
"[134543936, 134543926]",residential,False,True,140.05599999999998,,"LINESTRING (125.8233988 7.583266, 125.8231223 7.5831482, 125.8234928 7.5822599)",,,
"[1214445483, 1214445484, 134546141]",residential,False,False,129.509,yes,"LINESTRING (125.8233988 7.583266, 125.8232084 7.5837928, 125.8231738 7.5839195, 125.8231209 7.5840873, 125.8231209 7.5841205, 125.8231316 7.5841646, 125.8231926 7.5843756)",,,
731226976,residential,False,False,42.938,,"LINESTRING (125.8265732 7.5835881, 125.8262172 7.5834313)",,,
784137389,residential,False,False,102.401,,"LINESTRING (125.8265732 7.5835881, 125.8269125 7.5827308)",,,
134543926,residential,False,False,163.513,,"LINESTRING (125.8244725 7.5837187, 125.8258293 7.5843133)",,,
134543926,residential,False,True,128.607,,"LINESTRING (125.8244725 7.5837187, 125.8233988 7.583266)",,,
134543932,residential,False,True,106.191,,"LINESTRING (125.8244725 7.5837187, 125.8248601 7.5828444)",,,
134543926,residential,False,True,163.513,,"LINESTRING (125.8258293 7.5843133, 125.8244725 7.5837187)",,,
1053855096,unclassified,False,True,106.988,,"LINESTRING (125.8258293 7.5843133, 125.8262172 7.5834313)",2,,
1053855096,unclassified,False,False,258.239,,"LINESTRING (125.8258293 7.5843133, 125.8253994 7.585285, 125.8253337 7.5854486, 125.8252801 7.5856174, 125.825213 7.5858421, 125.8251326 7.5861305, 125.8250991 7.5862727, 125.8250729 7.5864017, 125.825066 7.5864986)",2,,
1053855097,tertiary,False,False,45.816,,"LINESTRING (125.825066 7.5864986, 125.8250709 7.5869106)",2,,
1053855096,unclassified,False,True,258.23900000000003,,"LINESTRING (125.825066 7.5864986, 125.8250729 7.5864017, 125.8250991 7.5862727, 125.8251326 7.5861305, 125.825213 7.5858421, 125.8252801 7.5856174, 125.8253337 7.5854486, 125.8253994 7.585285, 125.8258293 7.5843133)",2,,
289138989,residential,False,True,7.806,,"LINESTRING (125.8218344 7.5854644, 125.8218347 7.5855346)",,,
624157219,residential,False,False,167.385,,"LINESTRING (125.8218344 7.5854644, 125.823353 7.5854567)",,,
763340363,residential,False,True,19.799,,"LINESTRING (125.8218344 7.5854644, 125.8217702 7.5852981)",,,
438241608,residential,False,False,41.743,,"LINESTRING (125.8218381 7.5865354, 125.8218397 7.5869108)",,,
438241609,secondary,True,False,167.834,,"LINESTRING (125.8218381 7.5865354, 125.8233607 7.586519)",2,Dr. Jose Rizal Avenue,
289138989,residential,False,False,111.285,,"LINESTRING (125.8218381 7.5865354, 125.8218375 7.5862145, 125.8218347 7.5855346)",,,
134546141,residential,False,False,43.555,,"LINESTRING (125.8233607 7.586519, 125.823361 7.5869107)",,,
134546141,residential,False,True,118.127,,"LINESTRING (125.8233607 7.586519, 125.8233603 7.5861014, 125.823353 7.5854567)",,,
"[624157216, 438241609, 1053855101]",secondary,True,False,187.975,yes,"LINESTRING (125.8233607 7.586519, 125.8236882 7.5865151, 125.823821 7.5865135, 125.825066 7.5864986)",2,Dr. Jose Rizal Avenue,
749089104,unclassified,False,True,166.656,,"LINESTRING (125.8203328 7.5879584, 125.8218448 7.5879533)",2,Manuel Roxas Avenue,
"[763335757, 763335758, 749089103]",unclassified,False,False,56.400000000000006,yes,"LINESTRING (125.8203328 7.5879584, 125.8202394 7.5881063, 125.820204 7.5881632, 125.8200726 7.588395)",,,
749089103,unclassified,False,True,117.771,,"LINESTRING (125.8203328 7.5879584, 125.8203509 7.5879138, 125.8203636 7.5878593, 125.820365 7.5877995, 125.820369 7.5869042)",,,
438241608,residential,False,True,115.922,,"LINESTRING (125.8218448 7.5879533, 125.8218397 7.5869108)",,,
749089104,unclassified,False,False,166.656,,"LINESTRING (125.8218448 7.5879533, 125.8203328 7.5879584)",2,Manuel Roxas Avenue,
"[438241608, 1053855095]",residential,False,False,194.022,,"LINESTRING (125.8218448 7.5879533, 125.8218522 7.5888531, 125.8218522 7.5889102, 125.821871 7.5889488, 125.8218992 7.5889727, 125.8219622 7.5889847, 125.8226126 7.5889792)",,,
"[749089104, 749089105, 624157220]",unclassified,False,True,357.901,yes,"LINESTRING (125.8218448 7.5879533, 125.8234247 7.5879519, 125.8235212 7.5879518, 125.8249047 7.5879479, 125.8250919 7.5879472)",2,Manuel Roxas Avenue,
1053855090,secondary,True,False,10.13,,"LINESTRING (125.820369 7.5869042, 125.8202839 7.5868698)",2,Dr. Jose Rizal Avenue,
749089103,unclassified,False,False,117.771,,"LINESTRING (125.820369 7.5869042, 125.820365 7.5877995, 125.8203636 7.5878593, 125.8203509 7.5879138, 125.8203328 7.5879584)",,,
763335757,unclassified,False,False,35.125,,"LINESTRING (125.8200726 7.588395, 125.8199935 7.58854, 125.8199211 7.5886729)",,,
"[763335757, 763335758, 749089103]",unclassified,False,True,56.400000000000006,yes,"LINESTRING (125.8200726 7.588395, 125.820204 7.5881632, 125.8202394 7.5881063, 125.8203328 7.5879584)",,,
862082019,residential,False,False,171.308,,"LINESTRING (125.8200726 7.588395, 125.8202657 7.5884881, 125.8202878 7.5885127, 125.8202986 7.5885353, 125.8202959 7.5885765, 125.8202664 7.5887028, 125.8202597 7.5887786, 125.8202597 7.5888298, 125.8202677 7.5890312, 125.8202738 7.5893442, 125.8202898 7.5898009)",,,
763335757,unclassified,False,False,210.779,,"LINESTRING (125.8199211 7.5886729, 125.8198319 7.5887972, 125.8197292 7.5889229, 125.8194838 7.5892093, 125.8191633 7.5895935, 125.8189273 7.5898567, 125.8186872 7.5901199)",,,
763335757,unclassified,False,True,35.125,,"LINESTRING (125.8199211 7.5886729, 125.8199935 7.58854, 125.8200726 7.588395)",,,
862082018,residential,False,False,47.833,,"LINESTRING (125.8199211 7.5886729, 125.8197527 7.5885533, 125.8196723 7.5884961, 125.8195603 7.588435)",,,
289138988,unclassified,False,True,50.853,,"LINESTRING (125.8182165 7.5860587, 125.8182219 7.5856014)",2,,
1145600168,tertiary,False,False,195.87699999999998,,"LINESTRING (125.8182165 7.5860587, 125.8182297 7.587428, 125.8182277 7.5878202)",2,,
"[763335760, 1053855093, 1225840935]",secondary,False,"[False, True]",206.098,yes,"LINESTRING (125.8182165 7.5860587, 125.8196072 7.5865965, 125.8197167 7.5866407, 125.8198572 7.5866975, 125.8199564 7.5867375)",2,Tagum-New Corella Road,40
731226976,residential,False,False,163.199,,"LINESTRING (125.8262172 7.5834313, 125.8248601 7.5828444)",,,
731226976,residential,False,True,42.938,,"LINESTRING (125.8262172 7.5834313, 125.8265732 7.5835881)",,,
1053855096,unclassified,False,False,106.988,,"LINESTRING (125.8262172 7.5834313, 125.8258293 7.5843133)",2,,
134543930,unclassified,False,True,105.81700000000001,,"LINESTRING (125.8262172 7.5834313, 125.8264514 7.5828542, 125.8265801 7.5825503)",,,
624157219,residential,False,True,167.385,,"LINESTRING (125.823353 7.5854567, 125.8218344 7.5854644)",,,
134546141,residential,False,False,118.127,,"LINESTRING (125.823353 7.5854567, 125.8233603 7.5861014, 125.8233607 7.586519)",,,
