osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,access
59584268,2,C. Balverde Street,tertiary,40,False,False,42.758,"LINESTRING (121.3241226 14.0661333, 121.3238214 14.0663833)",,,
"[31405728, 129171831]",2,Miguel Leonor Street,tertiary,40,False,True,203.21899999999997,"LINESTRING (121.3241226 14.0661333, 121.3242462 14.066292, 121.324395 14.0664475, 121.3245704 14.0665874, 121.3248135 14.0667623, 121.3249926 14.0668853, 121.3251544 14.0670482, 121.3251833 14.0670785, 121.3253141 14.0672872, 121.3253919 14.0674485)",,,
28890958,4,Marcos Paulino Avenue,primary,50,False,False,14.361,"LINESTRING (121.3259555 14.0686743, 121.3258945 14.0685595)",67,,
"[28258874, 30455211, 129171829]",4,"['Rizal Avenue', 'Marcos Paulino Avenue']",primary,50,False,True,139.917,"LINESTRING (121.3259555 14.0686743, 121.3260029 14.0687636, 121.3260786 14.0689062, 121.3262289 14.0691893, 121.3262719 14.0692982, 121.3262666 14.0693318, 121.326249 14.0693642, 121.3259719 14.0695263, 121.3258303 14.0696394)",67,,
"[4725264, 4725263]",2,"['Marcial Alimario Street', 'Hermanos Belen Street']",tertiary,30,True,False,251.803,"LINESTRING (121.3275693 14.0677324, 121.3273735 14.0674346, 121.3273491 14.0673927, 121.3267956 14.0679238, 121.3266391 14.0680693, 121.3265219 14.0681796, 121.3259555 14.0686743)",,,
4725266,2,Balagtas Boulevard,secondary,40,True,False,55.952,"LINESTRING (121.329242 14.0690962, 121.3290653 14.0686231)",,,
23434849,2,G. Robles Street,residential,30,True,False,114.341,"LINESTRING (121.329242 14.0690962, 121.3282554 14.0694724)",,,
57899102,2,,residential,30,False,True,8.017,"LINESTRING (121.329242 14.0690962, 121.3293093 14.0690656)",,,
4725266,2,Balagtas Boulevard,secondary,40,True,False,70.091,"LINESTRING (121.3290569 14.0710267, 121.3293578 14.070468)",,,
44887773,2,Werner P. Schetelig Avenue,secondary,40,False,True,133.929,"LINESTRING (121.3290569 14.0710267, 121.3289901 14.0710102, 121.3287373 14.070942, 121.3285596 14.0709188, 121.3282264 14.070866, 121.3278353 14.0708243)",,,
"[129171846, 1006877775]",2,Werner P. Schetelig Avenue,secondary,40,False,False,10.318,"LINESTRING (121.3290569 14.0710267, 121.3291331 14.071047, 121.3291481 14.071054)",,6.1,
25029864,2,Sergeant Luis de Roma Street,residential,30,False,False,119.791,"LINESTRING (121.3297854 14.0683327, 121.3301348 14.0693553)",,,
25029864,2,Sergeant Luis de Roma Street,residential,30,False,True,55.434,"LINESTRING (121.3297854 14.0683327, 121.3296009 14.0678674)",,,
117181466,2,Zulueta Street,tertiary,30,False,False,59.82,"LINESTRING (121.32489 14.0726762, 121.3253944 14.0724525)",,,
117181466,2,Zulueta Street,tertiary,30,False,True,48.569,"LINESTRING (121.32489 14.0726762, 121.3244767 14.0728496)",,,
"[34156289, 25777583]",2,"['A. Fule Street', 'Fernando Bautista Street']",residential,30,False,"[False, True]",153.996,"LINESTRING (121.32489 14.0726762, 121.3251701 14.0734015, 121.3252375 14.0734717, 121.3253868 14.0734355, 121.3257407 14.0733109)",,,
24821292,2,Marcial Alimario Street,residential,30,True,False,59.111,"LINESTRING (121.3280554 14.0689828, 121.3278645 14.0684845)",,,
23434830,2,P. Zamora Street,tertiary,30,True,False,115.459,"LINESTRING (121.3241718 14.0695963, 121.3240097 14.0692372, 121.3239655 14.0691373, 121.3237468 14.0686433)",,,
28295474,2,P. Burgos Street,tertiary,30,True,False,53.422,"LINESTRING (121.3241718 14.0695963, 121.3244177 14.0694468, 121.3245915 14.0693412)",,,
