osmid,highway,maxspeed,oneway,reversed,length,name,bridge,geometry
99066837,tertiary,40,False,True,13.41,,,"LINESTRING (120.7038967 14.8895364, 120.7039248 14.8896539)"
112188161,residential,,False,True,102.443,Market Boulevard,,"LINESTRING (120.7038967 14.8895364, 120.70461 14.8889252)"
"[216716330, 216716348, 99066838]",tertiary,40,True,False,74.233,,yes,"LINESTRING (120.7038967 14.8895364, 120.7038448 14.8893932, 120.7037487 14.8890447, 120.7037153 14.8888929)"
112188161,residential,,False,False,77.49,Market Boulevard,,"LINESTRING (120.7038967 14.8895364, 120.7037274 14.8895854, 120.7032043 14.889731)"
99066836,secondary,,False,False,63.255,,,"LINESTRING (120.705222 14.8929969, 120.7056387 14.8925951)"
133589051,secondary,40,False,True,33.532,Masantol - Macabebe National Highway,,"LINESTRING (120.705222 14.8929969, 120.7053756 14.8932594)"
99066837,tertiary,40,False,False,168.179,,,"LINESTRING (120.705222 14.8929969, 120.7051161 14.8927358, 120.7046421 14.8915921)"
112188603,tertiary,,False,False,800.8590000000002,,,"LINESTRING (120.705222 14.8929969, 120.7049401 14.8932291, 120.7046387 14.8935518, 120.7043951 14.893782, 120.7042576 14.8938758, 120.7041314 14.8939471, 120.7040395 14.8939807, 120.7039423 14.8939887, 120.703855 14.8939719, 120.7037474 14.8939252, 120.7036428 14.8938517, 120.7034859 14.8936956, 120.703386 14.8935668, 120.7032432 14.8933682, 120.703088 14.8930996, 120.7029567 14.892883, 120.7028587 14.8927107, 120.702734 14.8925111, 120.7025972 14.8923193, 120.7025329 14.8922052, 120.7024846 14.892051, 120.7024792 14.8918527, 120.7024833 14.8916921, 120.702494 14.8916363, 120.7025663 14.8913577, 120.702671 14.8909986, 120.7027782 14.8906915, 120.7028989 14.8903117, 120.7030431 14.8899987, 120.7031799 14.8900045, 120.7033939 14.8900137, 120.7034863 14.890002, 120.703598 14.8899674, 120.7037328 14.8898629, 120.7039248 14.8896539)"
112188782,tertiary,40,False,False,8.914,,,"LINESTRING (120.7037153 14.8888929, 120.7036905 14.8888164)"
112190300,residential,,False,False,88.261,,,"LINESTRING (120.7037153 14.8888929, 120.7038876 14.8887552, 120.7041176 14.8886033, 120.7042672 14.8884853, 120.7043718 14.8884173)"
112353080,tertiary,,False,False,61.409,,,"LINESTRING (120.7084235 14.8903465, 120.708575 14.890879)"
99067103,residential,,False,True,161.338,,,"LINESTRING (120.7084235 14.8903465, 120.7084293 14.8903228, 120.7084564 14.8902932, 120.708508 14.8902713, 120.7087769 14.8901543, 120.7090622 14.8900702, 120.7093181 14.8900327, 120.709605 14.8900082, 120.7098437 14.8899992)"
877808405,tertiary,,False,True,211.59700000000004,,,"LINESTRING (120.7084235 14.8903465, 120.7081123 14.8905085, 120.7074083 14.890992, 120.7068263 14.8914521)"
99066836,secondary,,False,True,180.349,,,"LINESTRING (120.7068263 14.8914521, 120.7064387 14.8917774, 120.7058057 14.8924047, 120.7056387 14.8925951)"
112152223,secondary,,False,True,251.764,,,"LINESTRING (120.7068263 14.8914521, 120.706701 14.8912901, 120.7064274 14.8909752, 120.7063897 14.890906, 120.7062598 14.8907432, 120.7061445 14.8905073, 120.7060304 14.8902844, 120.7059344 14.8900236, 120.705759 14.8896926, 120.7056512 14.8895118)"
877808405,tertiary,,False,False,211.59700000000004,,,"LINESTRING (120.7068263 14.8914521, 120.7074083 14.890992, 120.7081123 14.8905085, 120.7084235 14.8903465)"
112353080,tertiary,,False,True,61.409,,,"LINESTRING (120.708575 14.890879, 120.7084235 14.8903465)"
99066906,residential,,False,False,211.88100000000003,,,"LINESTRING (120.708575 14.890879, 120.7084115 14.8908831, 120.7081928 14.8909375, 120.707978 14.8910204, 120.7078392 14.8911014, 120.7077366 14.8911805, 120.7076273 14.8912803, 120.7073531 14.8915713, 120.7071324 14.8917767, 120.7069849 14.8918979)"
112353080,tertiary,,False,False,111.75999999999999,,,"LINESTRING (120.708575 14.890879, 120.708713 14.8910631, 120.7091554 14.8917128)"
99066836,secondary,,False,True,63.255,,,"LINESTRING (120.7056387 14.8925951, 120.705222 14.8929969)"
99066836,secondary,,False,False,180.349,,,"LINESTRING (120.7056387 14.8925951, 120.7058057 14.8924047, 120.7064387 14.8917774, 120.7068263 14.8914521)"
99066906,residential,,False,True,171.02400000000003,,,"LINESTRING (120.7056387 14.8925951, 120.7060093 14.8926049, 120.706191 14.8924565, 120.706387 14.8923043, 120.706761 14.8920651, 120.7069849 14.8918979)"
99067103,residential,,False,False,161.33800000000002,,,"LINESTRING (120.7098437 14.8899992, 120.709605 14.8900082, 120.7093181 14.8900327, 120.7090622 14.8900702, 120.7087769 14.8901543, 120.708508 14.8902713, 120.7084564 14.8902932, 120.7084293 14.8903228, 120.7084235 14.8903465)"
112152223,secondary,,False,False,30.574,,,"LINESTRING (120.7058537 14.888606, 120.7059031 14.8887459, 120.7059553 14.8888626)"
112188398,residential,,False,False,46.019000000000005,,,"LINESTRING (120.7058537 14.888606, 120.7057806 14.8886862, 120.7056767 14.8887646, 120.7055332 14.8888787)"
112152223,secondary,,False,False,32.723,,,"LINESTRING (120.7054855 14.8892649, 120.7056512 14.8895118)"
