osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge
230982342,Buguias-Tinoc-Kiangan-Lagawe Road,primary,False,False,183.10200000000006,"LINESTRING (120.9354085 16.6764329, 120.935434 16.6764573, 120.9354553 16.6764722, 120.935493 16.6764929, 120.935607 16.6765639, 120.9358082 16.676659, 120.9362078 16.6768388, 120.9363255 16.6768787, 120.9363728 16.676892, 120.9364165 16.6769018, 120.936439 16.676905, 120.9364828 16.6769085, 120.936517 16.676906, 120.9365616 16.6769002, 120.9365964 16.6768909, 120.936632 16.6768779, 120.9369709 16.6767309)",,,
230982342,Buguias-Tinoc-Kiangan-Lagawe Road,primary,False,True,377.52,"LINESTRING (120.9354085 16.6764329, 120.935376 16.6763657, 120.9353596 16.6763372, 120.9353408 16.6763095, 120.9353338 16.6763005, 120.9350823 16.6761435, 120.9350444 16.6761265, 120.9350092 16.6761133, 120.9349643 16.6760982, 120.9349247 16.6760905, 120.9348781 16.6760854, 120.9347543 16.6760764, 120.9347305 16.6760701, 120.9347145 16.676059, 120.9347009 16.6760422, 120.9346897 16.6760213, 120.9346795 16.6759997, 120.9346407 16.6758564, 120.9346233 16.6756595, 120.9345563 16.6752959, 120.9345496 16.6752368, 120.9345482 16.6751873, 120.9345469 16.6751282, 120.9345563 16.6750216, 120.9345952 16.6748732, 120.9346119 16.6748193, 120.9346448 16.6747473, 120.9346877 16.6746638, 120.9347809 16.6744904, 120.9348064 16.6744641, 120.9348386 16.6744409, 120.9348802 16.6744184, 120.9350317 16.6743504, 120.935076 16.6743221, 120.9351142 16.6742938, 120.9351309 16.6742717, 120.935146 16.6742469, 120.9351561 16.6742203, 120.9351604 16.6741805, 120.9351581 16.6741332, 120.9351514 16.6740944, 120.9351427 16.6740629, 120.9351172 16.6740192, 120.9350964 16.6740032, 120.9350692 16.6739887, 120.9349271 16.6739261, 120.9349016 16.6739206, 120.9348788 16.6739187, 120.9348463 16.6739248)",,,
538615540,,unclassified,False,False,260.17199999999997,"LINESTRING (120.9354085 16.6764329, 120.935395 16.6764647, 120.9353821 16.6765087, 120.9353814 16.6765395, 120.9353864 16.6765703, 120.9354843 16.6768298, 120.935603 16.6770893, 120.9357646 16.6774722, 120.9357928 16.67753, 120.9358209 16.6775833, 120.9358719 16.6776475, 120.9359242 16.6777214, 120.9359785 16.677837, 120.9360395 16.6780265, 120.936069 16.6781518, 120.9360764 16.6782006, 120.9360697 16.6782404, 120.9360509 16.6782603, 120.9360312 16.6782677, 120.9359393 16.678268, 120.9358913 16.6782725, 120.9358451 16.6782886, 120.9358122 16.6783104, 120.9357834 16.6783438, 120.9357458 16.6784139)",,,
230982342,Buguias-Tinoc-Kiangan-Lagawe Road,primary,False,True,183.102,"LINESTRING (120.9369709 16.6767309, 120.936632 16.6768779, 120.9365964 16.6768909, 120.9365616 16.6769002, 120.936517 16.676906, 120.9364828 16.6769085, 120.936439 16.676905, 120.9364165 16.6769018, 120.9363728 16.676892, 120.9363255 16.6768787, 120.9362078 16.6768388, 120.9358082 16.676659, 120.935607 16.6765639, 120.935493 16.6764929, 120.9354553 16.6764722, 120.935434 16.6764573, 120.9354085 16.6764329)",,,
"[624122499, 624122500, 230982343]",Buguias-Tinoc-Kiangan-Lagawe Road,primary,False,False,604.1699999999998,"LINESTRING (120.9369709 16.6767309, 120.9369957 16.6767364, 120.9370189 16.676746, 120.9370816 16.6767862, 120.9371228 16.6768067, 120.9371637 16.6768241, 120.9372435 16.6768523, 120.937266 16.6768629, 120.9372925 16.6768825, 120.93738 16.6769846, 120.9374095 16.6770206, 120.9374464 16.6770553, 120.9375074 16.6770951, 120.9375778 16.677124, 120.9376368 16.6771446, 120.9378655 16.6772181, 120.937901 16.6772397, 120.9379312 16.6772731, 120.9379566 16.67731, 120.9379704 16.6773418, 120.9379811 16.6773819, 120.9379861 16.6774202, 120.9379851 16.6774558, 120.9379833 16.6775001, 120.9379776 16.6775466, 120.937962 16.6776235, 120.9379526 16.6776447, 120.9379379 16.6776681, 120.9378618 16.6777381, 120.937665 16.6779533, 120.9376038 16.6780182, 120.9375915 16.6780323, 120.9375831 16.67805, 120.9375791 16.6780686, 120.9375781 16.6780872, 120.9375788 16.6781068, 120.9375828 16.6781315, 120.9375899 16.678155, 120.9375999 16.6781829, 120.9376435 16.6782642, 120.9376981 16.6783316, 120.9377494 16.678385, 120.9378936 16.6785064, 120.9379372 16.6785571, 120.9379811 16.6786133, 120.9380364 16.6786926, 120.938188 16.6788969, 120.9382447 16.678967, 120.938469 16.6791538, 120.9385273 16.6791982, 120.9385598 16.6792107, 120.9385863 16.6792152, 120.9386171 16.6792129, 120.938643 16.6792059, 120.9386939 16.6791699, 120.9388357 16.6790562, 120.9389861 16.6788929, 120.9390678 16.6787877, 120.9391335 16.6786875, 120.9391858 16.6785911, 120.9392314 16.6784832, 120.9392662 16.6783368, 120.9392763 16.6782539, 120.9392857 16.678189, 120.9392964 16.6781441, 120.9393125 16.6781145, 120.939338 16.6780882, 120.9393708 16.6780696, 120.9394064 16.678058, 120.9394708 16.6780525, 120.9395412 16.6780503, 120.939688 16.6780522, 120.9398087 16.6780638)",1,20,yes
364373532,,unclassified,False,False,181.74000000000004,"LINESTRING (120.9369709 16.6767309, 120.936982 16.6766709, 120.9369837 16.6766333, 120.9369716 16.6765655, 120.9368355 16.6760802, 120.9368194 16.6760096, 120.9368154 16.6759158, 120.9368073 16.6757783, 120.9367872 16.6756331, 120.9367711 16.6755535, 120.9367383 16.6754025, 120.9367322 16.6753678, 120.9367285 16.6753351, 120.9367312 16.6752991, 120.9367409 16.6752651, 120.9367861 16.6751325)",,,
230982341,Buguias-Tinoc-Kiangan-Lagawe Road,primary,False,False,510.45800000000014,"LINESTRING (120.9319223 16.6772249, 120.9319337 16.6771574, 120.9319485 16.6771099, 120.9319746 16.6770399, 120.9320276 16.6769185, 120.9320511 16.6768735, 120.9320699 16.6768408, 120.9321088 16.6767945, 120.9321711 16.6767322, 120.9322402 16.6766699, 120.9322811 16.6766442, 120.932322 16.6766249, 120.9324246 16.6765909, 120.932493 16.6765655, 120.9325517 16.6765372, 120.932613 16.6765067, 120.9326774 16.6764605, 120.9328108 16.6763404, 120.932953 16.676183, 120.9329858 16.6761374, 120.933018 16.6760879, 120.9330475 16.676025, 120.9330643 16.6759768, 120.9330858 16.6758759, 120.9331018 16.6758265, 120.9331327 16.6757552, 120.9331702 16.6756987, 120.9332393 16.6756132, 120.9333788 16.6753659, 120.9335659 16.6750473, 120.9336401 16.6749327, 120.9336519 16.6749115, 120.9336673 16.6748827, 120.9336737 16.6748623, 120.9336785 16.6748392, 120.9336832 16.6748103, 120.9336906 16.6746728, 120.9336986 16.6746246, 120.9337127 16.6745874, 120.9337456 16.6745328, 120.9337717 16.6745039, 120.9337972 16.6744862, 120.93393 16.6744416, 120.9341566 16.6743825, 120.9343025 16.6743414, 120.9343605 16.6743211, 120.9343967 16.6743047, 120.9344272 16.6742831, 120.9344409 16.6742731, 120.9345697 16.6741699, 120.9346428 16.6741146, 120.9347051 16.6740613, 120.9347749 16.6739926, 120.9348463 16.6739248)",,,
230982341,Buguias-Tinoc-Kiangan-Lagawe Road,primary,False,True,47.52700000000001,"LINESTRING (120.9319223 16.6772249, 120.9320008 16.6773957, 120.9321021 16.6775486, 120.9321306 16.6776017)",,,
230982341,Buguias-Tinoc-Kiangan-Lagawe Road,primary,False,False,47.527,"LINESTRING (120.9321306 16.6776017, 120.9321021 16.6775486, 120.9320008 16.6773957, 120.9319223 16.6772249)",,,
834581398,Tinoc - Pulag Trail,unclassified,False,True,532.439,"LINESTRING (120.9321306 16.6776017, 120.9321694 16.6775605, 120.9321818 16.6775438, 120.9321939 16.6775189, 120.9322058 16.6774948, 120.9322248 16.6774404, 120.9323005 16.6772204, 120.9323247 16.6771677, 120.9323522 16.6771272, 120.932381 16.6770971, 120.9324367 16.6770604, 120.9325466 16.677011, 120.9327994 16.6769178, 120.932847 16.6769063, 120.9328873 16.676901, 120.9329288 16.6768973, 120.9332326 16.6768889, 120.9333117 16.6768851, 120.9333909 16.6768709, 120.9335196 16.6768298, 120.9336872 16.6767502, 120.9337892 16.676686, 120.9338254 16.6766725, 120.9338669 16.6766712, 120.9338988 16.676676, 120.9339296 16.676685, 120.9339548 16.6766982, 120.9339742 16.6767158, 120.93399 16.6767373, 120.934056 16.6768292, 120.9342817 16.677161, 120.9344349 16.6773514, 120.9344637 16.6773762, 120.9344966 16.6773925, 120.9345258 16.6774009, 120.9345649 16.677406, 120.9347355 16.6774071, 120.9347819 16.6774088, 120.9348335 16.6774137, 120.9348584 16.6774198, 120.9348869 16.6774304, 120.9349164 16.6774455, 120.9349664 16.6774759, 120.935091 16.6776045, 120.9351531 16.677671, 120.9351782 16.6777037, 120.9352664 16.6778444, 120.9353465 16.6779597, 120.9354414 16.6780888, 120.9354776 16.678146, 120.9355085 16.6782045, 120.9355608 16.6783297, 120.9356218 16.6784222, 120.9356369 16.6784379, 120.9356536 16.6784476, 120.9356731 16.6784485, 120.9356895 16.678445, 120.9357081 16.6784373, 120.9357458 16.6784139)",,,
538615540,,unclassified,False,True,260.17199999999997,"LINESTRING (120.9357458 16.6784139, 120.9357834 16.6783438, 120.9358122 16.6783104, 120.9358451 16.6782886, 120.9358913 16.6782725, 120.9359393 16.678268, 120.9360312 16.6782677, 120.9360509 16.6782603, 120.9360697 16.6782404, 120.9360764 16.6782006, 120.936069 16.6781518, 120.9360395 16.6780265, 120.9359785 16.677837, 120.9359242 16.6777214, 120.9358719 16.6776475, 120.9358209 16.6775833, 120.9357928 16.67753, 120.9357646 16.6774722, 120.935603 16.6770893, 120.9354843 16.6768298, 120.9353864 16.6765703, 120.9353814 16.6765395, 120.9353821 16.6765087, 120.935395 16.6764647, 120.9354085 16.6764329)",,,
