osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref,access
459814741,2,Magsaysay Street,tertiary,False,False,82.332,"LINESTRING (125.1265029 8.1584575, 125.1260554 8.1590508)",,,
459814741,2,Magsaysay Street,tertiary,False,True,16.098,"LINESTRING (125.1265029 8.1584575, 125.1265889 8.1583404)",,,
32806766,2,Bonifacio Drive,tertiary,False,False,161.671,"LINESTRING (125.1265029 8.1584575, 125.1272466 8.1590267, 125.1272791 8.1590062, 125.1274406 8.1589041, 125.1276945 8.1587486)",,,
32806766,2,Bonifacio Drive,tertiary,False,True,22.197,"LINESTRING (125.1278643 8.1586409, 125.1276945 8.1587486)",,,
32806766,2,Bonifacio Drive,tertiary,False,False,161.781,"LINESTRING (125.1278643 8.1586409, 125.127995 8.1586039, 125.1281597 8.1585792, 125.1282755 8.1585495, 125.1283907 8.1584888, 125.1286789 8.1582828, 125.1291149 8.1579323)",,,
120759684,2,Caul Street,unclassified,False,True,174.682,"LINESTRING (125.1278643 8.1586409, 125.1280667 8.1583448, 125.1282328 8.1581077, 125.1285118 8.1577526, 125.1288064 8.1573776)",,,
459814741,2,Magsaysay Street,tertiary,False,True,82.332,"LINESTRING (125.1260554 8.1590508, 125.1265029 8.1584575)",,,
"[183697336, 183697337, 47421347]",2,Governor A. Ruben Street,secondary,False,True,202.667,"LINESTRING (125.1307001 8.1576447, 125.1307067 8.1576863, 125.1307046 8.1577434, 125.1306973 8.1577959, 125.1306828 8.1578485, 125.1306045 8.1580204, 125.1305592 8.158127, 125.1305457 8.1582054, 125.1305383 8.1582851, 125.1305368 8.1583677, 125.13054 8.1584474, 125.1305497 8.1585194, 125.1305654 8.1585821, 125.130587 8.1586417, 125.13061 8.1587222, 125.1306207 8.1587994, 125.1306114 8.1589296, 125.1306027 8.158994, 125.1305819 8.1590676, 125.1305404 8.1591831, 125.1305041 8.1593006, 125.1304565 8.1594002)",yes,,
883018967,2,Governor A. Ruben Street,secondary,False,False,13.111,"LINESTRING (125.1307001 8.1576447, 125.1306751 8.1575974, 125.1306312 8.1575497)",,,
883018967,2,Governor A. Ruben Street,secondary,False,False,40.647,"LINESTRING (125.1303588 8.1573055, 125.1300851 8.1570601)",,,
883018967,2,Governor A. Ruben Street,secondary,False,True,40.451,"LINESTRING (125.1303588 8.1573055, 125.1306312 8.1575497)",,,
88161723,2,Sanchez Street,unclassified,False,False,87.962,"LINESTRING (125.1300606 8.1514617, 125.1307913 8.151782)",,,
699093229,4,Fortich Street,trunk,False,True,83.128,"LINESTRING (125.1300606 8.1514617, 125.1303014 8.151051, 125.1304407 8.1508157)",,10,
883047995,,Fortich Street,trunk,False,False,162.094,"LINESTRING (125.1300606 8.1514617, 125.1297865 8.1519292, 125.1293202 8.1527218)",,10,
882686879,,Fortich Street,trunk,False,False,35.562,"LINESTRING (125.1285062 8.1540746, 125.1283348 8.1543457)",,10,
"[882686880, 883047995]",,Fortich Street,trunk,False,True,53.946999999999996,"LINESTRING (125.1285062 8.1540746, 125.1285594 8.1539905, 125.1287663 8.1536634)",,10,
924893158,2,Kapitan Juan Melendez Street,secondary,False,False,125.625,"LINESTRING (125.1285062 8.1540746, 125.1280032 8.1537754, 125.1279041 8.1537226, 125.1277478 8.1536453, 125.1275063 8.1535321)",,,
88615963,2,Bontao Street,unclassified,False,True,52.706,"LINESTRING (125.1289516 8.1533484, 125.1293691 8.1535805)",,,
883047995,,Fortich Street,trunk,False,False,40.532,"LINESTRING (125.1289516 8.1533484, 125.1287663 8.1536634)",,10,
883047995,,Fortich Street,trunk,False,True,40.448,"LINESTRING (125.1289516 8.1533484, 125.1291366 8.1530341)",,10,
88161743,2,Magsaysay Street,tertiary,True,False,45.011,"LINESTRING (125.1285796 8.1556295, 125.1283505 8.1559648)",,,
120759682,,,unclassified,False,False,59.55,"LINESTRING (125.1285796 8.1556295, 125.1290277 8.1559296)",,,
708153385,,,unclassified,True,False,57.076,"LINESTRING (125.1285796 8.1556295, 125.1281452 8.1553492)",,,
88161742,2,Damasco Street,unclassified,False,False,50.932,"LINESTRING (125.1291366 8.1530341, 125.1295464 8.1532468)",,,
883047995,,Fortich Street,trunk,False,False,40.448,"LINESTRING (125.1291366 8.1530341, 125.1289516 8.1533484)",,10,
883047995,,Fortich Street,trunk,False,True,40.179,"LINESTRING (125.1291366 8.1530341, 125.1292695 8.1528081, 125.1293202 8.1527218)",,10,
88615957,2,Carbajal Street,tertiary,False,True,11.038,"LINESTRING (125.1318992 8.1545208, 125.1319066 8.1544218)",,,
162961233,2,Carbajal Street,secondary,True,False,123.866,"LINESTRING (125.1318992 8.1545208, 125.132006 8.1545579, 125.1320951 8.1545923, 125.1322001 8.1546381, 125.1322855 8.1546793, 125.1328932 8.1550365)",,,
120620721,2,Rizal Street,secondary,False,True,56.402,"LINESTRING (125.1295583 8.1550417, 125.1297602 8.1555079)",,,
459814744,2,Rizal Street,secondary,False,False,57.463,"LINESTRING (125.1295583 8.1550417, 125.1291059 8.1547838)",,,
883047990,2,Datu Mampaalong Street,unclassified,False,False,73.452,"LINESTRING (125.1295583 8.1550417, 125.1292214 8.1556119)",,,
883047990,2,Datu Mampaalong Street,unclassified,False,True,90.667,"LINESTRING (125.1295583 8.1550417, 125.1299846 8.154344)",,,
88161736,2,Murillo Street,unclassified,False,False,98.247,"LINESTRING (125.1295475 8.1540908, 125.1287663 8.1536634)",,,
176132426,,San Isidro Street,tertiary,False,True,38.742,"LINESTRING (125.1295475 8.1540908, 125.1297292 8.1537924)",,,
181531577,2,Murillo Street,unclassified,False,False,55.744,"LINESTRING (125.1295475 8.1540908, 125.1299846 8.154344)",,,
"[883047989, 882686878]",,San Isidro Street,tertiary,False,False,91.129,"LINESTRING (125.1295475 8.1540908, 125.1293268 8.1544533, 125.12921 8.154629, 125.1291059 8.1547838)",,,
88161723,2,Sanchez Street,unclassified,False,False,71.711,"LINESTRING (125.1307913 8.151782, 125.1313927 8.15203)",,,
88161723,2,Sanchez Street,unclassified,False,True,87.962,"LINESTRING (125.1307913 8.151782, 125.1300606 8.1514617)",,,
176132424,,San Isidro Street,tertiary,False,True,174.26,"LINESTRING (125.1307913 8.151782, 125.1307918 8.1518332, 125.1307885 8.1518896, 125.1307811 8.1519288, 125.1307699 8.1519648, 125.1307315 8.1520466, 125.1305783 8.1523224, 125.1300948 8.1531741)",,,
178148569,2,,secondary_link,True,False,54.608999999999995,"LINESTRING (125.1302691 8.1567513, 125.1302584 8.1566355, 125.1302337 8.1565347, 125.1302031 8.1564513, 125.1301692 8.1563805, 125.1301225 8.1562873)",,,
