osmid,highway,oneway,reversed,length,name,lanes,geometry
24429469,residential,False,False,56.812,,,"LINESTRING (121.6363593 14.7630057, 121.6362225 14.7625122)"
24429469,residential,False,True,57.729,,,"LINESTRING (121.6363593 14.7630057, 121.6364873 14.7635099)"
24429489,residential,False,False,38.441,Cemetery Road,,"LINESTRING (121.6363593 14.7630057, 121.6360139 14.7630949)"
24429489,residential,False,False,40.499,Cemetery Road,,"LINESTRING (121.6352988 14.763275, 121.6349326 14.7633602)"
24429489,residential,False,True,38.926,Cemetery Road,,"LINESTRING (121.6352988 14.763275, 121.6356486 14.7631848)"
276514376,secondary,False,False,57.427,General Nakar Road,2,"LINESTRING (121.6352988 14.763275, 121.6351627 14.7627756)"
276514376,secondary,False,True,55.206,General Nakar Road,2,"LINESTRING (121.6352988 14.763275, 121.6354252 14.7637562)"
24429469,residential,False,False,57.237,,,"LINESTRING (121.6362225 14.7625122, 121.6360828 14.7620155)"
24429469,residential,False,True,56.812,,,"LINESTRING (121.6362225 14.7625122, 121.6363593 14.7630057)"
24429492,residential,False,False,38.841,,,"LINESTRING (121.6362225 14.7625122, 121.635872 14.7625967)"
24429492,residential,False,True,39.903,,,"LINESTRING (121.6351627 14.7627756, 121.6355209 14.7626818)"
276514376,secondary,False,False,59.58,General Nakar Road,2,"LINESTRING (121.6351627 14.7627756, 121.6350346 14.7622543)"
276514376,secondary,False,True,57.427,General Nakar Road,2,"LINESTRING (121.6351627 14.7627756, 121.6352988 14.763275)"
24429474,residential,False,False,17.382,,,"LINESTRING (121.6362373 14.7619695, 121.6360828 14.7620155)"
24429474,residential,False,True,38.375,,,"LINESTRING (121.6350346 14.7622543, 121.6353842 14.7621849)"
276514376,secondary,False,True,59.58,General Nakar Road,2,"LINESTRING (121.6350346 14.7622543, 121.6351627 14.7627756)"
276514376,secondary,False,False,189.92100000000002,General Nakar Road,2,"LINESTRING (121.6350346 14.7622543, 121.6349582 14.7618827, 121.6349025 14.7616915, 121.6348529 14.761565, 121.6347858 14.7614541, 121.634704 14.7613348, 121.6345914 14.7612065, 121.6344693 14.7611092, 121.6342996 14.761012, 121.6340973 14.7609314)"
24429469,residential,False,False,49.862,,,"LINESTRING (121.6360828 14.7620155, 121.6359727 14.7615799)"
24429469,residential,False,True,57.237,,,"LINESTRING (121.6360828 14.7620155, 121.6362225 14.7625122)"
24429474,residential,False,False,37.458,,,"LINESTRING (121.6360828 14.7620155, 121.6357444 14.7620955)"
24429474,residential,False,True,17.382,,,"LINESTRING (121.6360828 14.7620155, 121.6362373 14.7619695)"
24429465,residential,False,False,56.469,,,"LINESTRING (121.6360376 14.7646827, 121.6359154 14.7641888)"
342897758,residential,False,False,40.481,,,"LINESTRING (121.6360376 14.7646827, 121.6364024 14.7645927)"
342897758,residential,False,True,38.68,,,"LINESTRING (121.6360376 14.7646827, 121.6356888 14.7647678)"
24429465,residential,False,False,58.848,,,"LINESTRING (121.6359154 14.7641888, 121.6357817 14.7636756)"
24429465,residential,False,True,56.469,,,"LINESTRING (121.6359154 14.7641888, 121.6360376 14.7646827)"
