osmid,highway,maxspeed,oneway,reversed,length,lanes,name,geometry
803081359,secondary,40,False,True,98.667,,,"LINESTRING (120.805917 15.7782836, 120.8058684 15.7791697)"
1037036576,secondary,40,False,False,3.604,2,Provincial Road,"LINESTRING (120.805917 15.7782836, 120.8059506 15.7782859)"
1037036576,secondary,40,False,True,174.101,2,Provincial Road,"LINESTRING (120.805917 15.7782836, 120.8055219 15.7782462, 120.8051813 15.7781894, 120.8043269 15.7779698)"
192934395,unclassified,,False,True,104.303,,,"LINESTRING (120.8118892 15.7785329, 120.8117926 15.7794663)"
192940452,secondary,40,False,False,71.77,2,Muñoz - Talugtug Road,"LINESTRING (120.8118892 15.7785329, 120.811966 15.7778917)"
1037036576,secondary,40,False,True,151.917,2,Provincial Road,"LINESTRING (120.8118892 15.7785329, 120.8104695 15.7785257)"
192934395,unclassified,,False,False,104.303,,,"LINESTRING (120.8117926 15.7794663, 120.8118892 15.7785329)"
192934395,unclassified,,False,True,111.249,,,"LINESTRING (120.8117926 15.7794663, 120.8116559 15.7804581)"
803081358,secondary,40,False,False,143.673,,,"LINESTRING (120.8117926 15.7794663, 120.8104548 15.7793563)"
843919959,residential,,False,True,74.919,,,"LINESTRING (120.8043269 15.7779698, 120.8044566 15.7773077)"
192940450,residential,,False,False,73.218,,,"LINESTRING (120.8043269 15.7779698, 120.8042546 15.7782229, 120.8042291 15.7782642, 120.8042076 15.7782771, 120.8041728 15.7782926, 120.803878 15.7783337)"
1037036576,secondary,40,False,False,174.101,2,Provincial Road,"LINESTRING (120.8043269 15.7779698, 120.8051813 15.7781894, 120.8055219 15.7782462, 120.805917 15.7782836)"
843919959,residential,,False,False,47.971,,,"LINESTRING (120.804467 15.7768764, 120.8044566 15.7773077)"
191901450,residential,,False,True,169.827,,,"LINESTRING (120.804467 15.7768764, 120.8052551 15.7768203, 120.8060517 15.7768022)"
"[192934404, 843919959]",residential,,False,True,391.788,,,"LINESTRING (120.804467 15.7768764, 120.8044617 15.7762785, 120.8044724 15.7760204, 120.8072436 15.7759746)"
192934407,residential,,False,True,93.392,,,"LINESTRING (120.8058684 15.7791697, 120.8058355 15.780009)"
803081358,secondary,40,False,True,136.52,,,"LINESTRING (120.8058684 15.7791697, 120.8071434 15.7792139)"
803081359,secondary,40,False,False,98.667,,,"LINESTRING (120.8058684 15.7791697, 120.805917 15.7782836)"
192934396,residential,,False,True,166.496,,,"LINESTRING (120.8044566 15.7773077, 120.8060125 15.7773194)"
843919959,residential,,False,False,74.919,,,"LINESTRING (120.8044566 15.7773077, 120.8043269 15.7779698)"
843919959,residential,,False,True,47.971,,,"LINESTRING (120.8044566 15.7773077, 120.804467 15.7768764)"
192940450,residential,,False,True,73.218,,,"LINESTRING (120.803878 15.7783337, 120.8041728 15.7782926, 120.8042076 15.7782771, 120.8042291 15.7782642, 120.8042546 15.7782229, 120.8043269 15.7779698)"
191901450,residential,,False,False,193.575,,,"LINESTRING (120.8106259 15.7766096, 120.8088224 15.7767453)"
191901450,residential,,False,True,72.864,,,"LINESTRING (120.8106259 15.7766096, 120.8113045 15.7765554)"
192934399,residential,,False,True,83.335,,,"LINESTRING (120.8106259 15.7766096, 120.8105079 15.7773504)"
191901450,residential,,False,False,72.864,,,"LINESTRING (120.8113045 15.7765554, 120.8106259 15.7766096)"
191901450,residential,,False,True,85.242,,,"LINESTRING (120.8113045 15.7765554, 120.8120949 15.7764599)"
192934405,residential,,False,False,82.262,,,"LINESTRING (120.8113045 15.7765554, 120.8113034 15.7772952)"
192934408,residential,,False,True,70.735,,,"LINESTRING (120.811966 15.7778917, 120.8113055 15.7778659)"
192940452,secondary,40,False,False,77.775,2,Muñoz - Talugtug Road,"LINESTRING (120.811966 15.7778917, 120.8120469 15.7771966)"
192940452,secondary,40,False,True,71.77,2,Muñoz - Talugtug Road,"LINESTRING (120.811966 15.7778917, 120.8118892 15.7785329)"
