osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,access,bridge
86198958,2,D. Tañada Street,residential,False,False,48.378,,,"LINESTRING (122.0991967 13.921086, 122.0992832 13.9210714, 122.0996415 13.9211095)",,
86198958,2,D. Tañada Street,residential,False,True,48.339,,,"LINESTRING (122.0991967 13.921086, 122.099113 13.9210971, 122.0990166 13.9210786, 122.098759 13.9210177)",,
477808718,2,P. Tañada Street,residential,False,True,51.616,,,"LINESTRING (122.0990783 13.9216835, 122.0986155 13.9215665)",,
86198959,2,M.H. Del Pilar Street,residential,False,True,30.954,,,"LINESTRING (122.0980697 13.9214282, 122.0981268 13.9211554)",,
477808715,2,P. Tañada Street,residential,True,False,60.882,,,"LINESTRING (122.0980697 13.9214282, 122.0986155 13.9215665)",,
86198959,2,M.H. Del Pilar Street,residential,False,False,28.231,,,"LINESTRING (122.0980697 13.9214282, 122.0980314 13.9215964, 122.0980132 13.9216761)",,
"[86198964, 86198991]",2,"['P. Tañada Street', 'J. Tañada Street']",residential,False,"[False, True]",96.35400000000001,,,"LINESTRING (122.0980697 13.9214282, 122.0976394 13.9213218, 122.0974938 13.9212826, 122.0975686 13.921003)",,
241703787,2,E. Caparros Street,residential,False,True,22.946,,,"LINESTRING (122.097766 13.9218069, 122.0979708 13.9218623)",,
50625269,2,E. Aguinaldo Street,residential,False,True,57.574,,,"LINESTRING (122.1010516 13.9212701, 122.1010244 13.9217872)",,
86198958,2,D. Tañada Street,residential,False,True,50.385,,,"LINESTRING (122.1010516 13.9212701, 122.1005865 13.9212311)",,
477808719,2,E. Aguinaldo Street,residential,False,False,38.985,,,"LINESTRING (122.1010516 13.9212701, 122.1010602 13.9209196)",,
477808713,1,Marco Street,residential,False,False,165.709,,,"LINESTRING (122.0975712 13.9248373, 122.0975279 13.9247583, 122.0975024 13.9246867, 122.0974186 13.9243632, 122.0973328 13.9240547, 122.0972577 13.9238139, 122.0971176 13.9234162)",,
965338642,2,Maharlika Highway,primary,False,True,188.965,1,40,"LINESTRING (122.0975712 13.9248373, 122.0977936 13.9241461, 122.0978523 13.9239638, 122.0979081 13.9237825, 122.0979335 13.9237137, 122.0979828 13.923559, 122.0980923 13.923215)",,
241681281,,Paz del Castro Street,residential,False,False,35.726,,,"LINESTRING (122.1023506 13.9220918, 122.1023802 13.9224118)",,
241681281,,Paz del Castro Street,residential,False,True,115.157,,,"LINESTRING (122.1023506 13.9220918, 122.1023888 13.9217744, 122.1024513 13.9210609)",,
241681283,2,P. Burgos Street,residential,False,False,69.405,,,"LINESTRING (122.1023506 13.9220918, 122.102512 13.9220622, 122.1026332 13.9220508, 122.1027036 13.9220366, 122.1029887 13.9220324)",,
241681283,2,P. Burgos Street,residential,False,True,151.524,,,"LINESTRING (122.1023506 13.9220918, 122.1022336 13.9221166, 122.1015882 13.9223158, 122.1015241 13.9223137, 122.1012868 13.9222913, 122.1009844 13.9222577)",,
86198972,2,,residential,False,True,66.849,,,"LINESTRING (122.0992317 13.9184893, 122.0990947 13.9190756)",,
86198979,1,Circumferencial Road,residential,False,True,28.486,,,"LINESTRING (122.0992317 13.9184893, 122.098968 13.9184999)",,
86198979,1,Circumferencial Road,residential,False,False,42.795,,,"LINESTRING (122.0992317 13.9184893, 122.099435 13.9184957, 122.0996267 13.9185182)",,
86198959,2,M.H. Del Pilar Street,residential,False,False,21.204,,,"LINESTRING (122.0980132 13.9216761, 122.0979708 13.9218623)",,
86198959,2,M.H. Del Pilar Street,residential,False,True,28.231,,,"LINESTRING (122.0980132 13.9216761, 122.0980314 13.9215964, 122.0980697 13.9214282)",,
86198979,1,Circumferencial Road,residential,False,False,45.159,,,"LINESTRING (122.0996267 13.9185182, 122.1000366 13.9185997)",,
86198980,2,A. Luna Street,residential,False,True,70.073,,,"LINESTRING (122.0996267 13.9185182, 122.0995338 13.9191419)",,
86198979,1,Circumferencial Road,residential,False,True,42.795,,,"LINESTRING (122.0996267 13.9185182, 122.099435 13.9184957, 122.0992317 13.9184893)",,
86198975,,D. Arcaya Street,residential,False,False,48.891,,,"LINESTRING (122.1003374 13.9192618, 122.1007879 13.9193078)",,
86198975,,D. Arcaya Street,residential,False,True,43.541,,,"LINESTRING (122.1003374 13.9192618, 122.0999381 13.919206)",,
86198978,2,A. Mabini Street,residential,False,False,57.779,,,"LINESTRING (122.1003374 13.9192618, 122.100403 13.9187461)",,
86198978,2,A. Mabini Street,residential,False,True,74.766,,,"LINESTRING (122.1003374 13.9192618, 122.1002593 13.9199299)",,
86198980,2,A. Luna Street,residential,False,False,37.602,,,"LINESTRING (122.0991449 13.9214204, 122.0991967 13.921086)",,
241703788,2,P. Burgos Street,residential,True,False,59.243,,,"LINESTRING (122.0985458 13.921805, 122.0980132 13.9216761)",,
241780253,2,J. P. Rizal Street,primary,False,False,21.498,1,40,"LINESTRING (122.0985458 13.921805, 122.0984866 13.9219896)",,
241780253,2,J. P. Rizal Street,primary,False,True,27.566,1,40,"LINESTRING (122.0985458 13.921805, 122.0986155 13.9215665)",,
86198965,,,residential,False,False,109.925,,,"LINESTRING (122.1018543 13.9200102, 122.1017653 13.920995)",,
477808717,2,Capisonda Street,residential,False,False,50.291,,,"LINESTRING (122.1018543 13.9200102, 122.1023195 13.9200361)",,
477808717,2,Capisonda Street,residential,False,True,75.422,,,"LINESTRING (122.1018543 13.9200102, 122.1011562 13.9199796)",,
86198977,2,E. Caparros Street,residential,False,False,47.312,,,"LINESTRING (122.0989134 13.9220867, 122.0984866 13.9219896)",,
86198953,2,T. Tañada Street,residential,True,False,40.962,,,"LINESTRING (122.0996415 13.9211095, 122.0997145 13.920748)",,
86198958,2,D. Tañada Street,residential,False,False,51.219,,,"LINESTRING (122.0996415 13.9211095, 122.1001115 13.9211732)",,
86198958,2,D. Tañada Street,residential,False,True,48.378,,,"LINESTRING (122.0996415 13.9211095, 122.0992832 13.9210714, 122.0991967 13.921086)",,
86198969,2,Gomez Street,residential,False,False,62.584,,,"LINESTRING (122.0975686 13.921003, 122.0981268 13.9211554)",,
86198969,2,Gomez Street,residential,False,True,32.552,,,"LINESTRING (122.0975686 13.921003, 122.097276 13.920932)",,
86198991,,J. Tañada Street,residential,False,False,29.213,,,"LINESTRING (122.0975686 13.921003, 122.0976329 13.9207478)",,
"[86198964, 86198991]",2,"['P. Tañada Street', 'J. Tañada Street']",residential,False,"[False, True]",96.354,,,"LINESTRING (122.0975686 13.921003, 122.0974938 13.9212826, 122.0976394 13.9213218, 122.0980697 13.9214282)",,
86198958,2,D. Tañada Street,residential,False,False,61.473,,,"LINESTRING (122.0976329 13.9207478, 122.0981862 13.920879)",,
86198958,2,D. Tañada Street,residential,False,True,50.307,,,"LINESTRING (122.0976329 13.9207478, 122.097177 13.9206536)",,
86198991,,J. Tañada Street,residential,False,False,47.689,,,"LINESTRING (122.0976329 13.9207478, 122.097734 13.9203303)",,
86198991,,J. Tañada Street,residential,False,True,29.213,,,"LINESTRING (122.0976329 13.9207478, 122.0975686 13.921003)",,
86198954,2,Capisonda Street,residential,False,False,43.091,,,"LINESTRING (122.0987006 13.9197903, 122.0990973 13.919834)",,
86198954,2,Capisonda Street,residential,False,True,26.189,,,"LINESTRING (122.0987006 13.9197903, 122.0984601 13.919759)",,
86198976,2,L. Jaena Street,residential,False,False,80.456,,,"LINESTRING (122.0987006 13.9197903, 122.098543 13.9204975)",,
86198976,2,L. Jaena Street,residential,False,True,85.483,,,"LINESTRING (122.0987006 13.9197903, 122.0988438 13.9190342)",,
86198954,2,Capisonda Street,residential,False,False,26.189,,,"LINESTRING (122.0984601 13.919759, 122.0987006 13.9197903)",,
86198959,2,M.H. Del Pilar Street,residential,False,False,78.398,,,"LINESTRING (122.0984601 13.919759, 122.098286 13.9204435)",,
86198959,2,M.H. Del Pilar Street,residential,False,True,28.963,,,"LINESTRING (122.0984601 13.919759, 122.0985191 13.9195049)",,
86198954,2,Capisonda Street,residential,False,True,151.47000000000003,,,"LINESTRING (122.0984601 13.919759, 122.0979847 13.9196831, 122.0977449 13.9196584, 122.097451 13.9196531, 122.0973275 13.9197113, 122.0971075 13.919825)",,
86198958,2,D. Tañada Street,residential,False,True,63.717,,,"LINESTRING (122.098759 13.9210177, 122.0981862 13.920879)",,
241780253,2,J. P. Rizal Street,primary,False,True,51.258,1,40,"LINESTRING (122.098759 13.9210177, 122.098881 13.9205722)",,
86198958,2,D. Tañada Street,residential,False,False,48.339,,,"LINESTRING (122.098759 13.9210177, 122.0990166 13.9210786, 122.099113 13.9210971, 122.0991967 13.921086)",,
241780253,2,J. P. Rizal Street,primary,False,False,62.959,1,40,"LINESTRING (122.098759 13.9210177, 122.0987413 13.9210853, 122.0986352 13.9214913, 122.0986155 13.9215665)",,
86198962,2,,residential,False,False,60.89,,,"LINESTRING (122.1001166 13.9181664, 122.1006292 13.9183951)",,
241681279,,,residential,False,True,48.974,,,"LINESTRING (122.1001166 13.9181664, 122.1000815 13.9183218, 122.10005 13.918531, 122.1000366 13.9185997)",,
86198952,,Lapu Lapu Street,residential,False,True,96.061,,,"LINESTRING (122.1036466 13.9212026, 122.1035892 13.9220647)",,
241780254,2,A. Bonifacio Street,primary,False,False,68.101,1,40,"LINESTRING (122.1036466 13.9212026, 122.1031278 13.9211405, 122.1030203 13.9211282)",,
86198958,2,D. Tañada Street,residential,False,False,51.669,,,"LINESTRING (122.1001115 13.9211732, 122.1005865 13.9212311)",,
86198958,2,D. Tañada Street,residential,False,True,51.219,,,"LINESTRING (122.1001115 13.9211732, 122.0996415 13.9211095)",,
86198978,2,A. Mabini Street,residential,False,False,39.826,,,"LINESTRING (122.1001115 13.9211732, 122.1001627 13.9208185)",,
86198978,2,A. Mabini Street,residential,False,True,102.472,,,"LINESTRING (122.1001115 13.9211732, 122.1000029 13.9220887)",,
50625269,2,E. Aguinaldo Street,residential,False,False,16.333,,,"LINESTRING (122.1009362 13.9228072, 122.1009439 13.9226605)",,
477810102,,Lakan Bugtali Boulevard,residential,False,False,161.941,,,"LINESTRING (122.1009362 13.9228072, 122.1017594 13.9225832, 122.1020409 13.9225106, 122.1023802 13.9224118)",,
"[477808716, 477810102]",2,"['Lakan Bugtali Boulevard', 'M.L. Quezon Street']",residential,False,True,92.31700000000001,,,"LINESTRING (122.1009362 13.9228072, 122.1003873 13.9229378, 122.1003919 13.9228893, 122.1004188 13.9226578)",,
86198958,2,D. Tañada Street,residential,False,False,63.717,,,"LINESTRING (122.0981862 13.920879, 122.098759 13.9210177)",,
86198958,2,D. Tañada Street,residential,False,True,61.473,,,"LINESTRING (122.0981862 13.920879, 122.0976329 13.9207478)",,
86198959,2,M.H. Del Pilar Street,residential,False,False,31.396,,,"LINESTRING (122.0981862 13.920879, 122.0981268 13.9211554)",,
86198959,2,M.H. Del Pilar Street,residential,False,True,49.609,,,"LINESTRING (122.0981862 13.920879, 122.098286 13.9204435)",,
241780254,2,A. Bonifacio Street,primary,False,False,74.401,1,40,"LINESTRING (122.1024513 13.9210609, 122.1017653 13.920995)",,
"[835074740, 86198981]",2,M. Prinsipe Street,residential,False,True,136.279,,,"LINESTRING (122.1024513 13.9210609, 122.1025267 13.9207674, 122.1026611 13.920347, 122.1026502 13.9202755, 122.102627 13.9202217, 122.1025443 13.9201587, 122.1023195 13.9200361)",,
241681281,,Paz del Castro Street,residential,False,False,115.157,,,"LINESTRING (122.1024513 13.9210609, 122.1023888 13.9217744, 122.1023506 13.9220918)",,
241780254,2,A. Bonifacio Street,primary,False,True,61.867999999999995,1,40,"LINESTRING (122.1024513 13.9210609, 122.102686 13.921091, 122.1028919 13.9211134, 122.1030203 13.9211282)",,
86198968,,J. Tañada Street,residential,False,False,29.98,,,"LINESTRING (122.1029979 13.9223943, 122.1030301 13.9226621)",,
86198968,,J. Tañada Street,residential,False,True,40.254,,,"LINESTRING (122.1029979 13.9223943, 122.1029887 13.9220324)",,
834757250,,Lakan Bugtali Boulevard,residential,False,False,28.67,,,"LINESTRING (122.1029979 13.9223943, 122.1032635 13.9223901)",,
834757250,,Lakan Bugtali Boulevard,residential,False,True,65.332,,,"LINESTRING (122.1029979 13.9223943, 122.1026664 13.9224093, 122.1023985 13.9224626)",,
86198979,1,Circumferencial Road,residential,False,True,45.159,,,"LINESTRING (122.1000366 13.9185997, 122.0996267 13.9185182)",,
477808714,2,T. Tañada Street,residential,False,True,68.251,,,"LINESTRING (122.1000366 13.9185997, 122.0999381 13.919206)",,
86198979,1,Circumferencial Road,residential,False,False,42.78,,,"LINESTRING (122.1000366 13.9185997, 122.1002285 13.9186709, 122.100403 13.9187461)",,
241681279,,,residential,False,False,48.974000000000004,,,"LINESTRING (122.1000366 13.9185997, 122.10005 13.918531, 122.1000815 13.9183218, 122.1001166 13.9181664)",,
834757259,2,A. Bonifacio Street,primary,False,False,36.057,613,40,"LINESTRING (122.0969277 13.9195517, 122.0971075 13.919825)",,
86198979,1,Circumferencial Road,residential,False,False,57.361999999999995,,,"LINESTRING (122.0969277 13.9195517, 122.0971061 13.9193686, 122.0973088 13.9191928)",,
86198959,2,M.H. Del Pilar Street,residential,False,True,21.204,,,"LINESTRING (122.0979708 13.9218623, 122.0980132 13.9216761)",,
241703787,2,E. Caparros Street,residential,False,False,22.946,,,"LINESTRING (122.0979708 13.9218623, 122.097766 13.9218069)",,
241703787,2,E. Caparros Street,residential,False,True,57.441,,,"LINESTRING (122.0979708 13.9218623, 122.0984866 13.9219896)",,
86198959,2,M.H. Del Pilar Street,residential,False,False,58.598,,,"LINESTRING (122.0979708 13.9218623, 122.0978893 13.9221829, 122.0978358 13.9223727)",,
86198958,2,D. Tañada Street,residential,False,False,50.385,,,"LINESTRING (122.1005865 13.9212311, 122.1010516 13.9212701)",,
86198958,2,D. Tañada Street,residential,False,True,51.669,,,"LINESTRING (122.1005865 13.9212311, 122.1001115 13.9211732)",,
477808716,2,M.L. Quezon Street,residential,False,False,56.147,,,"LINESTRING (122.1005865 13.9212311, 122.1005486 13.9217347)",,
834757264,2,M.L. Quezon Street,residential,True,False,40.026,,,"LINESTRING (122.1005865 13.9212311, 122.1006252 13.9208731)",,
