osmid,highway,oneway,reversed,length,geometry,maxspeed,lanes,name
470246890,residential,False,False,108.054,"LINESTRING (121.8117155 16.717399, 121.8118214 16.717532, 121.8118832 16.7176511, 121.8121385 16.7182765)",,,
731972996,secondary,False,True,71.35799999999999,"LINESTRING (121.8117155 16.717399, 121.8116447 16.7174482, 121.8115105 16.7174759, 121.8112953 16.7174823, 121.8110654 16.7174884)",40,,
470246876,residential,False,True,56.987,"LINESTRING (121.8110654 16.7174884, 121.8110232 16.7179993)",,,
731972996,secondary,False,False,71.35799999999999,"LINESTRING (121.8110654 16.7174884, 121.8112953 16.7174823, 121.8115105 16.7174759, 121.8116447 16.7174482, 121.8117155 16.717399)",40,,
731972996,secondary,False,True,155.625,"LINESTRING (121.8110654 16.7174884, 121.8102144 16.7174854, 121.8099725 16.7174917, 121.8097876 16.7175063, 121.8096055 16.7175217)",40,,
470246888,unclassified,False,False,67.858,"LINESTRING (121.8087539 16.7177559, 121.8086174 16.7175926, 121.8084742 16.7173437, 121.8084353 16.7172329)",,,
731972996,secondary,False,False,95.417,"LINESTRING (121.8087539 16.7177559, 121.8089993 16.7176313, 121.8093467 16.7175491, 121.8096055 16.7175217)",40,,
731972996,secondary,False,True,50.783,"LINESTRING (121.8087539 16.7177559, 121.8086506 16.717865, 121.8085608 16.7180243, 121.8085178 16.7181459)",40,,
470246876,residential,False,False,78.498,"LINESTRING (121.8083175 16.719024, 121.8090546 16.7190207)",,,
731972996,secondary,False,True,16.749,"LINESTRING (121.8083175 16.719024, 121.8082738 16.7191687)",40,,
731972996,secondary,False,False,100.041,"LINESTRING (121.8083175 16.719024, 121.8083501 16.7188787, 121.8084355 16.718464, 121.8084776 16.7182594, 121.8085178 16.7181459)",40,,
731972996,secondary,False,False,16.749,"LINESTRING (121.8082738 16.7191687, 121.8083175 16.719024)",40,,
470246880,tertiary,False,False,61.373,"LINESTRING (121.8082738 16.7191687, 121.8083047 16.7193096, 121.808338 16.7194575, 121.80838 16.7195901, 121.8084254 16.7196999)",,2,
1136379231,secondary,False,True,62.876,"LINESTRING (121.8082738 16.7191687, 121.8081847 16.7192835, 121.8080693 16.7193909, 121.8079586 16.7194628, 121.8078285 16.7195271)",,2,
470246886,residential,False,False,69.261,"LINESTRING (121.8078285 16.7195271, 121.8075777 16.7189524)",,,
280425716,secondary,False,True,86.07300000000001,"LINESTRING (121.8078285 16.7195271, 121.8074664 16.7196825, 121.8070883 16.7198379)",40,2,Angadanan-San Guillermo Road
