osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,tunnel,bridge
158809989,2,Urro Street,tertiary,False,False,100.82,"LINESTRING (123.4377697 7.8286289, 123.4386586 7.8288448)",,,,
158809989,2,Urro Street,tertiary,False,True,101.786,"LINESTRING (123.4377697 7.8286289, 123.4373018 7.8285109, 123.4368695 7.8284237)",,,,
158809937,2,Datoc Street,tertiary,False,True,110.895,"LINESTRING (123.4348342 7.8279832, 123.435051 7.8270093)",,,,
158809989,2,Urro Street,tertiary,False,False,108.107,"LINESTRING (123.4348342 7.8279832, 123.4357948 7.8281822)",,,,
882636875,2,Datoc Street,residential,False,False,113.748,"LINESTRING (123.4348342 7.8279832, 123.4345853 7.828976)",,,,
158809989,2,Urro Street,tertiary,False,True,105.987,"LINESTRING (123.4348342 7.8279832, 123.4343247 7.8278776, 123.4338912 7.8277942)",,,,
158809938,,Duterte Street,secondary,False,False,112.999,"LINESTRING (123.4338912 7.8277942, 123.4341129 7.826802)",,,,
158809989,2,Urro Street,tertiary,False,False,105.987,"LINESTRING (123.4338912 7.8277942, 123.4343247 7.8278776, 123.4348342 7.8279832)",,,,
158809989,2,Urro Street,tertiary,False,True,114.821,"LINESTRING (123.4338912 7.8277942, 123.4333566 7.8276913, 123.432868 7.8275973)",,,,
613949999,2,Duterte Street,secondary,False,False,110.195,"LINESTRING (123.4338912 7.8277942, 123.4338343 7.8280055, 123.4337743 7.8282084, 123.4336965 7.8284556, 123.4336495 7.8285964, 123.4335865 7.8287368)",,,,
158810008,2,Benigno Aquino Street,residential,False,True,108.336,"LINESTRING (123.4362274 7.8262592, 123.4364251 7.8253048)",,,,
158810032,,V. Sagun Street,residential,False,False,102.796,"LINESTRING (123.4362274 7.8262592, 123.4371424 7.8264407)",,,,
158810032,,V. Sagun Street,residential,False,True,108.606,"LINESTRING (123.4362274 7.8262592, 123.4352607 7.8260674)",,,,
158810008,2,Benigno Aquino Street,residential,False,False,219.079,"LINESTRING (123.4362274 7.8262592, 123.4361047 7.8268312, 123.4359402 7.8275485, 123.4357948 7.8281822)",,,,
158809989,2,Urro Street,tertiary,False,False,106.698,"LINESTRING (123.4357948 7.8281822, 123.4367394 7.8283944)",,,,
158809989,2,Urro Street,tertiary,False,True,108.107,"LINESTRING (123.4357948 7.8281822, 123.4348342 7.8279832)",,,,
158810008,2,Benigno Aquino Street,residential,False,False,111.902,"LINESTRING (123.4357948 7.8281822, 123.4355876 7.8291674)",,,,
158810008,2,Benigno Aquino Street,residential,False,True,219.079,"LINESTRING (123.4357948 7.8281822, 123.4359402 7.8275485, 123.4361047 7.8268312, 123.4362274 7.8262592)",,,,
158809947,,,residential,False,False,10.358,"LINESTRING (123.4406955 7.8245872, 123.4407681 7.824528)",,,,
158809947,,,residential,False,True,83.039,"LINESTRING (123.4406955 7.8245872, 123.4404936 7.8253067)",,,,
