osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,width,bridge,access
"[1077811776, 1077811777, 787332302, 1085239791]",4,Natividad Lopez Street,unclassified,,False,False,121.297,"LINESTRING (120.9819437 14.5903945, 120.9818266 14.5903942, 120.9809271 14.5903821, 120.9808719 14.5903813, 120.9808166 14.5903805)",,,,,
1079261136,4,Natividad Lopez Street,tertiary,40,False,False,9.351,"LINESTRING (120.9820306 14.5903948, 120.9819437 14.5903945)",,,,,
769206217,2,Natividad Lopez Street,tertiary,40,True,False,25.857,"LINESTRING (120.9820306 14.5903948, 120.9820535 14.5903787, 120.9820804 14.5903675, 120.9822631 14.5903671)",,,,,
787332300,4,A. Villegas Street,tertiary,40,True,False,29.305,"LINESTRING (120.9820606 14.5901841, 120.9820497 14.5903012, 120.9820378 14.590334, 120.9820157 14.59035, 120.9819878 14.5903598, 120.9819653 14.5903716, 120.9819437 14.5903945)",,,,,
787332301,1,,tertiary_link,,True,False,30.625,"LINESTRING (120.9820606 14.5901841, 120.9820861 14.5902293, 120.9821018 14.5902545, 120.9821232 14.5902792, 120.9821465 14.5903, 120.9821749 14.5903207, 120.9822082 14.5903396, 120.9822631 14.5903671)",,,,,
769206217,2,Natividad Lopez Street,tertiary,40,True,False,96.135,"LINESTRING (120.9822631 14.5903671, 120.9831564 14.5903783)",,,,,
603213627,4,Natividad Lopez Street,tertiary,40,False,False,25.516,"LINESTRING (120.9838343 14.5904125, 120.9835972 14.5904099)",,,,,
"[163844191, 787332303]",3,San Marcelino Street,tertiary,40,True,False,202.058,"LINESTRING (120.9838343 14.5904125, 120.9838602 14.5903852, 120.9838837 14.5903432, 120.9839053 14.5903007, 120.9839378 14.5902278, 120.9841175 14.5898242, 120.9842455 14.5895368, 120.9845996 14.5887555)",,,,,
1126164115,4,Ayala Boulevard,secondary,60,False,False,35.375,"LINESTRING (120.9844151 14.5884922, 120.9845996 14.5887555)",180,,,,
158627300,4,Ayala Boulevard,secondary,60,False,True,322.677,"LINESTRING (120.9844151 14.5884922, 120.9834581 14.5871421, 120.9833472 14.5869845, 120.9829139 14.5863688, 120.9828146 14.5862506, 120.9827462 14.5861883, 120.9826742 14.5861382)",180,,,,
1052653516,1,,tertiary,,True,False,59.413,"LINESTRING (120.9770346 14.5945138, 120.9768875 14.5950288)",,,,,yes
1076755536,6,Magallanes Drive,tertiary,40,False,False,57.093,"LINESTRING (120.9770346 14.5945138, 120.9774315 14.5945846, 120.977557 14.5946033)",,,,,
1076755536,6,Magallanes Drive,tertiary,40,False,True,174.74,"LINESTRING (120.9770346 14.5945138, 120.9767946 14.5944738, 120.976353 14.5943955, 120.9763078 14.5943875, 120.976113 14.5943549, 120.9760624 14.5943459, 120.9755994 14.5942675, 120.9754356 14.5942399)",,,,,
1077369997,2,Riverside Drive,tertiary,40,True,False,47.422,"LINESTRING (120.9768875 14.5950288, 120.9764579 14.5949337)",,,,,
158627305,4,Padre Burgos Avenue,primary,60,True,False,115.33699999999999,"LINESTRING (120.9804894 14.5914701, 120.980398 14.5918149, 120.9803162 14.5920689, 120.9802471 14.5922742, 120.9802074 14.5923881, 120.980184 14.5924523, 120.9801802 14.5924627)",150;170,,,,
809323040,2,Natividad Lopez Street,tertiary,40,True,False,11.558,"LINESTRING (120.9832612 14.5904336, 120.9831538 14.5904323)",,,,,
1066220802,2,,tertiary,,False,True,6.013,"LINESTRING (120.9832612 14.5904336, 120.9832642 14.5903796)",,,,,
1079261138,2,,tertiary,,False,False,6.011,"LINESTRING (120.9831538 14.5904323, 120.9831564 14.5903783)",,,,,
809323040,2,Natividad Lopez Street,tertiary,40,True,False,121.64399999999999,"LINESTRING (120.9831538 14.5904323, 120.9820784 14.59042, 120.9820554 14.590412, 120.9820306 14.5903948)",,,,,
769206217,2,Natividad Lopez Street,tertiary,40,True,False,11.601,"LINESTRING (120.9831564 14.5903783, 120.9832642 14.5903796)",,,,,
1079261138,2,,tertiary,,False,True,6.011,"LINESTRING (120.9831564 14.5903783, 120.9831538 14.5904323)",,,,,
1086315982,,Legaspi Street,residential,30,False,False,74.384,"LINESTRING (120.9776276 14.5910782, 120.9772053 14.5916078)",,,,,
