osmid,highway,oneway,reversed,length,geometry,ref,name,bridge
246595642,tertiary,False,False,257.939,"LINESTRING (122.7478977 10.9773883, 122.7479681 10.9775374, 122.7481802 10.9776952, 122.748572 10.9779472, 122.7493079 10.9784158, 122.749483 10.9785283, 122.7497964 10.9787297)",,,
246650178,primary,False,True,152.77999999999997,"LINESTRING (122.7478977 10.9773883, 122.7481562 10.9775095, 122.7484713 10.9775999, 122.7488128 10.977687, 122.7490726 10.9777478, 122.7492338 10.977782)",508,Iloilo East Coast Road,
303244645,residential,False,True,248.51800000000003,"LINESTRING (122.7478977 10.9773883, 122.7482681 10.9769938, 122.7494372 10.9757418)",,,
246595639,residential,False,False,230.209,"LINESTRING (122.7547268 10.9790927, 122.7544741 10.9811481)",,,
246650178,primary,False,False,273.865,"LINESTRING (122.7547268 10.9790927, 122.7534293 10.9788043, 122.7522866 10.9785213)",508,Iloilo East Coast Road,
246595639,residential,False,True,230.209,"LINESTRING (122.7544741 10.9811481, 122.7547268 10.9790927)",,,
246595639,residential,False,False,177.378,"LINESTRING (122.7544741 10.9811481, 122.7543937 10.9818565, 122.7544687 10.9819907, 122.7546618 10.982075, 122.7547798 10.9821027, 122.7548536 10.9824989)",,,
246595639,residential,False,True,177.378,"LINESTRING (122.7548536 10.9824989, 122.7547798 10.9821027, 122.7546618 10.982075, 122.7544687 10.9819907, 122.7543937 10.9818565, 122.7544741 10.9811481)",,,
246650178,primary,False,True,209.064,"LINESTRING (122.7504311 10.9780555, 122.7522866 10.9785213)",508,Iloilo East Coast Road,
303244635,residential,False,True,50.649,"LINESTRING (122.7504311 10.9780555, 122.7507331 10.9777097)",,,
246595640,residential,False,False,102.093,"LINESTRING (122.7504311 10.9780555, 122.750075 10.9784234, 122.7497964 10.9787297)",,,
246650178,primary,False,False,134.376,"LINESTRING (122.7504311 10.9780555, 122.7502397 10.9780355, 122.7497968 10.9779254, 122.7492338 10.977782)",508,Iloilo East Coast Road,
246595642,tertiary,False,False,62.1,"LINESTRING (122.7497964 10.9787297, 122.7502727 10.9790351)",,,
246595640,residential,False,True,102.093,"LINESTRING (122.7497964 10.9787297, 122.750075 10.9784234, 122.7504311 10.9780555)",,,
