osmid,name,highway,oneway,reversed,length,geometry,lanes,access,width,ref,maxspeed,bridge
"[30128595, 555739526]",Coco Hill Street,residential,False,True,136.503,"LINESTRING (121.0596955 14.4778792, 121.0595083 14.4776254, 121.059478 14.4776023, 121.0593826 14.477619, 121.0592221 14.4776028, 121.0590068 14.4775728, 121.0589484 14.4775731, 121.0588943 14.4775835, 121.0588335 14.477618, 121.0586246 14.4777462)",,,,,,
30128588,Rocky Hill Street,residential,False,False,10.299,"LINESTRING (121.0586246 14.4777462, 121.0586721 14.4778266)",,,,,,
"[894998982, 30128588, 931346654, 902536622]",Rocky Hill Street,residential,False,"[False, True]",173.697,"LINESTRING (121.0586246 14.4777462, 121.0583564 14.4773655, 121.0583411 14.4773512, 121.0583359 14.4773451, 121.0583318 14.4773361, 121.0583114 14.4772595, 121.0583067 14.4772277, 121.0582651 14.4770355, 121.0586145 14.4769687, 121.0586353 14.4769381, 121.0586366 14.4769083, 121.0586299 14.4768498, 121.0586305 14.4767492, 121.0586082 14.4765659)",,,,,,
"[30128595, 555739526]",Coco Hill Street,residential,False,False,136.503,"LINESTRING (121.0586246 14.4777462, 121.0588335 14.477618, 121.0588943 14.4775835, 121.0589484 14.4775731, 121.0590068 14.4775728, 121.0592221 14.4776028, 121.0593826 14.477619, 121.059478 14.4776023, 121.0595083 14.4776254, 121.0596955 14.4778792)",,,,,,
30128606,Yakal,residential,False,True,37.911,"LINESTRING (121.055864 14.4769962, 121.0559812 14.4773177)",,,,,,
30128606,Yakal,residential,False,False,55.37,"LINESTRING (121.055864 14.4769962, 121.0557816 14.476803, 121.0558685 14.4766228, 121.0559112 14.4765428)",,,,,,
171769531,Saint Martin Avenue,residential,False,False,109.50699999999999,"LINESTRING (121.055864 14.4769962, 121.0565663 14.4768197, 121.0568504 14.4767563)",,,,,,
171769531,Saint Martin Avenue,residential,False,False,15.059,"LINESTRING (121.0577158 14.4766039, 121.0578548 14.4765888)",,,,,,
171769531,Saint Martin Avenue,residential,False,True,44.781,"LINESTRING (121.0577158 14.4766039, 121.0573048 14.4766657)",,,,,,
171769531,Saint Martin Avenue,residential,False,False,44.781,"LINESTRING (121.0573048 14.4766657, 121.0577158 14.4766039)",,,,,,
