osmid,highway,oneway,reversed,length,geometry,maxspeed
611437654,residential,False,False,69.738,"LINESTRING (122.9085345 13.791508, 122.9088376 13.7909542)",
611437654,residential,False,True,69.738,"LINESTRING (122.9088376 13.7909542, 122.9085345 13.791508)",
611437654,residential,False,False,54.978,"LINESTRING (122.9088376 13.7909542, 122.9089384 13.7907527, 122.9088197 13.7905081)",
611437656,residential,False,False,112.08,"LINESTRING (122.9088376 13.7909542, 122.9090456 13.7910346, 122.9094249 13.7909289, 122.9096832 13.790608)",
"[611437656, 755844994]",residential,False,True,90.413,"LINESTRING (122.9088376 13.7909542, 122.9085716 13.7908236, 122.908473 13.7906419, 122.9083777 13.7903374)",
611437654,residential,False,False,35.331,"LINESTRING (122.9088197 13.7905081, 122.9087013 13.7902119)",
611437654,residential,False,True,54.978,"LINESTRING (122.9088197 13.7905081, 122.9089384 13.7907527, 122.9088376 13.7909542)",
906091037,residential,False,False,48.528999999999996,"LINESTRING (122.9088197 13.7905081, 122.9089867 13.7904334, 122.9092159 13.7903032)",
611437654,residential,False,True,35.331,"LINESTRING (122.9087013 13.7902119, 122.9088197 13.7905081)",
611437655,residential,False,True,37.629,"LINESTRING (122.9087013 13.7902119, 122.9083777 13.7903374)",
611437654,residential,False,False,86.899,"LINESTRING (122.9087013 13.7902119, 122.9086165 13.7899262, 122.908584 13.7896687, 122.9085712 13.7894443)",
906093913,unclassified,False,True,17.279,"LINESTRING (122.9085712 13.7894443, 122.9086601 13.7895735)",
611437654,residential,False,True,86.899,"LINESTRING (122.9085712 13.7894443, 122.908584 13.7896687, 122.9086165 13.7899262, 122.9087013 13.7902119)",
611437660,unclassified,False,False,58.14,"LINESTRING (122.9085712 13.7894443, 122.9085012 13.7891233, 122.9084951 13.7890425, 122.9085052 13.7889292)",30
611437655,residential,False,False,50.239,"LINESTRING (122.907956 13.7905282, 122.9083777 13.7903374)",
611437655,residential,False,False,37.629,"LINESTRING (122.9083777 13.7903374, 122.9087013 13.7902119)",
611437655,residential,False,True,50.239,"LINESTRING (122.9083777 13.7903374, 122.907956 13.7905282)",
"[611437656, 755844994]",residential,False,False,90.413,"LINESTRING (122.9083777 13.7903374, 122.908473 13.7906419, 122.9085716 13.7908236, 122.9088376 13.7909542)",
"[611437656, 755844995]",residential,False,False,166.418,"LINESTRING (122.9096832 13.790608, 122.9097497 13.7903515, 122.9097736 13.7902372, 122.9090787 13.7895682, 122.9089951 13.7894243)",
611437656,residential,False,True,112.08,"LINESTRING (122.9096832 13.790608, 122.9094249 13.7909289, 122.9090456 13.7910346, 122.9088376 13.7909542)",
"[611437657, 755844988]",unclassified,False,False,274.101,"LINESTRING (122.9096832 13.790608, 122.9097943 13.7906738, 122.9109353 13.7911905, 122.9109634 13.7912254, 122.9109674 13.791258, 122.91094 13.7913856, 122.9109601 13.7915256, 122.9110093 13.7915762, 122.9111508 13.7916453, 122.911226 13.791669, 122.9114922 13.7916459, 122.9117057 13.7916515)",
611437657,unclassified,False,True,61.161,"LINESTRING (122.9096832 13.790608, 122.9096259 13.7905488, 122.9095413 13.7905091, 122.9094627 13.7904637, 122.9093917 13.7904108, 122.9092159 13.7903032)",
755844995,residential,False,False,39.799,"LINESTRING (122.9089951 13.7894243, 122.9086601 13.7895735)",
611437658,residential,False,False,212.16900000000004,"LINESTRING (122.9089951 13.7894243, 122.9093801 13.7892616, 122.9101948 13.7898122, 122.9103855 13.7897946, 122.9107253 13.789677)",
"[611437656, 755844995]",residential,False,True,166.418,"LINESTRING (122.9089951 13.7894243, 122.9090787 13.7895682, 122.9097736 13.7902372, 122.9097497 13.7903515, 122.9096832 13.790608)",
755844995,residential,False,True,39.799,"LINESTRING (122.9086601 13.7895735, 122.9089951 13.7894243)",
