osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,access,bridge
25739303,2,Xavierville Avenue,secondary,40,False,True,131.121,"LINESTRING (121.0741428 14.6338012, 121.0730761 14.6340823, 121.0729669 14.6341111)",,,,
814073112,2,Katipunan Avenue,primary,60,True,False,77.226,"LINESTRING (121.0741428 14.6338012, 121.0741145 14.6332287, 121.0741126 14.6331615, 121.0741108 14.6331074)",11,,,
255889262,2,B. Gonzales Street,residential,,False,True,20.242,"LINESTRING (121.0707356 14.6347974, 121.0706316 14.6346457)",,,,
4231559,4,Xavierville Avenue,secondary,40,False,False,251.94299999999998,"LINESTRING (121.0707356 14.6347974, 121.0710551 14.6346961, 121.0713779 14.6345938, 121.0716642 14.6345205, 121.0717647 14.6344889, 121.0721653 14.634363, 121.0722725 14.6343293, 121.0724867 14.634262, 121.0728945 14.6341339, 121.0729669 14.6341111)",,,,
4231559,4,Xavierville Avenue,secondary,40,False,True,264.748,"LINESTRING (121.0707356 14.6347974, 121.069727 14.6350931, 121.0695612 14.6351441, 121.0694315 14.635184, 121.0693591 14.6352062, 121.0692031 14.6352542, 121.0683862 14.6355054)",,,,
33546759,2,B. Gonzales Street,residential,20,False,False,92.19800000000001,"LINESTRING (121.0707356 14.6347974, 121.0707784 14.6348505, 121.0708441 14.6350097, 121.0709657 14.6353706, 121.0710233 14.6355739)",,,,
940337465,2,Jose P. Rizal Street,tertiary,40,False,False,14.103,"LINESTRING (121.0693075 14.6294506, 121.0693586 14.6293338)",,8,,
4486432,4,Marcos Highway,primary,60,True,False,32.045,"LINESTRING (121.0740613 14.6316004, 121.0742305 14.6316867, 121.0743251 14.6317342)",59,,,
703023054,2,Katipunan Avenue,primary,60,True,False,88.735,"LINESTRING (121.0740613 14.6316004, 121.0740581 14.6314521, 121.0740353 14.6308028)",11,,,
33546759,2,B. Gonzales Street,residential,20,False,True,92.19800000000001,"LINESTRING (121.0710233 14.6355739, 121.0709657 14.6353706, 121.0708441 14.6350097, 121.0707784 14.6348505, 121.0707356 14.6347974)",,,,
"[4935728, 481342219]",2,"['Batino Street', 'Molave Street']",tertiary,30,False,"[False, True]",108.864,"LINESTRING (121.0710728 14.6302889, 121.0706952 14.6310395, 121.0705609 14.6309769)",,,yes,
"[591107290, 940337460]",2,Aurora Boulevard,primary,60,True,False,211.575,"LINESTRING (121.0710728 14.6302889, 121.0703573 14.6299547, 121.0702357 14.6298974, 121.0698658 14.6297215, 121.0696893 14.6296358, 121.0694003 14.6294956, 121.0693075 14.6294506)",59,,,
1235460822,,F. Collantes Street,residential,,False,False,10.705,"LINESTRING (121.0729395 14.6335625, 121.07284 14.6335627)",,,,
25739302,2,Esteban Abada Street,residential,,True,False,208.696,"LINESTRING (121.0729395 14.6335625, 121.0729406 14.6332116, 121.0729691 14.6330861, 121.0740127 14.6322211, 121.0740799 14.6322017)",,,,
1111246893,,M. Jocson Street,unclassified,,False,False,18.209,"LINESTRING (121.0683862 14.6355054, 121.0683374 14.6353486)",,,,
4231559,4,Xavierville Avenue,secondary,40,False,False,264.748,"LINESTRING (121.0683862 14.6355054, 121.0692031 14.6352542, 121.0693591 14.6352062, 121.0694315 14.635184, 121.0695612 14.6351441, 121.069727 14.6350931, 121.0707356 14.6347974)",,,,
4935938,,,residential,,True,False,147.721,"LINESTRING (121.0754836 14.6324764, 121.0751488 14.6327348, 121.0750382 14.6328202, 121.0749402 14.632896, 121.0748506 14.6329651, 121.0744103 14.6333049)",,,,
933952934,4,Marcos Highway,primary,60,True,False,138.973,"LINESTRING (121.0754836 14.6324764, 121.0746503 14.6320633, 121.074334 14.6319065)",59,,,
4948197,2,Padre Burgos Street,tertiary,,False,True,72.047,"LINESTRING (121.0705332 14.6298695, 121.0708918 14.6293223)",,,,
"[940337464, 940337456, 940337455]","['2', '3']",Aurora Boulevard,primary,60,True,False,138.565,"LINESTRING (121.0705332 14.6298695, 121.0711805 14.6301564, 121.0714761 14.6303013, 121.0715556 14.6303403, 121.0716958 14.6304052)",59,,,
4948197,2,Padre Burgos Street,tertiary,,False,False,64.428,"LINESTRING (121.0712055 14.6288291, 121.0711653 14.6288818, 121.0709451 14.6292314, 121.0708918 14.6293223)",,,,
"[46648141, 4948197]",2,Padre Burgos Street,tertiary,,False,True,133.026,"LINESTRING (121.0712055 14.6288291, 121.0713952 14.6285503, 121.0714202 14.6285121, 121.0716005 14.6282368, 121.0716148 14.6281997, 121.0716453 14.6281209, 121.0717769 14.627776)",,,,
4948197,2,Padre Burgos Street,tertiary,,False,False,72.047,"LINESTRING (121.0708918 14.6293223, 121.0705332 14.6298695)",,,,
4948197,2,Padre Burgos Street,tertiary,,False,True,64.428,"LINESTRING (121.0708918 14.6293223, 121.0709451 14.6292314, 121.0711653 14.6288818, 121.0712055 14.6288291)",,,,
4948199,,Malong Street,residential,,True,False,159.233,"LINESTRING (121.0708918 14.6293223, 121.0704941 14.6290854, 121.0701374 14.6288589, 121.0700274 14.6288122, 121.0695831 14.6286756)",,,,
4948207,2,Jose P. Rizal Street,tertiary,40,False,False,64.13,"LINESTRING (121.0695831 14.6286756, 121.0697322 14.6282597, 121.0697784 14.6281307)",,8,,
4948207,2,Jose P. Rizal Street,tertiary,40,False,True,77.075,"LINESTRING (121.0695831 14.6286756, 121.0695504 14.628768, 121.0694436 14.6290881, 121.0693957 14.6292316, 121.0693586 14.6293338)",,8,,
4948200,2,F. Calderon Street,residential,,True,False,65.352,"LINESTRING (121.0706883 14.6285209, 121.0709287 14.6286642, 121.0712055 14.6288291)",,,,
100583931,,Dagohoy Street,residential,,False,True,66.065,"LINESTRING (121.0706883 14.6285209, 121.0707976 14.6283303, 121.0708959 14.6281847, 121.0710156 14.6280189)",,,,
4948200,2,F. Calderon Street,residential,,True,False,107.648,"LINESTRING (121.0697784 14.6281307, 121.0698838 14.6281669, 121.070266 14.6282981, 121.0703807 14.6283368, 121.0706883 14.6285209)",,,,
4948207,2,Jose P. Rizal Street,tertiary,40,False,False,96.83500000000001,"LINESTRING (121.0697784 14.6281307, 121.0700477 14.6273607, 121.0700669 14.6273058)",,8,,
4948207,2,Jose P. Rizal Street,tertiary,40,False,True,64.13,"LINESTRING (121.0697784 14.6281307, 121.0697322 14.6282597, 121.0695831 14.6286756)",,8,,
28663770,2,F. Calderon Street,residential,,False,True,104.17899999999999,"LINESTRING (121.0697784 14.6281307, 121.0692861 14.6279561, 121.0690399 14.6278756, 121.0688676 14.6278129)",,,,
4948202,,H. Unrubia Street,residential,,False,False,109.964,"LINESTRING (121.0713809 14.6267512, 121.0713121 14.626831, 121.0711245 14.627135, 121.0710569 14.6272713, 121.0710011 14.6274389, 121.0709651 14.6275124, 121.0709317 14.6275548, 121.0708647 14.6275785)",,,,
100583933,,Cabezas Street,residential,,False,False,209.24800000000002,"LINESTRING (121.0713809 14.6267512, 121.071664 14.6270378, 121.0716908 14.6270793, 121.0716828 14.6271364, 121.0715245 14.6275828, 121.07145 14.6278145, 121.0714226 14.6278423, 121.0713609 14.6278475, 121.0709612 14.627697, 121.0708647 14.6275785)",,,,
4948204,2,C. Aguinaldo Street,residential,,False,False,39.315,"LINESTRING (121.0708647 14.6275785, 121.0705223 14.627455)",,,,
4948202,,H. Unrubia Street,residential,,False,True,109.964,"LINESTRING (121.0708647 14.6275785, 121.0709317 14.6275548, 121.0709651 14.6275124, 121.0710011 14.6274389, 121.0710569 14.6272713, 121.0711245 14.627135, 121.0713121 14.626831, 121.0713809 14.6267512)",,,,
100583933,,Cabezas Street,residential,,False,True,209.24800000000002,"LINESTRING (121.0708647 14.6275785, 121.0709612 14.627697, 121.0713609 14.6278475, 121.0714226 14.6278423, 121.07145 14.6278145, 121.0715245 14.6275828, 121.0716828 14.6271364, 121.0716908 14.6270793, 121.071664 14.6270378, 121.0713809 14.6267512)",,,,
4948204,2,C. Aguinaldo Street,residential,,False,False,61.586,"LINESTRING (121.0700669 14.6273058, 121.0695242 14.6271297)",,,,
4948204,2,C. Aguinaldo Street,residential,,False,True,51.73,"LINESTRING (121.0700669 14.6273058, 121.0705223 14.627455)",,,,
4948207,2,Jose P. Rizal Street,tertiary,40,False,True,96.83500000000001,"LINESTRING (121.0700669 14.6273058, 121.0700477 14.6273607, 121.0697784 14.6281307)",,8,,
4948204,2,C. Aguinaldo Street,residential,,False,False,58.127,"LINESTRING (121.0695242 14.6271297, 121.0690146 14.6269561)",,,,
4948204,2,C. Aguinaldo Street,residential,,False,True,61.586,"LINESTRING (121.0695242 14.6271297, 121.0700669 14.6273058)",,,,
4948204,2,C. Aguinaldo Street,residential,,False,True,58.127,"LINESTRING (121.0690146 14.6269561, 121.0695242 14.6271297)",,,,
244383458,2,Molave Street,tertiary,30,False,False,64.632,"LINESTRING (121.0693035 14.630394, 121.0698468 14.630642)",,,,
244383458,2,Molave Street,tertiary,30,False,True,57.695,"LINESTRING (121.0693035 14.630394, 121.0689531 14.6302275, 121.0689327 14.6302178, 121.0688219 14.6301658)",,,,
244383458,2,Molave Street,tertiary,30,False,False,57.695,"LINESTRING (121.0688219 14.6301658, 121.0689327 14.6302178, 121.0689531 14.6302275, 121.0693035 14.630394)",,,,
481342219,2,Molave Street,tertiary,30,False,True,85.379,"LINESTRING (121.0705609 14.6309769, 121.0698468 14.630642)",,,,
4977522,2,Batino Street,residential,,True,False,250.221,"LINESTRING (121.0705609 14.6309769, 121.07021 14.6317336, 121.0700145 14.6321369, 121.0699097 14.6323698, 121.0694946 14.6329691)",,,,
"[4935728, 481342219]",2,"['Batino Street', 'Molave Street']",tertiary,30,False,"[False, True]",108.864,"LINESTRING (121.0705609 14.6309769, 121.0706952 14.6310395, 121.0710728 14.6302889)",,,yes,
28483225,2,Banaba Street,residential,,False,True,54.596,"LINESTRING (121.0689929 14.6329382, 121.0687014 14.6325363)",,,,
802804069,2,Banaba Street,residential,,True,False,54.086,"LINESTRING (121.0689929 14.6329382, 121.0694946 14.6329691)",,,,
596773868,4,Marcos Highway,primary,60,True,False,32.97,"LINESTRING (121.074334 14.6319065, 121.0740667 14.6317615)",59,,,
26296778,2,Katipunan Avenue,primary,60,True,False,133.07299999999998,"LINESTRING (121.074334 14.6319065, 121.0743488 14.6322314, 121.0743522 14.6322913, 121.0743676 14.6325598, 121.0743802 14.63278, 121.0743986 14.6331016)",11,,,
51188979,2,Katipunan Avenue,primary,60,True,False,313.065,"LINESTRING (121.0742573 14.627599, 121.0743138 14.6280784, 121.0743278 14.6284968, 121.0743027 14.6298507, 121.0742973 14.6304109)",11,,,
1077728177,,Topside Valley Street,residential,30,False,False,11.793,"LINESTRING (121.0743018 14.6311298, 121.0744114 14.6311315)",,,,
780157087,2,Katipunan Avenue,primary,60,True,False,46.426,"LINESTRING (121.0743018 14.6311298, 121.0743023 14.6312995, 121.074313 14.6315471)",11,,,
"[4948197, 46648141]",2,Padre Burgos Street,tertiary,,False,False,133.026,"LINESTRING (121.0717769 14.627776, 121.0716453 14.6281209, 121.0716148 14.6281997, 121.0716005 14.6282368, 121.0714202 14.6285121, 121.0713952 14.6285503, 121.0712055 14.6288291)",,,,
46648141,2,Padre Burgos Street,tertiary,,False,True,110.294,"LINESTRING (121.0717769 14.627776, 121.0719454 14.6273157, 121.0721191 14.626841)",,,,
"[1110912836, 1236196573]",2,Pud Site,residential,,False,False,65.974,"LINESTRING (121.0717769 14.627776, 121.0718323 14.6277957, 121.0720491 14.6278652, 121.0722536 14.6279304, 121.0723585 14.6279639)",,,,
8037687,2,Pud Site,residential,,False,False,97.014,"LINESTRING (121.0726989 14.6280775, 121.0727214 14.6280908, 121.0728518 14.6281677, 121.0729296 14.6282135, 121.0729853 14.6282369, 121.0730571 14.628264, 121.0731244 14.628282, 121.0732056 14.6282982, 121.0733137 14.6282915, 121.0734135 14.6282684, 121.0735235 14.6282012)",,,,
434313948,,Road 4,residential,,False,False,61.68000000000001,"LINESTRING (121.0726989 14.6280775, 121.0728164 14.6278048, 121.0729103 14.627562)",,,,
1110912836,2,Pud Site,residential,,False,True,38.74099999999999,"LINESTRING (121.0726989 14.6280775, 121.0725771 14.6280369, 121.0724144 14.6279826, 121.0723585 14.6279639)",,,,
8037687,2,Pud Site,residential,,False,False,100.301,"LINESTRING (121.0735235 14.6282012, 121.0735813 14.6281294, 121.0736139 14.6280491, 121.0736602 14.6279024, 121.0736767 14.6277927, 121.0736862 14.6277297, 121.0737088 14.6275944, 121.0737427 14.6273367)",,,,
8037687,2,Pud Site,residential,,False,True,97.014,"LINESTRING (121.0735235 14.6282012, 121.0734135 14.6282684, 121.0733137 14.6282915, 121.0732056 14.6282982, 121.0731244 14.628282, 121.0730571 14.628264, 121.0729853 14.6282369, 121.0729296 14.6282135, 121.0728518 14.6281677, 121.0727214 14.6280908, 121.0726989 14.6280775)",,,,
434313949,,,residential,,False,False,46.414,"LINESTRING (121.0735235 14.6282012, 121.0737039 14.6282473, 121.0739458 14.6282837)",,,,
"[324169543, 9793975]",1,,primary_link,,True,False,36.962999999999994,"LINESTRING (121.0741108 14.6331074, 121.0741369 14.6330729, 121.074172 14.6330471, 121.0742133 14.6330321, 121.0742574 14.6330291, 121.0743137 14.6330373, 121.0743646 14.6330623, 121.0743986 14.6331016)",,,,
1076383725,2,Katipunan Avenue,primary,60,True,False,100.778,"LINESTRING (121.0741108 14.6331074, 121.074095 14.63279, 121.0740849 14.6325762, 121.0740799 14.6322017)",11,,,
324169521,2,Katipunan Avenue,primary,60,True,False,22.641,"LINESTRING (121.0743986 14.6331016, 121.0744026 14.6331702, 121.0744103 14.6333049)",11,,,
940337465,2,Jose P. Rizal Street,tertiary,40,False,True,14.103,"LINESTRING (121.0693586 14.6293338, 121.0693075 14.6294506)",,8,,
4948207,2,Jose P. Rizal Street,tertiary,40,False,False,77.075,"LINESTRING (121.0693586 14.6293338, 121.0693957 14.6292316, 121.0694436 14.6290881, 121.0695504 14.628768, 121.0695831 14.6286756)",,8,,
940337464,2,Aurora Boulevard,primary,60,True,False,139.715,"LINESTRING (121.0693586 14.6293338, 121.0694432 14.6293698, 121.0695473 14.6294179, 121.069676 14.6294778, 121.0699127 14.6295838, 121.0705332 14.6298695)",59,,,
431227353,2,,primary_link,,False,True,17.052,"LINESTRING (121.0716958 14.6304052, 121.0716252 14.6305425)",,,,
"[940337459, 591107291]","['4', '3']",Aurora Boulevard,primary,60,True,False,214.303,"LINESTRING (121.0716958 14.6304052, 121.072139 14.630619, 121.072386 14.630738, 121.0724579 14.6307727, 121.0728209 14.6309477, 121.0734706 14.6312798)",59,,,
"[8037657, 1072774852]",2,Villa Aurora Street,residential,,False,False,118.23500000000001,"LINESTRING (121.0716958 14.6304052, 121.0717301 14.6303193, 121.0718204 14.6300591, 121.0719079 14.6298051, 121.0720374 14.6293948)",,,permissive,
1077728177,,Topside Valley Street,residential,30,False,True,11.793,"LINESTRING (121.0744114 14.6311315, 121.0743018 14.6311298)",,,,
1235460822,,F. Collantes Street,residential,,False,True,10.705,"LINESTRING (121.07284 14.6335627, 121.0729395 14.6335625)",,,,
255889262,2,B. Gonzales Street,residential,,False,False,20.242,"LINESTRING (121.0706316 14.6346457, 121.0707356 14.6347974)",,,,
1111246893,,M. Jocson Street,unclassified,,False,True,18.209,"LINESTRING (121.0683374 14.6353486, 121.0683862 14.6355054)",,,,
4948204,2,C. Aguinaldo Street,residential,,False,False,51.73,"LINESTRING (121.0705223 14.627455, 121.0700669 14.6273058)",,,,
4948204,2,C. Aguinaldo Street,residential,,False,True,39.315,"LINESTRING (121.0705223 14.627455, 121.0708647 14.6275785)",,,,
609205085,4,Aurora Boulevard,primary,60,True,False,72.869,"LINESTRING (121.0734706 14.6312798, 121.0740613 14.6316004)",59,,,
26296781,2,,primary_link,,True,False,100.288,"LINESTRING (121.0734706 14.6312798, 121.0736425 14.6313049, 121.0737457 14.6313069, 121.0738441 14.6312761, 121.0739097 14.6312248, 121.0739328 14.6311919, 121.0739638 14.6311476, 121.0739858 14.6310846, 121.0739864 14.6309034, 121.0740353 14.6308028)",,,,
780157088,2,Katipunan Avenue,primary,60,True,False,26.899,"LINESTRING (121.0740353 14.6308028, 121.0740375 14.6305609)",11,,,
1126164113,2,Katipunan Avenue,primary,60,True,False,17.725,"LINESTRING (121.0740375 14.6305609, 121.0740387 14.6304015)",11,,,
26296782,1,,primary_link,,True,False,37.174,"LINESTRING (121.0740375 14.6305609, 121.0740751 14.6305181, 121.0741264 14.630492, 121.0741841 14.630486, 121.07424 14.6305013, 121.0742756 14.6305332, 121.0742996 14.6305915)",,,,
8037687,2,Pud Site,residential,,False,True,100.301,"LINESTRING (121.0737427 14.6273367, 121.0737088 14.6275944, 121.0736862 14.6277297, 121.0736767 14.6277927, 121.0736602 14.6279024, 121.0736139 14.6280491, 121.0735813 14.6281294, 121.0735235 14.6282012)",,,,
28663753,,Road 3,residential,,False,False,95.291,"LINESTRING (121.0723585 14.6279639, 121.0725341 14.6275255, 121.0725749 14.6274976, 121.0726367 14.6274818, 121.0729103 14.627562)",,,,
1110912836,2,Pud Site,residential,,False,False,38.741,"LINESTRING (121.0723585 14.6279639, 121.0724144 14.6279826, 121.0725771 14.6280369, 121.0726989 14.6280775)",,,,
"[1110912836, 1236196573]",2,Pud Site,residential,,False,True,65.974,"LINESTRING (121.0723585 14.6279639, 121.0722536 14.6279304, 121.0720491 14.6278652, 121.0718323 14.6277957, 121.0717769 14.627776)",,,,
28663770,2,F. Calderon Street,residential,,False,False,104.179,"LINESTRING (121.0688676 14.6278129, 121.0690399 14.6278756, 121.0692861 14.6279561, 121.0697784 14.6281307)",,,,
51188928,2,Katipunan Avenue,primary,60,True,False,315.235,"LINESTRING (121.0740387 14.6304015, 121.0740314 14.6284753, 121.0740556 14.6280863, 121.0741242 14.6275715)",11,,,
857019372,,Vista Valley,residential,30,False,True,9.561,"LINESTRING (121.0749746 14.632085, 121.0750329 14.6320201)",,,,
"[1078018158, 430789454]","['4', '3']",Marcos Highway,primary,60,True,False,108.35500000000002,"LINESTRING (121.0749746 14.632085, 121.0751145 14.632162, 121.0754309 14.6323259, 121.0756622 14.632436, 121.0758799 14.6325063)",59,,,
100583931,,Dagohoy Street,residential,,False,False,66.065,"LINESTRING (121.0710156 14.6280189, 121.0708959 14.6281847, 121.0707976 14.6283303, 121.0706883 14.6285209)",,,,
"[4935691, 4935636, 324169519]",3,Katipunan Avenue,primary,60,True,False,886.7209999999999,"LINESTRING (121.0743127 14.6355416, 121.0742788 14.6349389, 121.0742637 14.6345592, 121.0742128 14.6335047, 121.0741556 14.6321861, 121.0741237 14.6313268, 121.0741132 14.6306661, 121.0741122 14.6298105, 121.0741201 14.6284792, 121.0741322 14.6280902, 121.0741242 14.6275715)",11,,,viaduct
814073112,2,Katipunan Avenue,primary,60,True,False,194.844,"LINESTRING (121.0743127 14.6355416, 121.0741847 14.6348555, 121.0741782 14.6347086, 121.0741428 14.6338012)",11,,,
138252953,2,Esteban Abada Street,residential,30,False,True,148.41,"LINESTRING (121.0730543 14.635443, 121.073035 14.6350328, 121.073022 14.6348833, 121.0729713 14.6341716, 121.0729669 14.6341111)",,,,
1126164112,2,Katipunan Avenue,primary,60,True,False,20.083,"LINESTRING (121.0742973 14.6304109, 121.0742996 14.6305915)",11,,,
69584659,1,,primary_link,,True,False,29.298,"LINESTRING (121.0742973 14.6304109, 121.0742644 14.6304296, 121.0742233 14.6304387, 121.0741754 14.630441, 121.0741277 14.6304354, 121.0740817 14.6304221, 121.0740387 14.6304015)",,,,
780157087,2,Katipunan Avenue,primary,60,True,False,59.857,"LINESTRING (121.0742996 14.6305915, 121.0743018 14.6311298)",11,,,
431227353,2,,primary_link,,False,False,17.052,"LINESTRING (121.0716252 14.6305425, 121.0716958 14.6304052)",,,,
"[940337457, 940337453]","['2', '3']",Aurora Boulevard,primary,60,True,False,65.785,"LINESTRING (121.0716252 14.6305425, 121.0714845 14.6304803, 121.0710728 14.6302889)",59,,,
1110910262,,Road 3,residential,,False,True,47.062,"LINESTRING (121.07332 14.6277101, 121.0730984 14.6276335, 121.0729103 14.627562)",,,,
28663753,,Road 3,residential,,False,True,95.291,"LINESTRING (121.0729103 14.627562, 121.0726367 14.6274818, 121.0725749 14.6274976, 121.0725341 14.6275255, 121.0723585 14.6279639)",,,,
"[434313948, 764333726]",1,Road 4,residential,,False,"[False, True]",152.669,"LINESTRING (121.0729103 14.627562, 121.0729698 14.627397, 121.0730501 14.6271713, 121.0723701 14.6269254, 121.0721191 14.626841)",,,,
434313948,,Road 4,residential,,False,True,61.68000000000001,"LINESTRING (121.0729103 14.627562, 121.0728164 14.6278048, 121.0726989 14.6280775)",,,,
1110910262,,Road 3,residential,,False,False,47.062,"LINESTRING (121.0729103 14.627562, 121.0730984 14.6276335, 121.07332 14.6277101)",,,,
434313949,,,residential,,False,True,46.414,"LINESTRING (121.0739458 14.6282837, 121.0737039 14.6282473, 121.0735235 14.6282012)",,,,
324169520,2,Katipunan Avenue,primary,60,True,False,26.434,"LINESTRING (121.0740799 14.6322017, 121.074077 14.6321329, 121.0740746 14.6320658, 121.0740723 14.6319641)",11,,,
46648141,2,Padre Burgos Street,tertiary,,False,False,110.294,"LINESTRING (121.0721191 14.626841, 121.0719454 14.6273157, 121.0717769 14.627776)",,,,
"[434313948, 764333726]",1,Road 4,residential,,False,"[False, True]",152.669,"LINESTRING (121.0721191 14.626841, 121.0723701 14.6269254, 121.0730501 14.6271713, 121.0729698 14.627397, 121.0729103 14.627562)",,,,
857019372,,Vista Valley,residential,30,False,False,9.561,"LINESTRING (121.0750329 14.6320201, 121.0749746 14.632085)",,,,
"[8037657, 1072774852]",2,Villa Aurora Street,residential,,False,True,118.235,"LINESTRING (121.0720374 14.6293948, 121.0719079 14.6298051, 121.0718204 14.6300591, 121.0717301 14.6303193, 121.0716958 14.6304052)",,,permissive,
"[4601641, 940337458, 1078282540, 940337454]","['4', '3']",Aurora Boulevard,primary,60,True,False,264.885,"LINESTRING (121.0738146 14.631631, 121.0736281 14.6315348, 121.0734505 14.6314416, 121.0734143 14.6314226, 121.0729646 14.6312012, 121.0727551 14.6310981, 121.0727085 14.6310781, 121.0726542 14.6310548, 121.0724561 14.6309467, 121.0722983 14.6308693, 121.0720704 14.6307574, 121.0716252 14.6305425)",59,,,
324169520,2,Katipunan Avenue,primary,60,True,False,22.536,"LINESTRING (121.0740723 14.6319641, 121.0740667 14.6317615)",11,,,
935262908,1,,primary_link,,True,False,47.035999999999994,"LINESTRING (121.0740723 14.6319641, 121.0740185 14.6318571, 121.073992 14.6318058, 121.0739611 14.6317598, 121.0739155 14.6317131, 121.0738146 14.631631)",,,,
"[1078018160, 430789454]","['4', '3']",Marcos Highway,primary,60,True,False,61.693,"LINESTRING (121.0744739 14.6318146, 121.0746423 14.6319055, 121.0749746 14.632085)",59,,,
1078018163,2,Katipunan Avenue,primary,60,True,False,20.845,"LINESTRING (121.074313 14.6315471, 121.0743251 14.6317342)",11,,,
1078018164,1,,primary_link,,True,False,34.415,"LINESTRING (121.074313 14.6315471, 121.0744739 14.6318146)",,,,
