osmid,highway,oneway,reversed,length,ref,name,bridge,geometry,lanes
624585112,primary,False,False,65.127,508,Iloilo East Coast Road,,"LINESTRING (122.7040678 10.8939406, 122.7036973 10.8934816)",
624585112,primary,False,True,58.477,508,Iloilo East Coast Road,,"LINESTRING (122.7040678 10.8939406, 122.7043814 10.8943669)",
246668658,residential,False,False,13.817,,,,"LINESTRING (122.701503 10.8922885, 122.7015721 10.8921844)",
246668658,residential,False,True,48.619,,,,"LINESTRING (122.701503 10.8922885, 122.7012616 10.8926559)",
901534456,residential,False,False,78.731,,,,"LINESTRING (122.701503 10.8922885, 122.7020261 10.8927758)",
246668658,residential,False,True,13.817,,,,"LINESTRING (122.7015721 10.8921844, 122.701503 10.8922885)",
"[246668660, 246668655]",tertiary,False,False,183.731,,,,"LINESTRING (122.7015721 10.8921844, 122.7015191 10.8921766, 122.7008658 10.8916648, 122.7002329 10.8911951)",
246668655,tertiary,False,True,37.034,,,,"LINESTRING (122.7015721 10.8921844, 122.7016849 10.892175, 122.7018981 10.8921015)",
246670184,residential,False,True,49.317,,,,"LINESTRING (122.7050779 10.8968855, 122.7046803 10.8970959)",
624585112,primary,False,False,133.344,508,Iloilo East Coast Road,,"LINESTRING (122.7050779 10.8968855, 122.7050208 10.8967824, 122.7045191 10.8959789, 122.7044493 10.8958576)",
624585112,primary,False,True,314.118,508,Iloilo East Coast Road,,"LINESTRING (122.7050779 10.8968855, 122.7053363 10.8972958, 122.7058259 10.8980942, 122.7063154 10.8988925, 122.7064752 10.8991625, 122.7065603 10.8993064)",
168239681,tertiary,False,False,50.677,,Iloilo East Coast Road,,"LINESTRING (122.703251 10.8951504, 122.7029874 10.8947753)",
168239681,tertiary,False,True,48.557,,Iloilo East Coast Road,,"LINESTRING (122.703251 10.8951504, 122.7035036 10.8955098)",
246672230,residential,False,True,90.822,,,,"LINESTRING (122.703251 10.8951504, 122.7025582 10.8956024)",
246672230,residential,False,False,90.822,,,,"LINESTRING (122.7025582 10.8956024, 122.703251 10.8951504)",
246672230,residential,False,True,97.518,,,,"LINESTRING (122.7025582 10.8956024, 122.7018394 10.8961229)",
246672232,residential,False,False,43.733,,,,"LINESTRING (122.7025582 10.8956024, 122.7023319 10.8952779)",
246672232,residential,False,True,71.072,,,,"LINESTRING (122.7025582 10.8956024, 122.7029344 10.896124)",
168239681,tertiary,False,False,59.982,,Iloilo East Coast Road,,"LINESTRING (122.7029874 10.8947753, 122.7026576 10.8943439)",
168239681,tertiary,False,True,50.677,,Iloilo East Coast Road,,"LINESTRING (122.7029874 10.8947753, 122.703251 10.8951504)",
246672232,residential,False,True,90.837,,,,"LINESTRING (122.7029874 10.8947753, 122.7024149 10.8952055, 122.7023319 10.8952779)",
246672850,residential,False,False,175.698,,,,"LINESTRING (122.7074155 10.8922119, 122.706101 10.8931232)",
246668046,residential,False,False,61.913,,,,"LINESTRING (122.706101 10.8931232, 122.7065283 10.8934892)",
246668048,residential,False,False,105.894,,,,"LINESTRING (122.706101 10.8931232, 122.7053294 10.8937001)",
246672850,residential,False,True,175.698,,,,"LINESTRING (122.706101 10.8931232, 122.7074155 10.8922119)",
246668046,residential,False,True,139.487,,,,"LINESTRING (122.706101 10.8931232, 122.7059159 10.8929663, 122.7051624 10.8922725)",
246672851,residential,False,True,59.142,,,,"LINESTRING (122.7060878 10.8945587, 122.7057367 10.8941537)",
304385605,secondary,False,False,63.997,,Guintas-Barotac Nuevo Road,,"LINESTRING (122.7060878 10.8945587, 122.705617 10.8949015)",2
304385605,secondary,False,True,43.603,,Guintas-Barotac Nuevo Road,,"LINESTRING (122.7060878 10.8945587, 122.7064187 10.8943392)",2
246668046,residential,False,False,74.885,,,,"LINESTRING (122.7065283 10.8934892, 122.7070311 10.8939472)",
246668046,residential,False,True,61.913,,,,"LINESTRING (122.7065283 10.8934892, 122.706101 10.8931232)",
246672852,residential,False,True,113.726,,,,"LINESTRING (122.7065283 10.8934892, 122.7059576 10.8939594, 122.7057367 10.8941537)",
246668048,residential,False,False,19.952,,,,"LINESTRING (122.7053294 10.8937001, 122.7051834 10.893808)",
246668048,residential,False,True,105.894,,,,"LINESTRING (122.7053294 10.8937001, 122.706101 10.8931232)",
246673090,residential,False,True,58.437,,,,"LINESTRING (122.7053294 10.8937001, 122.7056854 10.8940925)",
246670182,residential,False,False,89.988,,,,"LINESTRING (122.7033359 10.8966942, 122.7039897 10.8962015)",
246670182,residential,False,True,97.285,,,,"LINESTRING (122.7033359 10.8966942, 122.7026314 10.8972298)",
246673091,residential,False,True,77.084,,,,"LINESTRING (122.7033359 10.8966942, 122.7029344 10.896124)",
246672232,residential,False,False,71.072,,,,"LINESTRING (122.7029344 10.896124, 122.7025582 10.8956024)",
246673091,residential,False,False,77.084,,,,"LINESTRING (122.7029344 10.896124, 122.7033359 10.8966942)",
246673093,residential,False,True,97.446,,,,"LINESTRING (122.7029344 10.896124, 122.7021882 10.8966047)",
246673095,residential,False,False,89.945,,,,"LINESTRING (122.7029344 10.896124, 122.7036085 10.8956591)",
168239681,tertiary,False,False,20.169,,Iloilo East Coast Road,,"LINESTRING (122.7036085 10.8956591, 122.7035036 10.8955098)",
168239681,tertiary,False,True,73.281,,Iloilo East Coast Road,,"LINESTRING (122.7036085 10.8956591, 122.7039897 10.8962015)",
246673095,residential,False,True,89.945,,,,"LINESTRING (122.7036085 10.8956591, 122.7029344 10.896124)",
"[246668660, 246668655]",tertiary,False,True,183.731,,,,"LINESTRING (122.7002329 10.8911951, 122.7008658 10.8916648, 122.7015191 10.8921766, 122.7015721 10.8921844)",
246668054,residential,False,False,62.088,,,,"LINESTRING (122.7045211 10.8936035, 122.7040678 10.8939406)",
246668054,residential,False,True,42.856,,,,"LINESTRING (122.7045211 10.8936035, 122.7048332 10.8933698)",
278584718,residential,False,False,68.41,,,,"LINESTRING (122.7045211 10.8936035, 122.7041233 10.8931282)",
278584718,residential,False,True,59.788,,,,"LINESTRING (122.7045211 10.8936035, 122.7048412 10.8939772, 122.7048757 10.8940131)",
246668048,residential,False,True,40.607,,,,"LINESTRING (122.7048757 10.8940131, 122.7051834 10.893808)",
246668048,residential,False,False,66.81,,,,"LINESTRING (122.7048757 10.8940131, 122.7044827 10.8942867, 122.7043814 10.8943669)",
278584718,residential,False,False,59.788,,,,"LINESTRING (122.7048757 10.8940131, 122.7048412 10.8939772, 122.7045211 10.8936035)",
278584718,residential,False,True,64.918,,,,"LINESTRING (122.7048757 10.8940131, 122.7049592 10.8941108, 122.7052531 10.8944642)",
246668050,residential,False,False,65.886,,,,"LINESTRING (122.7052531 10.8944642, 122.7047693 10.8948183)",
246668050,residential,False,True,62.741,,,,"LINESTRING (122.7052531 10.8944642, 122.7056854 10.8940925)",
278584718,residential,False,False,64.918,,,,"LINESTRING (122.7052531 10.8944642, 122.7049592 10.8941108, 122.7048757 10.8940131)",
278584718,residential,False,True,62.882999999999996,,,,"LINESTRING (122.7052531 10.8944642, 122.7053596 10.8946142, 122.705617 10.8949015)",
278584696,residential,False,False,156.322,,,,"LINESTRING (122.7046883 10.8947205, 122.7035036 10.8955098)",
624585112,primary,False,False,51.662,508,Iloilo East Coast Road,,"LINESTRING (122.7046883 10.8947205, 122.7043814 10.8943669)",
624585112,primary,False,True,14.017,508,Iloilo East Coast Road,,"LINESTRING (122.7046883 10.8947205, 122.7047693 10.8948183)",
304385605,secondary,False,True,63.997,,Guintas-Barotac Nuevo Road,,"LINESTRING (122.705617 10.8949015, 122.7060878 10.8945587)",2
1023415469,residential,False,True,41.694,,,,"LINESTRING (122.705617 10.8949015, 122.7058563 10.8951937)",
278584718,residential,False,False,62.882999999999996,,,,"LINESTRING (122.705617 10.8949015, 122.7053596 10.8946142, 122.7052531 10.8944642)",
304385605,secondary,False,False,70.56700000000001,,Guintas-Barotac Nuevo Road,,"LINESTRING (122.705617 10.8949015, 122.7053636 10.8951118, 122.7051066 10.8952898)",2
168239681,tertiary,False,False,48.557,,Iloilo East Coast Road,,"LINESTRING (122.7035036 10.8955098, 122.703251 10.8951504)",
168239681,tertiary,False,True,20.169,,Iloilo East Coast Road,,"LINESTRING (122.7035036 10.8955098, 122.7036085 10.8956591)",
278584696,residential,False,True,156.322,,,,"LINESTRING (122.7035036 10.8955098, 122.7046883 10.8947205)",
246668658,residential,False,False,48.619,,,,"LINESTRING (122.7012616 10.8926559, 122.701503 10.8922885)",
736392686,residential,False,False,76.407,,,,"LINESTRING (122.7012616 10.8926559, 122.7015809 10.8929549, 122.7017123 10.8930444, 122.7018035 10.8930813)",
246672230,residential,False,False,117.445,,,,"LINESTRING (122.7009446 10.896709, 122.7018394 10.8961229)",
624585108,residential,False,False,69.023,,,,"LINESTRING (122.7009446 10.896709, 122.700623 10.8961746)",
1118680348,residential,False,True,63.899,,,,"LINESTRING (122.7009446 10.896709, 122.7011826 10.8971115, 122.7012362 10.8972072)",
1118680348,residential,False,True,123.668,,,,"LINESTRING (122.7012362 10.8972072, 122.7021882 10.8966047)",
897528835,residential,False,False,154.582,,,,"LINESTRING (122.7012362 10.8972072, 122.7013595 10.8977208, 122.7015299 10.8980632, 122.7018021 10.8984636)",
1118680348,residential,False,False,63.899,,,,"LINESTRING (122.7012362 10.8972072, 122.7011826 10.8971115, 122.7009446 10.896709)",
624585108,residential,False,True,69.023,,,,"LINESTRING (122.700623 10.8961746, 122.7009446 10.896709)",
1010879855,primary,False,True,110.313,508,J.T. Bretaña Street,,"LINESTRING (122.700623 10.8961746, 122.7013629 10.8954991)",
246670182,residential,False,False,97.285,,,,"LINESTRING (122.7026314 10.8972298, 122.7033359 10.8966942)",
246670182,residential,False,True,84.695,,,,"LINESTRING (122.7026314 10.8972298, 122.7021882 10.8966047)",
246670184,residential,False,False,215.755,,,,"LINESTRING (122.7026314 10.8972298, 122.703211 10.8979962, 122.7032435 10.8980242, 122.7033086 10.8979962, 122.7038629 10.8975955, 122.7040334 10.8974906)",
246670182,residential,False,False,84.695,,,,"LINESTRING (122.7021882 10.8966047, 122.7026314 10.8972298)",
246670182,residential,False,True,65.732,,,,"LINESTRING (122.7021882 10.8966047, 122.7018394 10.8961229)",
246673093,residential,False,False,97.446,,,,"LINESTRING (122.7021882 10.8966047, 122.7029344 10.896124)",
1118680348,residential,False,False,123.668,,,,"LINESTRING (122.7021882 10.8966047, 122.7012362 10.8972072)",
246670182,residential,False,False,65.732,,,,"LINESTRING (122.7018394 10.8961229, 122.7021882 10.8966047)",
246670182,residential,False,True,86.708,,,,"LINESTRING (122.7018394 10.8961229, 122.7013629 10.8954991)",
246672230,residential,False,False,97.518,,,,"LINESTRING (122.7018394 10.8961229, 122.7025582 10.8956024)",
246672230,residential,False,True,117.445,,,,"LINESTRING (122.7018394 10.8961229, 122.7009446 10.896709)",
246670182,residential,False,False,86.708,,,,"LINESTRING (122.7013629 10.8954991, 122.7018394 10.8961229)",
1010879855,primary,False,False,110.313,508,J.T. Bretaña Street,,"LINESTRING (122.7013629 10.8954991, 122.700623 10.8961746)",
1010879855,primary,False,True,97.404,508,J.T. Bretaña Street,,"LINESTRING (122.7013629 10.8954991, 122.7020231 10.89491)",
624585110,residential,False,False,58.084,,,,"LINESTRING (122.7039711 10.8969136, 122.7042818 10.8973376)",
624585111,residential,False,False,88.344,,,,"LINESTRING (122.7039711 10.8969136, 122.703737 10.8970527, 122.7040334 10.8974906)",
"[624585110, 624585111]",residential,False,True,113.543,,,,"LINESTRING (122.7039711 10.8969136, 122.7044025 10.8966504, 122.7046803 10.8970959)",
246670184,residential,False,True,32.017,,,,"LINESTRING (122.7042818 10.8973376, 122.7040334 10.8974906)",
624585110,residential,False,False,59.242,,,,"LINESTRING (122.7042818 10.8973376, 122.7045904 10.8977758)",
624585110,residential,False,True,58.084,,,,"LINESTRING (122.7042818 10.8973376, 122.7039711 10.8969136)",
246670184,residential,False,False,51.144000000000005,,,,"LINESTRING (122.7042818 10.8973376, 122.7044449 10.8972373, 122.7046803 10.8970959)",
624585110,residential,False,True,59.242,,,,"LINESTRING (122.7045904 10.8977758, 122.7042818 10.8973376)",
624585110,residential,False,False,108.396,,,,"LINESTRING (122.7045904 10.8977758, 122.7049663 10.8975731, 122.7046803 10.8970959)",
624585111,residential,False,True,90.404,,,,"LINESTRING (122.7045904 10.8977758, 122.704347 10.8979241, 122.7040334 10.8974906)",
246670184,residential,False,False,49.317,,,,"LINESTRING (122.7046803 10.8970959, 122.7050779 10.8968855)",
246670184,residential,False,True,51.144000000000005,,,,"LINESTRING (122.7046803 10.8970959, 122.7044449 10.8972373, 122.7042818 10.8973376)",
"[624585110, 624585111]",residential,False,False,113.543,,,,"LINESTRING (122.7046803 10.8970959, 122.7044025 10.8966504, 122.7039711 10.8969136)",
624585110,residential,False,True,108.396,,,,"LINESTRING (122.7046803 10.8970959, 122.7049663 10.8975731, 122.7045904 10.8977758)",
246670184,residential,False,False,32.017,,,,"LINESTRING (122.7040334 10.8974906, 122.7042818 10.8973376)",
246670184,residential,False,True,215.755,,,,"LINESTRING (122.7040334 10.8974906, 122.7038629 10.8975955, 122.7033086 10.8979962, 122.7032435 10.8980242, 122.703211 10.8979962, 122.7026314 10.8972298)",
624585111,residential,False,False,90.404,,,,"LINESTRING (122.7040334 10.8974906, 122.704347 10.8979241, 122.7045904 10.8977758)",
624585111,residential,False,True,88.344,,,,"LINESTRING (122.7040334 10.8974906, 122.703737 10.8970527, 122.7039711 10.8969136)",
905288974,residential,False,False,178.769,,,,"LINESTRING (122.7065603 10.8993064, 122.7079082 10.8983938)",
624585112,primary,False,False,314.11800000000005,508,Iloilo East Coast Road,,"LINESTRING (122.7065603 10.8993064, 122.7064752 10.8991625, 122.7063154 10.8988925, 122.7058259 10.8980942, 122.7053363 10.8972958, 122.7050779 10.8968855)",
246668655,tertiary,False,False,37.034,,,,"LINESTRING (122.7018981 10.8921015, 122.7016849 10.892175, 122.7015721 10.8921844)",
246668655,tertiary,False,True,51.164,,,,"LINESTRING (122.7018981 10.8921015, 122.7021731 10.892129, 122.7023649 10.8921404)",
736392682,residential,False,False,91.251,,,,"LINESTRING (122.7018981 10.8921015, 122.7020595 10.8918678, 122.702336 10.8916323, 122.7024796 10.8915223)",
736392682,residential,False,True,104.572,,,,"LINESTRING (122.7036369 10.8908269, 122.7034458 10.8909416, 122.7028126 10.8913056)",
736392682,residential,False,False,43.713,,,,"LINESTRING (122.7024796 10.8915223, 122.7026124 10.8914207, 122.7028126 10.8913056)",
736392682,residential,False,True,91.251,,,,"LINESTRING (122.7024796 10.8915223, 122.702336 10.8916323, 122.7020595 10.8918678, 122.7018981 10.8921015)",
736392682,residential,False,False,104.572,,,,"LINESTRING (122.7028126 10.8913056, 122.7034458 10.8909416, 122.7036369 10.8908269)",
736392682,residential,False,True,43.713,,,,"LINESTRING (122.7028126 10.8913056, 122.7026124 10.8914207, 122.7024796 10.8915223)",
736392686,residential,False,True,76.407,,,,"LINESTRING (122.7018035 10.8930813, 122.7017123 10.8930444, 122.7015809 10.8929549, 122.7012616 10.8926559)",
897528835,residential,False,True,154.582,,,,"LINESTRING (122.7018021 10.8984636, 122.7015299 10.8980632, 122.7013595 10.8977208, 122.7012362 10.8972072)",
901534456,residential,False,True,78.731,,,,"LINESTRING (122.7020261 10.8927758, 122.701503 10.8922885)",
905288974,residential,False,True,178.769,,,,"LINESTRING (122.7079082 10.8983938, 122.7065603 10.8993064)",
246672851,residential,False,False,59.142,,,,"LINESTRING (122.7057367 10.8941537, 122.7060878 10.8945587)",
246672851,residential,False,True,8.814,,,,"LINESTRING (122.7057367 10.8941537, 122.7056854 10.8940925)",
246672852,residential,False,False,113.726,,,,"LINESTRING (122.7057367 10.8941537, 122.7059576 10.8939594, 122.7065283 10.8934892)",
906029583,residential,False,True,75.514,,,,"LINESTRING (122.702808 10.8916314, 122.7025827 10.8918539, 122.702419 10.892008, 122.7023649 10.8921404)",
246668655,tertiary,False,False,51.164,,,,"LINESTRING (122.7023649 10.8921404, 122.7021731 10.892129, 122.7018981 10.8921015)",
"[246668057, 653506676, 653506677, 246668655]",tertiary,False,"[False, True]",211.725,,,yes,"LINESTRING (122.7023649 10.8921404, 122.7025647 10.8922119, 122.7027162 10.8923093, 122.7032054 10.8928862, 122.7033304 10.8930337, 122.7033752 10.8930884, 122.7036973 10.8934816)",
906029583,residential,False,False,75.514,,,,"LINESTRING (122.7023649 10.8921404, 122.702419 10.892008, 122.7025827 10.8918539, 122.702808 10.8916314)",
246672232,residential,False,True,43.733,,,,"LINESTRING (122.7023319 10.8952779, 122.7025582 10.8956024)",
906087306,residential,False,False,53.013,,,,"LINESTRING (122.7023319 10.8952779, 122.7020231 10.89491)",
246672232,residential,False,False,90.837,,,,"LINESTRING (122.7023319 10.8952779, 122.7024149 10.8952055, 122.7029874 10.8947753)",
906087306,residential,False,True,53.013,,,,"LINESTRING (122.7020231 10.89491, 122.7023319 10.8952779)",
1010879855,primary,False,False,97.404,508,J.T. Bretaña Street,,"LINESTRING (122.7020231 10.89491, 122.7013629 10.8954991)",
1010879855,primary,False,True,93.607,508,J.T. Bretaña Street,,"LINESTRING (122.7020231 10.89491, 122.7026576 10.8943439)",
1023415469,residential,False,False,41.694,,,,"LINESTRING (122.7058563 10.8951937, 122.705617 10.8949015)",
1023415470,residential,False,False,80.75,,,,"LINESTRING (122.7068259 10.8949454, 122.7064187 10.8943392)",
