osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry
860543892,2,940,Midsayap-Dulawan Road,primary,False,True,11.104,,"LINESTRING (124.5010129 7.0326819, 124.5010637 7.0327681)"
"[860543892, 860604990, 88776607]",2,940,Midsayap-Dulawan Road,primary,False,"[False, True]",558.314,yes,"LINESTRING (124.5010129 7.0326819, 124.5008815 7.0324546, 124.5005608 7.0318441, 124.4991917 7.0293038, 124.4986285 7.0282537)"
118672550,,,,tertiary,False,True,5.998,,"LINESTRING (124.4980368 7.0271612, 124.4980848 7.0271359)"
860604991,1,940,Dulawan-Marbel Road,primary,True,False,145.385,,"LINESTRING (124.4980368 7.0271612, 124.4973995 7.0260169)"
338425027,,,,tertiary,False,False,134.378,,"LINESTRING (124.4997311 7.0278585, 124.4985326 7.0280719)"
338425027,,,,tertiary,False,True,151.966,,"LINESTRING (124.4997311 7.0278585, 124.5010847 7.0276076)"
118672552,,,,residential,False,False,117.68799999999999,,"LINESTRING (124.4997311 7.0278585, 124.4994374 7.0273471, 124.4993978 7.0272799, 124.4993636 7.027214, 124.4992255 7.0269273)"
118672552,,,,residential,False,True,154.361,,"LINESTRING (124.4997311 7.0278585, 124.5000405 7.0283566, 124.5004975 7.0290193)"
118672546,,,,residential,False,True,183.828,,"LINESTRING (124.4952099 7.0293745, 124.4959898 7.0308353)"
857178979,,,,unclassified,False,True,103.138,,"LINESTRING (124.4952099 7.0293745, 124.4960757 7.0290253)"
118672550,,,,tertiary,False,False,128.007,,"LINESTRING (124.4992255 7.0269273, 124.4980848 7.0271359)"
118672550,,,,tertiary,False,True,159.565,,"LINESTRING (124.4992255 7.0269273, 124.5006488 7.0266748)"
118672552,,,,residential,False,False,512.068,,"LINESTRING (124.4992255 7.0269273, 124.499153 7.0267309, 124.4989317 7.0261352, 124.4987494 7.0256953, 124.4983967 7.0249486, 124.4981807 7.0244987, 124.497934 7.0240089, 124.4979018 7.0239809, 124.4978562 7.023957, 124.4978207 7.023953, 124.4977818 7.0239603, 124.4977342 7.0239856, 124.4974304 7.0241739, 124.4969375 7.0244681, 124.4967049 7.0246011)"
118672552,,,,residential,False,True,117.68799999999999,,"LINESTRING (124.4992255 7.0269273, 124.4993636 7.027214, 124.4993978 7.0272799, 124.4994374 7.0273471, 124.4997311 7.0278585)"
118672547,,,,residential,False,False,100.118,,"LINESTRING (124.5025059 7.0282578, 124.5022376 7.0273977)"
857971584,2,,,tertiary,False,False,96.778,,"LINESTRING (124.5025059 7.0282578, 124.5033673 7.0280947)"
857971584,2,,,tertiary,False,True,118.251,,"LINESTRING (124.5025059 7.0282578, 124.5023127 7.0283161, 124.5021185 7.0283771, 124.5014968 7.0286138)"
857178979,,,,unclassified,False,False,97.253,,"LINESTRING (124.497648 7.0284075, 124.4968289 7.0287301)"
857178979,,,,unclassified,False,True,104.513,,"LINESTRING (124.497648 7.0284075, 124.4985326 7.0280719)"
118672543,,,,residential,False,True,181.601,,"LINESTRING (124.497648 7.0284075, 124.4980614 7.0291287, 124.4984672 7.0298239)"
118672540,,,,residential,False,True,185.35,,"LINESTRING (124.4960757 7.0290253, 124.496859 7.0304998)"
857178979,,,,unclassified,False,False,103.138,,"LINESTRING (124.4960757 7.0290253, 124.4952099 7.0293745)"
857178979,,,,unclassified,False,True,89.369,,"LINESTRING (124.4960757 7.0290253, 124.4968289 7.0287301)"
118672546,,,,residential,False,False,183.828,,"LINESTRING (124.4959898 7.0308353, 124.4952099 7.0293745)"
857971584,2,,,tertiary,False,False,102.923,,"LINESTRING (124.4959898 7.0308353, 124.496859 7.0304998)"
857971584,2,,,tertiary,False,True,113.386,,"LINESTRING (124.4959898 7.0308353, 124.4950399 7.0312239)"
118672547,,,,residential,False,False,112.809,,"LINESTRING (124.5022376 7.0273977, 124.5019124 7.0264359)"
118672547,,,,residential,False,True,100.118,,"LINESTRING (124.5022376 7.0273977, 124.5025059 7.0282578)"
338425027,,,,tertiary,False,False,129.357,,"LINESTRING (124.5022376 7.0273977, 124.5010847 7.0276076)"
338425027,,,,tertiary,False,True,107.99,,"LINESTRING (124.5022376 7.0273977, 124.5031974 7.0272086)"
118672548,,,,residential,False,True,110.953,,"LINESTRING (124.5030125 7.0262278, 124.5031974 7.0272086)"
118672550,,,,tertiary,False,False,123.593,,"LINESTRING (124.5030125 7.0262278, 124.5019124 7.0264359)"
118672550,,,,tertiary,False,True,83.339,,"LINESTRING (124.5030125 7.0262278, 124.5037544 7.026088)"
857971584,2,,,tertiary,False,False,90.638,,"LINESTRING (124.4984672 7.0298239, 124.4992324 7.0295278)"
