osmid,highway,oneway,reversed,length,lanes,geometry
207895990,residential,False,False,61.724,,"LINESTRING (120.7071639 17.7200582, 120.7066459 17.7203125)"
169306422,tertiary,False,True,60.294,2,"LINESTRING (120.7062703 17.7209571, 120.7065578 17.7214251)"
207895988,residential,False,True,66.225,,"LINESTRING (120.7062703 17.7209571, 120.7068319 17.7206953)"
169306422,tertiary,False,False,45.428,2,"LINESTRING (120.7062703 17.7209571, 120.7061662 17.7207838, 120.7060642 17.7205989)"
169306422,tertiary,False,True,238.316,2,"LINESTRING (120.704925 17.7180488, 120.7054406 17.7192278, 120.7057965 17.7200247)"
207895989,residential,False,True,346.93600000000004,,"LINESTRING (120.704925 17.7180488, 120.7052569 17.7179228, 120.7052971 17.7179165, 120.705326 17.7179273, 120.7053669 17.7179509, 120.7057383 17.7184664, 120.7058094 17.718561, 120.7066459 17.7203125)"
207895989,residential,False,False,53.161,,"LINESTRING (120.7070338 17.721133, 120.7068319 17.7206953)"
207895989,residential,False,True,27.893,,"LINESTRING (120.7070338 17.721133, 120.7071544 17.721356)"
207896918,residential,False,True,59.974,,"LINESTRING (120.7070338 17.721133, 120.7065578 17.7214251)"
207896918,residential,False,False,109.981,,"LINESTRING (120.7070338 17.721133, 120.707534 17.7208515, 120.7075676 17.7208093, 120.707569 17.7207659, 120.7074533 17.720445)"
169306422,tertiary,False,False,69.861,2,"LINESTRING (120.7060642 17.7205989, 120.7057965 17.7200247)"
207895990,residential,False,True,69.357,,"LINESTRING (120.7060642 17.7205989, 120.7066459 17.7203125)"
169306422,tertiary,False,True,45.428,2,"LINESTRING (120.7060642 17.7205989, 120.7061662 17.7207838, 120.7062703 17.7209571)"
169306422,tertiary,False,False,60.294,2,"LINESTRING (120.7065578 17.7214251, 120.7062703 17.7209571)"
207896918,residential,False,False,59.974,,"LINESTRING (120.7065578 17.7214251, 120.7070338 17.721133)"
207895989,residential,False,False,27.893,,"LINESTRING (120.7071544 17.721356, 120.7070338 17.721133)"
207895989,residential,False,True,46.904,,"LINESTRING (120.7066459 17.7203125, 120.7068319 17.7206953)"
207895990,residential,False,False,69.357,,"LINESTRING (120.7066459 17.7203125, 120.7060642 17.7205989)"
207895990,residential,False,True,61.724,,"LINESTRING (120.7066459 17.7203125, 120.7071639 17.7200582)"
207895989,residential,False,False,346.93600000000004,,"LINESTRING (120.7066459 17.7203125, 120.7058094 17.718561, 120.7057383 17.7184664, 120.7053669 17.7179509, 120.705326 17.7179273, 120.7052971 17.7179165, 120.7052569 17.7179228, 120.704925 17.7180488)"
207895988,residential,False,False,66.225,,"LINESTRING (120.7068319 17.7206953, 120.7062703 17.7209571)"
207895989,residential,False,False,46.904,,"LINESTRING (120.7068319 17.7206953, 120.7066459 17.7203125)"
207895989,residential,False,True,53.161,,"LINESTRING (120.7068319 17.7206953, 120.7070338 17.721133)"
"[207895988, 354605654]",residential,False,True,71.52499999999999,,"LINESTRING (120.7068319 17.7206953, 120.7072108 17.7205283, 120.7074533 17.720445)"
354605654,residential,False,False,252.825,,"LINESTRING (120.7094398 17.7194347, 120.7093645 17.7195829, 120.7092493 17.7197494, 120.709173 17.7199006, 120.7090248 17.720014, 120.7087666 17.7200811, 120.708398 17.720185, 120.7080169 17.7202516, 120.7074533 17.720445)"
169306422,tertiary,False,True,69.861,2,"LINESTRING (120.7057965 17.7200247, 120.7060642 17.7205989)"
169306422,tertiary,False,False,238.316,2,"LINESTRING (120.7057965 17.7200247, 120.7054406 17.7192278, 120.704925 17.7180488)"
207896918,residential,False,True,109.98100000000001,,"LINESTRING (120.7074533 17.720445, 120.707569 17.7207659, 120.7075676 17.7208093, 120.707534 17.7208515, 120.7070338 17.721133)"
"[207895988, 354605654]",residential,False,False,71.52499999999999,,"LINESTRING (120.7074533 17.720445, 120.7072108 17.7205283, 120.7068319 17.7206953)"
354605654,residential,False,True,252.825,,"LINESTRING (120.7074533 17.720445, 120.7080169 17.7202516, 120.708398 17.720185, 120.7087666 17.7200811, 120.7090248 17.720014, 120.709173 17.7199006, 120.7092493 17.7197494, 120.7093645 17.7195829, 120.7094398 17.7194347)"
