osmid,highway,oneway,reversed,length,geometry,bridge,ref,name,lanes,maxspeed,width
246113836,residential,False,True,11.148,"LINESTRING (125.0150922 12.5664438, 125.0151303 12.5665369)",,,,,,
246113811,residential,False,True,71.523,"LINESTRING (125.0146873 12.5667209, 125.0149108 12.567326)",,,,,,
246113844,residential,False,True,38.924,"LINESTRING (125.0156995 12.566985, 125.0153716 12.5671268)",,,,,,
246113836,residential,False,False,70.629,"LINESTRING (125.0153716 12.5671268, 125.0151303 12.5665369)",,,,,,
246113844,residential,False,False,38.924,"LINESTRING (125.0153716 12.5671268, 125.0156995 12.566985)",,,,,,
246113844,residential,False,True,54.697,"LINESTRING (125.0153716 12.5671268, 125.0149108 12.567326)",,,,,,
246113836,residential,False,True,97.314,"LINESTRING (125.0153716 12.5671268, 125.0156334 12.5677517, 125.0156532 12.5678741, 125.0156489 12.5679501)",,,,,,
954532215,tertiary,False,False,54.459,"LINESTRING (125.0121421 12.567946, 125.0121342 12.5684357)",,,,,,
246113811,residential,False,False,71.523,"LINESTRING (125.0149108 12.567326, 125.0146873 12.5667209)",,,,,,
246113844,residential,False,False,54.697,"LINESTRING (125.0149108 12.567326, 125.0153716 12.5671268)",,,,,,
246113844,residential,False,True,90.741,"LINESTRING (125.0149108 12.567326, 125.0141464 12.5676566)",,,,,,
246113838,residential,False,True,37.68,"LINESTRING (125.0136097 12.5675374, 125.0136491 12.5676876, 125.0136518 12.5678714)",,,,,,
246113830,unclassified,False,False,70.51,"LINESTRING (125.0141464 12.5676566, 125.0138852 12.567076)",,,,,,
246113844,residential,False,False,90.741,"LINESTRING (125.0141464 12.5676566, 125.0149108 12.567326)",,,,,,
246113844,residential,False,True,58.753,"LINESTRING (125.0141464 12.5676566, 125.0136518 12.5678714)",,,,,,
246113830,unclassified,False,True,77.792,"LINESTRING (125.0141464 12.5676566, 125.0144094 12.5682465, 125.0144342 12.5682973)",,,,,,
246113838,residential,False,True,48.013,"LINESTRING (125.0136518 12.5678714, 125.0136329 12.5683028)",,,,,,
246113844,residential,False,False,58.753,"LINESTRING (125.0136518 12.5678714, 125.0141464 12.5676566)",,,,,,
246113838,residential,False,False,37.68,"LINESTRING (125.0136518 12.5678714, 125.0136491 12.5676876, 125.0136097 12.5675374)",,,,,,
246113836,residential,False,False,4.412,"LINESTRING (125.0156464 12.5679897, 125.0156489 12.5679501)",,,,,,
246113807,tertiary,True,False,54.287,"LINESTRING (125.0156464 12.5679897, 125.0153748 12.5679828, 125.0151466 12.5679944)",,,,,,
246113838,residential,False,False,48.013,"LINESTRING (125.0136329 12.5683028, 125.0136518 12.5678714)",,,,,,
"[882617860, 246113838]",residential,False,"[False, True]",146.798,"LINESTRING (125.0136329 12.5683028, 125.0136087 12.5686443, 125.0135779 12.5687202, 125.013233 12.5695508)",,,,,,
246113842,residential,False,False,163.806,"LINESTRING (125.0136329 12.5683028, 125.0134116 12.5683068, 125.0131112 12.5683028, 125.0128437 12.5683473, 125.0125433 12.5684023, 125.0123207 12.5684219, 125.0121342 12.5684357)",,,,,,
954532215,tertiary,False,True,54.459,"LINESTRING (125.0121342 12.5684357, 125.0121421 12.567946)",,,,,,
246113842,residential,False,True,163.80599999999998,"LINESTRING (125.0121342 12.5684357, 125.0123207 12.5684219, 125.0125433 12.5684023, 125.0128437 12.5683473, 125.0131112 12.5683028, 125.0134116 12.5683068, 125.0136329 12.5683028)",,,,,,
954532215,tertiary,False,False,93.348,"LINESTRING (125.0121342 12.5684357, 125.0121055 12.5687258, 125.0120461 12.5690385, 125.0119976 12.5692636)",,,,,,
246113807,tertiary,True,False,88.14099999999999,"LINESTRING (125.0162041 12.5685184, 125.016168 12.5684712, 125.0159968 12.568187, 125.0158614 12.5680645, 125.0157826 12.5680256, 125.0156464 12.5679897)",,,,,,
912383735,tertiary,False,False,57.04,"LINESTRING (125.0162041 12.5685184, 125.0162298 12.5686677, 125.0162491 12.568778, 125.0162455 12.568912, 125.0162137 12.5690234)",,,,,,
927278853,residential,False,True,63.657,"LINESTRING (125.0179807 12.5687089, 125.0177952 12.5687492, 125.0174082 12.5688334)",,,,,,
246113850,residential,False,False,75.966,"LINESTRING (125.0129915 12.5688097, 125.0127754 12.5694595)",,,,,,
315955475,tertiary,False,True,44.662,"LINESTRING (125.0174082 12.5688334, 125.0170043 12.5689103)",,,,,,
246113853,tertiary,False,False,121.972,"LINESTRING (125.0174082 12.5688334, 125.0174894 12.5691972, 125.0176515 12.5699043)",,,,,,
927278853,residential,False,False,63.657,"LINESTRING (125.0174082 12.5688334, 125.0177952 12.5687492, 125.0179807 12.5687089)",,,,,,
246113848,tertiary,False,True,9.246,"LINESTRING (125.0162987 12.5690178, 125.0162137 12.5690234)",,,,,,
246113799,residential,False,True,158.027,"LINESTRING (125.0162987 12.5690178, 125.0163628 12.5690917, 125.016498 12.5691959, 125.0165198 12.5692324, 125.0165167 12.5692931, 125.016263 12.5697457, 125.0160186 12.5702271)",,,,,,
"[246113848, 315955475, 315955470]",tertiary,False,False,77.574,"LINESTRING (125.0162987 12.5690178, 125.0165012 12.5690003, 125.0165675 12.5689888, 125.0169791 12.5689149, 125.0170043 12.5689103)",yes,,,,,
246113809,residential,False,False,132.872,"LINESTRING (125.0162137 12.5690234, 125.0155487 12.5700267)",,,,,,
246113848,tertiary,False,False,9.246,"LINESTRING (125.0162137 12.5690234, 125.0162987 12.5690178)",,,,,,
246113848,tertiary,False,True,114.064,"LINESTRING (125.0162137 12.5690234, 125.0153656 12.5690385, 125.0152597 12.5690437, 125.015164 12.5690573)",,,,,,
912383735,tertiary,False,True,57.040000000000006,"LINESTRING (125.0162137 12.5690234, 125.0162455 12.568912, 125.0162491 12.568778, 125.0162298 12.5686677, 125.0162041 12.5685184)",,,,,,
246113848,tertiary,False,False,114.064,"LINESTRING (125.015164 12.5690573, 125.0152597 12.5690437, 125.0153656 12.5690385, 125.0162137 12.5690234)",,,,,,
246113848,tertiary,False,True,26.63,"LINESTRING (125.015164 12.5690573, 125.0150591 12.5691029, 125.0149501 12.569173)",,,,,,
882617864,residential,False,True,128.555,"LINESTRING (125.015164 12.5690573, 125.0153859 12.5686276, 125.0153323 12.5684914, 125.0151466 12.5679944)",,,,,,
246113855,tertiary,False,True,53.721,"LINESTRING (125.0149501 12.569173, 125.0145442 12.5694495)",,,,,,
246113830,unclassified,False,False,112.338,"LINESTRING (125.0149501 12.569173, 125.0144719 12.5683702, 125.0144342 12.5682973)",,,,,,
246113848,tertiary,False,False,26.63,"LINESTRING (125.0149501 12.569173, 125.0150591 12.5691029, 125.015164 12.5690573)",,,,,,
246113855,tertiary,False,False,87.18,"LINESTRING (125.0119976 12.5692636, 125.0127754 12.5694595)",,,,,,
526535335,secondary,False,False,33.691,"LINESTRING (125.0119976 12.5692636, 125.0118925 12.5695487)",,670,,,,
954532215,tertiary,False,True,93.348,"LINESTRING (125.0119976 12.5692636, 125.0120461 12.5690385, 125.0121055 12.5687258, 125.0121342 12.5684357)",,,,,,
246113850,residential,False,False,43.908,"LINESTRING (125.0127754 12.5694595, 125.0126349 12.5698298)",,,,,,
246113850,residential,False,True,75.966,"LINESTRING (125.0127754 12.5694595, 125.0129915 12.5688097)",,,,,,
246113855,tertiary,False,False,50.69,"LINESTRING (125.0127754 12.5694595, 125.013233 12.5695508)",,,,,,
246113855,tertiary,False,True,87.18,"LINESTRING (125.0127754 12.5694595, 125.0119976 12.5692636)",,,,,,
246113855,tertiary,False,False,53.721,"LINESTRING (125.0145442 12.5694495, 125.0149501 12.569173)",,,,,,
246113852,residential,False,False,126.51,"LINESTRING (125.0145442 12.5694495, 125.0149687 12.5696972, 125.0155487 12.5700267)",,,,,,
246113855,tertiary,False,True,89.472,"LINESTRING (125.0145442 12.5694495, 125.0144114 12.5695071, 125.0141177 12.5696033, 125.0138522 12.5696314, 125.0137501 12.5696362)",,,,,,
246113851,residential,False,False,86.423,"LINESTRING (125.0118925 12.5695487, 125.0126349 12.5698298)",,,,,,
526535335,secondary,False,False,41.333,"LINESTRING (125.0118925 12.5695487, 125.0117631 12.5698983)",,670,,,,
526535335,secondary,False,True,33.691,"LINESTRING (125.0118925 12.5695487, 125.0119976 12.5692636)",,670,,,,
882617862,residential,False,True,93.252,"LINESTRING (125.0109624 12.5695577, 125.0109165 12.5694973, 125.0108971 12.5694436, 125.0108877 12.5694017, 125.0109011 12.5693066, 125.0108904 12.5691705, 125.0108689 12.5690239, 125.0108153 12.5688302, 125.0108005 12.5687491)",,,,,,
948331201,tertiary,False,False,37.152,"LINESTRING (125.0109624 12.5695577, 125.0109189 12.5696094, 125.0108157 12.5698569)",,,,,,
948331201,tertiary,False,True,95.05199999999999,"LINESTRING (125.0109624 12.5695577, 125.0110161 12.5695642, 125.0111961 12.5696447, 125.0117631 12.5698983)",,,,,,
246113855,tertiary,False,True,50.69,"LINESTRING (125.013233 12.5695508, 125.0127754 12.5694595)",,,,,,
246113859,residential,False,True,51.415,"LINESTRING (125.013233 12.5695508, 125.0130721 12.5699857)",,,,,,
246113855,tertiary,False,False,57.032,"LINESTRING (125.013233 12.5695508, 125.0135563 12.56962, 125.0137501 12.5696362)",,,,,,
"[882617860, 246113838]",residential,False,"[False, True]",146.798,"LINESTRING (125.013233 12.5695508, 125.0135779 12.5687202, 125.0136087 12.5686443, 125.0136329 12.5683028)",,,,,,
456780703,tertiary,False,True,62.715,"LINESTRING (125.0137501 12.5696362, 125.0136417 12.5701902)",,,,,,
246113855,tertiary,False,False,89.47200000000001,"LINESTRING (125.0137501 12.5696362, 125.0138522 12.5696314, 125.0141177 12.5696033, 125.0144114 12.5695071, 125.0145442 12.5694495)",,,,,,
246113855,tertiary,False,True,57.032,"LINESTRING (125.0137501 12.5696362, 125.0135563 12.56962, 125.013233 12.5695508)",,,,,,
456780703,tertiary,False,False,168.822,"LINESTRING (125.0137501 12.5696362, 125.0137764 12.5695359, 125.0138126 12.5694285, 125.0139013 12.5692003, 125.0140795 12.568778, 125.0141913 12.5685474, 125.0142688 12.5684479, 125.0143524 12.5683709, 125.0144342 12.5682973)",,,,,,
246113850,residential,False,False,43.561,"LINESTRING (125.0126349 12.5698298, 125.0124956 12.5701972)",,,,,,
246113850,residential,False,True,43.908,"LINESTRING (125.0126349 12.5698298, 125.0127754 12.5694595)",,,,,,
246113851,residential,False,False,50.517,"LINESTRING (125.0126349 12.5698298, 125.0130721 12.5699857)",,,,,,
246113851,residential,False,True,86.423,"LINESTRING (125.0126349 12.5698298, 125.0118925 12.5695487)",,,,,,
246113852,residential,False,True,139.308,"LINESTRING (125.0189477 12.5698657, 125.0176804 12.5700647)",,,,,,
456780706,residential,False,False,86.166,"LINESTRING (125.0117631 12.5698983, 125.0124956 12.5701972)",,,,,,
526535335,secondary,False,False,40.163,"LINESTRING (125.0117631 12.5698983, 125.0116176 12.5702304)",,670,,,,
526535335,secondary,False,True,41.333,"LINESTRING (125.0117631 12.5698983, 125.0118925 12.5695487)",,670,,,,
