osmid,lanes,highway,oneway,reversed,length,bridge,geometry,name
"[117135072, 99052546, 115811464]",2,secondary,False,True,159.89499999999998,yes,"LINESTRING (120.7319496 14.8336005, 120.7321464 14.8336471, 120.7324233 14.8337186, 120.7326371 14.8337743, 120.7333899 14.8339599)",
"[189302913, 125434723, 189302917, 125434704, 125164786, 125434711, 125434716]",2,secondary,False,True,834.8520000000001,yes,"LINESTRING (120.7319496 14.8336005, 120.7317565 14.8341186, 120.7316802 14.8343342, 120.7316504 14.8344375, 120.7316259 14.8345386, 120.73161 14.8346391, 120.7315589 14.8350949, 120.7315356 14.8353265, 120.7315214 14.8355979, 120.7315398 14.8360711, 120.7315611 14.8362329, 120.7316052 14.8364098, 120.7317584 14.8370161, 120.7318124 14.8372371, 120.7319443 14.8375102, 120.732088 14.8377289, 120.7323024 14.8379884, 120.732436 14.8381255, 120.7333304 14.838569, 120.7342549 14.8389651, 120.7343972 14.8390139, 120.7345791 14.8390616, 120.7350127 14.839136)",
121913588,2,secondary,True,False,12.966,,"LINESTRING (120.7333899 14.8339599, 120.7334143 14.8338457)",M. H. del Pilar Street
"[115811464, 99052546, 117135072]",2,secondary,False,False,159.89499999999998,yes,"LINESTRING (120.7333899 14.8339599, 120.7326371 14.8337743, 120.7324233 14.8337186, 120.7321464 14.8336471, 120.7319496 14.8336005)",
1043451468,2,secondary,True,False,30.208,,"LINESTRING (120.7332947 14.8356231, 120.7333171 14.8353523)",M. H. del Pilar Street
1138267357,,residential,True,False,76.397,,"LINESTRING (120.7332947 14.8356231, 120.733277 14.8358224, 120.7332696 14.8359676, 120.733266 14.8361269, 120.7332648 14.8363092)",M. H. del Pilar Street
117131960,2,secondary,False,False,14.378,,"LINESTRING (120.7333171 14.8353523, 120.7333277 14.8352234)",M. H. del Pilar Street
99052495,2,secondary,True,False,73.63499999999999,,"LINESTRING (120.7333171 14.8353523, 120.7336964 14.8353848, 120.7337282 14.8353959, 120.7337551 14.835417, 120.733769 14.8354466, 120.7337701 14.8354782, 120.7337728 14.835642)",Emilio G. Perez Street
121962644,,residential,False,False,147.57,,"LINESTRING (120.7355139 14.8313674, 120.7350723 14.832624)",Mabini Street
1138267363,,residential,False,True,68.401,,"LINESTRING (120.7355139 14.8313674, 120.7349136 14.8311633)",
1138267363,,residential,False,False,40.059,,"LINESTRING (120.7355139 14.8313674, 120.7356946 14.8314338, 120.7358572 14.831507)",
99166433,,residential,False,True,94.02499999999999,,"LINESTRING (120.7380628 14.8320636, 120.737801 14.8321272, 120.7374411 14.8321062, 120.7372087 14.8320336)",
"[121915634, 189225019, 889478006, 889478007]",,residential,False,True,114.78699999999999,yes,"LINESTRING (120.7380628 14.8320636, 120.7380723 14.8320909, 120.7380878 14.8321352, 120.7380963 14.8321596, 120.7380182 14.8321903, 120.7379047 14.8322233, 120.7377508 14.8322449, 120.7375842 14.8322514, 120.7374177 14.832228, 120.7371602 14.8321503)",
99162541,,residential,False,False,38.363,,"LINESTRING (120.7361422 14.8358466, 120.7361443 14.8355016)",
99166692,2,residential,False,False,169.836,,"LINESTRING (120.7361422 14.8358466, 120.7370581 14.8359521, 120.7377114 14.8360252)",Santo Niño - San Agustin Diversion Road
99166692,2,residential,False,True,255.698,,"LINESTRING (120.7361422 14.8358466, 120.7350425 14.8357499, 120.7349355 14.8357408, 120.7337728 14.835642)",Santo Niño - San Agustin Diversion Road
125164786,2,secondary,False,True,15.395,,"LINESTRING (120.7368081 14.8393173, 120.7369504 14.839333)",
125164786,2,secondary,False,False,142.658,,"LINESTRING (120.7368081 14.8393173, 120.7365303 14.8392914, 120.7362109 14.8392727, 120.7359374 14.8392494, 120.7354874 14.8391944)",
125164786,2,secondary,False,True,51.435,,"LINESTRING (120.7350127 14.839136, 120.7354874 14.8391944)",
"[189302913, 125434723, 189302917, 125434704, 125164786, 125434711, 125434716]",2,secondary,False,False,834.852,yes,"LINESTRING (120.7350127 14.839136, 120.7345791 14.8390616, 120.7343972 14.8390139, 120.7342549 14.8389651, 120.7333304 14.838569, 120.732436 14.8381255, 120.7323024 14.8379884, 120.732088 14.8377289, 120.7319443 14.8375102, 120.7318124 14.8372371, 120.7317584 14.8370161, 120.7316052 14.8364098, 120.7315611 14.8362329, 120.7315398 14.8360711, 120.7315214 14.8355979, 120.7315356 14.8353265, 120.7315589 14.8350949, 120.73161 14.8346391, 120.7316259 14.8345386, 120.7316504 14.8344375, 120.7316802 14.8343342, 120.7317565 14.8341186, 120.7319496 14.8336005)",
961830031,,residential,False,False,70.225,,"LINESTRING (120.7350127 14.839136, 120.7349275 14.8394594, 120.7348591 14.8397498)",
117131960,2,secondary,False,True,16.341,,"LINESTRING (120.733337 14.8346525, 120.7333329 14.8347994)",M. H. del Pilar Street
121913588,2,secondary,True,False,77.339,,"LINESTRING (120.733337 14.8346525, 120.7333352 14.8345201, 120.7333394 14.834404, 120.7333523 14.8342446, 120.7333699 14.834096, 120.7333899 14.8339599)",M. H. del Pilar Street
889441003,2,secondary,True,False,51.433,,"LINESTRING (120.7337728 14.835642, 120.7332947 14.8356231)",G. Panganiban Street
99166692,2,residential,False,False,255.69799999999998,,"LINESTRING (120.7337728 14.835642, 120.7349355 14.8357408, 120.7350425 14.8357499, 120.7361422 14.8358466)",Santo Niño - San Agustin Diversion Road
