osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,access
173455546,4,3,Jose Abad Santos Avenue,trunk,60,False,False,80.509,"LINESTRING (120.7202377 15.0634407, 120.7201604 15.0630795, 120.7201302 15.0629126, 120.7201191 15.0628513, 120.7200971 15.0627296)",,,
173455561,2,3,Jose Abad Santos Avenue,trunk,40,True,False,119.56099999999999,"LINESTRING (120.7202377 15.0634407, 120.7202705 15.0635378, 120.7203629 15.0642449, 120.7203898 15.0644352, 120.7204116 15.0645002)",,,
833803295,,,Santo Rosario Road,tertiary,,False,True,11.33,"LINESTRING (120.7217901 15.0682507, 120.7218934 15.0682715)",,,
"[725688628, 725688629, 767853647]",2,,Mexico-Arayat Road,secondary,40,False,False,153.039,"LINESTRING (120.7217901 15.0682507, 120.721782 15.0682018, 120.7217653 15.0681429, 120.7217301 15.0680648, 120.7216586 15.0679459, 120.7215284 15.067767, 120.7213919 15.0676118, 120.7212397 15.0674385, 120.721204 15.0673866, 120.7211289 15.0672771, 120.7210586 15.067153, 120.7210269 15.0671032)",yes,5.5,
767853647,2,,Mexico-Arayat Road,secondary,40,False,True,69.011,"LINESTRING (120.7217901 15.0682507, 120.7217907 15.0683572, 120.7217572 15.0684922, 120.7216185 15.0688428)",,,
155013156,4,3,Jose Abad Santos Avenue,trunk,50,False,False,21.118,"LINESTRING (120.7239536 15.0653828, 120.723774 15.0653054)",,,
38704039,,,,residential,,False,True,124.93200000000002,"LINESTRING (120.7239536 15.0653828, 120.7242635 15.064717, 120.7242979 15.0646696, 120.7243448 15.0646411, 120.7246268 15.0645671)",,,
38704039,,,,residential,,False,False,124.93200000000002,"LINESTRING (120.7246268 15.0645671, 120.7243448 15.0646411, 120.7242979 15.0646696, 120.7242635 15.064717, 120.7239536 15.0653828)",,,
41455679,2,,,tertiary,,False,True,36.285,"LINESTRING (120.7203871 15.0652382, 120.7200671 15.0653431)",,,
725688628,2,,Mexico-Arayat Road,secondary,40,False,False,75.601,"LINESTRING (120.7203871 15.0652382, 120.7203471 15.0648891, 120.7203462 15.0647492, 120.7203476 15.0646593, 120.7203605 15.0646028, 120.7203751 15.0645643)",,,
725688628,2,,Mexico-Arayat Road,secondary,40,False,True,65.458,"LINESTRING (120.7203871 15.0652382, 120.7204949 15.0657301, 120.7205139 15.065814)",,,
823673252,2,,,secondary,,False,True,81.804,"LINESTRING (120.7169154 15.0677464, 120.7163854 15.0682749)",,,
823328496,,,,residential,,False,False,60.711000000000006,"LINESTRING (120.7169154 15.0677464, 120.7168038 15.0676086, 120.7167851 15.0675996, 120.7167683 15.0675996, 120.716726 15.0676391, 120.7167086 15.0676442, 120.7166858 15.0676397, 120.7166188 15.0675762, 120.7165671 15.0675212, 120.7165638 15.0675037, 120.7165645 15.0674746, 120.7165624 15.0674487)",,,
823673252,2,,,secondary,,False,False,13.074,"LINESTRING (120.7169154 15.0677464, 120.7169771 15.0676819, 120.7169974 15.0676595)",,,
38705680,2,,,secondary,,False,False,202.257,"LINESTRING (120.7179706 15.0618082, 120.7185296 15.0635452)",,,
38705770,2,,,secondary,,False,True,153.636,"LINESTRING (120.7179706 15.0618082, 120.7193049 15.0613093)",,,
1085208887,,,,residential,,False,False,98.778,"LINESTRING (120.7179706 15.0618082, 120.7172781 15.0620342, 120.7170984 15.0620906)",,,
38705718,2,,,secondary,,False,False,29.028,"LINESTRING (120.7207867 15.067223, 120.7210269 15.0671032)",,,
38705682,,,,residential,,False,False,158.329,"LINESTRING (120.7207867 15.067223, 120.7205253 15.0666083, 120.7204756 15.0664915, 120.720459 15.0664523, 120.7203844 15.0662769, 120.720359 15.0662173, 120.7202345 15.0659028)",,,
