osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge
160067563,4,Laurel-Agoncillo Road,secondary,50,11,False,True,65.79299999999999,"LINESTRING (120.9357988 14.0462532, 120.9355521 14.0466694, 120.9354956 14.0467666)",
804702723,4,Talisay-Laurel National Road,secondary,50,13.2,False,True,24.029,"LINESTRING (120.9336315 14.0499311, 120.933615 14.0501466)",
31846648,,Laurel-Tamayo Road,secondary,40,,False,False,322.092,"LINESTRING (120.9336315 14.0499311, 120.9336048 14.0497801, 120.9335507 14.0496355, 120.9333781 14.0492158, 120.9332709 14.04895, 120.9330517 14.0485629, 120.9328185 14.0481479, 120.932632 14.0478261, 120.9324781 14.0476209, 120.9322402 14.0474064)",
160067765,4,Laurel-Agoncillo Road,secondary,50,11,False,False,143.71499999999997,"LINESTRING (120.9336315 14.0499311, 120.933677 14.0497575, 120.933758 14.0495938, 120.9342166 14.0488137, 120.9342364 14.048786)",
160067570,,,residential,,,False,False,117.98,"LINESTRING (120.9322402 14.0474064, 120.9320767 14.0484555)",
"[31846648, 160097628, 160067766]",2,Laurel-Tamayo Road,secondary,40,,False,False,251.599,"LINESTRING (120.9322402 14.0474064, 120.9319464 14.0472012, 120.9316979 14.0470579, 120.931376 14.046922, 120.9308079 14.0466779, 120.9301583 14.0464025)",yes
31846648,,Laurel-Tamayo Road,secondary,40,,False,True,322.092,"LINESTRING (120.9322402 14.0474064, 120.9324781 14.0476209, 120.932632 14.0478261, 120.9328185 14.0481479, 120.9330517 14.0485629, 120.9332709 14.04895, 120.9333781 14.0492158, 120.9335507 14.0496355, 120.9336048 14.0497801, 120.9336315 14.0499311)",
52015261,,,residential,,,False,True,52.086999999999996,"LINESTRING (120.9287255 14.0491867, 120.9289915 14.0493323, 120.929157 14.0493944)",
742682623,,,tertiary,,,False,False,115.261,"LINESTRING (120.9287255 14.0491867, 120.9291029 14.0495288, 120.929283 14.050035)",
37986419,,,secondary,40,,False,False,268.743,"LINESTRING (120.929283 14.050035, 120.9298208 14.0501742, 120.9299133 14.0501981, 120.9300682 14.0502421, 120.9305162 14.0503736, 120.9308092 14.0504638, 120.9316801 14.0506923)",
742682623,,,tertiary,,,False,True,115.261,"LINESTRING (120.929283 14.050035, 120.9291029 14.0495288, 120.9287255 14.0491867)",
37986419,,,secondary,40,,False,False,127.374,"LINESTRING (120.9316801 14.0506923, 120.9319765 14.050756, 120.9322007 14.0508269, 120.9324638 14.050905, 120.9326076 14.0509587, 120.9328113 14.0510164)",
37986419,,,secondary,40,,False,True,268.743,"LINESTRING (120.9316801 14.0506923, 120.9308092 14.0504638, 120.9305162 14.0503736, 120.9300682 14.0502421, 120.9299133 14.0501981, 120.9298208 14.0501742, 120.929283 14.050035)",
160067570,,,residential,,,False,False,188.768,"LINESTRING (120.9316801 14.0506923, 120.9313822 14.052204, 120.9313674 14.0523619)",
160067570,,,residential,,,False,True,92.233,"LINESTRING (120.9316801 14.0506923, 120.9317765 14.0503007, 120.9318595 14.0498815)",
804702723,4,Talisay-Laurel National Road,secondary,50,13.2,False,False,24.029,"LINESTRING (120.933615 14.0501466, 120.9336315 14.0499311)",
52015261,,,residential,,,False,False,191.846,"LINESTRING (120.933615 14.0501466, 120.9330876 14.0500415, 120.9326149 14.0499567, 120.9320203 14.0498952, 120.9318595 14.0498815)",
804702723,4,Talisay-Laurel National Road,secondary,50,13.2,False,True,116.94399999999999,"LINESTRING (120.933615 14.0501466, 120.9335957 14.0504123, 120.9335858 14.0505307, 120.9335677 14.0507681, 120.9335576 14.0509205, 120.9335336 14.0511953)",
52015261,,,residential,,,False,False,297.51599999999996,"LINESTRING (120.9318595 14.0498815, 120.931415 14.0498488, 120.9309422 14.049764, 120.9307492 14.0497394, 120.9304575 14.0497023, 120.9299172 14.0496021, 120.9293928 14.0494903, 120.929157 14.0493944)",
