osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,access
245976015,False,2,Santo Niño Street,unclassified,False,97.131,"LINESTRING (125.0045876 11.244031, 125.0042715 11.2436636, 125.0040244 11.2433545)",,
245976015,False,2,Santo Niño Street,unclassified,True,144.33700000000002,"LINESTRING (125.0045876 11.244031, 125.0048742 11.2443765, 125.0051665 11.2447312, 125.0054237 11.2450372)",,
326197603,True,4,Real Street,primary,False,101.505,"LINESTRING (125.0056233 11.2407616, 125.0056835 11.2408399, 125.0062405 11.2414444)",686,
223089874,True,4,P. Burgos Street,secondary,False,99.41999999999999,"LINESTRING (125.0049332 11.2397848, 125.0044219 11.240208, 125.0042365 11.2403614)",,
326197603,True,4,Real Street,primary,False,132.174,"LINESTRING (125.0049332 11.2397848, 125.0051322 11.2400606, 125.0052351 11.2402229, 125.0055396 11.2406454, 125.0056233 11.2407616)",686,
1083574406,False,,,primary_link,False,10.306,"LINESTRING (125.0082521 11.2425325, 125.0082893 11.2424473)",,
233339635,True,2,Magsaysay Boulevard,primary,False,83.785,"LINESTRING (125.0082521 11.2425325, 125.0082117 11.2425133, 125.0079802 11.2424308, 125.007826 11.2423866, 125.0075214 11.2423027)",686,yes
821722508,True,2,Juan Luna Street,unclassified,False,106.997,"LINESTRING (125.0056523 11.241965, 125.0050142 11.2412341)",,
56461777,True,2,P. Zamora Street,unclassified,False,107.084,"LINESTRING (125.0056523 11.241965, 125.0053066 11.242265, 125.0049044 11.2425887)",,
245976015,False,2,Santo Niño Street,unclassified,True,112.273,"LINESTRING (125.0033842 11.2425638, 125.0040244 11.2433545)",,
65160928,True,2,P. Gomez Street,unclassified,False,123.796,"LINESTRING (125.0033842 11.2425638, 125.004092 11.2419805, 125.0042582 11.2418536)",,
56461777,True,2,P. Zamora Street,unclassified,False,86.408,"LINESTRING (125.0062405 11.2414444, 125.0056523 11.241965)",,
326197603,True,4,Real Street,primary,False,68.482,"LINESTRING (125.0062405 11.2414444, 125.0063825 11.2415896, 125.0066764 11.2418877)",686,
51690075,True,4,Justice Romualdez Street,secondary,False,135.566,"LINESTRING (125.0055373 11.2432444, 125.0045876 11.244031)",,
95488685,False,2,Paterno Extension,unclassified,False,87.519,"LINESTRING (125.0055373 11.2432444, 125.0057579 11.2435053, 125.0060547 11.243846)",,
95636934,False,2,Paterno Street,tertiary,False,100.428,"LINESTRING (125.0055373 11.2432444, 125.0052139 11.2429247, 125.0049044 11.2425887)",,
223089874,True,4,P. Burgos Street,secondary,False,107.473,"LINESTRING (125.0042365 11.2403614, 125.0034742 11.2409739)",,
821722508,True,2,Juan Luna Street,unclassified,False,132.659,"LINESTRING (125.0042365 11.2403614, 125.0036496 11.2397252, 125.0034364 11.2394634)",,
245976015,False,2,Santo Niño Street,unclassified,False,112.273,"LINESTRING (125.0040244 11.2433545, 125.0033842 11.2425638)",,
