osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry
571925907,2,J. Dimabiling Street,secondary,40,False,False,60.895,,"LINESTRING (120.8742857 14.1969871, 120.874403 14.1964514)"
79631065,2,De Ocampo Street,secondary,40,True,False,21.816,402,"LINESTRING (120.8777747 14.1965889, 120.8775726 14.1965786)"
593606460,,De Ocampo,residential,,False,False,46.632000000000005,,"LINESTRING (120.8777747 14.1965889, 120.8779522 14.1966198, 120.8779999 14.1966432, 120.8780321 14.1967219, 120.8780381 14.1968298)"
77169257,2,,tertiary,,False,False,60.25999999999999,,"LINESTRING (120.8808846 14.1955967, 120.8806955 14.1956441, 120.8806144 14.1956915, 120.8805574 14.1957734, 120.8805151 14.1959301)"
"[672326776, 672214148]",2,R. Jeciel Street,secondary,40,False,False,151.886,,"LINESTRING (120.8808846 14.1955967, 120.8811448 14.1956135, 120.8813407 14.195611, 120.881484 14.1955948, 120.881824 14.1955674, 120.8819588 14.1955557, 120.8822878 14.1955164)"
672214150,2,R. Jeciel Street,secondary,40,False,True,49.06099999999999,,"LINESTRING (120.8808846 14.1955967, 120.8807983 14.1955788, 120.8806432 14.1955512, 120.88044 14.1955031)"
"[154421505, 154421506]",,"['Calderon Street', 'H. Ilagan Street']",tertiary,30,False,False,202.785,,"LINESTRING (120.8784347 14.1924081, 120.8787777 14.1924624, 120.8788186 14.1924847, 120.8787707 14.1939252)"
"[154421504, 154421505]",,"['San Miguel Street', 'Calderon Street']",tertiary,30,False,"[False, True]",211.67600000000002,,"LINESTRING (120.8784347 14.1924081, 120.878351 14.1924054, 120.8782525 14.1923878, 120.8781677 14.1923682, 120.8781434 14.192462, 120.877982 14.1930151, 120.8779076 14.1933282, 120.8778681 14.1935509, 120.8778213 14.1939705)"
594839004,2,San Gregorio Street,secondary,40,False,False,175.362,402,"LINESTRING (120.8784347 14.1924081, 120.8783836 14.1929395, 120.8783425 14.1933635, 120.8782939 14.1939792)"
672338501,2,San Gregorio Extension,secondary,50,False,True,51.6,402,"LINESTRING (120.8784347 14.1924081, 120.878484 14.1921831, 120.8785683 14.1919638)"
154421509,,Lakandula Street,residential,,False,False,50.956,,"LINESTRING (120.8782939 14.1939792, 120.8778213 14.1939705)"
154421509,,Lakandula Street,residential,,False,True,51.202,,"LINESTRING (120.8782939 14.1939792, 120.8787682 14.1940037)"
594839004,2,San Gregorio Street,secondary,40,False,False,98.89099999999999,402,"LINESTRING (120.8782939 14.1939792, 120.8782795 14.1945699, 120.8782687 14.1948682)"
594839004,2,San Gregorio Street,secondary,40,False,True,175.362,402,"LINESTRING (120.8782939 14.1939792, 120.8783425 14.1933635, 120.8783836 14.1929395, 120.8784347 14.1924081)"
154421507,,Balagtas Street,residential,30,False,False,51.265,,"LINESTRING (120.8782687 14.1948682, 120.8787426 14.1949066)"
154421507,,Balagtas Street,residential,30,False,True,50.279,,"LINESTRING (120.8782687 14.1948682, 120.8778023 14.1948656)"
594839004,2,San Gregorio Street,secondary,40,False,False,86.538,402,"LINESTRING (120.8782687 14.1948682, 120.8782594 14.1956464)"
594839004,2,San Gregorio Street,secondary,40,False,True,98.89099999999999,402,"LINESTRING (120.8782687 14.1948682, 120.8782795 14.1945699, 120.8782939 14.1939792)"
333288586,,De Ocampo Street,secondary,40,True,False,99.805,402,"LINESTRING (120.8753271 14.1965061, 120.8749441 14.1964863, 120.874403 14.1964514)"
571925904,2,J. Dimabiling Street,secondary,30,True,False,41.613,402,"LINESTRING (120.874403 14.1964514, 120.8744952 14.196088)"
571925907,2,J. Dimabiling Street,secondary,40,False,True,60.895,,"LINESTRING (120.874403 14.1964514, 120.8742857 14.1969871)"
1012850884,1,A. Mabini Street,secondary,40,True,False,6.469,402,"LINESTRING (120.8783158 14.196032, 120.8782558 14.196033)"
729088864,2,San Miguel Street,secondary,40,True,False,5.286,402,"LINESTRING (120.8777842 14.1960001, 120.8777861 14.1960476)"
594839001,1,A. Mabini Street,secondary,40,True,False,50.443,402,"LINESTRING (120.8777842 14.1960001, 120.877871 14.1959918, 120.8779898 14.1959908, 120.8780407 14.1959904, 120.8782517 14.1959885)"
877425403,,San Miguel Street,tertiary,30,False,True,44.831,,"LINESTRING (120.8777842 14.1960001, 120.8777827 14.1959615, 120.8777688 14.1955972)"
672338501,2,San Gregorio Extension,secondary,50,False,False,51.6,402,"LINESTRING (120.8785683 14.1919638, 120.878484 14.1921831, 120.8784347 14.1924081)"
961551335,,,residential,,False,True,65.73,,"LINESTRING (120.8785683 14.1919638, 120.8784686 14.1919217, 120.8782648 14.1918268, 120.8780287 14.1916903)"
