osmid,highway,oneway,reversed,length,bridge,geometry,lanes,ref,name
"[555622475, 274204198, 826055923]",unclassified,False,False,192.295,yes,"LINESTRING (124.1021392 7.8250875, 124.1024744 7.8255552, 124.1026662 7.8258103, 124.1028003 7.8259804, 124.1029398 7.8261624, 124.1030471 7.8263471, 124.1031209 7.8265118)",,,
274204198,unclassified,False,True,41.039,,"LINESTRING (124.1021392 7.8250875, 124.1021579 7.8250025, 124.1021526 7.8249135, 124.1021432 7.8247208)",,,
864111614,unclassified,False,False,174.81,,"LINESTRING (124.1021392 7.8250875, 124.1019487 7.8252005, 124.1017 7.8253353, 124.1016027 7.8254004, 124.1015457 7.8254443, 124.1014914 7.8255067, 124.1014056 7.8256482, 124.1013097 7.8257399, 124.1012138 7.825791, 124.1010623 7.8258402, 124.1008486 7.8259492)",,,
274204195,residential,False,True,52.831,,"LINESTRING (124.1035742 7.8263338, 124.1036412 7.8265091, 124.1037217 7.8267855)",,,
274204199,residential,False,False,54.425,,"LINESTRING (124.1035742 7.8263338, 124.1035406 7.826371, 124.10344 7.8264148, 124.1031209 7.8265118)",,,
274204199,residential,False,True,113.18299999999999,,"LINESTRING (124.1035742 7.8263338, 124.1035929 7.8262248, 124.1036157 7.8261889, 124.103656 7.826165, 124.1044646 7.8259976)",,,
464560134,unclassified,False,False,161.598,,"LINESTRING (124.1031209 7.8265118, 124.1017409 7.8270047)",,,
555622476,unclassified,False,False,72.018,,"LINESTRING (124.1031209 7.8265118, 124.1033556 7.8271163)",,,
274204199,residential,False,True,54.425,,"LINESTRING (124.1031209 7.8265118, 124.10344 7.8264148, 124.1035406 7.826371, 124.1035742 7.8263338)",,,
"[555622475, 826055923, 274204198]",unclassified,False,True,192.29500000000002,yes,"LINESTRING (124.1031209 7.8265118, 124.1030471 7.8263471, 124.1029398 7.8261624, 124.1028003 7.8259804, 124.1026662 7.8258103, 124.1024744 7.8255552, 124.1021392 7.8250875)",,,
274204197,trunk,False,True,14.877,,"LINESTRING (124.1015508 7.8270685, 124.1016101 7.8271887)",2,77,Narciso Ramos Highway
464560134,unclassified,False,True,22.11,,"LINESTRING (124.1015508 7.8270685, 124.1017409 7.8270047)",,,
817945136,trunk,False,False,90.473,,"LINESTRING (124.1015508 7.8270685, 124.1007793 7.8273475)",2,77,Narciso Ramos Highway
"[555622472, 555622473, 555622471]",tertiary,False,False,147.81,yes,"LINESTRING (124.1015508 7.8270685, 124.1015095 7.8269821, 124.1013801 7.8266779, 124.1013218 7.8265497, 124.101242 7.8264281, 124.100951 7.826088, 124.1008799 7.8259976, 124.1008486 7.8259492)",,,
555622468,residential,False,True,82.003,,"LINESTRING (124.1033556 7.8271163, 124.1026289 7.8272762)",,,
555622476,unclassified,False,True,72.018,,"LINESTRING (124.1033556 7.8271163, 124.1031209 7.8265118)",,,
274204195,residential,False,False,67.792,,"LINESTRING (124.1033556 7.8271163, 124.1035802 7.8270692, 124.1036928 7.8270346, 124.1037197 7.8270074, 124.1037351 7.8269808, 124.1037391 7.826919, 124.1037344 7.8268579, 124.1037217 7.8267855)",,,
555622476,unclassified,False,False,153.88600000000002,,"LINESTRING (124.1033556 7.8271163, 124.1034112 7.8272133, 124.1034508 7.8273023, 124.1034863 7.8274119, 124.1036037 7.8279055, 124.1036426 7.8280756, 124.1037056 7.8284489)",,,
817945136,trunk,False,True,90.473,,"LINESTRING (124.1007793 7.8273475, 124.1015508 7.8270685)",2,77,Narciso Ramos Highway
"[555622474, 555622460]",residential,False,"[False, True]",192.08700000000002,,"LINESTRING (124.1007793 7.8273475, 124.1008296 7.8274797, 124.1009054 7.8276803, 124.1010059 7.8279799, 124.101096 7.8282774, 124.1011045 7.8282913, 124.1011134 7.8282993, 124.101125 7.8283024, 124.1011431 7.8282994, 124.1011709 7.8282925, 124.1018173 7.8281367)",,,
274204197,trunk,False,True,74.017,,"LINESTRING (124.1016711 7.827487, 124.1018173 7.8281367)",2,77,Narciso Ramos Highway
555622468,residential,False,False,108.083,,"LINESTRING (124.1016711 7.827487, 124.1026289 7.8272762)",,,
274204197,trunk,False,False,33.870000000000005,,"LINESTRING (124.1016711 7.827487, 124.1016336 7.8272757, 124.1016101 7.8271887)",2,77,Narciso Ramos Highway
