osmid,highway,oneway,reversed,length,ref,name,maxspeed,lanes,geometry
921961367,tertiary,False,False,5.516,,,,,"LINESTRING (120.9556128 13.5016596, 120.9556637 13.5016629)"
46987616,primary,True,False,89.301,452,Calapan North Road,40,,"LINESTRING (120.9546474 13.4996508, 120.9544988 13.5004408)"
180959073,primary,False,True,44.063,452,Calapan North Road,,2,"LINESTRING (120.9546474 13.4996508, 120.9547272 13.4992622)"
762274066,tertiary,True,False,43.017,,,,,"LINESTRING (120.9556431 13.5008891, 120.9555633 13.5005101)"
33069984,residential,False,True,133.555,,,,,"LINESTRING (120.9556431 13.5008891, 120.9554319 13.5008816, 120.9544106 13.500811)"
33069980,residential,False,False,115.354,,,,,"LINESTRING (120.9544988 13.5004408, 120.9555633 13.5005101)"
46987616,primary,True,False,42.255,452,Calapan North Road,40,,"LINESTRING (120.9544988 13.5004408, 120.9544106 13.500811)"
46987616,primary,True,False,119.572,452,Calapan North Road,40,,"LINESTRING (120.9544106 13.500811, 120.9541398 13.5018536)"
33069984,residential,False,False,133.555,,,,,"LINESTRING (120.9544106 13.500811, 120.9554319 13.5008816, 120.9556431 13.5008891)"
762274048,residential,False,False,70.624,,,,,"LINESTRING (120.9566482 13.5017345, 120.9563788 13.5011559)"
33070367,residential,False,True,108.104,,,,,"LINESTRING (120.9566482 13.5017345, 120.9565926 13.5017631, 120.9565236 13.5017698, 120.9564672 13.5017685, 120.9558249 13.5016746, 120.9557632 13.5016694, 120.9556637 13.5016629)"
904288185,residential,False,True,121.233,,,,,"LINESTRING (120.9566482 13.5017345, 120.9568916 13.5020463, 120.9572091 13.5023369, 120.9570644 13.502573)"
33070510,unclassified,False,False,133.121,,,,,"LINESTRING (120.9541944 13.4991255, 120.9541317 13.4991557, 120.9539751 13.4993655, 120.9539607 13.4993854, 120.9539344 13.4994218, 120.953872 13.4994606, 120.9538481 13.4994755, 120.9531642 13.4996987)"
44499808,residential,False,True,198.335,,,,,"LINESTRING (120.9541944 13.4991255, 120.9540767 13.499018, 120.9537412 13.4986784, 120.9534208 13.4983733, 120.9528368 13.4979312)"
762274051,unclassified,False,False,59.93900000000001,,,,,"LINESTRING (120.9541944 13.4991255, 120.954371 13.4991424, 120.9547272 13.4992622)"
762274047,residential,False,False,4.836,,,,,"LINESTRING (120.9521933 13.4975208, 120.9521524 13.4975032)"
33070495,residential,False,True,300.77099999999996,,,,,"LINESTRING (120.9521933 13.4975208, 120.9521614 13.4975609, 120.9527337 13.4984063, 120.9530481 13.4987568, 120.9527786 13.4994012, 120.9530657 13.4995976, 120.9531196 13.4996424, 120.9531642 13.4996987)"
44499808,residential,False,False,33.348,,,,,"LINESTRING (120.9521933 13.4975208, 120.9524407 13.4976314, 120.9524692 13.497653)"
33070495,residential,False,False,300.771,,,,,"LINESTRING (120.9531642 13.4996987, 120.9531196 13.4996424, 120.9530657 13.4995976, 120.9527786 13.4994012, 120.9530481 13.4987568, 120.9527337 13.4984063, 120.9521614 13.4975609, 120.9521933 13.4975208)"
33070510,unclassified,False,False,151.679,,,,,"LINESTRING (120.9531642 13.4996987, 120.9529358 13.4997373, 120.952086 13.4996578, 120.9517687 13.4996575)"
33070510,unclassified,False,True,133.12099999999998,,,,,"LINESTRING (120.9531642 13.4996987, 120.9538481 13.4994755, 120.953872 13.4994606, 120.9539344 13.4994218, 120.9539607 13.4993854, 120.9539751 13.4993655, 120.9541317 13.4991557, 120.9541944 13.4991255)"
33070510,unclassified,False,True,151.679,,,,,"LINESTRING (120.9517687 13.4996575, 120.952086 13.4996578, 120.9529358 13.4997373, 120.9531642 13.4996987)"
