osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,bridge,width
68518598,False,,V. Tolentino Street,residential,True,49.118,"LINESTRING (121.9764772 13.8384087, 121.9762162 13.8380469)",,,,
246748843,False,2,Quezon Avenue,primary,True,36.582,"LINESTRING (121.9764772 13.8384087, 121.9767566 13.8382226)",610,40,,
246748843,False,2,Quezon Avenue,primary,False,39.86,"LINESTRING (121.9764772 13.8384087, 121.976431 13.8384406, 121.9761763 13.8386164)",610,40,,
68518598,False,,V. Tolentino Street,residential,True,48.342,"LINESTRING (121.9767273 13.8387693, 121.9764772 13.8384087)",,,,
68518607,False,,L. Carillo Street,residential,False,38.473,"LINESTRING (121.9767273 13.8387693, 121.9770169 13.8385677)",,,,
68518607,False,,L. Carillo Street,residential,True,37.856,"LINESTRING (121.9767273 13.8387693, 121.9764337 13.8389554)",,,,
68518598,False,,V. Tolentino Street,residential,False,131.04399999999998,"LINESTRING (121.9767273 13.8387693, 121.9769432 13.8390855, 121.9773924 13.8397551)",,,,
68518598,False,,V. Tolentino Street,residential,False,36.657,"LINESTRING (121.9773924 13.8397551, 121.9775776 13.8400314)",,,,
68518604,False,,Isaac Street,residential,True,73.72,"LINESTRING (121.9773924 13.8397551, 121.9768195 13.8401158)",,,,
68518598,False,,V. Tolentino Street,residential,True,131.04399999999998,"LINESTRING (121.9773924 13.8397551, 121.9769432 13.8390855, 121.9767273 13.8387693)",,,,
68518598,False,,V. Tolentino Street,residential,False,34.941,"LINESTRING (121.9775776 13.8400314, 121.9777572 13.8402928)",,,,
68518598,False,,V. Tolentino Street,residential,True,36.657,"LINESTRING (121.9775776 13.8400314, 121.9773924 13.8397551)",,,,
68518603,False,,Aling Sida Street,residential,True,73.822,"LINESTRING (121.9775776 13.8400314, 121.9770006 13.8403876)",,,,
68518598,False,,V. Tolentino Street,residential,False,65.623,"LINESTRING (121.9777572 13.8402928, 121.9780814 13.840792)",,,,
68518598,False,,V. Tolentino Street,residential,True,34.941,"LINESTRING (121.9777572 13.8402928, 121.9775776 13.8400314)",,,,
68518601,False,,Constantino Street,residential,True,75.657,"LINESTRING (121.9777572 13.8402928, 121.9771594 13.8406478)",,,,
68518598,False,,V. Tolentino Street,residential,True,65.623,"LINESTRING (121.9780814 13.840792, 121.9777572 13.8402928)",,,,
68518599,False,,Kalilayan Street,residential,True,22.626,"LINESTRING (121.9780814 13.840792, 121.9779047 13.8409014)",,,,
"[68518600, 68518599]",False,,"['Resma Road', 'Kalilayan Street']",residential,False,224.80599999999998,"LINESTRING (121.9780814 13.840792, 121.9782883 13.8406568, 121.9795067 13.8398509, 121.9795319 13.8398317, 121.9795483 13.8398053, 121.9795603 13.8397767, 121.9795908 13.8396598, 121.9795939 13.8396367, 121.9795945 13.8396041, 121.9795921 13.8395253)",,,,
68518599,False,,Kalilayan Street,residential,False,19.449,"LINESTRING (121.9764474 13.8418784, 121.9765944 13.8417773)",,,,
68518599,False,,Kalilayan Street,residential,False,48.644,"LINESTRING (121.9765944 13.8417773, 121.9769624 13.8415249)",,,,
68518599,False,,Kalilayan Street,residential,True,19.449,"LINESTRING (121.9765944 13.8417773, 121.9764474 13.8418784)",,,,
68518625,False,,T. Valerio Street,residential,False,71.039,"LINESTRING (121.9765944 13.8417773, 121.9762651 13.8412242)",,,,
68518599,False,,Kalilayan Street,residential,False,33.875,"LINESTRING (121.9769624 13.8415249, 121.977233 13.8413707)",,,,
68518599,False,,Kalilayan Street,residential,True,48.644,"LINESTRING (121.9769624 13.8415249, 121.9765944 13.8417773)",,,,
246748842,False,2,J. P. Rizal Street,primary,False,70.523,"LINESTRING (121.9769624 13.8415249, 121.9768947 13.8414273, 121.9766117 13.8409899)",610,40,,
246748842,False,2,J. P. Rizal Street,primary,True,82.531,"LINESTRING (121.9769624 13.8415249, 121.9773344 13.8420792, 121.9773562 13.842157)",610,40,,
68518599,False,,Kalilayan Street,residential,False,37.767,"LINESTRING (121.977233 13.8413707, 121.9775158 13.8411708)",,,,
68518599,False,,Kalilayan Street,residential,True,33.875,"LINESTRING (121.977233 13.8413707, 121.9769624 13.8415249)",,,,
68518609,False,,J. Vargas Street,residential,False,71.855,"LINESTRING (121.977233 13.8413707, 121.9768634 13.8408333)",,,,
68518599,False,,Kalilayan Street,residential,False,51.579,"LINESTRING (121.9775158 13.8411708, 121.9779047 13.8409014)",,,,
68518599,False,,Kalilayan Street,residential,True,37.767,"LINESTRING (121.9775158 13.8411708, 121.977233 13.8413707)",,,,
68518610,False,,P. Burgos Street,residential,False,69.733,"LINESTRING (121.9775158 13.8411708, 121.9771594 13.8406478)",,,,
68518599,False,,Kalilayan Street,residential,False,22.626,"LINESTRING (121.9779047 13.8409014, 121.9780814 13.840792)",,,,
68518599,False,,Kalilayan Street,residential,True,51.579,"LINESTRING (121.9779047 13.8409014, 121.9775158 13.8411708)",,,,
68518627,False,,Olala Road,residential,True,202.68299999999994,"LINESTRING (121.9779047 13.8409014, 121.9781005 13.8412078, 121.9781421 13.8412781, 121.978173 13.8413432, 121.9783218 13.8416752, 121.9783527 13.8417495, 121.9783929 13.8418302, 121.9785954 13.8421792, 121.9786262 13.842243, 121.9786423 13.8422885, 121.9786645 13.8423712, 121.9786819 13.8424136, 121.9787107 13.8424572, 121.9787539 13.84252)",,,,
68518600,False,,Resma Road,residential,True,47.334,"LINESTRING (121.9791473 13.8386165, 121.9793497 13.8389941)",,,,
68518600,False,,Resma Road,residential,False,187.469,"LINESTRING (121.9791473 13.8386165, 121.9791003 13.8385468, 121.9790722 13.8385103, 121.9790313 13.8384706, 121.9784458 13.8380044, 121.9782655 13.8378602, 121.9778371 13.8375176)",,,,
68518636,False,,,residential,True,64.37599999999999,"LINESTRING (121.9791473 13.8386165, 121.978822 13.838961, 121.9787414 13.8390405)",,,,
68518600,False,,Resma Road,residential,False,41.582,"LINESTRING (121.9778371 13.8375176, 121.977525 13.8372985)",,,,
68518600,False,,Resma Road,residential,True,187.46900000000002,"LINESTRING (121.9778371 13.8375176, 121.9782655 13.8378602, 121.9784458 13.8380044, 121.9790313 13.8384706, 121.9790722 13.8385103, 121.9791003 13.8385468, 121.9791473 13.8386165)",,,,
68518619,False,,D. Constantino Street,residential,False,85.2,"LINESTRING (121.9778371 13.8375176, 121.9780496 13.8371359, 121.9782132 13.836844)",,,,
68518600,False,,Resma Road,residential,True,41.582,"LINESTRING (121.977525 13.8372985, 121.9778371 13.8375176)",,,,
246748843,False,2,Quezon Avenue,primary,False,54.415,"LINESTRING (121.977525 13.8372985, 121.9772464 13.8377063)",610,40,,
246748843,False,2,Quezon Avenue,primary,True,43.202,"LINESTRING (121.977525 13.8372985, 121.9775682 13.8372266, 121.9777268 13.836963)",610,40,,
68518601,False,,Constantino Street,residential,False,19.864,"LINESTRING (121.9761258 13.8413409, 121.9762651 13.8412242)",,,,
68518601,False,,Constantino Street,residential,False,45.597,"LINESTRING (121.9762651 13.8412242, 121.9766117 13.8409899)",,,,
68518601,False,,Constantino Street,residential,True,19.864,"LINESTRING (121.9762651 13.8412242, 121.9761258 13.8413409)",,,,
68518625,False,,T. Valerio Street,residential,False,35.103,"LINESTRING (121.9762651 13.8412242, 121.976098 13.8409534)",,,,
68518625,False,,T. Valerio Street,residential,True,71.039,"LINESTRING (121.9762651 13.8412242, 121.9765944 13.8417773)",,,,
68518601,False,,Constantino Street,residential,False,32.275,"LINESTRING (121.9766117 13.8409899, 121.9768634 13.8408333)",,,,
68518601,False,,Constantino Street,residential,True,45.597,"LINESTRING (121.9766117 13.8409899, 121.9762651 13.8412242)",,,,
246748842,False,2,J. P. Rizal Street,primary,False,33.668,"LINESTRING (121.9766117 13.8409899, 121.9765295 13.8408782, 121.9764351 13.8407404)",610,40,,
246748842,False,2,J. P. Rizal Street,primary,True,70.523,"LINESTRING (121.9766117 13.8409899, 121.9768947 13.8414273, 121.9769624 13.8415249)",610,40,,
68518601,False,,Constantino Street,residential,False,38.037,"LINESTRING (121.9768634 13.8408333, 121.9771594 13.8406478)",,,,
68518601,False,,Constantino Street,residential,True,32.275,"LINESTRING (121.9768634 13.8408333, 121.9766117 13.8409899)",,,,
68518609,False,,J. Vargas Street,residential,False,34.056,"LINESTRING (121.9768634 13.8408333, 121.9766904 13.8405772)",,,,
68518609,False,,J. Vargas Street,residential,True,71.855,"LINESTRING (121.9768634 13.8408333, 121.977233 13.8413707)",,,,
68518601,False,,Constantino Street,residential,False,75.657,"LINESTRING (121.9771594 13.8406478, 121.9777572 13.8402928)",,,,
68518601,False,,Constantino Street,residential,True,38.037,"LINESTRING (121.9771594 13.8406478, 121.9768634 13.8408333)",,,,
68518610,False,,P. Burgos Street,residential,False,33.631,"LINESTRING (121.9771594 13.8406478, 121.9770006 13.8403876)",,,,
68518610,False,,P. Burgos Street,residential,True,69.733,"LINESTRING (121.9771594 13.8406478, 121.9775158 13.8411708)",,,,
68518603,False,,Aling Sida Street,residential,False,33.001,"LINESTRING (121.9764351 13.8407404, 121.9766904 13.8405772)",,,,
68518603,False,,Aling Sida Street,residential,True,43.423,"LINESTRING (121.9764351 13.8407404, 121.976098 13.8409534)",,,,
246748842,False,2,J. P. Rizal Street,primary,False,37.272,"LINESTRING (121.9764351 13.8407404, 121.9762401 13.8404638)",610,40,,
246748842,False,2,J. P. Rizal Street,primary,True,33.668,"LINESTRING (121.9764351 13.8407404, 121.9765295 13.8408782, 121.9766117 13.8409899)",610,40,,
68518603,False,,Aling Sida Street,residential,False,43.423,"LINESTRING (121.976098 13.8409534, 121.9764351 13.8407404)",,,,
68518625,False,,T. Valerio Street,residential,False,36.708,"LINESTRING (121.976098 13.8409534, 121.9759226 13.8406706)",,,,
68518625,False,,T. Valerio Street,residential,True,35.103,"LINESTRING (121.976098 13.8409534, 121.9762651 13.8412242)",,,,
68518603,False,,Aling Sida Street,residential,False,39.574,"LINESTRING (121.9766904 13.8405772, 121.9770006 13.8403876)",,,,
68518603,False,,Aling Sida Street,residential,True,33.001,"LINESTRING (121.9766904 13.8405772, 121.9764351 13.8407404)",,,,
68518609,False,,J. Vargas Street,residential,False,36.404,"LINESTRING (121.9766904 13.8405772, 121.9765097 13.8403008)",,,,
68518609,False,,J. Vargas Street,residential,True,34.056,"LINESTRING (121.9766904 13.8405772, 121.9768634 13.8408333)",,,,
68518603,False,,Aling Sida Street,residential,False,73.822,"LINESTRING (121.9770006 13.8403876, 121.9775776 13.8400314)",,,,
68518603,False,,Aling Sida Street,residential,True,39.574,"LINESTRING (121.9770006 13.8403876, 121.9766904 13.8405772)",,,,
68518610,False,,P. Burgos Street,residential,False,35.996,"LINESTRING (121.9770006 13.8403876, 121.9768195 13.8401158)",,,,
68518610,False,,P. Burgos Street,residential,True,33.631,"LINESTRING (121.9770006 13.8403876, 121.9771594 13.8406478)",,,,
68518604,False,,Isaac Street,residential,False,34.29,"LINESTRING (121.9762401 13.8404638, 121.9765097 13.8403008)",,,,
68518604,False,,Isaac Street,residential,True,41.278,"LINESTRING (121.9762401 13.8404638, 121.9759226 13.8406706)",,,,
246748842,False,2,J. P. Rizal Street,primary,True,37.272,"LINESTRING (121.9762401 13.8404638, 121.9764351 13.8407404)",610,40,,
246748842,False,2,J. P. Rizal Street,primary,False,34.629999999999995,"LINESTRING (121.9762401 13.8404638, 121.9761577 13.8403343, 121.9760674 13.8402014)",610,40,,
68518604,False,,Isaac Street,residential,False,41.278,"LINESTRING (121.9759226 13.8406706, 121.9762401 13.8404638)",,,,
68518625,False,,T. Valerio Street,residential,False,33.956,"LINESTRING (121.9759226 13.8406706, 121.9757709 13.8404031)",,,,
68518625,False,,T. Valerio Street,residential,True,36.708,"LINESTRING (121.9759226 13.8406706, 121.976098 13.8409534)",,,,
68518604,False,,Isaac Street,residential,False,39.268,"LINESTRING (121.9765097 13.8403008, 121.9768195 13.8401158)",,,,
68518604,False,,Isaac Street,residential,True,34.29,"LINESTRING (121.9765097 13.8403008, 121.9762401 13.8404638)",,,,
68518609,False,,J. Vargas Street,residential,False,36.493,"LINESTRING (121.9765097 13.8403008, 121.9763273 13.8400245)",,,,
68518609,False,,J. Vargas Street,residential,True,36.404,"LINESTRING (121.9765097 13.8403008, 121.9766904 13.8405772)",,,,
68518604,False,,Isaac Street,residential,False,73.72,"LINESTRING (121.9768195 13.8401158, 121.9773924 13.8397551)",,,,
68518604,False,,Isaac Street,residential,True,39.268,"LINESTRING (121.9768195 13.8401158, 121.9765097 13.8403008)",,,,
68518610,False,,P. Burgos Street,residential,False,36.57,"LINESTRING (121.9768195 13.8401158, 121.9766261 13.8398458)",,,,
68518610,False,,P. Burgos Street,residential,True,35.996,"LINESTRING (121.9768195 13.8401158, 121.9770006 13.8403876)",,,,
68518605,False,,J. Tolentino Street,residential,False,37.667,"LINESTRING (121.9754751 13.8405827, 121.9757709 13.8404031)",,,,
68518605,False,,J. Tolentino Street,residential,False,39.087,"LINESTRING (121.9757709 13.8404031, 121.9760674 13.8402014)",,,,
68518605,False,,J. Tolentino Street,residential,True,37.667,"LINESTRING (121.9757709 13.8404031, 121.9754751 13.8405827)",,,,
68518625,False,,T. Valerio Street,residential,False,47.71,"LINESTRING (121.9757709 13.8404031, 121.9755468 13.8400333)",,,,
68518625,False,,T. Valerio Street,residential,True,33.956,"LINESTRING (121.9757709 13.8404031, 121.9759226 13.8406706)",,,,
68518605,False,,J. Tolentino Street,residential,False,34.268,"LINESTRING (121.9760674 13.8402014, 121.9763273 13.8400245)",,,,
68518605,False,,J. Tolentino Street,residential,True,39.087,"LINESTRING (121.9760674 13.8402014, 121.9757709 13.8404031)",,,,
246748842,False,2,J. P. Rizal Street,primary,False,46.55,"LINESTRING (121.9760674 13.8402014, 121.9758256 13.8398548)",610,40,,
246748842,False,2,J. P. Rizal Street,primary,True,34.629999999999995,"LINESTRING (121.9760674 13.8402014, 121.9761577 13.8403343, 121.9762401 13.8404638)",610,40,,
68518605,False,,J. Tolentino Street,residential,False,37.889,"LINESTRING (121.9763273 13.8400245, 121.9766261 13.8398458)",,,,
68518605,False,,J. Tolentino Street,residential,True,34.268,"LINESTRING (121.9763273 13.8400245, 121.9760674 13.8402014)",,,,
68518609,False,,J. Vargas Street,residential,False,46.145,"LINESTRING (121.9763273 13.8400245, 121.9760893 13.8396798)",,,,
68518609,False,,J. Vargas Street,residential,True,36.493,"LINESTRING (121.9763273 13.8400245, 121.9765097 13.8403008)",,,,
68518605,False,,J. Tolentino Street,residential,True,37.889,"LINESTRING (121.9766261 13.8398458, 121.9763273 13.8400245)",,,,
68518610,False,,P. Burgos Street,residential,False,47.15,"LINESTRING (121.9766261 13.8398458, 121.9763712 13.8395015)",,,,
68518610,False,,P. Burgos Street,residential,True,36.57,"LINESTRING (121.9766261 13.8398458, 121.9768195 13.8401158)",,,,
68518606,False,,D. Valerio Street,residential,False,37.514,"LINESTRING (121.9752574 13.84022, 121.9755468 13.8400333)",,,,
68518606,False,,D. Valerio Street,residential,False,36.056,"LINESTRING (121.9755468 13.8400333, 121.9758256 13.8398548)",,,,
68518606,False,,D. Valerio Street,residential,True,37.514,"LINESTRING (121.9755468 13.8400333, 121.9752574 13.84022)",,,,
68518625,False,,T. Valerio Street,residential,False,43.919,"LINESTRING (121.9755468 13.8400333, 121.9753258 13.8397017)",,,,
68518625,False,,T. Valerio Street,residential,True,47.71,"LINESTRING (121.9755468 13.8400333, 121.9757709 13.8404031)",,,,
68518606,False,,D. Valerio Street,residential,False,34.485,"LINESTRING (121.9758256 13.8398548, 121.9760893 13.8396798)",,,,
68518606,False,,D. Valerio Street,residential,True,36.056,"LINESTRING (121.9758256 13.8398548, 121.9755468 13.8400333)",,,,
246748842,False,2,J. P. Rizal Street,primary,False,43.868,"LINESTRING (121.9758256 13.8398548, 121.9756006 13.8395263)",610,40,,
246748842,False,2,J. P. Rizal Street,primary,True,46.55,"LINESTRING (121.9758256 13.8398548, 121.9760674 13.8402014)",610,40,,
68518606,False,,D. Valerio Street,residential,False,36.324,"LINESTRING (121.9760893 13.8396798, 121.9763712 13.8395015)",,,,
68518606,False,,D. Valerio Street,residential,True,34.485,"LINESTRING (121.9760893 13.8396798, 121.9758256 13.8398548)",,,,
68518609,False,,J. Vargas Street,residential,False,45.235,"LINESTRING (121.9760893 13.8396798, 121.9758591 13.8393399)",,,,
68518609,False,,J. Vargas Street,residential,True,46.145,"LINESTRING (121.9760893 13.8396798, 121.9763273 13.8400245)",,,,
68518606,False,,D. Valerio Street,residential,True,36.324,"LINESTRING (121.9763712 13.8395015, 121.9760893 13.8396798)",,,,
68518610,False,,P. Burgos Street,residential,False,46.689,"LINESTRING (121.9763712 13.8395015, 121.9761356 13.8391494)",,,,
68518610,False,,P. Burgos Street,residential,True,47.15,"LINESTRING (121.9763712 13.8395015, 121.9766261 13.8398458)",,,,
68518607,False,,L. Carillo Street,residential,False,20.849,"LINESTRING (121.9751635 13.8398033, 121.9753258 13.8397017)",,,,
68518607,False,,L. Carillo Street,residential,False,35.506,"LINESTRING (121.9753258 13.8397017, 121.9756006 13.8395263)",,,,
68518607,False,,L. Carillo Street,residential,True,20.849,"LINESTRING (121.9753258 13.8397017, 121.9751635 13.8398033)",,,,
68518625,False,,T. Valerio Street,residential,False,45.762,"LINESTRING (121.9753258 13.8397017, 121.975102 13.8393522)",,,,
68518625,False,,T. Valerio Street,residential,True,43.919,"LINESTRING (121.9753258 13.8397017, 121.9755468 13.8400333)",,,,
68518607,False,,L. Carillo Street,residential,False,34.764,"LINESTRING (121.9756006 13.8395263, 121.9758591 13.8393399)",,,,
68518607,False,,L. Carillo Street,residential,True,35.506,"LINESTRING (121.9756006 13.8395263, 121.9753258 13.8397017)",,,,
246748842,False,2,J. P. Rizal Street,primary,False,46.813,"LINESTRING (121.9756006 13.8395263, 121.9753527 13.8391809)",610,40,,
246748842,False,2,J. P. Rizal Street,primary,True,43.868,"LINESTRING (121.9756006 13.8395263, 121.9758256 13.8398548)",610,40,,
68518607,False,,L. Carillo Street,residential,False,36.605,"LINESTRING (121.9758591 13.8393399, 121.9761356 13.8391494)",,,,
68518607,False,,L. Carillo Street,residential,True,34.764,"LINESTRING (121.9758591 13.8393399, 121.9756006 13.8395263)",,,,
68518609,False,,J. Vargas Street,residential,False,45.494,"LINESTRING (121.9758591 13.8393399, 121.9756175 13.8390047)",,,,
68518609,False,,J. Vargas Street,residential,True,45.235,"LINESTRING (121.9758591 13.8393399, 121.9760893 13.8396798)",,,,
68518607,False,,L. Carillo Street,residential,False,38.746,"LINESTRING (121.9761356 13.8391494, 121.9764337 13.8389554)",,,,
68518607,False,,L. Carillo Street,residential,True,36.605,"LINESTRING (121.9761356 13.8391494, 121.9758591 13.8393399)",,,,
68518610,False,,P. Burgos Street,residential,False,45.539,"LINESTRING (121.9761356 13.8391494, 121.9758908 13.8388159)",,,,
68518610,False,,P. Burgos Street,residential,True,46.689,"LINESTRING (121.9761356 13.8391494, 121.9763712 13.8395015)",,,,
68518607,False,,L. Carillo Street,residential,False,49.766,"LINESTRING (121.9770169 13.8385677, 121.9773849 13.8382982)",,,,
68518607,False,,L. Carillo Street,residential,True,38.473,"LINESTRING (121.9770169 13.8385677, 121.9767273 13.8387693)",,,,
68518613,False,,V. Constantino Street,residential,False,47.564,"LINESTRING (121.9770169 13.8385677, 121.9767566 13.8382226)",,,,
68518607,False,,L. Carillo Street,residential,True,49.766,"LINESTRING (121.9773849 13.8382982, 121.9770169 13.8385677)",,,,
68518609,False,,J. Vargas Street,residential,False,46.392,"LINESTRING (121.9756175 13.8390047, 121.9753794 13.8386574)",,,,
68518609,False,,J. Vargas Street,residential,True,45.494,"LINESTRING (121.9756175 13.8390047, 121.9758591 13.8393399)",,,,
246748843,False,2,Quezon Avenue,primary,True,36.214,"LINESTRING (121.9756175 13.8390047, 121.9758908 13.8388159)",610,40,,
246748843,False,2,Quezon Avenue,primary,False,34.659000000000006,"LINESTRING (121.9756175 13.8390047, 121.9754885 13.8390905, 121.9753527 13.8391809)",610,40,,
68518609,False,,J. Vargas Street,residential,False,23.507,"LINESTRING (121.9753794 13.8386574, 121.9752574 13.8384823)",,,,
68518609,False,,J. Vargas Street,residential,True,46.392,"LINESTRING (121.9753794 13.8386574, 121.9756175 13.8390047)",,,,
68518622,False,,R. Vargas Street,residential,False,36.823,"LINESTRING (121.9753794 13.8386574, 121.9751141 13.8388655)",,,,
68518622,False,,R. Vargas Street,residential,True,35.763,"LINESTRING (121.9753794 13.8386574, 121.9756384 13.8384569)",,,,
68518610,False,,P. Burgos Street,residential,False,48.334,"LINESTRING (121.9758908 13.8388159, 121.9756384 13.8384569)",,,,
68518610,False,,P. Burgos Street,residential,True,45.539,"LINESTRING (121.9758908 13.8388159, 121.9761356 13.8391494)",,,,
246748843,False,2,Quezon Avenue,primary,False,36.214,"LINESTRING (121.9758908 13.8388159, 121.9756175 13.8390047)",610,40,,
246748843,False,2,Quezon Avenue,primary,True,37.977,"LINESTRING (121.9758908 13.8388159, 121.9761763 13.8386164)",610,40,,
68518610,False,,P. Burgos Street,residential,False,48.177,"LINESTRING (121.9756384 13.8384569, 121.975373 13.8381086)",,,,
68518610,False,,P. Burgos Street,residential,True,48.334,"LINESTRING (121.9756384 13.8384569, 121.9758908 13.8388159)",,,,
68518622,False,,R. Vargas Street,residential,False,35.763,"LINESTRING (121.9756384 13.8384569, 121.9753794 13.8386574)",,,,
68518622,False,,R. Vargas Street,residential,True,38.43,"LINESTRING (121.9756384 13.8384569, 121.9759239 13.8382505)",,,,
68518610,False,,P. Burgos Street,residential,True,48.177,"LINESTRING (121.975373 13.8381086, 121.9756384 13.8384569)",,,,
68518612,False,,San Pedro Street,residential,False,48.969,"LINESTRING (121.9761763 13.8386164, 121.9759239 13.8382505)",,,,
68518612,False,,San Pedro Street,residential,True,46.832,"LINESTRING (121.9761763 13.8386164, 121.9764337 13.8389554)",,,,
246748843,False,2,Quezon Avenue,primary,False,37.977,"LINESTRING (121.9761763 13.8386164, 121.9758908 13.8388159)",610,40,,
246748843,False,2,Quezon Avenue,primary,True,39.86,"LINESTRING (121.9761763 13.8386164, 121.976431 13.8384406, 121.9764772 13.8384087)",610,40,,
68518612,False,,San Pedro Street,residential,False,19.104,"LINESTRING (121.9759239 13.8382505, 121.9758249 13.8381081)",,,,
68518612,False,,San Pedro Street,residential,True,48.969,"LINESTRING (121.9759239 13.8382505, 121.9761763 13.8386164)",,,,
68518622,False,,R. Vargas Street,residential,False,38.43,"LINESTRING (121.9759239 13.8382505, 121.9756384 13.8384569)",,,,
68518622,False,,R. Vargas Street,residential,True,38.839,"LINESTRING (121.9759239 13.8382505, 121.9762162 13.8380469)",,,,
68518612,False,,San Pedro Street,residential,True,19.104,"LINESTRING (121.9758249 13.8381081, 121.9759239 13.8382505)",,,,
68518613,False,,V. Constantino Street,residential,False,50.657,"LINESTRING (121.9767566 13.8382226, 121.9764859 13.8378505)",,,,
68518613,False,,V. Constantino Street,residential,True,47.564,"LINESTRING (121.9767566 13.8382226, 121.9770169 13.8385677)",,,,
246748843,False,2,Quezon Avenue,primary,False,36.582,"LINESTRING (121.9767566 13.8382226, 121.9764772 13.8384087)",610,40,,
246748843,False,2,Quezon Avenue,primary,True,78.807,"LINESTRING (121.9767566 13.8382226, 121.9770156 13.8380176, 121.9770515 13.8379819, 121.977084 13.8379403, 121.9772464 13.8377063)",610,40,,
68518613,False,,V. Constantino Street,residential,False,87.36,"LINESTRING (121.9764859 13.8378505, 121.9760033 13.8372199)",,,,
68518613,False,,V. Constantino Street,residential,True,50.657,"LINESTRING (121.9764859 13.8378505, 121.9767566 13.8382226)",,,,
68518622,False,,R. Vargas Street,residential,False,36.398,"LINESTRING (121.9764859 13.8378505, 121.9762162 13.8380469)",,,,
68518622,False,,R. Vargas Street,residential,True,73.778,"LINESTRING (121.9764859 13.8378505, 121.977027 13.8374453)",,,,
68518613,False,,V. Constantino Street,residential,True,87.36,"LINESTRING (121.9760033 13.8372199, 121.9764859 13.8378505)",,,,
68518614,False,,Meriel Street,residential,False,25.331,"LINESTRING (121.977027 13.8374453, 121.9768746 13.8372721)",,,,
68518614,False,,Meriel Street,residential,True,37.462,"LINESTRING (121.977027 13.8374453, 121.9772464 13.8377063)",,,,
68518622,False,,R. Vargas Street,residential,False,73.778,"LINESTRING (121.977027 13.8374453, 121.9764859 13.8378505)",,,,
68518622,False,,R. Vargas Street,residential,True,91.606,"LINESTRING (121.977027 13.8374453, 121.9776995 13.836943)",,,,
68518614,False,,Meriel Street,residential,False,33.224,"LINESTRING (121.9768746 13.8372721, 121.9766521 13.8370657)",,,,
68518614,False,,Meriel Street,residential,True,25.331,"LINESTRING (121.9768746 13.8372721, 121.977027 13.8374453)",,,,
68518620,False,,F. Alvarez Street,residential,False,84.306,"LINESTRING (121.9768746 13.8372721, 121.9774287 13.8367379)",,,,
68518614,False,,Meriel Street,residential,True,33.224,"LINESTRING (121.9766521 13.8370657, 121.9768746 13.8372721)",,,,
68518621,False,,M. Alvarez Street,residential,False,81.615,"LINESTRING (121.9766521 13.8370657, 121.9771457 13.8365098)",,,,
68518621,False,,M. Alvarez Street,residential,True,28.321,"LINESTRING (121.9766521 13.8370657, 121.9764807 13.8372585)",,,,
